openlibrary_author_key,author_name,status,candidate_count,error
OL10444445A,The Change Management Institute,no_candidate,0,
OL834372A,Todd Jick,success,1,
OL1236949A,Maury Peiperl,no_candidate,0,
OL3258342A,Todd D. Jick,success,1,
OL3243172A,Jeff Hiatt,success,1,
OL7275566A,Jason Little,success,5,
OL686666A,James McCalman,success,1,
OL6603031A,Djamel Eddine Laouisset,no_candidate,0,
OL10378844A,Cornell Vernooij,no_candidate,0,
OL10378845A,Judith Stuijt,no_candidate,0,
OL8765041A,Maarten Hendriks,no_candidate,0,
OL7699674A,Wouter ten Have,success,2,
OL7699673A,Steven ten Have,success,2,
OL7564045A,Camille Fournier,success,3,
OL8056985A,Melanie Franklin,no_candidate,0,
OL7708458A,APMG,success,5,
OL3329002A,Bennet Lientz,success,1,
OL3329003A,Kathryn Rea,success,2,
OL5450805A,Dean Anderson,success,5,
OL1003227A,Bernard Burnes,success,1,
OL218130A,August-Wilhelm Scheer,success,2,
OL7900742A,Frank Voehl,success,1,
OL2633920A,H. James Harrington,success,2,
OL295325A,Alexandra Schichtel,no_candidate,0,
OL8150541A,ten Have Wouter,no_candidate,0,
OL8150542A,Anne-Bregj Huijsmans,no_candidate,0,
OL6785342A,Martha Henderson Hurley,no_candidate,0,
OL218618A,Marcus Gonçalves,success,2,
OL6789733A,John Hayes,success,5,
OL6933050A,Sarah Lewis,success,5,
OL64477A,Annabel C. Beerel,success,1,
OL1101366A,Mahmoud Ezzamel,success,1,
OL1398747A,Simon Lilley,no_candidate,0,
OL3818706A,Hugh Wilmott,no_candidate,0,
OL409080A,Chris Green,success,5,
OL381405A,Joseph Tidd,success,1,
OL2729737A,Joe Tidd,success,1,
OL2730078A,John Bessant,success,2,
OL19869A,Keith Pavitt,success,1,
OL7694457A,Kyla Latrice Tennin,no_candidate,0,
OL802404A,Dietmar Vahs,success,1,
OL7106773A,Daphne Halkias,no_candidate,0,
OL794506A,Joseph C. Santora,no_candidate,0,
OL7106775A,Nicholas Harkiolakis,no_candidate,0,
OL8156259A,Paul W. Thurman,no_candidate,0,
OL229230A,Jeffrey P. Davidson,success,1,
OL8464339A,David M. Dietrich,no_candidate,0,
OL2971609A,Michael Kenworthy,success,2,
OL6605196A,Elizabeth A. Cudney,success,1,
OL15912311A,David Miller,success,5,
OL7758460A,Audra Proctor,no_candidate,0,
OL2812382A,Chip Heath,success,1,
OL3092199A,"Chip; Heath, Dan Heath",no_candidate,0,
OL231767A,John P. Kotter,success,1,
OL2951994A,Daniel Bloom,success,2,
OL9751209A,Tracey Torble,no_candidate,0,
OL7618544A,David Heinemeier Hansson,success,1,
OL390259A,Ronald J. Ebert,success,1,
OL23855A,Roger G. Schroeder,no_candidate,0,
OL227233A,Norman Gaither,success,1,
OL402185A,Scott M. Shafer,success,1,
OL1518264A,Nigel Slack,success,2,
OL370287A,Robert Johnston,success,5,
OL228288A,Bernard W. Taylor,no_candidate,0,
OL3376616A,Kanishka Bedi,no_candidate,0,
OL1708476A,Raymond R. Mayer,no_candidate,0,
OL7832997A,Lee Krajewski,no_candidate,0,
OL1955312A,R. Panneerselvam,success,1,
OL1193811A,Elwood Spencer Buffa,success,1,
OL402353A,Jack D. Ninemeier,no_candidate,0,
OL549981A,David K. Hayes,success,1,
OL721066A,Ray Wild,success,1,
OL235937A,Mark M. Davis,success,1,
OL579531A,Nicholas J. Aquilano,no_candidate,0,
OL38059A,James B. Dilworth,success,1,
OL245994A,Steve Brown,success,5,
OL7482935A,Fu Jia,success,5,
OL2626801A,Richard J. Schonberger,success,1,
OL2635611A,Edward M. Knod,no_candidate,0,
OL772133A,John O. McClain,no_candidate,0,
OL2655823A,L. Joseph Thomas,success,1,
OL2655824A,Joseph B. Mazzola,no_candidate,0,
OL2648632A,Larry P. Ritzman,success,1,
OL2653346A,Manoj K. Malhotra,success,1,
OL1012230A,Robert D. Reid,success,1,
OL2737989A,R. Dan Reid,no_candidate,0,
OL2737990A,Nada R. Sanders,success,1,
OL1429410A,David Barnes,success,5,
OL7974314A,"Heizer, Render, Munson",no_candidate,0,
OL7582321A,Chuck Munson,success,1,
OL36499A,Terry Hill,success,5,
OL390608A,Jim Kilby,success,1,
OL2737594A,Jim Fox,success,5,
OL2737595A,Anthony F. Lucas,no_candidate,0,
OL7764309A,"Lee J. Krajewski (Author), Manoj K. Malhotra (Author) Larry P. Ritzman (Author)",no_candidate,0,
OL7905386A,Michael Chibili,no_candidate,0,
OL8168446A,Shane de Bruyn,no_candidate,0,
OL8168447A,Latifa Benhadda,no_candidate,0,
OL257213A,Conrad Lashley,success,1,
OL8168448A,Saskia Penninga,no_candidate,0,
OL7203538A,Philip Gibson,success,3,
OL2730366A,Stanley E. Portny,success,1,
OL2825763A,Harvey Maylor,success,1,
OL5477272A,Bob Hughes,success,5,
OL2206215A,Samuel J. Mantel,no_candidate,0,
OL2636200A,Erik W. Larson,success,1,
OL534330A,Frederick E. Gould,no_candidate,0,
OL2656011A,Nancy Joyce,success,5,
OL1407711A,Kathy Schwalbe,no_candidate,0,
OL1424745A,Peter Fewings,success,1,
OL7342127A,Mark C. Layton,success,1,
OL7277660A,Kory Kogon,success,1,
OL9598794A,Suzette Blakemore,no_candidate,0,
OL28562A,Jeffrey K. Pinto,success,1,
OL365623A,Robert K. Wysocki,success,1,
OL875828A,P. K. Joy,success,1,
OL2730963A,Samuel E. Portny,no_candidate,0,
OL2730965A,Margaret M. Sutton,no_candidate,0,
OL2730966A,Brian E. Kramer,success,1,
OL397305A,Jack Gido,success,1,
OL3291729A,James P. Clements,success,1,
OL718530A,Avraham Shtub,success,2,
OL238316A,Jonathan F. Bard,success,1,
OL1237529A,Shlomo Globerson,success,1,
OL1436951A,Jack T. Marchewka,no_candidate,0,
OL4772139A,Jack Gido,success,1,
OL7937732A,Jim Clements,success,4,
OL4440582A,Rose Baker,success,5,
OL2738029A,Eric Verzuh,no_candidate,0,
OL7735729A,Theuns Oosthuizen,no_candidate,0,
OL7485326A,Rory Burke,success,5,
OL1657128A,Clifford F. Gray,success,1,
OL7007593A,Alison Dykstra,no_candidate,0,
OL3447283A,Timothy Kloppenborg,no_candidate,0,
OL3030014A,Kathryn Wells,no_candidate,0,
OL3059096A,Vittal S. Anantatmula,no_candidate,0,
OL5849949A,John M. Nicholas,success,1,
OL2734644A,Herman Steyn,success,1,
OL5795331A,David Shirley,success,5,
OL2637297A,David L. Cleland,no_candidate,0,
OL768789A,Lewis R. Ireland,success,1,
OL3697781A,Clifford Gray,success,5,
OL2650932A,Ken Schwaber,success,1,
OL1438336A,Scott Berkun,success,1,
OL19395A,Tom DeMarco,success,1,
OL2879818A,Greg Horine,success,1,
OL235974A,Sidney M. Levy,success,1,
OL2880269A,Paul C. Tinnirello,no_candidate,0,
OL719205A,Michael Armstrong,success,5,
OL7652150A,Linda Ashdown,no_candidate,0,
OL32869A,Aubrey C. Daniels,success,1,
OL2817860A,Jon S. Bailey,success,1,
OL6837059A,Arup Varma,no_candidate,0,
OL1436313A,Herman Aguinis,success,1,
OL7539915A,Jack Alexander,success,5,
OL5461640A,Jacky Holloway,no_candidate,0,
OL2824602A,Angela Baron,success,5,
OL1437382A,Mike Bourne,success,1,
OL8131521A,Ralph W. Adler,no_candidate,0,
OL375198A,A. S. Kohli,success,1,
OL3090367A,Edward M. Mone,no_candidate,0,
OL4436663A,T. V. Rao,success,2,
OL3100585A,Ralph R Smith,no_candidate,0,
OL7297300A,BPP Learning Media,no_candidate,0,
OL7346974A,Ron Dimon,success,1,
OL4191708A,Madhu Arora,no_candidate,0,
OL8468832A,Poonam Khurana,success,1,
OL8468833A,Sonam Choiden,no_candidate,0,
OL7200482A,Peter Wiggers,success,1,
OL216889A,Kornel Terplan,success,1,
OL236518A,Robert Bacal,success,2,
OL455914A,Michael D. McMaster,no_candidate,0,
OL1918598A,Lee Parker,success,2,
OL9502283A,Van Dooren Wouter,no_candidate,0,
OL9502284A,Wouter Van Dooren,success,1,
OL2667214A,Geert Bouckaert,success,2,
OL2806483A,John Halligan,success,5,
OL3118296A,Brian J. Hall,success,3,
OL2040906A,Richard Luecke,success,1,
OL3399460A,HBR,success,5,
OL3295533A,Graham Kenny,no_candidate,0,
OL286362A,Richard Pettinger,success,2,
OL3397009A,Arup; Bu Varma,no_candidate,0,
OL2741067A,Tony C. Adkins,no_candidate,0,
OL8114437A,Dummies Staff,no_candidate,0,
OL7645420A,Herman Aguinis,success,1,
OL2785894A,Kaplan Publishing,no_candidate,0,
OL455981A,Gary Cokins,success,1,
OL3149792A,Bernard Marr,success,5,
OL3410032A,Dina Gray,success,1,
OL585079A,Phil Baguley,success,1,
OL2729652A,Bob Paladino,success,1,
OL1401021A,Lisa R. Franke,no_candidate,0,
OL190840A,Tracey Bernstein Weiss,no_candidate,0,
OL228229A,Joan Dean,no_candidate,0,
OL395910A,H. John Bernardin,no_candidate,0,
OL2633257A,Joyce E. A. Russell,no_candidate,0,
OL535855A,Robert L. Mathis,success,1,
OL1123662A,John Harold Jackson,no_candidate,0,
OL235972A,David A. DeCenzo,success,1,
OL229940A,Greg L. Stewart,no_candidate,0,
OL3422129A,Kenneth G. Brown,success,2,
OL466291A,John Bratton,success,4,
OL2704923A,Jeffrey Gold,success,5,
OL238777A,Wendell L. French,success,1,
OL452017A,Lloyd L. Byars,success,1,
OL223925A,John M. Ivancevich,success,1,
OL584921A,Jeffrey A. Mello,no_candidate,0,
OL8176962A,Melanie Peacock,no_candidate,0,
OL5891029A,Monica Belcourt,success,1,
OL8176963A,Eileen B. Stewart,no_candidate,0,
OL8043921A,Pieter Nel,success,5,
OL8183313A,Amanda Werner,no_candidate,0,
OL8183314A,Christoff Botha,no_candidate,0,
OL8183315A,Osmond Ngalo,no_candidate,0,
OL8183316A,Paul Poisat,no_candidate,0,
OL2731752A,Raymond J. Stone,no_candidate,0,
OL246826A,William P. Anthony,no_candidate,0,
OL2627251A,Pamela L. Perrewe,success,1,
OL2627252A,K. Michele Kacmar,success,1,
OL2627453A,K. Michelle Kacmar,no_candidate,0,
OL6874322A,Melva M. Diamante,no_candidate,0,
OL244525A,Cynthia D. Fisher,no_candidate,0,
OL7644918A,John R. Hendon,success,1,
OL4204858A,K. Aswathappa,no_candidate,0,
OL1214150A,Perfecto S. Sison,no_candidate,0,
OL6438768A,H. T. Graham,no_candidate,0,
OL8201904A,Julie Beardwell,success,1,
OL4427561A,Tim Claydon,success,1,
OL216674A,Raymond A. Noe,success,1,
OL5005634A,Paul E Smith,success,2,
OL1207541A,Chris Brewster,success,2,
OL576940A,Paul Sparrow,no_candidate,0,
OL3147636A,Guy Vernon,success,5,
OL7915454A,Ronan Carbery,success,1,
OL7915455A,Christine Cross,success,3,
OL3281001A,Walter J. Flynn,no_candidate,0,
OL7900133A,Jonathan Crawshaw,success,1,
OL2695887A,Pawan Budhwar,success,1,
OL739572A,Ann Davis,success,5,
OL8624874A,Aswathappa,no_candidate,0,
OL2639667A,John R. Hollenbeck,success,1,
OL2639668A,Barry Gerhart,no_candidate,0,
OL7455447A,Patrick M. Wright,success,1,
OL3477657A,Nick Wilton,success,2,
OL2640713A,Laura Portolese Dias,no_candidate,0,
OL388469A,Fred Luthans,success,1,
OL1480578A,Angelo Kinicki,success,1,
OL3011892A,Hellriegel,success,5,
OL28337A,Steven Lattimore McShane,no_candidate,0,
OL397106A,John W. Newstrom,success,1,
OL1078587A,Michael T. Matteson,success,1,
OL5450786A,Jason Colquitt,success,1,
OL2736896A,Richard N. Osborn,no_candidate,0,
OL3236149A,Debra L. Nelson,success,1,
OL2634548A,Christopher P. Neck,success,1,
OL7675120A,Jeffery D. Houghton,success,1,
OL7659105A,Emma L. Murray,success,1,
OL230982A,Richard M. Steers,success,1,
OL391875A,Robert G. Owens,success,1,
OL2673094A,Thomas Valesky,no_candidate,0,
OL2640119A,Steven McShane,no_candidate,0,
OL2640120A,Mary Ann Von Glinow,no_candidate,0,
OL381981A,Dorothy Marcic,success,2,
OL3296061A,Hai,success,5,
OL3307659A,Joe Seltzer,success,1,
OL2877248A,Peter Vaill,success,2,
OL3011854A,Marcic,success,5,
OL2654440A,Tim Judge,success,2,
OL407371A,Gregory Moorhead,no_candidate,0,
OL2877531A,Timothy T. Baldwin,no_candidate,0,
OL658641A,Joyce Osland,success,1,
OL220539A,Judith R. Gordon,no_candidate,0,
OL3247664A,Nancy Borkowski,success,1,
OL725170A,Gregory B. Northcraft,success,1,
OL387911A,John A. Wagner,success,3,
OL2655520A,John A. Wagner,success,3,
OL395220A,Craig C. Pinder,success,1,
OL444568A,Joseph E. Champoux,no_candidate,0,
OL3500659A,Dean McFarlin,no_candidate,0,
OL269584A,Paul Sweeney,success,4,
OL3040839A,Terri A. Scandura,success,1,
OL833994A,Karlene H. Roberts,success,1,
OL2667355A,Hunt,success,5,
OL1435358A,Linda K. Stroh,success,1,
OL1394466A,John J. Wild,success,1,
OL2649709A,Kenneth L. Wild,no_candidate,0,
OL8152174A,Alverne Ball,no_candidate,0,
OL3327432A,Timothy A. Judge,success,1,
OL7807077A,Jeffery LePine,no_candidate,0,
OL7807078A,Michael Wesson,no_candidate,0,
OL720319A,Henry L. Tosi,no_candidate,0,
OL25174A,Afsaneh Nahavandi,success,1,
OL2654622A,Ali R. Malekzadeh,no_candidate,0,
OL3012031A,Newstrom,success,2,
OL447441A,"Nelson, Debra L.",no_candidate,0,
OL7136242A,Mary Uhl-Bien,no_candidate,0,
OL8356072A,Ronald F. Piccolo,no_candidate,0,
OL7907538A,"Schermerhorn, John R., Jr.",no_candidate,0,
OL389221A,Anne Marie Francesco,no_candidate,0,
OL2653882A,Barry Allen Gold,no_candidate,0,
OL532682A,Michael R. Baye,success,1,
OL2639750A,Michael Baye,success,5,
OL7657408A,Patrick Bet-David,success,1,
OL2629810A,Greg Dinkin,success,1,
OL1237664A,Marty Neumeier,success,1,
OL730657A,John Grieve Smith,success,1,
OL492603A,Alain Verbeke,success,2,
OL884162A,Wally Olins,success,1,
OL433587A,Shiv Sahai Mathur,no_candidate,0,
OL2825852A,Shiv S Mathur,no_candidate,0,
OL882934A,Alfred Kenyon,no_candidate,0,
OL7987385A,Hamilton Helmer,no_candidate,0,
OL1608050A,Jeremy Kourdi,success,1,
OL237651A,Brian O'Neil,success,5,
OL399968A,Walid Mougayar,no_candidate,0,
OL52310A,Peter J. Buckley,success,2,
OL2641400A,Pervez Ghauri,success,1,
OL2846407A,Neel Mehta,no_candidate,0,
OL7989361A,Aditya Agashe,success,2,
OL7989362A,Parth Detroja,success,1,
OL533987A,Richard A. Gershon,no_candidate,0,
OL5202953A,David Campbell,success,5,
OL698759A,Myron S. Scholes,success,1,
OL2649358A,Mark A. Wolfson,no_candidate,0,
OL2649359A,Merle M. Erickson,no_candidate,0,
OL1453625A,Edward L. Maydew,no_candidate,0,
OL2649360A,Terry J. Shevlin,no_candidate,0,
OL2649361A,Edward Maydew,no_candidate,0,
OL2649362A,Terry Shevlin,success,1,
OL3391341A,Robin John,success,5,
OL446800A,Jack Trout,success,4,
OL7466902A,Michael R. Baye,success,1,
OL7696713A,Jeff Prince,success,2,
OL8057057A,J. -C Spender,no_candidate,0,
OL897135A,Garry D. Smith,no_candidate,0,
OL452035A,Cor Molenaar,success,2,
OL236414A,Robert Greene,success,5,
OL3056495A,Don Leslie,success,5,
OL2656470A,Myron Scholes,success,1,
OL2656471A,Mark Wolfson,success,2,
OL2634848A,Harvard Business School,success,5,
OL828245A,S. Tamer Cavusgil,success,1,
OL2866738A,Tamer Cavusgil,success,1,
OL768925A,Gary Knight,success,5,
OL3367886A,John Riesenberger,no_candidate,0,
OL9990496A,Nicole F. Richter,success,1,
OL7080504A,Jesper Strandskov,success,2,
OL9990497A,Sven Hauff,success,1,
OL9990498A,Vasyl Taras,success,4,
OL2648409A,David Travis,success,5,
OL3154865A,Philip Hodgson,success,3,
OL12433045A,Mohammad F. Anwar,no_candidate,0,
OL12433046A,Frank E. Danna,no_candidate,0,
OL12433047A,Jeffrey F. Ma,no_candidate,0,
OL12433048A,Christopher J. Pitre,no_candidate,0,
OL7954858A,Patrick J. Stroh,no_candidate,0,
OL5064299A,Annmarie Hanlon,success,1,
OL2732133A,George Stonehouse,success,4,
OL7791069A,Bill Houston,success,4,
OL3056082A,Marc English,success,1,
OL1098126A,Janice Burn,success,1,
OL8089779A,George B. Moseley III,no_candidate,0,
OL2909853A,Nigel Seel,success,3,
OL926801A,Terry Garrison,success,1,
OL441696A,"Campbell, David J.",no_candidate,0,
OL9574146A,Vladik Khononov,no_candidate,0,
OL7276987A,Peter Zámborský,success,1,
OL10681772A,Sobia Publication,no_candidate,0,
OL402967A,Paul D. Kimmel,no_candidate,0,
OL225203A,Jerry J. Weygandt,success,1,
OL425147A,Ken Black,success,5,
OL146690A,Morris Hamburg,success,1,
OL244529A,E. Frank Harrison,no_candidate,0,
OL236063A,Max H. Bazerman,success,1,
OL121675A,Herbert Alexander Simon,success,2,
OL37425A,O. C. Ferrell,success,1,
OL2733865A,John Fraedrich,success,1,
OL2640453A,Linda Ferrell,success,1,
OL239935A,S. Christian Albright,success,1,
OL452854A,Wayne L. Winston,success,1,
OL422889A,Peter Juslin,success,1,
OL2333737A,Henry Montgomery,success,5,
OL591198A,Ronald C. Doll,success,1,
OL836577A,Scott Plous,success,1,
OL835181A,John J. Hampton,success,1,
OL2189463A,Manley Howe Jones,no_candidate,0,
OL2685917A,Deborah Stone,success,5,
OL586777A,W. Bruce Walsh,no_candidate,0,
OL658799A,Samuel H. Osipow,no_candidate,0,
OL78984A,David Ray Anderson,success,1,
OL30687A,Austin J. Freeley,no_candidate,0,
OL2777196A,David L. Steinberg,no_candidate,0,
OL550262A,Thomas N. Ingram,success,1,
OL2627347A,Raymond W. Laforge,no_candidate,0,
OL2627348A,Ramon A. Avila,no_candidate,0,
OL2627349A,"Charles H., Jr Schwepker",no_candidate,0,
OL2627350A,Michael R. Williams,success,2,
OL129765A,Irving Lester Janis,success,1,
OL2776999A,Wayne Winston,success,3,
OL3322990A,Christopher J. Zappe,no_candidate,0,
OL7447258A,Donald E. Kieso,success,1,
OL234151A,James G. March,success,3,
OL8298977A,Simone Gressel,no_candidate,0,
OL3118694A,David J. Pauleen,success,1,
OL8298978A,Nazim Taskin,success,1,
OL391613A,Laura Pincus Hartman,no_candidate,0,
OL2638636A,Laura P. Hartman,no_candidate,0,
OL218033A,Joseph R. DesJardins,no_candidate,0,
OL2626708A,Irving L. Janis,success,3,
OL10366460A,Ali AbdulHussein,success,1,
OL1434833A,Milan Zeleny,success,3,
OL2852718A,Rick Daniels,success,2,
OL7609129A,Patrick J. McGinnis,no_candidate,0,
OL542424A,Jerold L. Zimmerman,success,1,
OL2865625A,Zimmerman,success,5,
OL3401020A,Will Yancey,no_candidate,0,
OL6512827A,Paul M. Collier,no_candidate,0,
OL4438445A,Mervyn King,success,5,
OL676066A,John Kay,success,5,
OL8173710A,Ibrahim M. Aly,no_candidate,0,
OL7773959A,Nancy S. Kim,success,1,
OL236843A,Allan Savory,success,2,
OL3041173A,Jody Butterfield,no_candidate,0,
OL897567A,H. B. Gelatt,no_candidate,0,
OL119802A,George Leland Bach,success,2,
OL395036A,Sarah O. Steinman,no_candidate,0,
OL2778455A,Dennis J. Sweeney,success,1,
OL2778456A,Thomas Arthur Williams,success,1,
OL7501910A,Jeffrey D. Camm,success,2,
OL7501911A,James J. Cochran,success,1,
OL8126027A,Jacqueline Birt,success,2,
OL8126028A,Keryn Chalmers,success,1,
OL16223750A,Suzanne Byrne,success,1,
OL3537217A,Albie Brooks,no_candidate,0,
OL918315A,Judy Oliver,no_candidate,0,
OL2729090A,John Adair,success,5,
OL534204A,Ray H. Garrison,success,1,
OL2639592A,"Eric W., Phd Noreen",no_candidate,0,
OL2638699A,Eric Noreen,no_candidate,0,
OL1436960A,Peter C. Brewer,no_candidate,0,
OL544400A,Herta A. Murphy,no_candidate,0,
OL243612A,Marshall B. Rosenberg,success,1,
OL9735555A,Alan Rafael Seid Llamas,no_candidate,0,
OL226490A,M. N. Hegde,success,1,
OL2633498A,Catherine Ann Coombs,no_candidate,0,
OL397900A,Paul A. Argenti,success,1,
OL546514A,Robert L. Shrader,no_candidate,0,
OL31442A,Richard L. West,no_candidate,0,
OL398394A,Lynn H. Turner,success,1,
OL2640350A,Richard West,success,5,
OL1382017A,Lynn Turner,success,5,
OL5507684A,Sheila Steinberg,no_candidate,0,
OL2939178A,Sanjay Kumar,success,5,
OL8041523A,Pushp Lata,no_candidate,0,
OL35572A,Ronald B. Adler,success,1,
OL1961519A,Ronald Adler,success,2,
OL3350407A,MARY O WIEMAN,no_candidate,0,
OL3372657A,Ronald Adler,success,2,
OL3383392A,Ron Adler,success,2,
OL4593553A,RONALD ADLER,success,2,
OL7232157A,Ronald B. Adler,success,1,
OL7582287A,Ronald B. Adler,success,1,
OL2664466A,Russell F. Proctor II,no_candidate,0,
OL8032569A,"Proctor, Russell F., II",no_candidate,0,
OL2627896A,Neil Towne,success,1,
OL78865A,Wayne Tomasi,no_candidate,0,
OL1862774A,John W. Blassingame,success,3,
OL5017718A,John W. Blassingame,success,3,
OL22053A,Stewart L. Tubbs,success,1,
OL218771A,Mary Ellen Guffey,success,1,
OL386326A,Saundra Hybels,no_candidate,0,
OL27525A,Larry A. Samovar,success,1,
OL6744128A,Portar McDaniel Samovar,no_candidate,0,
OL2777276A,Richard E. Porter,success,1,
OL193997A,Benedict Anderson,success,5,
OL25012A,Emory A. Griffin,success,1,
OL31351A,Alan O. Ebenstein,success,1,
OL2649381A,Alan Ebenstein,success,1,
OL2274431A,William Ebenstein,success,1,
OL2656604A,EBENSTEIN FOGE,no_candidate,0,
OL3350700A,W. Ebenstein,no_candidate,0,
OL3370953A,Ebenstein & Fogelman,no_candidate,0,
OL5717154A,William Ebenstein,success,1,
OL21503A,Sarah Trenholm,success,1,
OL1879979A,Arthur Jensen,success,5,
OL2650392A,Courtland L. Bovée,no_candidate,0,
OL226398A,Malcolm Barnard,success,2,
OL230865A,William J. Seiler,no_candidate,0,
OL2672310A,Melissa L. Beall,no_candidate,0,
OL454516A,Paul Martin Lester,success,1,
OL541535A,Roy Blake,success,3,
OL395659A,John G. Proakis,success,1,
OL536194A,Leon W. Couch,success,1,
OL387775A,John M. Lannon,no_candidate,0,
OL219702A,William B. Gudykunst,success,1,
OL1121414A,Young Yun Kim,success,3,
OL2638683A,William Gudykunst,success,1,
OL223621A,Katherine Miller,success,5,
OL444993A,Mark L. Knapp,success,1,
OL1239241A,Judith A. Hall,success,1,
OL385983A,Kitty O. Locker,no_candidate,0,
OL3357718A,Donna S. Kienzler,no_candidate,0,
OL2635513A,Locker,success,5,
OL229901A,John Vivian,success,5,
OL886345A,Albert Mehrabian,success,1,
OL220594A,B. P. Lathi,success,1,
OL2870600A,Zhi Ding,success,5,
OL2635636A,Stephen Kyo Kaczmarek,no_candidate,0,
OL2640011A,Kitty Locker,no_candidate,0,
OL21137A,Julia T. Wood,success,1,
OL26076A,Joseph R. Dominick,success,1,
OL4331371A,Everett M. Rogers,success,1,
OL1122332A,Timothy Pratt,success,1,
OL2738451A,Charles W. Bostian,no_candidate,0,
OL2738452A,Jeremy E. Allnutt,no_candidate,0,
OL2778097A,Agency for Instructional Technology,success,1,
OL4318331A,Adler; Elmhorst,no_candidate,0,
OL2639424A,Jeanne Marquardt Elmhorst,no_candidate,0,
OL7701767A,Kristen Lucas Assistant Professor Ph.D.,no_candidate,0,
OL452098A,Fred Halsall,no_candidate,0,
OL27404A,Stanley J. Baran,success,1,
OL1655495A,Dennis K. Davis,success,1,
OL224907A,Daniel Goleman,success,3,
OL1433906A,Travis Bradberry,success,1,
OL3010389A,Jean Greaves,success,2,
OL7981494A,Jean Greaves Travis Bradberry,no_candidate,0,
OL619876A,Tom Parks,success,4,
OL11048858A,Daniela GOLEMAN,no_candidate,0,
OL1568927A,Christine Wilding,no_candidate,0,
OL2877610A,Peter Salovey,success,1,
OL11306985A,Kati Haylock,no_candidate,0,
OL8447426A,"Walton, David (Psychologist)",no_candidate,0,
OL384616A,Jeanne Segal,success,1,
OL530780A,Linda Lantieri,no_candidate,0,
OL387802A,Gerald Matthews,success,5,
OL10170844A,Emotional Pathway,success,3,
OL2828055A,Annie McKee,success,3,
OL401772A,Richard E. Boyatzis,success,1,
OL3477155A,Jill Dann,success,1,
OL11026215A,Tanvir Shakil,success,1,
OL1520541A,Ralf Schulze,success,5,
OL3288778A,Richard D. Roberts,success,1,
OL2795790A,Chris Hinton,success,2,
OL9215235A,Modern Psychology Publishing,no_candidate,0,
OL2804175A,Steven J. Stein,success,2,
OL1482502A,"Singh, Dalip",no_candidate,0,
OL27373A,Hendrie Weisinger,success,1,
OL3203461A,Harvard Business Review Press,success,1,
OL1428099A,Mitch Anthony,no_candidate,0,
OL1425182A,Alan Mortiboys,no_candidate,0,
OL9195760A,Helen C. Bryant,no_candidate,0,
OL391748A,Claude Steiner,success,2,
OL2629173A,Paul Perry,success,5,
OL8387486A,Daniel Brain,success,4,
OL7949151A,James W. Williams,success,3,
OL2664659A,Linda Wasmer Andrews,success,1,
OL9265506A,Emotional Intelligence Guided,no_candidate,0,
OL223996A,Moshe Zeidner,success,1,
OL3138260A,Joseph Ciarrochi,success,1,
OL1436314A,"Mayer, John D.",no_candidate,0,
OL11043811A,Emotional Intelligence Academy,no_candidate,0,
OL1158001A,Daniel Coleman,success,5,
OL1008395A,Margaret Chapman,success,5,
OL3094702A,Ryan James,success,5,
OL14948835A,Eric Robertson,success,5,
OL2651699A,Darwin B. Nelson,no_candidate,0,
OL479991A,Gary R. Low,no_candidate,0,
OL1357185A,John Eaton,success,5,
OL2879317A,Roy Johnson,success,5,
OL11121520A,Tyler Dawson,success,1,
OL7607098A,Ian Tuhovsky,no_candidate,0,
OL385663A,Allan Afuah,success,1,
OL3083143A,Paul Trott,success,2,
OL7504235A,John R. Bessant,success,1,
OL2476984A,Keith Goffin,success,1,
OL1521017A,"Mitchell, Rick",no_candidate,0,
OL7208428A,Mark Dodgson,success,1,
OL834892A,Mark Dodgson,success,1,
OL2952465A,Rick Mitchell,success,3,
OL27182A,Mohamed Zairi,success,1,
OL240826A,Clayton M. Christensen,success,1,
OL9181563A,L J Ganser,no_candidate,0,
OL9988316A,Chaitanaya Desai,no_candidate,0,
OL9988317A,Sheikna Kulam,no_candidate,0,
OL9988318A,Chun Wei Ooi,no_candidate,0,
OL9988319A,Clement Sanjivi,no_candidate,0,
OL9988320A,Andreas Tan,success,5,
OL9745658A,Jan van den Ende,success,5,
OL7526080A,Ina Goller,success,1,
OL578250A,Shlomo Maital,no_candidate,0,
OL2842375A,D V R Seshadri,no_candidate,0,
OL3410106A,Pervaiz Ahmed,success,2,
OL1398890A,Pervaiz K. Ahmed,success,1,
OL7084372A,Alexander Brem,success,5,
OL225185A,Eric Viardot,success,1,
OL3235516A,J. Christopher Westland,no_candidate,0,
OL7349537A,Stefano Biazzo,success,1,
OL9575127A,Roberto Filippini,success,2,
OL7356617A,Carolina Machado,success,4,
OL6582933A,J. Paulo Davim,success,1,
OL6862634A,Patrick van der Duin,success,2,
OL7888682A,Roland Ortt,success,1,
OL4155296A,Jin Chen,success,5,
OL7112037A,Poh Kam Wong,success,2,
OL8469889A,David Sarpong,success,1,
OL4114926A,Dirk Meissner,success,3,
OL10068582A,Sanjiva Shankar Dubey,no_candidate,0,
OL836169A,V. K. Narayanan,no_candidate,0,
OL389509A,Stuart Macdonald,success,5,
OL541941A,David Schwartzman,success,5,
OL7899424A,Marcus Tynnhammar,no_candidate,0,
OL14995058A,Rasmus Koss Hartmann,no_candidate,0,
OL5642597A,Robert Blackburn,success,5,
OL3751286A,Ravi Jain,success,4,
OL2671747A,Harry C. Triandis,success,1,
