query_book_id,recommendations_returned,recommendations_with_cluster,unique_topic_clusters,cluster_diversity_ratio,query_title,query_authors,query_source_group,query_topic
BOOK00361,10,10,1,0.1,Armstrong's Handbook of Strategic Human Resource Management,['Michael Armstrong'],Open Library only,Human Resource Management
BOOK00362,10,10,2,0.2,Successful People Management,"['David W. Griffiths', 'JAMES RICHARDSON']",Open Library only,People Management
BOOK00363,10,10,8,0.8,Mastering people management,"['Thomas, Mark']",Open Library only,People Management
BOOK00364,10,10,5,0.5,People management for small business,['William Laird Siegel'],Open Library only,People Management
BOOK00365,10,10,2,0.2,Perspectives in People Management,['Satish Bendigiri'],Open Library only,People Management
BOOK00366,10,10,4,0.4,People Management (Management Papers: 4),['Great Britain. Audit Commission for Local Authorities in England and Wales.'],Open Library only,People Management
BOOK00367,10,9,6,0.6666666666666666,CMO of People,"['David Creelman', 'Peter Navin']",Open Library only,People Management
BOOK00368,10,10,3,0.3,Mastering People Management,['PAGE'],Open Library only,People Management
BOOK00369,10,10,2,0.2,Successful People Management in a Week,['Norma Barry'],Open Library only,People Management
BOOK00370,10,10,7,0.7,People Manager's Tool Kit,['Karen Gately'],Open Library only,Broad Leadership and Success
BOOK00371,10,10,4,0.4,International human resource management,"['Peter Dowling', 'Peter J. Dowling', 'Denice E. Welch', 'Randall S. Schuler']",Open Library only,Human Resource Management
BOOK00372,10,9,3,0.3333333333333333,Sustainable People Management,['Morgan Orioha'],Open Library only,People Management
BOOK00373,10,7,2,0.2857142857142857,Effective People Management,['Richard Blackmon'],Open Library only,People Management
BOOK00374,10,9,5,0.5555555555555556,Management,['Peter F. Drucker'],Open Library only,Broad Leadership and Success
BOOK00375,10,10,4,0.4,People Management,"['Diana Dias', 'Carla Magalhães']",Open Library only,People Management
BOOK00376,10,10,2,0.2,Effective people management,['Patricia Wellington'],Open Library only,People Management
BOOK00377,10,10,2,0.2,People Management,['Gerardus Blokdyk'],Open Library only,People Management
BOOK00378,10,10,5,0.5,Developing Excellent People Managers,"['Gerrit, Ph.D. Knodt']",Open Library only,People Management
BOOK00379,10,8,5,0.625,Benchmarking for People Managers,['John Bramham'],Open Library only,People Management
BOOK00380,10,10,7,0.7,People managing forests,['Carol J. Pierce Colfer'],Open Library only,General Business and Management
BOOK00381,10,10,1,0.1,Strategic management,"['Michael A. Hitt', 'Robert E. Hoskisson', 'R. Duane Ireland, Robert E. Hoskisson Michael A.  Hitt', 'Duane Ireland', 'R. Duane Ireland']",Open Library only,Strategic Management and Planning
BOOK00382,10,10,1,0.1,Strategic management,['Frank T. Rothaermel'],Open Library only,Strategic Management and Planning
BOOK00383,10,10,1,0.1,Strategic management,['R. Edward Freeman'],Open Library only,Strategic Management and Planning
BOOK00384,10,10,1,0.1,Strategic management,['Fred R. David'],Open Library only,Strategic Management and Planning
BOOK00385,10,10,1,0.1,Strategic Management,['Fred David'],Open Library only,Strategic Management and Planning
BOOK00386,10,10,1,0.1,Implanting strategic management,"['H. Igor Ansoff', 'Edward McDonnell']",Open Library only,Strategic Management and Planning
BOOK00387,10,10,1,0.1,Strategic management and competitive advantage,"['Jay B. Barney', 'Jay Barney', 'William S Hesterly']",Open Library only,Strategic Management and Planning
BOOK00388,10,10,1,0.1,Strategic Management,"['Jeffrey H. Dyer', 'Paul Godfrey', 'Robert Jensen', 'David Bryce']",Open Library only,Strategic Management and Planning
BOOK00389,10,10,1,0.1,Strategic management,"['Samuel C. Certo', 'J.Paul Peter']",Open Library only,Strategic Management and Planning
BOOK00390,10,10,2,0.2,Strategic Management Theory,['Gareth R. Jones'],Open Library only,Strategic Management and Planning
BOOK00391,10,10,1,0.1,Concepts of strategic management,['Fred R. David'],Open Library only,Strategic Management and Planning
BOOK00392,10,10,2,0.2,Strategic management of technological innovation,['Melissa A. Schilling'],Open Library only,Innovation Management
BOOK00393,10,10,1,0.1,Strategic management,"['Pearce, John A.', 'John A. Pearce', 'Richard B. Robinson']",Open Library only,Strategic Management and Planning
BOOK00394,10,9,1,0.1111111111111111,Strategic Management,"['Garth Saloner', 'Andrea Shepard', 'Joel Podolny']",Open Library only,Strategic Management and Planning
BOOK00395,10,10,1,0.1,Strategic management,['Garth Saloner'],Open Library only,Strategic Management and Planning
BOOK00396,10,10,4,0.4,International business,"['Alan M. Rugman', 'Richard M. Hodgetts']",Open Library only,Strategic Management and Planning
BOOK00397,10,9,6,0.6666666666666666,Creating public value,['Mark Harrison Moore'],Open Library only,CEO and Executive Transformation
BOOK00398,10,10,1,0.1,Strategic Management,['Tienie Ehlers'],Open Library only,Strategic Management and Planning
BOOK00399,10,10,3,0.3,Global Strategic Management,['Philippe Lasserre'],Open Library only,Strategic Management and Planning
BOOK00400,10,10,2,0.2,Strategic Management : Theory & Cases,"['Charles W. L. Hill', 'Gareth R. Jones', 'Melissa A. Schilling']",Open Library only,Strategic Management and Planning
BOOK00401,10,9,1,0.1111111111111111,Strategic Management,['John Parnell'],Open Library only,Strategic Management and Planning
BOOK00402,10,10,8,0.8,Strategic management of health care organizations,"['Peter M. Ginter', 'Linda E. Swayne', 'W. Jack Duncan']",Open Library only,Broad Leadership and Success
BOOK00403,10,10,1,0.1,Strategic management and business analysis,"['Cooke, Peter', 'David Williamson', 'Wyn Jenkins', 'Keith Michael Moreton']",Open Library only,Strategic Management and Planning
BOOK00404,10,10,1,0.1,Strategic management,"['Miller, Alex']",Open Library only,Strategic Management and Planning
BOOK00405,10,10,1,0.1,Strategic management,['Allen C. Amason'],Open Library only,Strategic Management and Planning
BOOK00406,10,10,1,0.1,Strategic management,"['John L. Thompson', 'Frank Martin']",Open Library only,Strategic Management and Planning
BOOK00407,10,10,2,0.2,Sustainable strategic management,"['W. Edward Stead', 'Jean Garner Stead', 'Mark Starik']",Open Library only,Strategic Management and Planning
BOOK00408,10,10,1,0.1,Strategic management in action,['Mary K. Coulter'],Open Library only,Strategic Management and Planning
BOOK00409,10,10,3,0.3,Strategize!,"['C. Gopinath', 'Julie I. Siciliano']",Open Library only,Strategic Management and Planning
BOOK00410,10,10,2,0.2,Strategy safari,['Henry Mintzberg'],Open Library only,Strategic Management and Planning
BOOK00411,10,10,1,0.1,Strategic management,"['Mason Andrew Carpenter', 'Mason A. Carpenter', 'William Gerard Sanders']",Open Library only,Strategic Management and Planning
BOOK00412,10,10,1,0.1,Strategic Management,['Frank Rothaermel'],Open Library only,Strategic Management and Planning
BOOK00413,10,10,1,0.1,Understanding Strategic Management,['Anthony Henry'],Open Library only,Strategic Management and Planning
BOOK00414,10,9,3,0.3333333333333333,Sustainable Strategic Management,"['W. Edward Stead', 'Jean Garner Stead', 'Mark Starik']",Open Library only,Strategic Management and Planning
BOOK00415,10,10,1,0.1,Strategic management,['Fred R. David'],Open Library only,Strategic Management and Planning
BOOK00416,10,10,1,0.1,The Strategic Manager,['Harry Sminia'],Open Library only,Strategic Management and Planning
BOOK00417,10,10,1,0.1,Strategic management,['Fred R. David'],Open Library only,Strategic Management and Planning
BOOK00418,10,10,1,0.1,Strategic Management,['Lester A. Digman'],Open Library only,Strategic Management and Planning
BOOK00419,10,10,1,0.1,Strategic Management,['R. Edward Freeman'],Open Library only,Strategic Management and Planning
BOOK00420,10,9,2,0.2222222222222222,Strategic Management Accounting,['Zahirul Hoque'],Open Library only,Strategic Management and Planning
BOOK00421,10,10,2,0.2,Essentials of strategic management,"['J. David Hunger', 'Thomas L. Wheelen']",Open Library only,Strategic Management and Planning
BOOK00422,10,10,2,0.2,Global strategic management,"['Kamel Mellahi', 'Jedrzej George Frynas', 'Paul Finlay']",Open Library only,Strategic Management and Planning
BOOK00423,10,10,1,0.1,Strategic management,['Richard L. Lynch'],Open Library only,Strategic Management and Planning
BOOK00424,10,10,2,0.2,Change management,"['Jeffrey M. Hiatt', 'Timothy J. Creasey']",Open Library only,Change Management
BOOK00425,10,10,4,0.4,Managing Change/Changing Managers,['Julian Randall'],Open Library only,Change Management
BOOK00426,10,10,3,0.3,Change management,"['Robert Sullivan', 'Stephen Lytton']",Open Library only,Change Management
BOOK00427,10,10,2,0.2,Change Management,['Thomas Lauer'],Open Library only,Change Management
BOOK00428,10,10,2,0.2,"Managing change, changing managers",['Julian Randall'],Open Library only,Change Management
BOOK00429,10,10,4,0.4,Change management in information services,['Lyndon Pugh'],Open Library only,Information Technology Management
BOOK00430,10,10,2,0.2,Making sense of change management,"['Esther Cameron', 'Mike Green']",Open Library only,Information Technology Management
BOOK00431,10,10,5,0.5,Changing Change Management,['Darren McCabe'],Open Library only,General Business and Management
BOOK00432,10,10,2,0.2,Change Management,"['Klaus Doppler', 'Christoph Lauterburg']",Open Library only,Change Management
BOOK00433,10,10,3,0.3,Making sense of change management,['Esther Cameron'],Open Library only,Information Technology Management
BOOK00434,10,10,3,0.3,The Theory and Practice of Change Management,['John Hayes'],Open Library only,Change Management
BOOK00435,10,10,4,0.4,Effective Change Manager,['The Change Management Institute'],Open Library only,Change Management
BOOK00436,10,10,4,0.4,Making sense of change management,['Esther Cameron'],Open Library only,Information Technology Management
BOOK00437,10,10,6,0.6,Managing change,"['Todd Jick', 'Maury Peiperl', 'Todd D. Jick']",Open Library only,General Business and Management
BOOK00438,10,10,2,0.2,Change Management,['Jeff Hiatt'],Open Library only,Change Management
BOOK00439,10,10,4,0.4,Lean Change Management,['Jason Little'],Open Library only,Change Management
BOOK00440,10,10,3,0.3,Change Management,['James McCalman'],Open Library only,Change Management
BOOK00441,10,10,1,0.1,Strategic Change Management Strategic Change Management,['Djamel Eddine Laouisset'],Open Library only,Change Management
BOOK00442,10,10,6,0.6,Organizational Behaviour and Change Management,"['Cornell Vernooij', 'Judith Stuijt', 'Maarten Hendriks', 'Wouter ten Have', 'Steven ten Have']",Open Library only,Organizational Behavior
BOOK00443,10,10,7,0.7,The Manager's Path,['Camille Fournier'],Open Library only,Broad Leadership and Success
BOOK00444,10,10,5,0.5,Agile Change Management,['Melanie Franklin'],Open Library only,General Business and Management
BOOK00445,10,10,5,0.5,The Effective Change Manager's Handbook,['APMG'],Open Library only,Change Management
BOOK00446,10,10,2,0.2,Breakthrough IT Change Management,"['Bennet Lientz', 'Kathryn Rea']",Open Library only,Information Technology Management
BOOK00447,10,10,3,0.3,Beyond change management,['Dean Anderson'],Open Library only,Change Management
BOOK00448,10,10,2,0.2,Managing Change,['Bernard Burnes'],Open Library only,Change Management
BOOK00449,10,10,1,0.1,Business process change management,['August-Wilhelm Scheer'],Open Library only,Information Technology Management
BOOK00450,10,10,3,0.3,Change Management,"['Frank Voehl', 'H. James Harrington']",Open Library only,Change Management
BOOK00451,10,10,3,0.3,Change Management Für Dummies,['Alexandra Schichtel'],Open Library only,Change Management
BOOK00452,10,10,4,0.4,Reconsidering Change Management,"['Steven ten Have', 'ten Have Wouter', 'Anne-Bregj Huijsmans']",Open Library only,Change Management
BOOK00453,10,9,3,0.3333333333333333,Correctional administration and change management,['Martha Henderson Hurley'],Open Library only,Change Management
BOOK00454,10,10,3,0.3,Change management,['Marcus Gonçalves'],Open Library only,Information Technology Management
BOOK00455,10,10,3,0.3,The Theory and Practice of Change Management,['John Hayes'],Open Library only,Change Management
BOOK00456,10,10,4,0.4,Appreciative inquiry for change management,['Sarah Lewis'],Open Library only,Change Management
BOOK00457,10,10,4,0.4,Leadership and change management,['Annabel C. Beerel'],Open Library only,Change Management
BOOK00458,10,10,2,0.2,Changing managers and managing change,"['Mahmoud Ezzamel', 'Simon Lilley', 'Hugh Wilmott', 'Chris Green']",Open Library only,Change Management
BOOK00459,10,10,5,0.5,Managing innovation,"['Joseph Tidd', 'Joe Tidd', 'John Bessant', 'Keith Pavitt']",Open Library only,Innovation Management
BOOK00460,10,10,1,0.1,Change Management During Unprecedented Times,['Kyla Latrice Tennin'],Open Library only,Change Management
BOOK00461,10,10,1,0.1,"Change Management in schwierigen Zeiten, m. CD-ROM",['Dietmar Vahs'],Open Library only,Change Management
BOOK00462,10,10,5,0.5,Leadership and Change Management,"['Daphne Halkias', 'Joseph C. Santora', 'Nicholas Harkiolakis', 'Paul W. Thurman']",Open Library only,Change Management
BOOK00463,10,10,2,0.2,The complete idiot's guide to change management,['Jeffrey P. Davidson'],Open Library only,Change Management
BOOK00464,10,9,7,0.7777777777777778,Additive Manufacturing Change Management,"['David M. Dietrich', 'Michael Kenworthy', 'Elizabeth A. Cudney']",Open Library only,Change Management
BOOK00465,10,10,2,0.2,Enterprise Change Management,"['David Miller', 'Audra Proctor']",Open Library only,Change Management
BOOK00466,10,10,10,1.0,Switch,"['Chip Heath', 'Chip; Heath, Dan Heath']",Open Library only,Broad Leadership and Success
BOOK00467,10,10,5,0.5,Leading Change,['John P. Kotter'],Open Library only,Broad Leadership and Success
BOOK00468,10,10,6,0.6,Employee Empowerment,['Daniel Bloom'],Open Library only,General Business and Management
BOOK00469,10,10,2,0.2,Change Management Masterclass,['Mike Green'],Open Library only,Change Management
BOOK00470,10,10,3,0.3,Change Manager,['Tracey Torble'],Open Library only,Information Technology Management
BOOK00471,10,10,7,0.7,Rework,"['Jason Fried', 'David Heinemeier Hansson']",Open Library only,Entrepreneurial and Growth Mindset
BOOK00472,10,10,1,0.1,Production and operations management,"['Everett E. Adam', 'Ronald J. Ebert']",Open Library only,Operations Management
BOOK00473,10,10,1,0.1,Production and operations management,['Richard B. Chase'],Open Library only,Operations Management
BOOK00474,10,10,2,0.2,Operations management,['Roger G. Schroeder'],Open Library only,Operations Management
BOOK00475,10,10,1,0.1,Operations management,['William J. Stevenson'],Open Library only,Operations Management
BOOK00476,10,10,1,0.1,Operations management,['Joseph G. Monks'],Open Library only,Operations Management
BOOK00477,10,10,1,0.1,Production/operations management,['William J. Stevenson'],Open Library only,Operations Management
BOOK00478,10,10,1,0.1,Production and operations management,['Norman Gaither'],Open Library only,Operations Management
BOOK00479,10,10,1,0.1,Operations Management,"['Norman Gaither', 'Gregory Frazier']",Open Library only,Operations Management
BOOK00480,10,10,2,0.2,Operations management for MBAs,"['Jack R. Meredith', 'Scott M. Shafer']",Open Library only,Operations Management
BOOK00481,10,10,1,0.1,Operations management,['William J. Stevenson'],Open Library only,Operations Management
BOOK00482,10,10,2,0.2,Operations management,['Andrew Greasley'],Open Library only,Operations Management
BOOK00483,10,10,2,0.2,Operations Management,['Jay Heizer'],Open Library only,Operations Management
BOOK00484,10,10,1,0.1,Principles of operations management,"['Barry Render', 'Jay Heizer']",Open Library only,Operations Management
BOOK00485,10,10,1,0.1,Operations management,['Jay Heizer'],Open Library only,Operations Management
BOOK00486,10,10,2,0.2,Slack,"['Nigel Slack', 'Alistair Brandon-Jones', 'Robert Johnston']",Open Library only,Operations Management
BOOK00487,10,10,2,0.2,Operations management,"['Roberta S. Russell', 'Bernard W. Taylor', 'Roberta (Robin) Russell']",Open Library only,Operations Management
BOOK00488,10,10,1,0.1,Production and Operations Management,['Kanishka Bedi'],Open Library only,Operations Management
BOOK00489,10,10,1,0.1,Production and operations management,['Raymond R. Mayer'],Open Library only,Operations Management
BOOK00490,10,10,4,0.4,Operations Management,['Lee Krajewski'],Open Library only,Operations Management
BOOK00491,10,10,1,0.1,Production and Operations Management,['R. Panneerselvam'],Open Library only,Operations Management
BOOK00492,10,10,1,0.1,Schaum's outline of theory and problems of operations management,['Joseph G. Monks'],Open Library only,Operations Management
BOOK00493,10,10,1,0.1,Principles of operations management,['Jay Heizer'],Open Library only,Operations Management
BOOK00494,10,10,1,0.1,Modern production/operations management,['Elwood Spencer Buffa'],Open Library only,Operations Management
BOOK00495,10,10,2,0.2,Restaurant operations management,"['Jack D. Ninemeier', 'David K. Hayes']",Open Library only,Operations Management
BOOK00496,10,10,1,0.1,Production and operations management,['Ray Wild'],Open Library only,Operations Management
BOOK00497,10,10,1,0.1,Fundamentals of operations management,"['Mark M. Davis', 'Nicholas J. Aquilano', 'Richard B. Chase']",Open Library only,Operations Management
BOOK00498,10,8,3,0.375,Hotel operations management,['David K. Hayes'],Open Library only,Operations Management
BOOK00499,10,10,2,0.2,Operations management,['James B. Dilworth'],Open Library only,Operations Management
BOOK00500,10,10,3,0.3,Strategic Operations Management,"['Steve Brown', 'John Bessant', 'Fu Jia']",Open Library only,Operations Management
BOOK00501,10,10,1,0.1,Operations management,"['Richard J. Schonberger', 'Edward M. Knod']",Open Library only,Operations Management
BOOK00502,10,10,1,0.1,Principles of operations management,['Jay H. Heizer'],Open Library only,Operations Management
BOOK00503,10,10,2,0.2,Operations management,"['John O. McClain', 'L. Joseph Thomas', 'Joseph B. Mazzola']",Open Library only,Operations Management
BOOK00504,10,10,1,0.1,Operations Management,"['Lee J. Krajewski', 'Larry P. Ritzman', 'Manoj K. Malhotra']",Open Library only,Operations Management
BOOK00505,10,9,2,0.2222222222222222,Operations management,"['Robert D. Reid', 'R. Dan Reid', 'Nada R. Sanders']",Open Library only,Operations Management
BOOK00506,10,10,2,0.2,Operations management,['David Barnes'],Open Library only,Project Management
BOOK00507,10,10,2,0.2,Operations Management,"['Heizer, Render, Munson']",Open Library only,Operations Management
BOOK00508,10,9,2,0.2222222222222222,Operations Management,"['Jay Heizer', 'Barry Render', 'Chuck Munson']",Open Library only,Operations Management
BOOK00509,10,10,1,0.1,Operations management,['William J. Stevenson'],Open Library only,Operations Management
BOOK00510,10,10,2,0.2,Essentials of Operations Management,"['Nigel Slack', 'Alistair Brandon-Jones', 'Robert Johnston']",Open Library only,Operations Management
BOOK00511,10,10,1,0.1,Production and operations management,['James B. Dilworth'],Open Library only,Operations Management
BOOK00512,10,10,1,0.1,Production and operations management,['Jay Heizer'],Open Library only,Operations Management
BOOK00513,10,10,1,0.1,Operations Management,['Terry Hill'],Open Library only,Operations Management
BOOK00514,10,10,4,0.4,Casino operations management,"['Jim Kilby', 'Jim Fox', 'Anthony F. Lucas']",Open Library only,Broad Leadership and Success
BOOK00515,10,9,3,0.3333333333333333,"Foundations of Operations Management, Fourth Canadian Edition, 4/e","['Lee J. Krajewski (Author), Manoj K. Malhotra (Author) Larry P. Ritzman (Author)']",Open Library only,Operations Management
BOOK00516,10,10,3,0.3,Modern Hotel Operations Management,"['Michael Chibili', 'Shane de Bruyn', 'Latifa Benhadda', 'Conrad Lashley', 'Saskia Penninga']",Open Library only,General Business and Management
BOOK00517,10,10,2,0.2,Cruise Operations Management,['Philip Gibson'],Open Library only,Operations Management
BOOK00518,10,10,1,0.1,Operations management for competitive advantage,['Richard B. Chase'],Open Library only,Operations Management
BOOK00519,10,10,2,0.2,Project management for dummies,['Stanley E. Portny'],Open Library only,Project Management
BOOK00520,10,10,1,0.1,Project Management,['Harvey Maylor'],Open Library only,Project Management
BOOK00521,10,10,1,0.1,Project management,['Harold Kerzner'],Open Library only,Project Management
BOOK00522,10,10,1,0.1,Software project management,['Bob Hughes'],Open Library only,Project Management
BOOK00523,10,10,1,0.1,Project management,"['Jack R. Meredith', 'Samuel J. Mantel']",Open Library only,Project Management
BOOK00524,10,10,2,0.2,Project Management,['Erik W. Larson'],Open Library only,Project Management
BOOK00525,10,10,4,0.4,PMBOK Guide,['Project Management Institute'],Open Library only,CEO and Executive Transformation
BOOK00526,10,10,3,0.3,Construction project management,"['Frederick E. Gould', 'Nancy Joyce']",Open Library only,Project Management
BOOK00527,10,10,2,0.2,Information Technology Project Management,['Kathy Schwalbe'],Open Library only,Information Technology Management
BOOK00528,10,10,1,0.1,Construction project management,['Peter Fewings'],Open Library only,Project Management
BOOK00529,10,10,3,0.3,A Guide to the Project Management Body of Knowledge (PMBOK® Guide),['Project Management Institute'],Open Library only,Project Management
BOOK00530,10,10,1,0.1,Agile Project Management For Dummies,['Mark C. Layton'],Open Library only,Project Management
BOOK00531,10,10,2,0.2,Project Management for the Unofficial Project Manager,"['Kory Kogon', 'Suzette Blakemore']",Open Library only,Project Management
BOOK00532,10,10,1,0.1,Project Management,['Jeffrey K. Pinto'],Open Library only,Project Management
BOOK00533,10,10,1,0.1,Effective project management,['Robert K. Wysocki'],Open Library only,Project Management
BOOK00534,10,10,2,0.2,TOTAL PROJECT MANAGEMENT The Indian Context,['P. K. Joy'],Open Library only,Project Management
BOOK00535,10,10,3,0.3,Project Management,"['Samuel E. Portny', 'Samuel J. Mantel', 'Jack R. Meredith', 'Scott M. Shafer', 'Margaret M. Sutton', 'Brian E. Kramer']",Open Library only,Project Management
BOOK00536,10,10,2,0.2,Successful project management,"['Jack Gido', 'James P. Clements']",Open Library only,Project Management
BOOK00537,10,10,1,0.1,Project management,"['Avraham Shtub', 'Jonathan F. Bard', 'Shlomo Globerson']",Open Library only,Project Management
BOOK00538,10,10,2,0.2,Information technology project management,"['Jack T. Marchewka', 'Jack R. Meredith', 'Samuel J. Mantel']",Open Library only,Information Technology Management
BOOK00539,10,10,1,0.1,Successful Project Management,"['Jack Gido', 'Jim Clements', 'Rose Baker']",Open Library only,Project Management
BOOK00540,10,10,1,0.1,Project management,['Jeffrey K. Pinto'],Open Library only,Project Management
BOOK00541,10,10,3,0.3,Process Groups,['Project Management Institute'],Open Library only,Broad Leadership and Success
BOOK00542,10,10,2,0.2,The Fast Forward MBA in Project Management,['Eric Verzuh'],Open Library only,Project Management
BOOK00543,10,10,1,0.1,Project Management in Perspective,['Theuns Oosthuizen'],Open Library only,Project Management
BOOK00544,10,10,1,0.1,Project Management Techniques,['Rory Burke'],Open Library only,Project Management
BOOK00545,10,10,2,0.2,Project Management,"['Erik W. Larson', 'Clifford F. Gray']",Open Library only,Project Management
BOOK00546,10,10,3,0.3,Project Management in Practice,"['Samuel J. Mantel', 'Jack R. Meredith', 'Scott M. Shafer', 'Margaret M. Sutton']",Open Library only,Project Management
BOOK00547,10,10,1,0.1,Construction project management,['Alison Dykstra'],Open Library only,Project Management
BOOK00548,10,10,2,0.2,Project management,"['Clifford F. Gray', 'Erik W. Larson']",Open Library only,Project Management
BOOK00549,10,10,1,0.1,Contemporary Project Management,"['Timothy Kloppenborg', 'Kathryn Wells', 'Vittal S. Anantatmula']",Open Library only,Project Management
BOOK00550,10,10,1,0.1,The Fast Forward MBA in Project Management,['Eric Verzuh'],Open Library only,Project Management
BOOK00551,10,10,2,0.2,"Project Management for Engineering, Business and Technology","['John M. Nicholas', 'Herman Steyn']",Open Library only,Project Management
BOOK00552,10,10,1,0.1,Project Management,"['Clifford F. Gray', 'Erik W. Larson']",Open Library only,Project Management
BOOK00553,10,10,6,0.6,Project management for healthcare,['David Shirley'],Open Library only,Project Management
BOOK00554,10,10,1,0.1,"Project management metrics, KPIs, and dashboards",['Harold Kerzner'],Open Library only,Project Management
BOOK00555,10,10,1,0.1,Project management,"['David L. Cleland', 'Lewis R. Ireland']",Open Library only,Project Management
BOOK00556,10,10,2,0.2,Project Management,"['Erik W. Larson', 'Clifford Gray']",Open Library only,Project Management
BOOK00557,10,10,3,0.3,Agile Project Management with Scrum (Microsoft Professional),['Ken Schwaber'],Open Library only,Project Management
BOOK00558,10,10,1,0.1,The art of project management,['Scott Berkun'],Open Library only,Project Management
BOOK00559,10,10,6,0.6,A guide to the project management body of knowledge (PMBOK guide),['Project Management Institute'],Open Library only,Project Management
BOOK00560,10,10,3,0.3,The Deadline,['Tom DeMarco'],Open Library only,Project Management
BOOK00561,10,10,1,0.1,Project Management Absolute Beginner's Guide,['Greg Horine'],Open Library only,Project Management
BOOK00562,10,10,1,0.1,Project management in construction,['Sidney M. Levy'],Open Library only,Project Management
BOOK00563,10,10,1,0.1,Project management,['Paul C. Tinnirello'],Open Library only,Information Technology Management
BOOK00564,10,10,1,0.1,Project management for dummies,['Stanley E. Portny'],Open Library only,Project Management
BOOK00565,10,10,1,0.1,Making Things Happen,['Scott Berkun'],Open Library only,Project Management
BOOK00566,10,10,1,0.1,Performance management,['Michael Armstrong'],Open Library only,Performance Management
BOOK00567,10,10,3,0.3,Performance Management,['Linda Ashdown'],Open Library only,Performance Management
BOOK00568,10,9,1,0.1111111111111111,Performance Management,"['Aubrey C. Daniels', 'Jon S. Bailey']",Open Library only,Performance Management
BOOK00569,10,10,2,0.2,Performance management systems,['Arup Varma'],Open Library only,Performance Management
BOOK00570,10,10,1,0.1,Performance management,['Herman Aguinis'],Open Library only,Performance Management
BOOK00571,10,10,6,0.6,Financial planning & analysis and performance management,['Jack Alexander'],Open Library only,Broad Leadership and Success
BOOK00572,10,10,3,0.3,Performance management,['Jacky Holloway'],Open Library only,Performance Management
BOOK00573,10,10,1,0.1,Managing performance,"['Michael Armstrong', 'Angela Baron']",Open Library only,Performance Management
BOOK00574,10,10,4,0.4,Handbook of corporate performance management,['Mike Bourne'],Open Library only,Broad Leadership and Success
BOOK00575,10,10,3,0.3,Strategic Performance Management,['Ralph W. Adler'],Open Library only,General Business and Management
BOOK00576,10,10,1,0.1,Performance management,['A. S. Kohli'],Open Library only,Performance Management
BOOK00577,10,10,7,0.7,Employee engagement through effective performance management,['Edward M. Mone'],Open Library only,Organizational Culture and Trust
BOOK00578,10,10,1,0.1,Performance Management,['T. V. Rao'],Open Library only,Performance Management
BOOK00579,10,10,1,0.1,Performance management,['Ralph R Smith'],Open Library only,Performance Management
BOOK00580,10,10,3,0.3,ACCA Performance Management,['BPP Learning Media'],Open Library only,Performance Management
BOOK00581,10,10,2,0.2,Armstrong's Handbook of Performance Management,['Michael Armstrong'],Open Library only,Performance Management
BOOK00582,10,10,1,0.1,Enterprise Performance Management Done Right,['Ron Dimon'],Open Library only,Information Technology Management
BOOK00583,10,10,2,0.2,Armstrong's handbook of performance management,['Michael Armstrong'],Open Library only,Performance Management
BOOK00584,10,10,2,0.2,Performance Management,"['Madhu Arora', 'Poonam Khurana', 'Sonam Choiden']",Open Library only,Performance Management
BOOK00585,10,10,1,0.1,IT performance management,['Peter Wiggers'],Open Library only,Information Technology Management
BOOK00586,10,10,3,0.3,Intranet performance management,['Kornel Terplan'],Open Library only,Information Technology Management
BOOK00587,10,10,1,0.1,Performance management,['Robert Bacal'],Open Library only,Performance Management
BOOK00588,10,10,5,0.5,ACCA P5 Advanced Performance Management,['BPP Learning Media'],Open Library only,General Business and Management
BOOK00589,10,8,1,0.125,Performance management,['Michael D. McMaster'],Open Library only,Performance Management
BOOK00590,10,10,5,0.5,Performance Management in Nonprofit Organizations,"['Zahirul Hoque', 'Lee Parker']",Open Library only,General Business and Management
BOOK00591,10,10,6,0.6,Performance Management in the Public Sector,"['Van Dooren Wouter', 'Wouter Van Dooren', 'Geert Bouckaert', 'John Halligan']",Open Library only,Performance Management
BOOK00592,10,10,4,0.4,Performance Management,['Susan Hutchinson'],Open Library only,Performance Management
BOOK00593,10,10,1,0.1,Performance management,['Robert Bacal'],Open Library only,Performance Management
BOOK00594,10,10,4,0.4,Performance management,"['Brian J. Hall', 'Richard Luecke']",Open Library only,Performance Management
BOOK00595,10,10,1,0.1,HBR guide to performance management,['HBR'],Open Library only,Performance Management
BOOK00596,10,10,2,0.2,Performance Management,['Michael Armstrong'],Open Library only,Performance Management
BOOK00597,10,10,2,0.2,Strategic Planning and Performance Management,['Graham Kenny'],Open Library only,Strategic Management and Planning
BOOK00598,10,10,3,0.3,Organizational behaviour,['Richard Pettinger'],Open Library only,Organizational Behavior
BOOK00599,10,10,3,0.3,Global Performance Management (Global HRM),['Arup; Bu Varma'],Open Library only,Performance Management
BOOK00600,10,10,7,0.7,ACCA F5 Performance Management,['BPP Learning Media'],Open Library only,Performance Management
BOOK00601,10,10,5,0.5,ACCA F5 Performance Management,['BPP Learning Media'],Open Library only,General Business and Management
BOOK00602,10,10,4,0.4,Case Studies in Performance Management,['Tony C. Adkins'],Open Library only,Performance Management
BOOK00603,10,10,2,0.2,Performance management,['Michael D. McMaster'],Open Library only,Performance Management
BOOK00604,10,10,3,0.3,ACCA Performance Management,['BPP Learning Media'],Open Library only,Performance Management
