book_id,canonical_title,authors,source_group,source_openlibrary,source_leadershipnow,first_publish_year,publication_year_observed,book_age_from_first_publish,average_rating,ratings_count,edition_count,want_to_read_count,currently_reading_count,already_read_count,total_reader_engagement,format,page_count,has_authors,has_description,has_subjects,has_cover,has_rating,has_engagement,has_first_publish_year,has_observed_publication_year,has_edition_metadata,has_page_count,content_component_count,content_depth,core_word_count,enriched_word_count,additional_semantic_words,topic_cluster,cluster_label,cluster_status,cluster_label_display,cover_url
BOOK00174,Executive Team Leadership in the Global Economic and Competitive Environment,['Richard L. Nolan'],Open Library only,True,False,2014,,12.0,,,5.0,,,,,,,1,0,1,0,0,0,1,0,0,0,3,Enriched,13,18,5,1,Organizational Behavior,Clustered,Organizational Behavior,
BOOK00175,Practical Remote Team Leadership,['Emanuela Giangregorio'],Open Library only,True,False,2016,,10.0,,,3.0,,,,,,,1,0,0,0,0,0,1,0,0,0,2,Basic,6,6,0,2,Team Leadership,Clustered,Team Leadership,
BOOK00176,Virtual team leadership and collaborative engineering advancements,['Ned F. Kock'],Open Library only,True,False,2008,,18.0,,,1.0,1.0,0.0,0.0,1.0,,,1,1,1,1,0,1,1,0,0,0,4,Rich,10,52,42,2,Team Leadership,Clustered,Team Leadership,https://covers.openlibrary.org/b/id/8732716-L.jpg
BOOK00177,Effective Team Leadership for Engineers,"['Pat Wellington', 'Niall Foster']",Open Library only,True,False,2009,,17.0,,,2.0,,,,,,,1,0,1,0,0,0,1,0,0,0,3,Enriched,9,14,5,2,Team Leadership,Clustered,Team Leadership,
BOOK00178,Art of Middle Management,"['Peter Fleming', 'Max Amesbury']",Open Library only,True,False,2013,,13.0,,,6.0,,,,,,,1,0,1,0,0,0,1,0,0,0,3,Enriched,8,15,7,11,Organizational Culture and Trust,Clustered,Organizational Culture and Trust,
BOOK00179,Team Leadership,"['Paul Newton', 'Helen Bristoll']",Open Library only,True,False,2013,,13.0,,,1.0,,,,,,,1,0,1,0,0,0,1,0,0,0,3,Enriched,6,11,5,10,Leadership Development,Clustered,Leadership Development,
BOOK00180,Adaptive team leadership,['United States. Department of the Army'],Open Library only,True,False,2008,,18.0,,,1.0,,,,,,,1,0,1,0,0,0,1,0,0,0,3,Enriched,9,26,17,3,Future Thinking and Personal Development,Clustered,Future Thinking and Personal Development,
BOOK00181,Team Leadership,['Rosenberger'],Open Library only,True,False,1998,,28.0,,,1.0,,,,,,,1,0,1,0,0,0,1,0,0,0,3,Enriched,3,6,3,2,Team Leadership,Clustered,Team Leadership,
BOOK00182,Tim lidŏsip =,['Sŭng-gak Yi'],Open Library only,True,False,1996,,30.0,,,1.0,,,,,,,1,0,1,0,0,0,1,0,0,0,3,Enriched,5,9,4,15,Workplace and Generational Dynamics,Clustered,Workplace and Generational Dynamics,
BOOK00183,Leading project teams,['Anthony T. Cobb'],Open Library only,True,False,2005,,21.0,,,4.0,,,,,,,1,1,1,1,0,0,1,0,0,0,4,Rich,6,75,69,23,Project Management,Clustered,Project Management,https://covers.openlibrary.org/b/id/1771265-L.jpg
BOOK00184,The Five Dysfunctions of a Team,['Patrick Lencioni'],Open Library only,True,False,2002,,24.0,4.75,4.0,1.0,8.0,0.0,8.0,16.0,,,1,0,1,1,1,1,1,0,0,0,3,Enriched,8,53,45,10,Leadership Development,Clustered,Leadership Development,https://covers.openlibrary.org/b/id/14620714-L.jpg
BOOK00185,Team leadership in action,['Laura Mae Douglass'],Open Library only,True,False,1970,,56.0,,,2.0,,,,,,,1,0,1,1,0,0,1,0,0,0,3,Enriched,7,20,13,2,Team Leadership,Clustered,Team Leadership,https://covers.openlibrary.org/b/id/11572449-L.jpg
BOOK00186,Effective team leadership,['David Parkes'],Open Library only,True,False,1994,,32.0,,,1.0,,,,,,,1,0,0,0,0,0,1,0,0,0,2,Basic,5,5,0,2,Team Leadership,Clustered,Team Leadership,
BOOK00187,Team Leadership Questionnaire,"['D. Kayes', 'Anna Kayes']",Open Library only,True,False,2011,,15.0,,,1.0,,,,,,,1,0,1,0,0,0,1,0,0,0,3,Enriched,7,8,1,2,Team Leadership,Clustered,Team Leadership,
BOOK00188,Five Dysfunctions of a Team,['Patrick Lencioni'],Open Library only,True,False,2007,,19.0,,,8.0,11.0,0.0,0.0,11.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,7,11,4,10,Leadership Development,Clustered,Leadership Development,https://covers.openlibrary.org/b/id/13296514-L.jpg
BOOK00189,Team of Teams,"['Stanley A. McChrystal', 'Tantum Collins', 'David Silverman', 'Chris Fussell']",Open Library only,True,False,2015,,11.0,4.5,6.0,5.0,46.0,3.0,7.0,56.0,,,1,1,1,1,1,1,1,0,0,0,4,Rich,12,336,324,3,Future Thinking and Personal Development,Clustered,Future Thinking and Personal Development,https://covers.openlibrary.org/b/id/10522497-L.jpg
BOOK00190,Executive Team Leadership for the 21st Century,['Richard L. Nolan'],Open Library only,True,False,2014,,12.0,,,2.0,,,,,,,1,0,1,1,0,0,1,0,0,0,3,Enriched,10,40,30,1,Organizational Behavior,Clustered,Organizational Behavior,https://covers.openlibrary.org/b/id/12708527-L.jpg
BOOK00191,Team Leadership Assessments,['LeaderTreks'],Open Library only,True,False,2005,,21.0,,,1.0,,,,,,,1,0,0,0,0,0,1,0,0,0,2,Basic,4,4,0,2,Team Leadership,Clustered,Team Leadership,
BOOK00192,Legendary team leadership,['Wendy W. Peche'],Open Library only,True,False,1994,,32.0,,,1.0,,,,,,,1,0,1,1,0,0,1,0,0,0,3,Enriched,6,12,6,10,Leadership Development,Clustered,Leadership Development,https://covers.openlibrary.org/b/id/12146910-L.jpg
BOOK00193,Transformational Leadership,['Bernard M. Bass'],Open Library only,True,False,1997,,29.0,,,3.0,13.0,1.0,1.0,15.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,5,8,3,25,Transformational Leadership,Clustered,Transformational Leadership,https://covers.openlibrary.org/b/id/1521636-L.jpg
BOOK00194,Transformational leadership,"['Stephen Hacker', 'Tammy Roberts']",Open Library only,True,False,2003,,23.0,,,3.0,3.0,1.0,1.0,5.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,6,11,5,25,Transformational Leadership,Clustered,Transformational Leadership,https://covers.openlibrary.org/b/id/1624080-L.jpg
BOOK00195,Transformative leadership in education,['Carolyn M. Shields'],Open Library only,True,False,2012,,14.0,0.0,0.0,9.0,3.0,0.0,0.0,3.0,,,1,0,1,1,1,1,1,0,0,0,3,Enriched,7,14,7,25,Transformational Leadership,Clustered,Transformational Leadership,https://covers.openlibrary.org/b/id/14579593-L.jpg
BOOK00196,Transforming leadership,['Leighton Ford'],Open Library only,True,False,1991,,35.0,,,2.0,7.0,2.0,0.0,9.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,4,19,15,25,Transformational Leadership,Clustered,Transformational Leadership,https://covers.openlibrary.org/b/id/3971202-L.jpg
BOOK00197,Transformational Leadership,['Glenn Walter'],Open Library only,True,False,2018,,8.0,,,4.0,1.0,0.0,0.0,1.0,,,1,0,0,0,0,1,1,0,0,0,2,Basic,4,4,0,25,Transformational Leadership,Clustered,Transformational Leadership,
BOOK00198,Radical Transformational Leadership,['Monica Sharma'],Open Library only,True,False,2017,,9.0,,,2.0,3.0,0.0,0.0,3.0,,,1,1,1,1,0,1,1,0,0,0,4,Rich,5,32,27,25,Transformational Leadership,Clustered,Transformational Leadership,https://covers.openlibrary.org/b/id/14510961-L.jpg
BOOK00199,Transformative Leadership Primer,['Carolyn M. Shields'],Open Library only,True,False,2015,,11.0,,,5.0,1.0,0.0,0.0,1.0,,,1,0,1,0,0,1,1,0,0,0,3,Enriched,6,7,1,25,Transformational Leadership,Clustered,Transformational Leadership,
BOOK00200,The dark side of transformational leadership,['Dennis Tourish'],Open Library only,True,False,2013,,13.0,,,6.0,1.0,0.0,0.0,1.0,,,1,0,1,0,0,1,1,0,0,0,3,Enriched,8,23,15,25,Transformational Leadership,Clustered,Transformational Leadership,
BOOK00201,Transformational leadership,['Charles B. Bugg'],Open Library only,True,False,2010,,16.0,,,1.0,2.0,0.0,0.0,2.0,,,1,0,1,0,0,1,1,0,0,0,3,Enriched,5,7,2,25,Transformational Leadership,Clustered,Transformational Leadership,
BOOK00202,Transforming leadership: from vision to results,[],Open Library only,True,False,1986,,40.0,,,1.0,4.0,0.0,0.0,4.0,,,0,0,1,1,0,1,1,0,0,0,2,Basic,6,11,5,25,Transformational Leadership,Clustered,Transformational Leadership,https://covers.openlibrary.org/b/id/7145185-L.jpg
BOOK00203,Transforming leadership,['John D. Adams'],Open Library only,True,False,1998,,28.0,,,1.0,2.0,0.0,0.0,2.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,5,9,4,25,Transformational Leadership,Clustered,Transformational Leadership,https://covers.openlibrary.org/b/id/1669512-L.jpg
BOOK00204,Charismatic and transformational leadership,['Gary A. Yukl'],Open Library only,True,False,1989,,37.0,,,1.0,2.0,0.0,0.0,2.0,,,1,0,0,0,0,1,1,0,0,0,2,Basic,7,7,0,25,Transformational Leadership,Clustered,Transformational Leadership,
BOOK00205,Transformational Leadership,['Halima Kabara'],Open Library only,True,False,2021,,5.0,,,1.0,2.0,0.0,0.0,2.0,,,1,0,0,0,0,1,1,0,0,0,2,Basic,4,4,0,25,Transformational Leadership,Clustered,Transformational Leadership,
BOOK00206,Transformative Leadership in Action,"['Jacklyn A. Bruce', 'Katherine E. McKee']",Open Library only,True,False,2020,,6.0,,,3.0,1.0,0.0,0.0,1.0,,,1,0,0,0,0,1,1,0,0,0,2,Basic,10,10,0,25,Transformational Leadership,Clustered,Transformational Leadership,
BOOK00207,Transformational Leadership Styles for Global Leaders,['Darcia Ann-Marie Roache'],Open Library only,True,False,2023,,3.0,,,4.0,1.0,0.0,0.0,1.0,,,1,0,0,0,0,1,1,0,0,0,2,Basic,9,9,0,25,Transformational Leadership,Clustered,Transformational Leadership,
BOOK00208,7 principles of transformational leadership,['Hugh Blane'],Open Library only,True,False,2017,,9.0,,,2.0,2.0,0.0,0.0,2.0,,,1,1,1,1,0,1,1,0,0,0,4,Rich,7,177,170,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://covers.openlibrary.org/b/id/15220646-L.jpg
BOOK00209,Uniting the Virtual Workforce,['Karen Sobel Lojeski'],Open Library only,True,False,2008,,18.0,,,11.0,0.0,1.0,0.0,1.0,,,1,1,1,1,0,1,1,0,0,0,4,Rich,7,491,484,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://covers.openlibrary.org/b/id/6408181-L.jpg
BOOK00210,"Women, spirituality, and transformative leadership",['Kathe Schaaf'],Open Library only,True,False,2011,,15.0,,,3.0,1.0,0.0,0.0,1.0,,,1,1,1,1,0,1,1,0,0,0,4,Rich,7,179,172,25,Transformational Leadership,Clustered,Transformational Leadership,https://covers.openlibrary.org/b/id/10416234-L.jpg
BOOK00211,Transformational leadership,['Mary K. Kohles'],Open Library only,True,False,1995,,31.0,,,1.0,2.0,0.0,0.0,2.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,5,15,10,25,Transformational Leadership,Clustered,Transformational Leadership,https://covers.openlibrary.org/b/id/6618397-L.jpg
BOOK00212,Transformative Leadership and Sustainable Innovation in Education,"['Sandra Baroudi', 'Miltiadis D. Lytras']",Open Library only,True,False,2024,,2.0,,,3.0,1.0,0.0,0.0,1.0,,,1,0,0,0,0,1,1,0,0,0,2,Basic,12,12,0,25,Transformational Leadership,Clustered,Transformational Leadership,
BOOK00213,Transforming leadership,['Terry D. Anderson'],Open Library only,True,False,1992,,34.0,,,2.0,1.0,0.0,0.0,1.0,,,1,1,1,1,0,1,1,0,0,0,4,Rich,5,55,50,13,General Business and Management,Clustered,General Business and Management,https://covers.openlibrary.org/b/id/1925600-L.jpg
BOOK00214,Transforming Leadership,['John D. Adams'],Open Library only,True,False,2005,,21.0,,,1.0,1.0,0.0,0.0,1.0,,,1,0,0,1,0,1,1,0,0,0,2,Basic,5,5,0,25,Transformational Leadership,Clustered,Transformational Leadership,https://covers.openlibrary.org/b/id/875707-L.jpg
BOOK00215,Transforming Leadership,['Terry Anderson'],Open Library only,True,False,1999,,27.0,,,1.0,1.0,0.0,0.0,1.0,,,1,0,0,0,0,1,1,0,0,0,2,Basic,4,4,0,25,Transformational Leadership,Clustered,Transformational Leadership,
BOOK00216,Transformative Leadership,"['May Khadem', 'Joan Hernandez']",Open Library only,True,False,2014,,12.0,,,1.0,1.0,0.0,0.0,1.0,,,1,0,1,0,0,1,1,0,0,0,3,Enriched,6,7,1,25,Transformational Leadership,Clustered,Transformational Leadership,
BOOK00217,The Transformational Leadership Compass,['Benny Ausmus'],Open Library only,True,False,2021,,5.0,,,3.0,1.0,0.0,0.0,1.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,6,7,1,25,Transformational Leadership,Clustered,Transformational Leadership,https://covers.openlibrary.org/b/id/10648832-L.jpg
BOOK00218,Sustainability Mindset and Transformative Leadership,"['Aixa A. Ritz', 'Isabel Rimanoczy']",Open Library only,True,False,2021,,5.0,,,2.0,1.0,0.0,0.0,1.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,10,15,5,25,Transformational Leadership,Clustered,Transformational Leadership,https://covers.openlibrary.org/b/id/13919457-L.jpg
BOOK00219,Transforming Leadership,['Richard Higginson'],Open Library only,True,False,2002,,24.0,,,1.0,1.0,0.0,0.0,1.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,4,7,3,25,Transformational Leadership,Clustered,Transformational Leadership,https://covers.openlibrary.org/b/id/2350430-L.jpg
BOOK00220,Transformational leadership in East Africa,"['Eric Masinde Aseka', 'ERIC MASINDE ASEKA']",Open Library only,True,False,2005,,21.0,,,2.0,0.0,1.0,0.0,1.0,,,1,1,1,1,0,1,1,0,0,0,4,Rich,11,70,59,25,Transformational Leadership,Clustered,Transformational Leadership,https://covers.openlibrary.org/b/id/2304971-L.jpg
BOOK00221,Transformational leadership,['Randy Dobbs'],Open Library only,True,False,2010,,16.0,,,3.0,,,,,,,1,0,1,1,0,0,1,0,0,0,3,Enriched,4,9,5,25,Transformational Leadership,Clustered,Transformational Leadership,https://covers.openlibrary.org/b/id/12477876-L.jpg
BOOK00222,Transforming leadership,['Girl Scouts of the United States of America.'],Open Library only,True,False,2008,,18.0,,,1.0,3.0,0.0,0.0,3.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,10,19,9,25,Transformational Leadership,Clustered,Transformational Leadership,https://covers.openlibrary.org/b/id/12754296-L.jpg
BOOK00223,Reframing Transformational Leadership,"['Issa M. Saleh', 'Myint Swe Khine']",Open Library only,True,False,2014,,12.0,,,3.0,,,,,,,1,0,0,0,0,0,1,0,0,0,2,Basic,9,9,0,25,Transformational Leadership,Clustered,Transformational Leadership,
BOOK00224,Action Inquiry,['William Torbert'],Open Library only,True,False,2004,,22.0,,,3.0,1.0,0.0,0.0,1.0,,,1,0,0,1,0,1,1,0,0,0,2,Basic,4,4,0,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://covers.openlibrary.org/b/id/11245620-L.jpg
BOOK00225,Transforming Leadership,['Terry Anderson'],Open Library only,True,False,2017,,9.0,,,4.0,,,,,,,1,0,0,0,0,0,1,0,0,0,2,Basic,4,4,0,25,Transformational Leadership,Clustered,Transformational Leadership,
BOOK00226,Transformational leadership,['Annmarie Sanders'],Open Library only,True,False,2015,,11.0,,,1.0,1.0,0.0,0.0,1.0,,,1,1,1,1,0,1,1,0,0,0,4,Rich,4,221,217,25,Transformational Leadership,Clustered,Transformational Leadership,https://covers.openlibrary.org/b/id/12807462-L.jpg
BOOK00227,Advancing Inclusive Open Education Through Transformative Leadership,['Madikela Titus Lekalakala'],Open Library only,True,False,2025,,1.0,,,5.0,,,,,,,1,0,0,0,0,0,1,0,0,0,2,Basic,10,10,0,25,Transformational Leadership,Clustered,Transformational Leadership,
BOOK00228,Transformative Leadership,['Shana Burnett Ed.D'],Open Library only,True,False,2024,,2.0,,,1.0,1.0,0.0,0.0,1.0,,,1,0,0,0,0,1,1,0,0,0,2,Basic,5,5,0,25,Transformational Leadership,Clustered,Transformational Leadership,
BOOK00229,Transformational leadership,['Phillip V. Lewis'],Open Library only,True,False,1996,,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,1,0,1,1,1,1,1,0,0,0,3,Enriched,5,9,4,25,Transformational Leadership,Clustered,Transformational Leadership,https://covers.openlibrary.org/b/id/582313-L.jpg
BOOK00230,Shared vision,"['John E. Roueche', 'George A. Baker', 'Robert R. Rose']",Open Library only,True,False,1989,,37.0,,,5.0,,,,,,,1,0,1,1,0,0,1,0,0,0,3,Enriched,11,32,21,3,Future Thinking and Personal Development,Clustered,Future Thinking and Personal Development,https://covers.openlibrary.org/b/id/9764558-L.jpg
BOOK00231,Transformative Leadership,['Joshua P. Trout'],Open Library only,True,False,2024,,2.0,,,2.0,,,,,,,1,0,1,0,0,0,1,0,0,0,3,Enriched,5,6,1,25,Transformational Leadership,Clustered,Transformational Leadership,
BOOK00232,Transformational Leadership and Not for Profits and Social Enterprises,['Ken Wiltshire'],Open Library only,True,False,2018,,8.0,,,6.0,,,,,,,1,0,1,1,0,0,1,0,0,0,3,Enriched,11,50,39,13,General Business and Management,Clustered,General Business and Management,https://covers.openlibrary.org/b/id/9233881-L.jpg
BOOK00233,Transformational Leadership Unleashed,['Ismael sanchez'],Open Library only,True,False,2025,,1.0,,,3.0,,,,,,,1,0,1,0,0,0,1,0,0,0,3,Enriched,5,7,2,25,Transformational Leadership,Clustered,Transformational Leadership,
BOOK00234,Servant leadership,['Robert K. Greenleaf'],Open Library only,True,False,1977,,49.0,,,4.0,30.0,1.0,1.0,32.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,5,32,27,8,Servant Leadership,Clustered,Servant Leadership,https://covers.openlibrary.org/b/id/592685-L.jpg
BOOK00235,The case for servant leadership,['Kent M. Keith'],Open Library only,True,False,2008,,18.0,,,3.0,3.0,4.0,1.0,8.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,8,15,7,8,Servant Leadership,Clustered,Servant Leadership,https://covers.openlibrary.org/b/id/11419033-L.jpg
BOOK00236,The power of servant-leadership,['Robert K. Greenleaf'],Open Library only,True,False,1998,,28.0,,,5.0,8.0,0.0,0.0,8.0,,,1,1,1,1,0,1,1,0,0,0,4,Rich,7,54,47,8,Servant Leadership,Clustered,Servant Leadership,https://covers.openlibrary.org/b/id/831198-L.jpg
BOOK00237,Servant leadership,[],Open Library only,True,False,,,,,,1.0,17.0,0.0,1.0,18.0,,,0,0,1,1,0,1,0,0,0,0,2,Basic,2,5,3,8,Servant Leadership,Clustered,Servant Leadership,https://covers.openlibrary.org/b/id/9698586-L.jpg
BOOK00238,Servant leadership,['Efrain Agosto'],Open Library only,True,False,2004,,22.0,,,2.0,5.0,0.0,0.0,5.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,4,46,42,8,Servant Leadership,Clustered,Servant Leadership,https://covers.openlibrary.org/b/id/1573933-L.jpg
BOOK00239,Scrum Mastery,"['Geoff Watts', 'Rebecca Traeger', 'Ole Storksen', 'Mike Cohn', 'Esther Derby']",Open Library only,True,False,2013,,13.0,,,7.0,6.0,0.0,0.0,6.0,,,1,0,0,1,0,1,1,0,0,0,2,Basic,12,12,0,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://covers.openlibrary.org/b/id/10846720-L.jpg
BOOK00240,Servant-leadership across cultures,['Alfons Trompenaars'],Open Library only,True,False,2009,,17.0,,,2.0,4.0,0.0,0.0,4.0,,,1,1,1,1,0,1,1,0,0,0,4,Rich,5,396,391,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://covers.openlibrary.org/b/id/6420818-L.jpg
BOOK00241,Seven pillars of servant leadership,['James W. Sipe'],Open Library only,True,False,2009,,17.0,,,1.0,5.0,1.0,0.0,6.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,8,10,2,8,Servant Leadership,Clustered,Servant Leadership,https://covers.openlibrary.org/b/id/5731413-L.jpg
BOOK00242,Servant leadership,['Jack Schaap'],Open Library only,True,False,2008,,18.0,,,1.0,3.0,0.0,0.0,3.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,4,6,2,8,Servant Leadership,Clustered,Servant Leadership,https://covers.openlibrary.org/b/id/11817558-L.jpg
BOOK00243,Reflections on leadership,['Larry C. Spears'],Open Library only,True,False,1995,,31.0,,,1.0,9.0,2.0,0.0,11.0,,,1,1,1,1,0,1,1,0,0,0,4,Rich,6,103,97,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,https://covers.openlibrary.org/b/id/300435-L.jpg
BOOK00244,Strength in servant leadership,['Paul A. Cedar'],Open Library only,True,False,1987,,39.0,,,1.0,3.0,0.0,0.0,3.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,7,14,7,8,Servant Leadership,Clustered,Servant Leadership,https://covers.openlibrary.org/b/id/8148071-L.jpg
BOOK00245,Servant leadership,[],Open Library only,True,False,1977,,49.0,,,1.0,3.0,0.0,0.0,3.0,,,0,0,1,1,0,1,1,0,0,0,2,Basic,2,7,5,8,Servant Leadership,Clustered,Servant Leadership,https://covers.openlibrary.org/b/id/4700687-L.jpg
BOOK00246,Servant leadership,['Dirk van Dierendonck'],Open Library only,True,False,2010,,16.0,,,1.0,2.0,0.0,0.0,2.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,5,8,3,8,Servant Leadership,Clustered,Servant Leadership,https://covers.openlibrary.org/b/id/9845502-L.jpg
BOOK00247,Handbook for secular Franciscan servant leadership,[],Open Library only,True,False,1998,,28.0,,,1.0,3.0,0.0,0.0,3.0,,,0,0,1,0,0,1,1,0,0,0,2,Basic,6,17,11,8,Servant Leadership,Clustered,Servant Leadership,
BOOK00248,Focus on Leadership,"['Larry C. Spears', 'Michele Lawrence', 'Ken Blanchard']",Open Library only,True,False,2001,,25.0,,,3.0,2.0,0.0,0.0,2.0,,,1,0,0,1,0,1,1,0,0,0,2,Basic,10,10,0,25,Transformational Leadership,Clustered,Transformational Leadership,https://covers.openlibrary.org/b/id/304480-L.jpg
BOOK00249,Servant Leadership in Action,"['Ken Blanchard', 'Renee Broadwell']",Open Library only,True,False,2018,,8.0,,,2.0,2.0,0.0,0.0,2.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,8,17,9,8,Servant Leadership,Clustered,Servant Leadership,https://covers.openlibrary.org/b/id/8813082-L.jpg
BOOK00250,Servant Leadership,"['Michael Rucker', 'Holly Spence']",Open Library only,True,False,2019,,7.0,,,1.0,1.0,0.0,0.0,1.0,,,1,0,0,0,0,1,1,0,0,0,2,Basic,6,6,0,8,Servant Leadership,Clustered,Servant Leadership,
BOOK00251,Servant leadership,['Jane Fryar'],Open Library only,True,False,2001,,25.0,,,1.0,1.0,0.0,0.0,1.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,4,34,30,8,Servant Leadership,Clustered,Servant Leadership,https://covers.openlibrary.org/b/id/12897208-L.jpg
BOOK00252,Servant leadership,['Rocky Wallace'],Open Library only,True,False,2011,,15.0,,,1.0,1.0,0.0,0.0,1.0,,,1,1,1,1,0,1,1,0,0,0,4,Rich,4,133,129,8,Servant Leadership,Clustered,Servant Leadership,https://covers.openlibrary.org/b/id/14379882-L.jpg
BOOK00253,Applying Servant Leadership in Today's Schools,['Mary Culver'],Open Library only,True,False,2008,,18.0,,,6.0,,,,,,,1,0,1,0,0,0,1,0,0,0,3,Enriched,8,13,5,8,Servant Leadership,Clustered,Servant Leadership,
BOOK00254,Servant Leadership for Slow Learners,['J. David Lundy'],Open Library only,True,False,2002,,24.0,,,1.0,2.0,0.0,0.0,2.0,,,1,0,0,1,0,1,1,0,0,0,2,Basic,8,8,0,8,Servant Leadership,Clustered,Servant Leadership,https://covers.openlibrary.org/b/id/898473-L.jpg
BOOK00255,Robert K. Greenleaf,['Don M Frick'],Open Library only,True,False,2004,,22.0,,,1.0,3.0,1.0,0.0,4.0,,,1,1,1,1,0,1,1,0,0,0,4,Rich,6,185,179,8,Servant Leadership,Clustered,Servant Leadership,https://covers.openlibrary.org/b/id/831331-L.jpg
BOOK00256,The Servant Leadership Training Course,['James C. Hunter'],Open Library only,True,False,2006,,20.0,,,1.0,2.0,0.0,0.0,2.0,,,1,0,0,1,0,1,1,0,0,0,2,Basic,8,8,0,8,Servant Leadership,Clustered,Servant Leadership,https://covers.openlibrary.org/b/id/865134-L.jpg
BOOK00257,The Model of Servant-Leadership,['Henry P. Hildebrand'],Open Library only,True,False,1990,,36.0,,,2.0,1.0,0.0,0.0,1.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,7,9,2,25,Transformational Leadership,Clustered,Transformational Leadership,https://covers.openlibrary.org/b/id/11681607-L.jpg
BOOK00258,Cases on Servant Leadership and Equity,['Ursula Thomas'],Open Library only,True,False,2022,,4.0,,,5.0,,,,,,,1,0,0,0,0,0,1,0,0,0,2,Basic,8,8,0,8,Servant Leadership,Clustered,Servant Leadership,
BOOK00259,Leader As Servant Leadership Model,['Sylvanus Wosu'],Open Library only,True,False,2022,,4.0,,,2.0,1.0,0.0,0.0,1.0,,,1,0,1,0,0,1,1,0,0,0,3,Enriched,7,10,3,8,Servant Leadership,Clustered,Servant Leadership,
BOOK00260,Servant Leadership,"['Stevens, David']",Open Library only,True,False,2017,,9.0,,,1.0,1.0,0.0,0.0,1.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,4,6,2,8,Servant Leadership,Clustered,Servant Leadership,https://covers.openlibrary.org/b/id/13832027-L.jpg
BOOK00261,Global Servant-Leadership,"['Philip Mathew', 'Jiying Song', 'Shann Ray Ferch']",Open Library only,True,False,2020,,6.0,,,2.0,1.0,0.0,0.0,1.0,,,1,0,1,0,0,1,1,0,0,0,3,Enriched,9,10,1,7,Broad Leadership and Success,Clustered,Broad Leadership and Success,
BOOK00262,Servant leadership in nursing,"[""Mary Elizabeth O'Brien""]",Open Library only,True,False,2010,,16.0,,,2.0,1.0,0.0,0.0,1.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,7,29,22,8,Servant Leadership,Clustered,Servant Leadership,https://covers.openlibrary.org/b/id/9261771-L.jpg
BOOK00263,Servant Leadership,"['Ralph Lewis', 'Noble, John']",Open Library only,True,False,2008,,18.0,,,1.0,1.0,0.0,0.0,1.0,,,1,0,1,1,0,1,1,0,0,0,3,Enriched,6,9,3,8,Servant Leadership,Clustered,Servant Leadership,https://covers.openlibrary.org/b/id/14393141-L.jpg
BOOK00264,Servant Leadership Roadmap,['Cara H Bramlett'],Open Library only,True,False,2018,,8.0,,,1.0,2.0,0.0,0.0,2.0,,,1,0,0,1,0,1,1,0,0,0,2,Basic,6,6,0,8,Servant Leadership,Clustered,Servant Leadership,https://covers.openlibrary.org/b/id/10328984-L.jpg
BOOK00265,Using Servant Leadership,['Angelo J. Letizia'],Open Library only,True,False,2018,,8.0,,,4.0,,,,,,,1,0,1,1,0,0,1,0,0,0,3,Enriched,6,26,20,8,Servant Leadership,Clustered,Servant Leadership,https://covers.openlibrary.org/b/id/8831412-L.jpg
BOOK00266,Servant Leadership,['Pastor Cecil Hollaway'],Open Library only,True,False,2022,,4.0,,,2.0,,,,,,,1,0,1,0,0,0,1,0,0,0,3,Enriched,5,6,1,8,Servant Leadership,Clustered,Servant Leadership,
BOOK00267,The servant,"['James C. Hunter', 'James Hunter']",Open Library only,True,False,1998,,28.0,3.0,1.0,4.0,16.0,1.0,2.0,19.0,,,1,1,1,1,1,1,1,0,0,0,4,Rich,7,252,245,28,CEO and Executive Transformation,Clustered,CEO and Executive Transformation,https://covers.openlibrary.org/b/id/509274-L.jpg
