matrix_row,book_id,canonical_title,authors,description,subjects,first_publish_year,publication_year_observed,average_rating,ratings_count,edition_count,want_to_read_count,currently_reading_count,already_read_count,cover_url,source_group,topic_cluster,cluster_label,enriched_zero_vector
398,BOOK00399,Global Strategic Management,['Philippe Lasserre'],"""The text provides a comprehensive overview of the subject area using chapter introductions, summaries, key points, key terms, suggested reading and mini-examples to illustrate and guide the student through the text.""--Jacket.","['Economic aspects', 'Economic aspects of Globalization', 'Globalization', 'International business enterprises', 'Management', 'Strategic planning', 'Entreprises multinationales', 'Gestion', 'Planification stratégique', 'Mondialisation', 'Globalisierung', 'Internationales Management', 'Multinationales Unternehmen', 'Strategisches Management']",2002.0,,,,8.0,7.0,0.0,0.0,https://covers.openlibrary.org/b/id/1180773-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
399,BOOK00400,Strategic Management : Theory & Cases,"['Charles W. L. Hill', 'Gareth R. Jones', 'Melissa A. Schilling']",,"['Strategic planning', 'Management', 'Case studies', 'Business planning']",2013.0,,,,6.0,13.0,1.0,0.0,https://covers.openlibrary.org/b/id/8992475-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
400,BOOK00401,Strategic Management,['John Parnell'],,['Business'],2020.0,,,,10.0,7.0,0.0,0.0,,Open Library only,27.0,Strategic Management and Planning,False
401,BOOK00402,Strategic management of health care organizations,"['Peter M. Ginter', 'Linda E. Swayne', 'W. Jack Duncan']",,"['Health facilities', 'Administration', 'Strategic planning', 'Health services administration', 'Health Planning', 'Organization & administration', 'Organizational Innovation', 'Mission statements', 'Health facilities--administration', 'Health planning--organization & administration', 'Ra971 .d78 2013', '2013 d-645', 'W 84.1', '362.1068', 'Family & general practice', 'Internal medicine', 'Urology', 'Med029000', 'Cs.hlth.genrl_hlth', 'Cs.med.genmed', 'Allied health & medical -> medical -> urology']",2002.0,,5.0,1.0,13.0,5.0,0.0,1.0,https://covers.openlibrary.org/b/id/396941-L.jpg,Open Library only,7.0,Broad Leadership and Success,False
402,BOOK00403,Strategic management and business analysis,"['Cooke, Peter', 'David Williamson', 'Wyn Jenkins', 'Keith Michael Moreton']",,"['Business planning', 'Business enterprises', 'Case studies', 'Evaluation', 'Strategic planning', 'Management']",2003.0,,5.0,1.0,7.0,8.0,0.0,0.0,https://covers.openlibrary.org/b/id/493458-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
403,BOOK00404,Strategic management,"['Miller, Alex']",,"['Case studies', 'Strategic planning']",1996.0,,,,3.0,7.0,3.0,0.0,https://covers.openlibrary.org/b/id/54780-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
404,BOOK00405,Strategic management,['Allen C. Amason'],,"['Management', 'Strategic planning', 'Management science', 'BUSINESS & ECONOMICS', 'Strategic Planning']",2011.0,,,,8.0,3.0,0.0,1.0,https://covers.openlibrary.org/b/id/12713229-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
405,BOOK00406,Strategic management,"['John L. Thompson', 'Frank Martin']",,"['Företagsledning', 'Industrial management', 'Strategisk planering', 'Strategisches Management', 'Strategisch management', 'Strategic planning']",2005.0,,,,1.0,12.0,1.0,0.0,https://covers.openlibrary.org/b/id/2994681-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
406,BOOK00407,Sustainable strategic management,"['W. Edward Stead', 'Jean Garner Stead', 'Mark Starik']",,"['Management', 'Strategic planning', 'Sustainable development', 'Business strategy', 'Management & management techniques', 'Sustainability', 'Management - General', 'Business / Economics / Finance', 'Business & Economics', 'Business/Economics', 'Nachhaltigkeit', 'Umweltbezogenes Management', 'Bedrijfsinterne milieuzorg', 'Strategische planning', 'Social responsibility of business']",2003.0,,,,8.0,4.0,0.0,0.0,https://covers.openlibrary.org/b/id/1444090-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
407,BOOK00408,Strategic management in action,['Mary K. Coulter'],"Strategic Management in Action presents current strategic management theories and practice in an engaging and easy-to-read format. Coulter effectively blends theory with plenty of opportunity to practice throughout the text, providing readers with the ideologies, ethical dilemmas, and unique strategies of today's real managers and organizations in action. For undergraduate and graduate courses in strategic management, this book clearly illustrates the most current strategic management practices today by presenting theories, ethical dilemmas and unique strategies of real managers and organizations in action. - Publisher.","['Strategic planning', 'Management']",1998.0,,,,5.0,5.0,2.0,1.0,https://covers.openlibrary.org/b/id/1114659-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
408,BOOK00409,Strategize!,"['C. Gopinath', 'Julie I. Siciliano']",,"['Problems, exercises', 'Strategic planning', 'Business strategy', 'Business & Economics', 'Business / Economics / Finance', 'Textbooks', 'Business/Economics', 'Management - General', 'Business & Economics / Management', 'Problems, exercises, etc', 'Business planning']",2004.0,,,,5.0,5.0,1.0,0.0,https://covers.openlibrary.org/b/id/194699-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
409,BOOK00410,Strategy safari,['Henry Mintzberg'],"Strategy making is considered the high point of managerial activity. But bombarded by fads and fixes, most managers have been groping blindly to get their arms around the proverbial elephant. Now Henry Mintzberg has teamed up with Bruce Ahlstrand and Joseph Lampel to create a powerful antidote: a comprehensive and illuminating - as well as colorful - tour through the fields of strategic management. Mintzberg, Ahlstrand, and Lampel have shaped each of ten different approaches into a coherent school of strategy formation. In the process, the authors clarify the enormous amount of confusion that exists. The authors provide a thorough critique of the contributions and limitations of each school - from the design, planning, positioning, entrepreneurial, and cognitive schools to the learning, power, cultural, environmental, and configurational schools - culminating in how they might combine to reveal that elephant.","['Strategic planning', 'Business planning', 'Management', 'Strategisches Management', 'Strategisch management']",1998.0,,,,6.0,15.0,1.0,0.0,https://covers.openlibrary.org/b/id/427277-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
410,BOOK00411,Strategic management,"['Mason Andrew Carpenter', 'Mason A. Carpenter', 'William Gerard Sanders']",,"['Industrial management', 'Strategic planning']",2006.0,,,,9.0,4.0,0.0,0.0,https://covers.openlibrary.org/b/id/1108354-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
411,BOOK00412,Strategic Management,['Frank Rothaermel'],,"['Strategic planning', 'Management']",2012.0,,,,3.0,7.0,1.0,0.0,https://covers.openlibrary.org/b/id/10415276-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
412,BOOK00413,Understanding Strategic Management,['Anthony Henry'],,"['Strategic planning', 'Management']",2008.0,,,,2.0,8.0,0.0,1.0,https://covers.openlibrary.org/b/id/2334282-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
413,BOOK00414,Sustainable Strategic Management,"['W. Edward Stead', 'Jean Garner Stead', 'Mark Starik']",,['Management'],2003.0,,,,9.0,1.0,1.0,0.0,https://covers.openlibrary.org/b/id/525598-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
414,BOOK00415,Strategic management,['Fred R. David'],,"['Case studies', 'Strategic planning']",2011.0,,,,1.0,7.0,2.0,0.0,https://covers.openlibrary.org/b/id/9719082-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
415,BOOK00416,The Strategic Manager,['Harry Sminia'],,"['Strategic planning', 'BUSINESS & ECONOMICS / General', 'BUSINESS & ECONOMICS / Strategic Planning', 'Planification stratégique', 'BUSINESS & ECONOMICS', 'General', 'Strategic Planning']",2014.0,,,,16.0,1.0,0.0,0.0,https://covers.openlibrary.org/b/id/8873999-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
416,BOOK00417,Strategic management,['Fred R. David'],,"['Case studies', 'Strategisches Management', 'Strategisch management', 'Strategic planning']",2001.0,,,,1.0,8.0,0.0,0.0,https://covers.openlibrary.org/b/id/8017426-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
417,BOOK00418,Strategic Management,['Lester A. Digman'],,"['Case studies', 'Strategic planning', 'Management']",1986.0,,,,13.0,2.0,0.0,0.0,https://covers.openlibrary.org/b/id/4994414-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
418,BOOK00419,Strategic Management,['R. Edward Freeman'],,['Business planning'],2010.0,,,,2.0,7.0,0.0,0.0,,Open Library only,27.0,Strategic Management and Planning,False
419,BOOK00420,Strategic Management Accounting,['Zahirul Hoque'],,[],2003.0,,5.0,1.0,3.0,7.0,0.0,1.0,https://covers.openlibrary.org/b/id/3046930-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
420,BOOK00421,Essentials of strategic management,"['J. David Hunger', 'Thomas L. Wheelen']",,"['CASE method', 'Strategic planning', 'Case method', 'Strategische Unternehmensführung']",2003.0,,,,7.0,4.0,0.0,0.0,https://covers.openlibrary.org/b/id/9847286-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
421,BOOK00422,Global strategic management,"['Kamel Mellahi', 'Jedrzej George Frynas', 'Paul Finlay']",,"['International business enterprises', 'Management', 'International economic relations', 'Case studies', 'Strategic planning']",2005.0,,,,2.0,5.0,1.0,0.0,https://covers.openlibrary.org/b/id/1139671-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
422,BOOK00423,Strategic management,['Richard L. Lynch'],,"['Business planning', 'Strategic planning']",2008.0,,,,2.0,5.0,0.0,0.0,https://covers.openlibrary.org/b/id/12292192-L.jpg,Open Library only,27.0,Strategic Management and Planning,False
423,BOOK00424,Change management,"['Jeffrey M. Hiatt', 'Timothy J. Creasey']",,"['Organizational change', 'Management']",2003.0,,,,1.0,13.0,0.0,0.0,https://covers.openlibrary.org/b/id/955409-L.jpg,Open Library only,9.0,Change Management,False
424,BOOK00425,Managing Change/Changing Managers,['Julian Randall'],,"['Industrial management', 'Organizational change']",2004.0,,,,6.0,7.0,0.0,0.0,,Open Library only,9.0,Change Management,False
425,BOOK00426,Change management,"['Robert Sullivan', 'Stephen Lytton']",,"['Organizational change', 'Case studies', 'Veranderingsprocessen', 'Organisatieverandering', 'Strategische planning', 'Bedrijfsprocessen', 'Sellotape Company', 'Sellotape Industrial']",2000.0,,,,1.0,8.0,0.0,0.0,https://covers.openlibrary.org/b/id/2045878-L.jpg,Open Library only,9.0,Change Management,False
426,BOOK00427,Change Management,['Thomas Lauer'],"Wandel in Unternehmen stellt in Zeiten zunehmender Marktdynamik eher die Regel, denn die Ausnahme dar. Ihn erfolgreich zu gestalten, ist aber erfahrungsgema © alles andere als einfach. Das vorliegende Buch dient als umfassender und zugleich praxisnaher Leitfaden des dazu erforderlichen Change Managements. Eine versta ndliche Einfu hrung zu den Grundlagen organisatorischen Wandels mu ndet in die praxisnahe Vermittlung der wichtigsten Erfolgsfaktoren. Aktuelle Fallbeispiele illustrieren die Aussagen und helfen, ein tieferes Versta ndnis zu erlangen. Tipps und Checklisten zum Abschluss jedes Kapitels bilden die Bru cke zur erfolgreichen Umsetzung in der Praxis.","['Change Management', 'Erfolgsfaktor']",2010.0,,,,6.0,5.0,0.0,0.0,https://covers.openlibrary.org/b/id/10144143-L.jpg,Open Library only,9.0,Change Management,False
427,BOOK00428,"Managing change, changing managers",['Julian Randall'],"The topic of change management presents students with many challenges. One of the most difficult is making sense of the plethora of guru and hero-manager literature.Managing Change/Changing Managers is an innovative textbook that encourages readers to rigorously question popular management theory, presenting a challenging review of existing literature in the change management field. The author brings together an overarching perspective on the most influential writings in the area, but unlike other textbooks, provides a much-needed criritque of the material and its implications for management practice.Arguing that the majority of management guru literature makes the art of managing change appear simple and foolproof when it is not, this text is refreshingly critical, guiding and enhancing the reader's own criticality. The book also draws the best practice out of the traditional theory, using cases to illuminate the practical side to change management.","['Business', 'Industrial management', 'Management', 'Nonfiction', 'Organizational change', 'Changement organisationnel', ""Gestion d'entreprise"", 'BUSINESS & ECONOMICS', 'Structural Adjustment']",2004.0,,,,2.0,6.0,1.0,0.0,https://covers.openlibrary.org/b/id/1216161-L.jpg,Open Library only,9.0,Change Management,False
428,BOOK00429,Change management in information services,['Lyndon Pugh'],,"['Administration', 'Information services', 'Libraries', 'Management', 'Organizational change', 'Technological innovations', 'Library administration', 'Information resources management', 'Bibliothèques', 'Changement organisationnel', ""Services d'information"", 'Innovations', 'Gestion', 'LANGUAGE ARTS & DISCIPLINES', 'Library & Information Science', 'General', 'Information services management', 'Information services management (Title)', 'Library science']",2000.0,,,,13.0,2.0,0.0,0.0,https://covers.openlibrary.org/b/id/1285170-L.jpg,Open Library only,12.0,Information Technology Management,False
429,BOOK00430,Making sense of change management,"['Esther Cameron', 'Mike Green']",,"['Teams in the workplace', 'Management', 'Organizational change', 'Reengineering (Management)', 'Information technology', 'Information technology, management', 'Business and Management']",2004.0,,,,12.0,7.0,0.0,0.0,https://covers.openlibrary.org/b/id/491122-L.jpg,Open Library only,12.0,Information Technology Management,False
430,BOOK00431,Changing Change Management,['Darren McCabe'],,"['Economics', 'Organizational change', 'Public administration, case studies', 'Business enterprises, great britain', 'Organizational behavior', 'Personnel management', 'Management', 'Public administration', 'Case studies', 'Changement organisationnel', 'Administration publique (Science)', 'Études de cas', 'BUSINESS & ECONOMICS', 'Leadership', 'Organizational Behavior']",2020.0,,,,6.0,3.0,0.0,0.0,https://covers.openlibrary.org/b/id/12409337-L.jpg,Open Library only,13.0,General Business and Management,False
431,BOOK00432,Change Management,"['Klaus Doppler', 'Christoph Lauterburg']",,[],2014.0,,,,2.0,6.0,0.0,0.0,https://covers.openlibrary.org/b/id/10129545-L.jpg,Open Library only,9.0,Change Management,False
432,BOOK00433,Making sense of change management,['Esther Cameron'],"Written for students and professionals alike, Making Sense of Change Management is the classic text in the field of change management. It is aimed at anyone who wants to understand why change happens, how it happens and what needs to be done to make change a welcome rather than a dreaded concept. It offers considered insights into the many frameworks, models and ways of approaching change and helps the reader to apply the right approach to each unique situation.This fully updated, new edition includes new chapters on recent and emerging research in the area of change management and guidance on how to manage complex change.","['Management', 'Nonfiction', 'Teams in the workplace', 'Organizational change', 'Reengineering (Management)', 'Information technology', 'Reengineering (management)', 'Information technology, management']",2008.0,,,,2.0,9.0,0.0,0.0,https://covers.openlibrary.org/b/id/9728846-L.jpg,Open Library only,12.0,Information Technology Management,False
433,BOOK00434,The Theory and Practice of Change Management,['John Hayes'],,"['Organizational change', 'Organizational effectiveness']",2014.0,,,,6.0,4.0,0.0,0.0,https://covers.openlibrary.org/b/id/8763618-L.jpg,Open Library only,9.0,Change Management,False
434,BOOK00435,Effective Change Manager,['The Change Management Institute'],,[],2014.0,,,,1.0,5.0,0.0,0.0,https://covers.openlibrary.org/b/id/13350126-L.jpg,Open Library only,9.0,Change Management,False
435,BOOK00436,Making sense of change management,['Esther Cameron'],"""The world we live in continues to change at an intense rate. In order to succeed over the next few years, organizations must adapt to tough market conditions by changing their strategies, their structures, their boundaries and of course their expectations of staff and managers. Ideal reading for anyone who is currently part of or leading a change initiative, Making Sense of Change Management, 4th edition, is the definitive text in the field of change management. Aimed at students and professionals alike, it provides comprehensive coverage of the models, tools and techniques of successful change management with a focus on individual, team and organizational change to help the reader apply each concept to unique situations. Now with a new chapter exploring the integration of change management with project management, it also contains a completely revised and updated chapter on culture change that takes into account emerging thinking and practice""--","['Teams in the workplace', 'Management', 'Organizational change', 'Reengineering (Management)', 'Information technology', 'BUSINESS & ECONOMICS / Management', 'BUSINESS & ECONOMICS / Human Resources & Personnel Management', 'BUSINESS & ECONOMICS / Organizational Behavior', 'BUSINESS & ECONOMICS / Leadership', 'PSYCHOLOGY / Industrial & Organizational Psychology']",2015.0,,,,2.0,10.0,1.0,0.0,https://covers.openlibrary.org/b/id/9138139-L.jpg,Open Library only,12.0,Information Technology Management,False
436,BOOK00437,Managing change,"['Todd Jick', 'Maury Peiperl', 'Todd D. Jick']",,"['Case studies', 'Organizational change', 'Casestudies', 'Organisatieverandering', 'Leiderschap', 'Business & Management', 'Business & Economics', 'Business / Economics / Finance', 'Textbooks', 'Business/Economics', 'Human Resources & Personnel Management', 'Leadership', 'Organizational Behavior', 'Business & Economics / Organizational Behavior', 'Development - Business Development', 'Management - General']",1993.0,,3.5,2.0,6.0,49.0,5.0,2.0,https://covers.openlibrary.org/b/id/1153520-L.jpg,Open Library only,13.0,General Business and Management,False
437,BOOK00438,Change Management,['Jeff Hiatt'],"""This book is a solid, research-based introduction to the discipline of change management, and a primer to catalyze change leadership and competency in managers and executives. Change Management is a practical look at what it means to manage the people side of change, and gives More...the reader insight into best practices in this area."" --Publisher description.",[],2003.0,,,,2.0,4.0,0.0,0.0,https://covers.openlibrary.org/b/id/12197006-L.jpg,Open Library only,9.0,Change Management,False
438,BOOK00439,Lean Change Management,['Jason Little'],,[],2014.0,,,,1.0,8.0,0.0,0.0,https://covers.openlibrary.org/b/id/7386130-L.jpg,Open Library only,9.0,Change Management,False
439,BOOK00440,Change Management,['James McCalman'],,"['Organizational change', 'Management', 'Organizational Innovation', 'Changement organisationnel', 'Organisatieverandering', 'Organisatieontwikkeling', 'Organisationsentwicklung', 'Organisationswandel', 'Einführung']",1992.0,,,,8.0,1.0,0.0,0.0,https://covers.openlibrary.org/b/id/11601919-L.jpg,Open Library only,9.0,Change Management,False
440,BOOK00441,Strategic Change Management Strategic Change Management,['Djamel Eddine Laouisset'],,[],2008.0,,,,2.0,2.0,0.0,0.0,,Open Library only,9.0,Change Management,False
441,BOOK00442,Organizational Behaviour and Change Management,"['Cornell Vernooij', 'Judith Stuijt', 'Maarten Hendriks', 'Wouter ten Have', 'Steven ten Have']",,"['Organizational behavior', 'Change (Psychology)', 'Social psychology', 'BUSINESS & ECONOMICS / Management', 'PSYCHOLOGY / Industrial & Organizational Psychology']",2022.0,,,,5.0,3.0,0.0,0.0,https://covers.openlibrary.org/b/id/14770890-L.jpg,Open Library only,1.0,Organizational Behavior,False
442,BOOK00443,The Manager's Path,['Camille Fournier'],"Managing people is difficult wherever you work. But in the tech industry, where management is also a technical discipline, the learning curve can be brutal—especially when there are few tools, texts, and frameworks to help you. In this practical guide, author Camille Fournier (tech lead turned CTO) takes you through each stage in the journey from engineer to technical manager. From mentoring interns to working with senior staff, you’ll get actionable advice for approaching various obstacles in your path. This book is ideal whether you’re a new manager, a mentor, or a more experienced leader looking for fresh advice. Pick up this book and learn how to become a better manager and leader in your organization. - Begin by exploring what you expect from a manager - Understand what it takes to be a good mentor, and a good tech lead - Learn how to manage individual members while remaining focused on the entire team - Understand how to manage yourself and avoid common pitfalls that challenge many leaders - Manage multiple teams and learn how to manage managers - Learn how to build and bootstrap a unifying culture in teams","['Management', 'Business', 'Software Development', 'Professional employees', 'Personnel management', 'Handbooks, manuals', 'Leadership', 'Industrial management', 'Management -- Handbooks, manuals, etc', 'Wirtschaftsingenieur', 'BUSINESS & ECONOMICS / Leadership', 'COMPUTERS / Software Development & Engineering / General', 'TECHNOLOGY & ENGINEERING / Project Management']",2017.0,,4.3333335,21.0,1.0,86.0,6.0,26.0,https://covers.openlibrary.org/b/id/8667291-L.jpg,Open Library only,7.0,Broad Leadership and Success,False
443,BOOK00444,Agile Change Management,['Melanie Franklin'],,"['Organizational change', 'Management', 'BUSINESS & ECONOMICS / Organizational Development', 'BUSINESS & ECONOMICS / Management', 'BUSINESS & ECONOMICS / Leadership', 'BUSINESS & ECONOMICS / Human Resources & Personnel Management', 'BUSINESS & ECONOMICS / Project Management']",2014.0,,,,6.0,2.0,0.0,0.0,https://covers.openlibrary.org/b/id/13912355-L.jpg,Open Library only,13.0,General Business and Management,False
444,BOOK00445,The Effective Change Manager's Handbook,['APMG'],,"['Organizational change', 'Management', 'BUSINESS & ECONOMICS / Management', 'BUSINESS & ECONOMICS / Organizational Development', 'REFERENCE / Handbooks & Manuals', 'Economics']",2014.0,,5.0,1.0,3.0,1.0,0.0,1.0,https://covers.openlibrary.org/b/id/8999352-L.jpg,Open Library only,9.0,Change Management,False
445,BOOK00446,Breakthrough IT Change Management,"['Bennet Lientz', 'Kathryn Rea']",,"['Organizational change', 'Information technology, management']",2004.0,,,,8.0,,,,,Open Library only,12.0,Information Technology Management,False
446,BOOK00447,Beyond change management,['Dean Anderson'],,"['Leadership', 'Organizational change', 'Changement organisationnel', 'Management', 'Structural Adjustment', 'BUSINESS & ECONOMICS', 'Organizational Innovation']",2001.0,,,,1.0,4.0,0.0,0.0,https://covers.openlibrary.org/b/id/10343568-L.jpg,Open Library only,9.0,Change Management,False
447,BOOK00448,Managing Change,['Bernard Burnes'],"xiv, 322 pages ; 24 cm","['Organizational change', 'Management', 'Strategic planning', 'Organisatieverandering', 'Strategisch management', 'Organization', 'Changement organisationnel', 'Organisationsentwicklung', 'Organisationswandel', 'Unternehmen', 'Unternehmensentwicklung', 'Management and Business Administration']",1992.0,,,,7.0,30.0,2.0,1.0,https://covers.openlibrary.org/b/id/2346403-L.jpg,Open Library only,9.0,Change Management,False
448,BOOK00449,Business process change management,['August-Wilhelm Scheer'],,"['Organizational change', 'Management', 'Data processing', 'Business', 'ARIS (Computer file)', 'Reengineering (Management)', 'Information technology', 'Computer files', 'Business, data processing', 'Information technology, management']",2003.0,,,,2.0,1.0,0.0,1.0,https://covers.openlibrary.org/b/id/2216865-L.jpg,Open Library only,12.0,Information Technology Management,False
449,BOOK00450,Change Management,"['Frank Voehl', 'H. James Harrington']",,"['Organizational change', 'Strategic planning', 'Management', 'Organizational Innovation', 'Changement organisationnel', 'Planification stratégique']",2017.0,,,,2.0,2.0,0.0,0.0,,Open Library only,9.0,Change Management,False
450,BOOK00451,Change Management Für Dummies,['Alexandra Schichtel'],,[],2010.0,,,,6.0,,,,,Open Library only,9.0,Change Management,False
451,BOOK00452,Reconsidering Change Management,"['Steven ten Have', 'ten Have Wouter', 'Anne-Bregj Huijsmans']",,"['Organizational change', 'Management', 'Changement organisationnel', 'Gestion', 'BUSINESS & ECONOMICS', 'Industrial Management', 'Management Science', 'Organizational Behavior', 'Organisatieontwikkeling', 'Organisatieverandering', 'Veranderingsprocessen']",2016.0,,,,6.0,,,,,Open Library only,9.0,Change Management,False
452,BOOK00453,Correctional administration and change management,['Martha Henderson Hurley'],,"['Correctional institutions', 'Management', 'Administration', 'Établissements de correction', 'Gestion', 'SOCIAL SCIENCE', 'Penology']",2010.0,,,,7.0,,,,,Open Library only,9.0,Change Management,False
453,BOOK00454,Change management,['Marcus Gonçalves'],,"['Management', 'Knowledge management', 'Organizational change', 'Information technology']",2007.0,,,,1.0,2.0,0.0,0.0,https://covers.openlibrary.org/b/id/12166697-L.jpg,Open Library only,12.0,Information Technology Management,False
454,BOOK00455,The Theory and Practice of Change Management,['John Hayes'],,"['Organizational change', 'Organizational effectiveness']",2010.0,,,,1.0,4.0,0.0,0.0,https://covers.openlibrary.org/b/id/6303147-L.jpg,Open Library only,9.0,Change Management,False
455,BOOK00456,Appreciative inquiry for change management,['Sarah Lewis'],"""Appreciative Inquiry (AI) is one of the most exciting and increasingly recognized concepts being used to facilitate organizational change. This book studies AI in depth, illustrating the method of asking particular questions and envisioning the future, encouraging staff to consider both the positive and negative systems in place and to recognize the need to implement change. It demonstrates how AI can be practically applied by combining the skills, perspectives and approaches presented here into a practical conversational approach to organizational challenges. It also takes a look at other techniques used to create change through conversation. Case studies from organizations that have already integrated conversational methods into their change management practice show why the processes are valuable, why they are effective, and how to generate such conversations yourself. Written in jargon-free language, this is an excellent resource for discovering the benefits that conversational techniques can have on an organization and its performance""--","['Management', 'Organizational change', 'Organizational effectiveness', 'Employee participation', 'Appreciative inquiry', 'Management, employee participation']",2011.0,,,,1.0,3.0,1.0,0.0,https://covers.openlibrary.org/b/id/12628827-L.jpg,Open Library only,9.0,Change Management,False
456,BOOK00457,Leadership and change management,['Annabel C. Beerel'],,"['Leadership', 'Management', 'Case studies', 'Organizational change']",2009.0,,,,1.0,3.0,0.0,0.0,https://covers.openlibrary.org/b/id/14111653-L.jpg,Open Library only,9.0,Change Management,False
457,BOOK00458,Changing managers and managing change,"['Mahmoud Ezzamel', 'Simon Lilley', 'Hugh Wilmott', 'Chris Green']",,"['Organizational change', 'Management', 'Managerial accounting', 'Changement organisationnel', 'Comptabilité de gestion']",1995.0,,,,1.0,2.0,0.0,0.0,https://covers.openlibrary.org/b/id/13019822-L.jpg,Open Library only,9.0,Change Management,False
458,BOOK00459,Managing innovation,"['Joseph Tidd', 'Joe Tidd', 'John Bessant', 'Keith Pavitt']",,"['Industrial management', 'Technological innovations', 'Organizational change', 'Management', 'Changement organisationnel', ""Gestion d'entreprises"", 'Organisatieverandering', 'Innovations technologiques', 'Innovations', 'Technische vernieuwing', ""Gestion d'entreprise"", 'Technische Innovation', 'Organisationswandel', 'Innovationsmanagement', 'Markt', 'Success in business', 'Organizational Innovation', 'TECHNOLOGIES', 'TECHNOLOGY ASSESSMENT', 'ORGANIZATIONS', 'TOTAL QUALITY MANAGEMENT', 'Economics', 'Commerce', 'Business &amp; economics', 'General', 'Business & economics -> business -> business studies']",1997.0,,5.0,1.0,26.0,27.0,7.0,1.0,https://covers.openlibrary.org/b/id/307559-L.jpg,Open Library only,21.0,Innovation Management,False
459,BOOK00460,Change Management During Unprecedented Times,['Kyla Latrice Tennin'],,[],2023.0,,,,5.0,1.0,0.0,0.0,,Open Library only,9.0,Change Management,False
460,BOOK00461,"Change Management in schwierigen Zeiten, m. CD-ROM",['Dietmar Vahs'],,[],2003.0,,,,1.0,5.0,0.0,0.0,https://covers.openlibrary.org/b/id/1030804-L.jpg,Open Library only,9.0,Change Management,False
461,BOOK00462,Leadership and Change Management,"['Daphne Halkias', 'Joseph C. Santora', 'Nicholas Harkiolakis', 'Paul W. Thurman']",,[],2017.0,,,,4.0,1.0,0.0,0.0,,Open Library only,9.0,Change Management,False
462,BOOK00463,The complete idiot's guide to change management,['Jeffrey P. Davidson'],,"['Organizational change', 'Management']",2002.0,,,,1.0,2.0,0.0,0.0,https://covers.openlibrary.org/b/id/12821961-L.jpg,Open Library only,9.0,Change Management,False
463,BOOK00464,Additive Manufacturing Change Management,"['David M. Dietrich', 'Michael Kenworthy', 'Elizabeth A. Cudney']",,"['Three-dimensional printing', 'Manufacturing processes', 'Additive manufacturing', 'Automation', 'Printing, Three-Dimensional', 'Fabrication additive', 'Impression tridimensionnelle', 'Fabrication', 'Automatisation', '3-D printing', 'TECHNOLOGY & ENGINEERING', 'Mechanical', 'TECHNOLOGY', 'Industrial Design', 'General', 'Manufacturing']",2019.0,,,,6.0,,,,https://covers.openlibrary.org/b/id/10443163-L.jpg,Open Library only,9.0,Change Management,False
464,BOOK00465,Enterprise Change Management,"['David Miller', 'Audra Proctor']",,"['Organizational change', 'Leadership']",2016.0,,,,2.0,2.0,0.0,0.0,https://covers.openlibrary.org/b/id/9138055-L.jpg,Open Library only,9.0,Change Management,False
