book_id,canonical_title,authors,description,subjects,first_publish_year,average_rating,ratings_count,edition_count,want_to_read_count,currently_reading_count,already_read_count,cover_url,openlibrary_key,source_openlibrary,source_leadershipnow,publication_year_observed,title_normalized,has_authors,has_description,has_subjects,has_cover,has_rating,has_engagement,has_extended_text,has_first_publish_year,has_observed_publication_year,book_age_from_first_publish,years_since_observed_publication,log1p_ratings_count,log1p_want_to_read_count,log1p_currently_reading_count,log1p_already_read_count,log1p_edition_count,total_reader_engagement,log1p_total_reader_engagement,format,page_count,has_edition_metadata,has_page_count,is_hardcover,is_paperback,log1p_page_count,format_edition,page_count_edition,has_edition_metadata_edition,has_page_count_edition,is_hardcover_edition,is_paperback_edition,log1p_page_count_edition,title_text,authors_text,subjects_text,description_text,content_text,content_word_count,content_char_count,has_title_text,has_author_text,has_subject_text,has_description_text,content_component_count,content_depth,source_group,core_content_text,enriched_content_text,core_word_count,enriched_word_count,additional_semantic_words,topic_content_text,topic_cluster,topic_text_clean,cluster_label
BOOK00758,Financial Accounting,['Paul D. Kimmel'],,"['Accounting', 'Finanzbuchhaltung', 'Finance']",1998.0,4.285714,7.0,65.0,253.0,32.0,14.0,https://covers.openlibrary.org/b/id/304562-L.jpg,/works/OL2746901W,True,False,,financial accounting,1,0,1,1,1,1,1,1,0,28.0,,2.0794415416798357,5.537334267018537,3.49650756146648,2.70805020110221,4.189654742026425,299.0,5.703782474656201,,,0,0,0,0,,,,,,,,,Financial Accounting,Paul D. Kimmel,Accounting Finanzbuchhaltung Finance,,Financial Accounting Paul D. Kimmel Accounting Finanzbuchhaltung Finance,8,72,1,1,1,0,3,Enriched,Open Library only,Financial Accounting Paul D. Kimmel,Financial Accounting Paul D. Kimmel Accounting Finanzbuchhaltung Finance,5,8,3,Financial AccountingzzfieldboundaryzzAccounting Finanzbuchhaltung Financezzfieldboundaryzz,13,Financial Accounting Accounting Finanzbuchhaltung Finance,General Business and Management
BOOK00759,Managerial Accounting,['Jerry J. Weygandt'],,"['Rechnungslegung', 'Comptabilité de gestion', 'Managerial accounting', 'Bilanz', 'Management accounting', 'Lotus 1-2-3 (computer program)', 'Microsoft excel (computer program)']",1999.0,3.8333333,6.0,80.0,250.0,22.0,6.0,https://covers.openlibrary.org/b/id/6938153-L.jpg,/works/OL1881227W,True,False,,managerial accounting,1,0,1,1,1,1,1,1,0,27.0,,1.9459101490553132,5.5254529391317835,3.1354942159291497,1.9459101490553132,4.394449154672439,278.0,5.631211781821365,,,0,0,0,0,,,,,,,,,Managerial Accounting,Jerry J. Weygandt,Rechnungslegung Comptabilité de gestion Managerial accounting Bilanz Management accounting Lotus 1-2-3 (computer program) Microsoft excel (computer program),,Managerial Accounting Jerry J. Weygandt Rechnungslegung Comptabilité de gestion Managerial accounting Bilanz Management accounting Lotus 1-2-3 (computer program) Microsoft excel (computer program),22,196,1,1,1,0,3,Enriched,Open Library only,Managerial Accounting Jerry J. Weygandt,Managerial Accounting Jerry J. Weygandt Rechnungslegung Comptabilité de gestion Managerial accounting Bilanz Management accounting Lotus 1-2-3 (computer program) Microsoft excel (computer program),5,22,17,Managerial AccountingzzfieldboundaryzzRechnungslegung Comptabilité de gestion Managerial accounting Bilanz Management accounting Lotus 1-2-3 (computer program) Microsoft excel (computer program)zzfieldboundaryzz,13,Managerial Accounting Rechnungslegung Comptabilité de gestion Managerial accounting Bilanz Management accounting Lotus 1-2-3 (computer program) Microsoft excel (computer program),General Business and Management
BOOK00760,Business Statistics,['Ken Black'],,"['Statistical decision', 'Textbooks', 'Commercial statistics', 'Statistics textbooks', 'Mathematics textbooks', 'Bedrijfsstatistiek', 'Business, statistical methods']",1991.0,4.2,5.0,29.0,157.0,18.0,2.0,https://covers.openlibrary.org/b/id/304694-L.jpg,/works/OL2838069W,True,False,,business statistics,1,0,1,1,1,1,1,1,0,35.0,,1.791759469228055,5.062595033026967,2.9444389791664403,1.0986122886681098,3.4011973816621555,177.0,5.181783550292085,,,0,0,0,0,,,,,,,,,Business Statistics,Ken Black,"Statistical decision Textbooks Commercial statistics Statistics textbooks Mathematics textbooks Bedrijfsstatistiek Business, statistical methods",,"Business Statistics Ken Black Statistical decision Textbooks Commercial statistics Statistics textbooks Mathematics textbooks Bedrijfsstatistiek Business, statistical methods",17,174,1,1,1,0,3,Enriched,Open Library only,Business Statistics Ken Black,"Business Statistics Ken Black Statistical decision Textbooks Commercial statistics Statistics textbooks Mathematics textbooks Bedrijfsstatistiek Business, statistical methods",4,17,13,"Business StatisticszzfieldboundaryzzStatistical decision Textbooks Commercial statistics Statistics textbooks Mathematics textbooks Bedrijfsstatistiek Business, statistical methodszzfieldboundaryzz",4,"Business Statistics Statistical decision Textbooks Commercial statistics Statistics textbooks Mathematics textbooks Bedrijfsstatistiek Business, statistical methods",Decision Making
BOOK00761,Statistical analysis for decision making,['Morris Hamburg'],,"['Statistical methods', 'Statistics', 'Statistical decision', 'Textbooks', 'Decision-making', 'Statistics textbooks', 'Mathematics textbooks', 'Social sciences', 'Decision making', 'Multivariate analysis']",1970.0,4.0,4.0,8.0,33.0,2.0,1.0,https://covers.openlibrary.org/b/id/14621917-L.jpg,/works/OL1418653W,True,False,,statistical analysis for decision making,1,0,1,1,1,1,1,1,0,56.0,,1.6094379124341005,3.5263605246161616,1.0986122886681098,0.6931471805599453,2.1972245773362196,36.0,3.610917912644224,,,0,0,0,0,,,,,,,,,Statistical analysis for decision making,Morris Hamburg,Statistical methods Statistics Statistical decision Textbooks Decision-making Statistics textbooks Mathematics textbooks Social sciences Decision making Multivariate analysis,,Statistical analysis for decision making Morris Hamburg Statistical methods Statistics Statistical decision Textbooks Decision-making Statistics textbooks Mathematics textbooks Social sciences Decision making Multivariate analysis,24,230,1,1,1,0,3,Enriched,Open Library only,Statistical analysis for decision making Morris Hamburg,Statistical analysis for decision making Morris Hamburg Statistical methods Statistics Statistical decision Textbooks Decision-making Statistics textbooks Mathematics textbooks Social sciences Decision making Multivariate analysis,7,24,17,Statistical analysis for decision makingzzfieldboundaryzzStatistical methods Statistics Statistical decision Textbooks Decision-making Statistics textbooks Mathematics textbooks Social sciences Decision making Multivariate analysiszzfieldboundaryzz,4,Statistical analysis for decision making Statistical methods Statistics Statistical decision Textbooks Decision-making Statistics textbooks Mathematics textbooks Social sciences Decision making Multivariate analysis,Decision Making
BOOK00762,The managerial decision-making process,['E. Frank Harrison'],,"['Decision making', 'Management']",1975.0,,,7.0,41.0,4.0,0.0,https://covers.openlibrary.org/b/id/1197022-L.jpg,/works/OL2025063W,True,False,,the managerial decision-making process,1,0,1,1,0,1,1,1,0,51.0,,,3.737669618283368,1.6094379124341005,0.0,2.0794415416798357,45.0,3.828641396489095,,,0,0,0,0,,,,,,,,,The managerial decision-making process,E. Frank Harrison,Decision making Management,,The managerial decision-making process E. Frank Harrison Decision making Management,10,83,1,1,1,0,3,Enriched,Open Library only,The managerial decision-making process E. Frank Harrison,The managerial decision-making process E. Frank Harrison Decision making Management,7,10,3,The managerial decision-making processzzfieldboundaryzzDecision making Managementzzfieldboundaryzz,4,The managerial decision-making process Decision making Management,Decision Making
BOOK00763,Judgment in managerial decision making,['Max H. Bazerman'],"""Judgment in Managerial Decision Making provides training to students by creating an awareness of the decision-making process, by allowing students to change their decision-making processes, and by offering strategies for improving these processes so that they become part of the reader's permanent behavior."" ""Re-written as a result of feedback from both colleagues and students, the fourth edition of this classic book provides even more interesting and contemporary examples of real-world decisions. This edition includes a new chapter on motivational biases (chapter 6), which examines how our motivations affect the rationality of our thoughts, and examines managerial decision-making from both individual and multi-party perspectives. By making use of these chapters, the individual can make permanent improvements to future decisions.""--BOOK JACKET.","['Management', 'Judgment', 'Decision making', 'Besluitvorming', 'Entscheidungsfindung', 'Entscheidungsprozess', 'Hd30.23 .b38 2009', '658.4/03', 'Business &amp; economics', 'Decision-making & problem solving']",1986.0,,,9.0,21.0,0.0,0.0,https://covers.openlibrary.org/b/id/304343-L.jpg,/works/OL1965645W,True,False,,judgment in managerial decision making,1,1,1,1,0,1,1,1,0,40.0,,,3.091042453358316,0.0,0.0,2.302585092994046,21.0,3.091042453358316,,,0,0,0,0,,,,,,,,,Judgment in managerial decision making,Max H. Bazerman,Management Judgment Decision making Besluitvorming Entscheidungsfindung Entscheidungsprozess Hd30.23 .b38 2009 658.4/03 Business &amp; economics Decision-making & problem solving,"""Judgment in Managerial Decision Making provides training to students by creating an awareness of the decision-making process, by allowing students to change their decision-making processes, and by offering strategies for improving these processes so that they become part of the reader's permanent behavior."" ""Re-written as a result of feedback from both colleagues and students, the fourth edition of this classic book provides even more interesting and contemporary examples of real-world decisions. This edition includes a new chapter on motivational biases (chapter 6), which examines how our motivations affect the rationality of our thoughts, and examines managerial decision-making from both individual and multi-party perspectives. By making use of these chapters, the individual can make permanent improvements to future decisions.""--BOOK JACKET.","Judgment in managerial decision making Max H. Bazerman Management Judgment Decision making Besluitvorming Entscheidungsfindung Entscheidungsprozess Hd30.23 .b38 2009 658.4/03 Business &amp; economics Decision-making & problem solving ""Judgment in Managerial Decision Making provides training to students by creating an awareness of the decision-making process, by allowing students to change their decision-making processes, and by offering strategies for improving these processes so that they become part of the reader's permanent behavior."" ""Re-written as a result of feedback from both colleagues and students, the fourth edition of this classic book provides even more interesting and contemporary examples of real-world decisions. This edition includes a new chapter on motivational biases (chapter 6), which examines how our motivations affect the rationality of our thoughts, and examines managerial decision-making from both individual and multi-party perspectives. By making use of these chapters, the individual can make permanent improvements to future decisions.""--BOOK JACKET.",145,1090,1,1,1,1,4,Rich,Open Library only,Judgment in managerial decision making Max H. Bazerman,"Judgment in managerial decision making Max H. Bazerman Management Judgment Decision making Besluitvorming Entscheidungsfindung Entscheidungsprozess Hd30.23 .b38 2009 658.4/03 Business &amp; economics Decision-making & problem solving ""Judgment in Managerial Decision Making provides training to students by creating an awareness of the decision-making process, by allowing students to change their decision-making processes, and by offering strategies for improving these processes so that they become part of the reader's permanent behavior."" ""Re-written as a result of feedback from both colleagues and students, the fourth edition of this classic book provides even more interesting and contemporary examples of real-world decisions. This edition includes a new chapter on motivational biases (chapter 6), which examines how our motivations affect the rationality of our thoughts, and examines managerial decision-making from both individual and multi-party perspectives. By making use of these chapters, the individual can make permanent improvements to future decisions.""--BOOK JACKET.",8,145,137,"Judgment in managerial decision makingzzfieldboundaryzzManagement Judgment Decision making Besluitvorming Entscheidungsfindung Entscheidungsprozess Hd30.23 .b38 2009 658.4/03 Business &amp; economics Decision-making & problem solvingzzfieldboundaryzz""Judgment in Managerial Decision Making provides training to students by creating an awareness of the decision-making process, by allowing students to change their decision-making processes, and by offering strategies for improving these processes so that they become part of the reader's permanent behavior."" ""Re-written as a result of feedback from both colleagues and students, the fourth edition of this classic book provides even more interesting and contemporary examples of real-world decisions. This edition includes a new chapter on motivational biases (chapter 6), which examines how our motivations affect the rationality of our thoughts, and examines managerial decision-making from both individual and multi-party perspectives. By making use of these chapters, the individual can make permanent improvements to future decisions.""--BOOK JACKET.",4,"Judgment in managerial decision making Management Judgment Decision making Besluitvorming Entscheidungsfindung Entscheidungsprozess Hd30.23 .b38 2009 658.4/03 Business &amp; economics Decision-making & problem solving ""Judgment in Managerial Decision Making provides training to students by creating an awareness of the decision-making process, by allowing students to change their decision-making processes, and by offering strategies for improving these processes so that they become part of the reader's permanent behavior."" ""Re-written as a result of feedback from both colleagues and students, the fourth edition of this classic book provides even more interesting and contemporary examples of real-world decisions. This edition includes a new chapter on motivational biases (chapter 6), which examines how our motivations affect the rationality of our thoughts, and examines managerial decision-making from both individual and multi-party perspectives. By making use of these chapters, the individual can make permanent improvements to future decisions.""--BOOK JACKET.",Decision Making
BOOK00764,Administrative behavior,['Herbert Alexander Simon'],,"['Management', 'Organizational behavior', 'Decision making', 'Decision-making', 'Hd31 .s55 1997', '658.4', 'Administracao', 'Organization and Administration']",1947.0,,,8.0,40.0,6.0,1.0,https://covers.openlibrary.org/b/id/426557-L.jpg,/works/OL1205037W,True,False,,administrative behavior,1,0,1,1,0,1,1,1,0,79.0,,,3.713572066704308,1.9459101490553132,0.6931471805599453,2.1972245773362196,47.0,3.871201010907891,,,0,0,0,0,,,,,,,,,Administrative behavior,Herbert Alexander Simon,Management Organizational behavior Decision making Decision-making Hd31 .s55 1997 658.4 Administracao Organization and Administration,,Administrative behavior Herbert Alexander Simon Management Organizational behavior Decision making Decision-making Hd31 .s55 1997 658.4 Administracao Organization and Administration,19,181,1,1,1,0,3,Enriched,Open Library only,Administrative behavior Herbert Alexander Simon,Administrative behavior Herbert Alexander Simon Management Organizational behavior Decision making Decision-making Hd31 .s55 1997 658.4 Administracao Organization and Administration,5,19,14,Administrative behaviorzzfieldboundaryzzManagement Organizational behavior Decision making Decision-making Hd31 .s55 1997 658.4 Administracao Organization and Administrationzzfieldboundaryzz,4,Administrative behavior Management Organizational behavior Decision making Decision-making Hd31 .s55 1997 658.4 Administracao Organization and Administration,Decision Making
BOOK00765,Business ethics,"['O. C. Ferrell', 'John Fraedrich', 'Linda Ferrell']",,"['Case studies', 'Business ethics', 'Bedrijfsethiek', 'Business ethics--case studies', 'Hf5387 .f45 2002', '174/.4']",1991.0,2.0,1.0,9.0,26.0,3.0,0.0,https://covers.openlibrary.org/b/id/4640012-L.jpg,/works/OL531096W,True,False,,business ethics,1,0,1,1,1,1,1,1,0,35.0,,0.6931471805599453,3.295836866004329,1.3862943611198906,0.0,2.302585092994046,29.0,3.4011973816621555,,,0,0,0,0,,,,,,,,,Business ethics,O. C. Ferrell John Fraedrich Linda Ferrell,Case studies Business ethics Bedrijfsethiek Business ethics--case studies Hf5387 .f45 2002 174/.4,,Business ethics O. C. Ferrell John Fraedrich Linda Ferrell Case studies Business ethics Bedrijfsethiek Business ethics--case studies Hf5387 .f45 2002 174/.4,21,156,1,1,1,0,3,Enriched,Open Library only,Business ethics O. C. Ferrell John Fraedrich Linda Ferrell,Business ethics O. C. Ferrell John Fraedrich Linda Ferrell Case studies Business ethics Bedrijfsethiek Business ethics--case studies Hf5387 .f45 2002 174/.4,9,21,12,Business ethicszzfieldboundaryzzCase studies Business ethics Bedrijfsethiek Business ethics--case studies Hf5387 .f45 2002 174/.4zzfieldboundaryzz,28,Business ethics Case studies Business ethics Bedrijfsethiek Business ethics--case studies Hf5387 .f45 2002 174/.4,CEO and Executive Transformation
BOOK00766,Business Analytics,"['S. Christian Albright', 'Wayne L. Winston']",,"['Industrial management', 'Decision making', 'Microsoft excel (computer program)', 'Computer programs', 'Statistical methods', 'Betriebsanalyse', 'Datenanalyse', 'Entscheidungsfindung', 'Gestion', 'Informatique', 'Statistique', 'Logiciels', 'Prise de décision', 'Microsoft Excel (Computer file)', 'Icrosoft Excel (logiciel)']",2014.0,1.0,1.0,6.0,29.0,2.0,0.0,https://covers.openlibrary.org/b/id/10237948-L.jpg,/works/OL20900488W,True,False,,business analytics,1,0,1,1,1,1,1,1,0,12.0,,0.6931471805599453,3.4011973816621555,1.0986122886681098,0.0,1.9459101490553132,31.0,3.4657359027997265,,,0,0,0,0,,,,,,,,,Business Analytics,S. Christian Albright Wayne L. Winston,Industrial management Decision making Microsoft excel (computer program) Computer programs Statistical methods Betriebsanalyse Datenanalyse Entscheidungsfindung Gestion Informatique Statistique Logiciels Prise de décision Microsoft Excel (Computer file) Icrosoft Excel (logiciel),,Business Analytics S. Christian Albright Wayne L. Winston Industrial management Decision making Microsoft excel (computer program) Computer programs Statistical methods Betriebsanalyse Datenanalyse Entscheidungsfindung Gestion Informatique Statistique Logiciels Prise de décision Microsoft Excel (Computer file) Icrosoft Excel (logiciel),37,337,1,1,1,0,3,Enriched,Open Library only,Business Analytics S. Christian Albright Wayne L. Winston,Business Analytics S. Christian Albright Wayne L. Winston Industrial management Decision making Microsoft excel (computer program) Computer programs Statistical methods Betriebsanalyse Datenanalyse Entscheidungsfindung Gestion Informatique Statistique Logiciels Prise de décision Microsoft Excel (Computer file) Icrosoft Excel (logiciel),8,37,29,Business AnalyticszzfieldboundaryzzIndustrial management Decision making Microsoft excel (computer program) Computer programs Statistical methods Betriebsanalyse Datenanalyse Entscheidungsfindung Gestion Informatique Statistique Logiciels Prise de décision Microsoft Excel (Computer file) Icrosoft Excel (logiciel)zzfieldboundaryzz,4,Business Analytics Industrial management Decision making Microsoft excel (computer program) Computer programs Statistical methods Betriebsanalyse Datenanalyse Entscheidungsfindung Gestion Informatique Statistique Logiciels Prise de décision Microsoft Excel (Computer file) Icrosoft Excel (logiciel),Decision Making
BOOK00767,Judgment and decision making,"['Peter Juslin', 'Henry Montgomery']","""This volume summarizes current Swedish research on judgment and decision making, covering topics such as dynamic decision making, confidence research, the search for dominance structures and differentiation, and social decision making. It ends with a commentary by Kenneth R. Hammond and Baruch Fischoff.""--BOOK JACKET.","['Judgment', 'Decision making', 'Prise de décision', 'Jugement', 'SELF-HELP', 'Motivational & Inspirational']",1999.0,,,9.0,19.0,0.0,0.0,https://covers.openlibrary.org/b/id/4696115-L.jpg,/works/OL18509261W,True,False,,judgment and decision making,1,1,1,1,0,1,1,1,0,27.0,,,2.995732273553991,0.0,0.0,2.302585092994046,19.0,2.995732273553991,,,0,0,0,0,,,,,,,,,Judgment and decision making,Peter Juslin Henry Montgomery,Judgment Decision making Prise de décision Jugement SELF-HELP Motivational & Inspirational,"""This volume summarizes current Swedish research on judgment and decision making, covering topics such as dynamic decision making, confidence research, the search for dominance structures and differentiation, and social decision making. It ends with a commentary by Kenneth R. Hammond and Baruch Fischoff.""--BOOK JACKET.","Judgment and decision making Peter Juslin Henry Montgomery Judgment Decision making Prise de décision Jugement SELF-HELP Motivational & Inspirational ""This volume summarizes current Swedish research on judgment and decision making, covering topics such as dynamic decision making, confidence research, the search for dominance structures and differentiation, and social decision making. It ends with a commentary by Kenneth R. Hammond and Baruch Fischoff.""--BOOK JACKET.",63,470,1,1,1,1,4,Rich,Open Library only,Judgment and decision making Peter Juslin Henry Montgomery,"Judgment and decision making Peter Juslin Henry Montgomery Judgment Decision making Prise de décision Jugement SELF-HELP Motivational & Inspirational ""This volume summarizes current Swedish research on judgment and decision making, covering topics such as dynamic decision making, confidence research, the search for dominance structures and differentiation, and social decision making. It ends with a commentary by Kenneth R. Hammond and Baruch Fischoff.""--BOOK JACKET.",8,63,55,"Judgment and decision makingzzfieldboundaryzzJudgment Decision making Prise de décision Jugement SELF-HELP Motivational & Inspirationalzzfieldboundaryzz""This volume summarizes current Swedish research on judgment and decision making, covering topics such as dynamic decision making, confidence research, the search for dominance structures and differentiation, and social decision making. It ends with a commentary by Kenneth R. Hammond and Baruch Fischoff.""--BOOK JACKET.",4,"Judgment and decision making Judgment Decision making Prise de décision Jugement SELF-HELP Motivational & Inspirational ""This volume summarizes current Swedish research on judgment and decision making, covering topics such as dynamic decision making, confidence research, the search for dominance structures and differentiation, and social decision making. It ends with a commentary by Kenneth R. Hammond and Baruch Fischoff.""--BOOK JACKET.",Decision Making
BOOK00768,Curriculum improvement,['Ronald C. Doll'],,"['Curricula', 'Curriculum change', 'Education', 'Curriculum planning', ""Programmes d'études"", 'Curriculum', 'Curriculumreform', 'Curriculumplanung']",1964.0,,,13.0,12.0,1.0,0.0,https://covers.openlibrary.org/b/id/136835-L.jpg,/works/OL3528675W,True,False,,curriculum improvement,1,0,1,1,0,1,1,1,0,62.0,,,2.5649493574615367,0.6931471805599453,0.0,2.6390573296152584,13.0,2.6390573296152584,,,0,0,0,0,,,,,,,,,Curriculum improvement,Ronald C. Doll,Curricula Curriculum change Education Curriculum planning Programmes d'études Curriculum Curriculumreform Curriculumplanung,,Curriculum improvement Ronald C. Doll Curricula Curriculum change Education Curriculum planning Programmes d'études Curriculum Curriculumreform Curriculumplanung,16,161,1,1,1,0,3,Enriched,Open Library only,Curriculum improvement Ronald C. Doll,Curriculum improvement Ronald C. Doll Curricula Curriculum change Education Curriculum planning Programmes d'études Curriculum Curriculumreform Curriculumplanung,5,16,11,Curriculum improvementzzfieldboundaryzzCurricula Curriculum change Education Curriculum planning Programmes d'études Curriculum Curriculumreform Curriculumplanungzzfieldboundaryzz,28,Curriculum improvement Curricula Curriculum change Education Curriculum planning Programmes d'études Curriculum Curriculumreform Curriculumplanung,CEO and Executive Transformation
