book_id,split
BOOK00966,validation
BOOK00590,validation
BOOK00339,validation
BOOK00706,validation
BOOK01165,validation
BOOK00691,validation
BOOK00540,validation
BOOK01702,validation
BOOK00001,validation
BOOK01619,validation
BOOK01095,validation
BOOK00128,validation
BOOK00536,validation
BOOK01011,validation
BOOK00519,validation
BOOK00047,validation
BOOK01593,validation
BOOK01552,validation
BOOK01596,validation
BOOK01206,validation
BOOK01163,validation
BOOK01015,validation
BOOK01321,validation
BOOK00302,validation
BOOK01230,validation
BOOK01109,validation
BOOK01101,validation
BOOK01469,validation
BOOK01331,validation
BOOK00621,validation
BOOK00368,validation
BOOK01663,validation
BOOK00997,validation
BOOK00829,validation
BOOK00496,validation
BOOK00586,validation
BOOK01385,validation
BOOK00553,validation
BOOK01299,validation
BOOK01801,validation
BOOK01147,validation
BOOK00961,validation
BOOK00171,validation
BOOK00860,validation
BOOK00391,validation
BOOK00756,validation
BOOK01712,validation
BOOK01418,validation
BOOK01204,validation
BOOK01134,validation
BOOK00744,validation
BOOK02013,validation
BOOK01369,validation
BOOK00914,validation
BOOK01436,validation
BOOK00723,validation
BOOK01734,validation
BOOK01323,validation
BOOK00258,validation
BOOK00965,validation
BOOK01456,validation
BOOK01918,validation
BOOK00236,validation
BOOK01210,validation
BOOK01692,validation
BOOK00730,validation
BOOK00959,validation
BOOK00544,validation
BOOK00343,validation
BOOK01666,validation
BOOK00576,validation
BOOK01139,validation
BOOK01376,validation
BOOK00201,validation
BOOK01420,validation
BOOK01128,validation
BOOK02045,validation
BOOK00453,validation
BOOK01022,validation
BOOK00778,validation
BOOK00279,validation
BOOK00665,validation
BOOK00939,validation
BOOK00884,validation
BOOK01614,validation
BOOK01277,validation
BOOK00751,validation
BOOK00956,validation
BOOK00359,validation
BOOK01312,validation
BOOK01992,validation
BOOK00278,validation
BOOK01916,validation
BOOK01071,validation
BOOK00113,validation
BOOK01986,validation
BOOK01505,validation
BOOK00032,validation
BOOK01334,validation
BOOK01756,validation
BOOK01541,validation
BOOK02027,validation
BOOK01694,validation
BOOK00592,validation
BOOK01900,validation
BOOK00405,validation
BOOK00042,validation
BOOK01810,validation
BOOK00203,validation
BOOK00399,validation
BOOK00127,validation
BOOK00746,validation
BOOK01609,validation
BOOK00084,validation
BOOK00974,validation
BOOK00911,validation
BOOK01493,validation
BOOK01895,validation
BOOK01958,validation
BOOK00446,validation
BOOK01896,validation
BOOK02024,validation
BOOK01953,validation
BOOK01492,validation
BOOK01302,validation
BOOK01251,validation
BOOK01762,validation
BOOK01599,validation
BOOK01764,validation
BOOK01172,validation
BOOK01671,validation
BOOK00029,validation
BOOK02025,validation
BOOK00140,validation
BOOK01806,validation
BOOK01203,validation
BOOK01749,validation
BOOK01111,validation
BOOK00340,validation
BOOK00752,validation
BOOK00520,validation
BOOK01845,validation
BOOK00273,validation
BOOK01881,validation
BOOK01701,validation
BOOK00662,validation
BOOK01117,validation
BOOK00767,validation
BOOK02059,validation
BOOK00567,validation
BOOK00037,validation
BOOK01952,validation
BOOK01912,validation
BOOK00479,validation
BOOK01910,validation
BOOK00952,validation
BOOK01791,validation
BOOK00603,validation
BOOK01402,validation
BOOK01814,validation
BOOK01008,validation
BOOK00851,validation
BOOK00902,validation
BOOK01574,validation
BOOK01943,validation
BOOK00325,validation
BOOK00651,validation
BOOK01375,validation
BOOK01120,validation
BOOK01024,validation
BOOK02056,validation
BOOK00794,validation
BOOK00137,validation
BOOK00890,validation
BOOK00768,validation
BOOK00382,validation
BOOK01192,validation
BOOK00876,validation
BOOK00124,validation
BOOK00525,validation
BOOK00639,validation
BOOK01905,validation
BOOK00358,validation
BOOK00969,validation
BOOK01804,validation
BOOK01618,validation
BOOK00500,validation
BOOK01722,validation
BOOK00008,validation
BOOK00547,validation
BOOK01437,validation
BOOK00417,validation
BOOK00808,validation
BOOK00619,test
BOOK01515,test
BOOK00600,test
BOOK00855,test
BOOK00987,test
BOOK00764,test
BOOK01057,test
BOOK01884,test
BOOK00832,test
BOOK00396,test
BOOK00136,test
BOOK01081,test
BOOK00995,test
BOOK01644,test
BOOK00968,test
BOOK00551,test
BOOK01827,test
BOOK01808,test
BOOK01341,test
BOOK01740,test
BOOK01911,test
BOOK01627,test
BOOK01773,test
BOOK00688,test
BOOK00447,test
BOOK00809,test
BOOK00119,test
BOOK01339,test
BOOK00125,test
BOOK00531,test
BOOK01689,test
BOOK01298,test
BOOK01611,test
BOOK01275,test
BOOK01980,test
BOOK00985,test
BOOK01699,test
BOOK00674,test
BOOK00441,test
BOOK01263,test
BOOK00946,test
BOOK01635,test
BOOK01446,test
BOOK00157,test
BOOK00765,test
BOOK00198,test
BOOK00596,test
BOOK00527,test
BOOK00653,test
BOOK01852,test
BOOK01630,test
BOOK01842,test
BOOK01041,test
BOOK00811,test
BOOK00030,test
BOOK01888,test
BOOK00789,test
BOOK01282,test
BOOK00163,test
BOOK01738,test
BOOK00457,test
BOOK00994,test
BOOK01634,test
BOOK00265,test
BOOK00853,test
BOOK00056,test
BOOK01654,test
BOOK01342,test
BOOK01710,test
BOOK00488,test
BOOK00759,test
BOOK00208,test
BOOK02038,test
BOOK00016,test
BOOK01247,test
BOOK01320,test
BOOK01648,test
BOOK00799,test
BOOK00570,test
BOOK01688,test
BOOK02001,test
BOOK01693,test
BOOK00872,test
BOOK00264,test
BOOK00503,test
BOOK01082,test
BOOK00276,test
BOOK00011,test
BOOK01347,test
BOOK01742,test
BOOK01123,test
BOOK00449,test
BOOK01089,test
BOOK00285,test
BOOK00588,test
BOOK00529,test
BOOK01424,test
BOOK01343,test
BOOK00499,test
BOOK00524,test
BOOK00378,test
BOOK00748,test
BOOK00753,test
BOOK01818,test
BOOK00727,test
BOOK00172,test
BOOK01779,test
BOOK01529,test
BOOK01099,test
BOOK01292,test
BOOK01100,test
BOOK00403,test
BOOK00917,test
BOOK02016,test
BOOK00942,test
BOOK00973,test
BOOK00235,test
BOOK02031,test
BOOK01020,test
BOOK01860,test
BOOK01335,test
BOOK00692,test
BOOK01152,test
BOOK02004,test
BOOK00049,test
BOOK01066,test
BOOK01656,test
BOOK01526,test
BOOK01974,test
BOOK00268,test
BOOK01268,test
BOOK00972,test
BOOK01445,test
BOOK00703,test
BOOK00627,test
BOOK00758,test
BOOK00595,test
BOOK01794,test
BOOK00466,test
BOOK01238,test
BOOK00470,test
BOOK01744,test
BOOK00652,test
BOOK01348,test
BOOK01046,test
BOOK01496,test
BOOK00091,test
BOOK01807,test
BOOK00793,test
BOOK00238,test
BOOK00041,test
BOOK02008,test
BOOK01372,test
BOOK00438,test
BOOK00785,test
BOOK01746,test
BOOK00550,test
BOOK00229,test
BOOK02039,test
BOOK01934,test
BOOK00424,test
BOOK00905,test
BOOK01562,test
BOOK01899,test
BOOK00624,test
BOOK00819,test
BOOK00205,test
BOOK01259,test
BOOK00514,test
BOOK00324,test
BOOK00134,test
BOOK01603,test
BOOK00698,test
BOOK00711,test
BOOK01728,test
BOOK01188,test
BOOK00087,test
BOOK00255,test
BOOK00742,test
BOOK02030,test
BOOK01508,test
BOOK00501,test
BOOK00602,test
BOOK00538,test
BOOK00641,test
BOOK00935,test
BOOK00556,test
BOOK00316,test
BOOK00322,test
BOOK01005,test
BOOK01457,test
BOOK00063,test
BOOK01016,test
BOOK01317,test
BOOK00106,test
BOOK00875,test
BOOK00344,test
BOOK00685,test
BOOK00427,test
BOOK00839,test
BOOK01154,test
BOOK00675,test
BOOK01171,test
BOOK00903,test
BOOK00062,test
BOOK00004,test
BOOK01010,test
BOOK00164,test
BOOK01664,test
BOOK01336,test
BOOK00464,test
BOOK00169,test
BOOK00148,test
BOOK01668,test
BOOK00249,test
BOOK01200,test
BOOK01254,test
BOOK01867,test
BOOK00262,test
BOOK01841,test
BOOK01785,test
BOOK01640,test
BOOK00854,test
BOOK00697,test
BOOK01703,test
BOOK01311,test
BOOK00510,test
BOOK02049,test
BOOK00800,test
BOOK01718,test
BOOK01490,test
BOOK00387,test
BOOK00512,test
BOOK01297,test
BOOK00769,test
BOOK00308,test
BOOK00456,test
BOOK00589,test
BOOK01285,test
BOOK01854,test
BOOK00545,test
BOOK00141,test
BOOK00248,test
BOOK01588,test
BOOK01499,test
BOOK00871,test
BOOK00535,test
BOOK00582,test
BOOK00135,test
BOOK01638,test
BOOK01795,test
BOOK00422,test
BOOK01491,test
BOOK01006,test
BOOK01443,test
BOOK01922,test
BOOK02011,test
BOOK01289,test
BOOK01487,test
BOOK00616,test
BOOK01244,test
BOOK00434,test
BOOK00002,test
BOOK00779,test
BOOK00714,test
BOOK00473,test
BOOK02033,test
BOOK01112,test
BOOK00606,test
BOOK00955,test
BOOK01236,test
BOOK01577,test
BOOK01837,test
BOOK00336,test
BOOK01687,test
BOOK00507,test
BOOK01613,test
BOOK01572,test
BOOK01113,test
BOOK01058,test
BOOK00815,test
BOOK00443,test
BOOK01528,test
BOOK00323,test
BOOK01065,test
BOOK01286,test
BOOK01017,test
BOOK01525,test
BOOK01367,test
BOOK01423,test
BOOK01242,test
BOOK01414,test
BOOK01511,test
BOOK01737,test
BOOK00565,test
BOOK01739,test
BOOK01784,test
BOOK00844,test
BOOK00823,test
BOOK01957,test
BOOK01976,test
BOOK01637,test
BOOK01056,test
BOOK01266,test
BOOK01215,test
BOOK00562,test
