openlibrary_key,title,work_status_code,description,first_sentence,work_subjects,subject_places,subject_people,subject_times,excerpts,lc_classifications,dewey_number,work_covers
/works/OL2924417W,Team leadership in action,200,,,"['Nursing services', 'Leadership', 'Administration', 'Team nursing', 'Team Nursing', 'Nursing Services', 'Organization & administration']",,,,[],['RT90.5 .D66'],['658.3'],[11572449]
/works/OL8657209W,Effective team leadership,200,,,,,,,[],,,
/works/OL40036856W,Team Leadership Questionnaire,200,,,['Leadership'],,,,[],,,
/works/OL25020688W,Five Dysfunctions of a Team,200,,,['Teams in the workplace'],,,,[],,,[13296514]
/works/OL20000938W,Team of Teams,200,"As commander of Joint Special Operations Command (JSOC), General Stanley McChrystal played a crucial role in the War on Terror. But when he took the helm in 2004, America was losing that war badly: despite vastly inferior resources and technology, Al Qaeda was outmaneuvering America's most elite warriors. McChrystal came to realize that today's faster, more interdependent world had overwhelmed the conventional, top-down hierarchy of the U.S. military. Al Qaeda had seen the future: a decentralized network that could move quickly and strike ruthlessly. To defeat such an enemy, JSOC would have to discard a century of management wisdom, and pivot from a pursuit of mechanical efficiency to organic adaptability. Under McChrystal's leadership, JSOC remade itself, in the midst of a grueling war, into something entirely new: a network that combined robust centralized communication with decentralized managerial authority. As a result, they beat back Al Qaeda. In this book, McChrystal shows not only how the military made that transition, but also how similar shifts are possible in all organizations, from large companies to startups to charities to governments. In a turbulent world, the best organizations think and act like a team of teams, embracing small groups that combine the freedom to experiment with a relentless drive to share what they've learned. Drawing on a wealth of evidence from his military career, the private sector, and sources as diverse as hospital emergency rooms and NASA's space program, McChrystal frames the existential challenge facing today's organizations, and proposes a compelling, effective solution.",,"['United States', 'Reorganization', 'Biography', 'Organizational behavior', 'Teams in the workplace', 'Decentralization in management', 'United States. Joint Special Operations Command', 'Organizational effectiveness', 'Military administration', 'City planning', 'Urban transportation', 'Local transit', 'Leadership', 'Organizational change', 'Generals', 'Case studies', 'nyt:advice-how-to-and-miscellaneous=2015-05-31', 'New York Times bestseller', 'Organization and Administration', 'Organizational Efficiency', 'Administrative agencies', 'Arbetsgrupper', 'Organisatorisk effektivitet', 'Organisationspsykologi', 'Militärväsen', 'Generaler', 'Mcchrystal, stanley a', 'Reorganizationunited states. joint special operations command', 'Military administration--united states--case studies', 'Generals--united states--biography', 'Efficiency, organizational', 'Hd66 .m38185 2015', '658']",['United States'],['Stanley A. McChrystal'],,[],,,[10522497]
/works/OL21286448W,Executive Team Leadership for the 21st Century,200,,,"['Leadership', 'Organizational effectiveness', 'Organizational behavior', 'BUSINESS & ECONOMICS / Leadership', 'BUSINESS & ECONOMICS / Organizational Behavior', 'Efficacité organisationnelle', 'Comportement organisationnel', 'BUSINESS & ECONOMICS', 'Industrial Management', 'Management', 'Management Science', 'Organizational Behavior']",,,,[],,,[12708527]
/works/OL9897459W,Team Leadership Assessments,200,,,,,,,[],,,
/works/OL3033847W,Legendary team leadership,200,,,"['Teams in the workplace', 'Leadership', 'Management']",,,,[],['HD57.7 .P43 1994'],['658.4/036'],[12146910]
/works/OL2421709W,Transformational Leadership,200,,,"['Leadership', 'Organizational change']",,,,[],['HD57.7 .B373 1998'],['658.4/092'],[1521636]
/works/OL23862631W,Transformational leadership,200,,,"['Leadership', 'Organizational change', 'Organizational effectiveness']",,,,[],,,[1624080]
/works/OL16509538W,Transformative leadership in education,200,,,"['Educational leadership', 'EDUCATION / Leadership', 'Educational change']",,,,[],,,[14579593]
/works/OL3476508W,Transforming leadership,200,,"Twenty-five hundred years ago the philosopher Aristotle wrote these words: Young men have strong passions. . . . They would rather do noble deeds than useful ones. . . . They think they know everything and are always quite sure about it; this, in fact, is why they overdo everything.","['Leadership', 'Christian leadership', 'Earl H. Potter III Collection', 'Leadership of Jesus Christ', 'Person and offices']",,['Jesus Christ'],,"['Twenty-five hundred years ago the philosopher Aristotle wrote these words: Young men have strong passions. . . . They would rather do noble deeds than useful ones. . . . They think they know everything and are always quite sure about it; this, in fact, is why they overdo everything.']",['BV652.1 .F59 1991'],['253'],[3971202]
/works/OL29761359W,Transformational Leadership,200,,,,,,,[],,,
/works/OL21153306W,Radical Transformational Leadership,200,"xxvii, 338 pages : 23 cm",,"['Leadership', 'Strategic planning', 'Social change', 'POLITICAL SCIENCE -- Political Process -- General', 'BODY, MIND & SPIRIT -- Inspiration & Personal Growth']",,,,[],,,[14510961]
/works/OL21127180W,Transformative Leadership Primer,200,,,['Leadership'],,,,[],,,
/works/OL19968818W,The dark side of transformational leadership,200,,,"['Leadership', 'Transformational leadership', 'Case studies', 'BUSINESS & ECONOMICS', 'Psychology &amp; psychiatry', 'Industrial & organizational psychology']",,,,[],,,
/works/OL23259812W,Transformational leadership,200,,,['Christian leadership'],,,,[],,,
/works/OL16500699W,Transforming leadership: from vision to results,200,,,"['Addresses, essays, lectures', 'Leadership', 'Management']",,,,[],,,[7145185]
/works/OL18185438W,Transforming leadership,200,,,"['Leadership', 'Management', 'Organizational change']",,,,[],,,[1669512]
/works/OL11651359W,Charismatic and transformational leadership,200,,,,,,,[],,,
/works/OL28735935W,Transformational Leadership,200,,,,,,,[],,,
/works/OL21710386W,Transformative Leadership in Action,200,,,,,,,[],,,
/works/OL36733507W,Transformational Leadership Styles for Global Leaders,200,,,,,,,[],,,
/works/OL19718601W,7 principles of transformational leadership,200,"In the world of work, the single greatest asset of successful individuals, teams, and organizations is their mindset--what happens in between their ears. It's not the corporate strategy, the sales compensation plan, or the market segments they're pursuing. It is what each leader, team member, and employee chooses to focus on, to believe, and to create for themselves and others.The 7 Principles of Transformational Leadership presents the fundamental concepts whose implementation will result in dramatic revenue, performance, and relationship growth. Specifically, leaders will learn to:Live their professional and personal lives with unbridled purpose and passion.Execute strategic priorities more effectively and with accelerated results.Retain the brightest and best talent. Have employees, key stakeholders, and managers enthusiastically follow them. Be exemplars of innovation, growth, and positive mindsets. Cascade excellence throughout their organizations.You may have employees with all the talent in the world, but you'll never achieve remarkable results until you change your employees' mindset. The 7 Principles of Transformational Leadership will help you convert your human potential into accelerated business results.",,['Leadership'],,,,[],,,
/works/OL9372006W,Uniting the Virtual Workforce,200,"Praise for Uniting the Virtual Workforce ""Uniting the Virtual Workforce offers much-needed guidance on how to navigate the largely unmapped territory of virtual work environments in the global economy. The authors do an outstanding job of presenting how organizations should address the challenges of virtual workforces so as to reap the huge potential benefits of increased growth, productivity, and innovation."" -C. Warren Axelrod, PhD, Chief Privacy Officer and Business Information Security Officer, U.S. Trust, and author of Outsourcing Information Security ""Lojeski and Reilly bring us something that readers of business books so rarely get-no nonsense practical guidance on how to manage distance, especially where it most often serves as an impediment to working effectively.? If you interface with widely dispersed team members who rarely see one another and communicate by virtue of impersonal electronics, you may expect to find this book provocative, counterintuitive, and above all, exciting. It gives all of us who have to struggle, while working with talent stretched across distance, hope, that maybe there are ways to do this right!"" -Patrick J. McKenna, author of First Among Equals? ""A must-read for global corporate executives who manage geographically dispersed job sharing teams. Practical strategies for preventing productivity loss and optimizing innovation. The authors pull no punches in showing the real downsides to the virtual work phenomenon; they have done a great service for us all."" -Jeff Saperstein, author of Creating Regional Wealth in the Innovation Economy ""Uniting the Virtual Workforce charts the course for competing in the twenty-first century by tapping into the powers of virtual work. Any manager who ignores the virtual workforce is underperforming, and any company or organization that does not appreciate virtual work is already at a competitive disadvantage. Karen and Dick have tapped into a key ingredient in the recipe for global growth."" -Jerry MacArthur Hultin, President, Polytechnic University, and former Under Secretary of the Navy ""Authors Sobel Lojeski and Reilly have provided a useful primer for the harried executive striving for productivity improvements while seeing the workload expand and the workforce disperse. Using conceptual definitions of Physical, Operational, and Affinity Distance to describe the multifaceted dimensions of building teams of people to work effectively together, the authors construct a very powerful set of metrics for a manager to improve the capability of his or her workgroup, no matter where it resides or how it is composed. The book is rich in anecdotes and specific studies that illustrate the concepts in an engaging, pertinent, and easy-to-understand manner. In an age of outsourcing, offshoring, and decentralizing groups of people who have to get things done together, reading this small book will repay itself many times over."" -Charles House, Director, Media X Lab at Stanford University, and former Director of the Societal Impact of Technology, Intel Corporation",,"['Management', 'Virtual work teams', 'Communication', 'Employee motivation', 'Psychological aspects', 'Alienation (Social psychology)', 'Technological innovations', 'Organizational effectiveness', 'Alienation (social psychology)', 'Communication and technology']",,,,[],,,[6408181]
/works/OL16167822W,"Women, spirituality, and transformative leadership",200,"The world is in crisis and it seems that many are looking to women to heal the planet and our human family. Before women can step into our full potential as leaders and guides in this moment, we must individually reconnect with our deepest wisdom and with our spiritual roots; collectively heal the many dimensions of separation that keep us fragmented and ineffective as agents of social change; and globally reclaim our rightful place as spiritual leaders in service of a balanced and compassionate new paradigm. This empowering resource engages women in an interactive exploration of the challenges and opportunities on the frontier of women¿s spiritual leadership. Through the voices of North American women representing a matric of diversity¿ethnically, spiritually, religiously, generationally and geographically¿this book will inspire women to new expressions of their own personal leadership and invite them into powerful collaborative action.",,"['Religion and social problems', 'Religious aspects', 'Leadership', 'Leadership in women', 'Religious life', 'Women', 'Spirituality', 'Women, religious aspects', 'Leadership, religious aspects', 'Women, religious life', 'Church and social problems', 'Transformational leadership']",,,,[],,,[10416234]
/works/OL2953791W,Transformational leadership,200,,,"['Leadership', 'Health services administration', 'Hospital Administration', 'Organizational Innovation', 'Organizational change']",,,,[],['RA971 .K58 1995'],['362.1/068/4'],[6618397]
/works/OL37836630W,Transformative Leadership and Sustainable Innovation in Education,200,,,,,,,[],,,
/works/OL2720383W,Transforming leadership,200,An updated text on improving business leadership. Provides self-assessment tools and covers coaching and mentoring. Also discusses how to identify opportunities to apply leadership skills.,,"['Interpersonal communication', 'Leadership', 'Communication in management', 'Management', 'COMMUNICATION', 'INFORMATION MANAGEMENT', 'Führung', 'Leiderschap', 'PERSONNEL MANAGEMENT', 'HUMAN RELATIONS', 'BUSINESS & ECONOMICS', 'Industrial Management', 'Management Science', 'Organizational Behavior']",,,,[],,['658.4/092'],[1925600]
/works/OL8994178W,Transforming Leadership,200,,,,,,,[],,,[875707]
/works/OL5957923W,Transforming Leadership,200,,,,,,,[],,,
/works/OL21076591W,Transformative Leadership,200,,,['Business'],,,,[],,,
/works/OL24205378W,The Transformational Leadership Compass,200,,,['Business'],,,,[],,,[10648832]
/works/OL25326177W,Sustainability Mindset and Transformative Leadership,200,,,"['Sustainability', 'Management', 'Sustainable development', 'Leadership']",,,,[],,,[13919457]
/works/OL4641084W,Transforming Leadership,200,,,"['Leadership, religious aspects']",,,,[],,,[2350430]
/works/OL2615445W,Transformational leadership in East Africa,200,"""This book of discusses the question of political power and the role of leadership in East African communities. Beginning with pre-colonial structures and continuing to the present day, it tells a saddening tale of African states in crisis, without a sustainable leadership culture, with badly managed political transitions and confused social policies.""--BOOK JACKET.",,"['Political leadership', 'Politics and government', 'History']",,,,[],,,[2304971]
/works/OL23234902W,Transformational leadership,200,,,"['Transformational leadership', 'Leadership', 'Organizational change']",,,,[],,,
/works/OL16144446W,Transforming leadership,200,,,"['Girl Scouts of the United States of America', 'Leadership']",['United States'],,,[],,,[12754296]
/works/OL21583154W,Reframing Transformational Leadership,200,,,,,,,[],,,
/works/OL24587375W,Action Inquiry,200,,,,,,,[],,,[11245620]
/works/OL27799464W,Transforming Leadership,200,,,,,,,[],,,
/works/OL28172934W,Transformational leadership,200,"In 2009, the Leadership Conference of Women Religious (LCWR)--an organization representing 300 orders of sisters in the United States--suddenly gained wide attention following a critical doctrinal assessment issued by the Vatican's Congregation for the Doctrine of the Faith. Many became interested in the way the LCWR and its members exercised leadership. One of their members described it as ""transformational leadership""--a ""way-of-being-in-in-the-world."" To better understand this way of leadership, LCWR regularly conducts interviews with some of the most engaging and passionate of contemporary thinkers. In this volume of interviews, eighteen theologians, psychologists, educators, and religious leaders from various fields and disciplines share their wisdom about a way of leadership able to meet the deep challenges of today's world. Transformational Leadership offers the opportunity to learn from notables such as Walter Brueggemann, Judy Cannato, Joan Chittister, OSB, Constance FitzGerald, OCD, Donald Goergen, OP, Marty Linsky, and Margaret Wheatley. Transformational Leadership, although originally addressed to American Catholic sisters, provides thoughtful and practical suggestions for living a Gospel-centered life and its unique collection of personalities and insight makes it of interest to all men and women seeking to live and lead with purpose and depth. (Publisher).",,"['Christian leadership', 'Contemplation', 'Women clergy', 'Leadership chrétien', 'Clergé féminin', 'Leadership Conference of Women Religious of the United States', 'Monasticism and religious orders for women', 'Nuns']",,,,[],,,[12807462]
/works/OL44609028W,Advancing Inclusive Open Education Through Transformative Leadership,200,,,,,,,[],,,
/works/OL39175195W,Transformative Leadership,200,,,,,,,[],,,
/works/OL3263681W,Transformational leadership,200,,,"['Pastoral theology', 'Christian leadership']",,,,[],['BV652.1 .L485 1996'],['253'],[582313]
/works/OL2896803W,Shared vision,200,,,"['Community college presidents', 'Administration', 'College administrators', 'United States', 'Leadership', 'Community colleges', 'Junior And Community College Administration', 'Education', 'Transformational leadership', 'School Restructuring']",['United States'],,,[],['LB2328.15.U6 R683 1989'],['378.73'],[9764558]
/works/OL39200027W,Transformative Leadership,200,,,['Business'],,,,[],,,
/works/OL20592844W,Transformational Leadership and Not for Profits and Social Enterprises,200,,,"['Leadership', 'Organizational change', 'Nonprofit organizations, management', 'Nonprofit organizations', 'Management', 'Changement organisationnel', 'Associations sans but lucratif', 'Gestion', 'BUSINESS & ECONOMICS / Government & Business', 'BUSINESS & ECONOMICS / General', 'NGO Management', 'Non Profit Management', 'Not for profit Leadership', 'Public Management']",,,,[],,,[9233881]
/works/OL44597810W,Transformational Leadership Unleashed,200,,,"['Fiction, general']",,,,[],,,
/works/OL1903158W,Servant leadership,200,,,"['Leadership', 'Organizational effectiveness', 'Associations, institutions', 'Management', 'Dienstbaarheid', 'Leiderschap', 'Servant leadership', 'Associations, institutions, etc.', 'Associations, institutions, etc--management', 'Organizations--organization & administration', 'Hm1261 .g74 2002', 'Hm 1261 g814s 2002', '303.3/4']",,,,[],,,[592685]
/works/OL24701696W,The case for servant leadership,200,,,"['Servant leadership', 'Leadership', 'Moral and ethical aspects']",,,,[],,,[11419033]
/works/OL1903148W,The power of servant-leadership,200,"""A collection of eight of Greenleaf's most compelling essays on servant-leadership ... [an] approach to leadership ... which puts serving others, including employees, customers, and community, first.""--Back cover.",,"['Leadership', 'Associations, institutions', 'Service (Theology)', 'Christian leadership', 'Associations, institutions, etc.', 'Servant leadership', 'Christianity', 'Religious aspects', 'Organizations', 'Community-Institutional Relations', 'Religion']",,,,[],['HM141 .G687 1998'],['303.3/4'],[831198]
/works/OL16997792W,Servant leadership,200,,,"['Leadership', 'Organizational effectiveness']",,,,[],,,
/works/OL5816128W,Servant leadership,200,,,"['Bible', 'Biblical teaching', 'Christian leadership', 'Leadership', 'Social scientific criticism', 'Servant leadership', 'Christianity', 'Leadership of Jesus Christ', 'Social scientific criticism of sacred works', 'Jesus christ', 'Paul, the apostle, saint', 'Bible, criticism, interpretation, etc., n. t. gospels', 'Bible, criticism, interpretation, etc., n. t. epistles']",,"['Jesus Christ', 'Paul (the Apostle, Saint)']",,[],,,[1573933]
/works/OL24326584W,Scrum Mastery,200,,,,,,,[],,,[10846720]
/works/OL2726376W,Servant-leadership across cultures,200,"Manage cross-cultural workforces using the secrets of two international leadership gurus! As our economy globalizes at ever faster rates, managing employees from diverse cultures is becoming the norm -- and it can be an extraordinarily complex task. As a leader, how do you make sure everyone's values are recognized? How do you resolve grievances arising from value differences in the most pragmatic ways? The answer is servant-leadership. Grounded in the idea that business leaders exist to serve others while remaining focused on the bottom line, servant-leadership works for Starbucks and Southwest Airlines, and they're not alone. In fact, servant-leadership is practiced at a third of Fortune's 100 Best Companies to Work for. Servant-Leadership Across Cultures explains how to: Identify and fulfill the needs of employees from any cultural background; Reconcile apparent contradictions, even deep-seated or culturally based ones; Tend to both long- and short-term organizational needs; Build community, social capital, and loyalty through stewardship; Manage the difference between a fatal error and a chance for improvement. You'll also benefit from the lessons of key executives from Dell, Bang & Olufsen, Motorola, Shell, and others -- all of whom have used servant-leadership to raise not just their organizations' social stature, but also the bottom line. - Back cover. We are all under new pressure toproduce more for less money—andin less time. Ultimately, this cannot bedone unless bosses are able to—in serviceof their organization—bring out the bestin their people.That is the essence of servant-leadership,the management philosophy originallyoutlined by organizational expert RobertGreenleaf in the 1970s. It's a philosophywhose time has truly come.The mission statement of TDIndustries,a regular on Fortune's list of 100 BestCompanies to Work for in America,prioritizes ""intense 'people development'efforts, includingsubstantial training budgets.""When an error at Motorola caused$100,000 in damages to equipment, noheads rolled; instead, the responsibleemployee was encouraged to developa system based on what he'd learned;all told, Motorola saved more than amillion dollars.When Sematech, the InternationalInstitute for Semiconductors, joinedwith competitors like Intel, AMD,Siemens, and Sony, the result wassmarter and better business for all, viashared innovation and communication.For such progressive companies, mereinstitutional power is no longer enough.Their secret is the empowerment thatservant-leadership provides, and it canmake the difference between the successof your organization and its downfall.With Servant-Leadership Across Cultures,you'll come to understand how andwhy doing the right thing pays off foreveryone—not just for your business partners,but for the world.",,"['Business', 'Nonfiction', 'Servant leadership']",,,,[],['HM1261 .T757 2010'],['658.4/092'],
/works/OL9595789W,Seven pillars of servant leadership,200,,,['Servant leadership'],,,,[],,,[5731413]
/works/OL24912130W,Servant leadership,200,,,"['Leadership', 'Christianity']",,,,[],,,[11817558]
/works/OL18177476W,Reflections on leadership,200,"In the twenty-five years since Robert K. Greenleaf first articulated his vision of ""servant-leadership,"" the world has seen a steady expansion in the influence of the man and his ideas. Hailed as the ""grandfather"" of the modern empowerment movement in business leadership, Greenleaf described true leaders as those who lead by serving others - empowering them to reach their full potential. He saw the ideal leader as one who transforms and integrates an organization; a steward with a commitment to the growth of people and the building of a community.",,"['Organizational Efficiency', 'Organizational effectiveness', 'Leadership', 'Effectiviteit', 'Leiderschap']",,['Robert K. Greenleaf'],,[],,,[300435]
/works/OL1861949W,Strength in servant leadership,200,,,"['Christian leadership', 'Servant leadership', 'Christianity', 'Bible, history']",,,,[],['BV652.1 .C43 1987'],['253'],[8148071]
/works/OL16327340W,Servant leadership,200,,,"['Leadership', 'Organizational effectiveness', 'Associations, institutions']",,,,[],,,
/works/OL16295981W,Servant leadership,200,,,"['Servant leadership', 'Leadership']",,,,[],,,[9845502]
/works/OL18637084W,Handbook for secular Franciscan servant leadership,200,,,"['Secular Franciscan Order', 'Servant leadership', 'Handbooks, manuals', 'Christian leadership', 'Catholic Church']",,,,[],,,
/works/OL14925607W,Focus on Leadership,200,,,,,,,[],,,[304480]
/works/OL20167114W,Servant Leadership in Action,200,,,"['Leadership', 'Servant leadership', 'SOCIAL SCIENCE / Sociology / General']",,,,[],,,[8813082]
/works/OL30232477W,Servant Leadership,200,,,,,,,[],,,
/works/OL2471245W,Servant leadership,200,,,"['Christian Stewardship', 'Leadership', 'Religious aspects', 'Religious aspects of Leadership', 'Religious leaders', 'Stewardship, Christian', 'Servant leadership', 'Christianity', 'Christian stewardship', 'Leadership au service des autres', 'Aspect religieux', 'Christianisme', 'Chefs religieux', 'Service chrétien']",,,,[],['BV4597.53.L43 F79 2001'],,[12897208]
/works/OL16191519W,Servant leadership,200,"""Servant Leadership: Leaving a Legacy is a heart-warming closure to the 'Principal to Principal' series. This fourth book finds John battling cancer that might be terminal, and his conversations with Brad and others he is mentoring provide a unique glimpse into the heart of a true servant leader. John's passion for life and caring for others is contagious, and leaves the reader clinging to the hope that he will beat his one last challenge. In an era of re-invention of schools on all levels, this story zeroes in on the critical need for integrity-driven leaders who understand how vision, innovative thinking, emotional intelligence and authentic relationship can transform a school's culture""--",,"['Educational leadership', 'School principals', 'EDUCATION / Leadership', 'School management and organization', 'School superintendents and principals', 'Education, united states']",['United States'],,,[],,,[14379882]
/works/OL25178288W,Applying Servant Leadership in Today's Schools,200,,,"['Leadership', 'School management and organization']",,,,[],,,
/works/OL9035377W,Servant Leadership for Slow Learners,200,,,,,,,[],,,[898473]
/works/OL8925520W,Robert K. Greenleaf,200,"""Meet the man whose work influenced some of the world's most prominent business leaders and spawned a worldwide movement that is still gaining strength today. Robert Greenleaf's landmark 1970 essay, The Servant as Leader, introduced the now common term ""servant leadership"" to the world. His work has been cited by leading writers and business people including Ken Blanchard, Stephen Covey, Peter Senge, Margaret Wheatley, and Peter Block, and led to the development of Centers for Servant Leadership around the world."" ""This biography of Robert Greenleaf, authorized by his surviving children, finally tells his story. Drawn from Greenleaf's personal papers, correspondence, and interviews with family and friends, it provides a look at the sources of Greenleaf's thought, his friendships with some of the most influential men and women of the twentieth century - including Eleanor Roosevelt, Peter Drucker, the Menninger brothers, Reinhold Niebuhr, Aldous Huxley, Alcoholics Anonymous co-founder Bill Wilson, and man others - and how he influenced business history well before his first book was published at the age of seventy-three.""--Jacket.",,"['Leadership', 'Management', 'Organizational effectiveness', 'Business consultants', 'Biography', 'Executives']",,,,[],,,[831331]
/works/OL1812464W,The Servant Leadership Training Course,200,,,,,,,[],,,[865134]
/works/OL16445928W,The Model of Servant-Leadership,200,,,"['Leadership', 'Christianity']",,,,[],,,[11681607]
/works/OL28715515W,Cases on Servant Leadership and Equity,200,,,,,,,[],,,
/works/OL28452071W,Leader As Servant Leadership Model,200,,,"['Religion', 'Self-help techniques']",,,,[],,,
/works/OL28668941W,Servant Leadership,200,,,"['Business', 'Religion']",,,,[],,,[13832027]
/works/OL25763126W,Global Servant-Leadership,200,,,['Sociology'],,,,[],,,
/works/OL1851682W,Servant leadership in nursing,200,,,"['Nursing Care', 'Religion and Medicine', 'Nursing services', 'Administration', 'Organization & administration', 'Christianity', 'Spirituality', 'Leadership', 'Nursing ethics', 'Nursing services, administration', 'Medicine, religious aspects']",,,,[],['RT89 .O27 2010'],['362.17/3068'],[9261771]
/works/OL24114452W,Servant Leadership,200,,,"['Leadership', 'Organizational effectiveness']",,,,[],,,[14393141]
/works/OL21162868W,Servant Leadership Roadmap,200,,,,,,,[],,,[10328984]
/works/OL20183387W,Using Servant Leadership,200,,,"['Educational leadership', 'Education, higher, aims and objectives', 'Educational accountability', 'Universities and colleges, administration', 'College teachers', 'College teaching', 'Teachers, professional ethics']",,,,[],,,[8831412]
/works/OL34056020W,Servant Leadership,200,,,['Religion'],,,,[],,,
/works/OL1812466W,The servant,200,"In this absorbing tale, you watch the timeless principles of servant leadership unfold through the story of John Daily, a businessman whose outwardly successful life is spiraling out of control. He is failing miserably in each of his leadership roles as boss, husband, father, and coach. To get his life back on track, he reluctantly attends a weeklong leadership retreat at a remote Benedictine monastery.To John's surprise, the monk leading the seminar is a former business executive and Wall Street legend. Taking John under his wing, the monk guides him to a realization that is simple yet profound: The true foundation of leadership is not power, but authority, which is built upon relationships, love, service, and sacrifice.Along with John, you will learn that the principles in this book are neither new nor complex. They don't demand special talents; they are simply based on strengthening the bonds of respect, responsibility, and caring with the people around you. Perhaps this is why The Servant has touched readers from all walks of life--because its message can be applied by anyone, anywhere--at home or at work.If you are tired of books that lecture instead of teach; if you are searching for ways to improve your leadership skills; if you want to understand the timeless virtues that lead to lasting and meaningful success, then this book is one you cannot afford to miss.From the Hardcover edition.","""GOOD MORNING,"" MY ROOMMATE cheerfully called out to me from his bed before I had even turned my alarm off, ""I'm Pastor Lee from Wisconsin.","['Business', 'Leadership', 'Management', 'Moral and ethical aspects', 'Moral and ethical aspects of Leadership', 'Nonfiction']",,,,[],['HD57.7 .H875 1998'],['303.3/4'],[509274]
/works/OL2259860W,A Woman's Guide to Servant Leadership,200,,,"['Religious life', 'Christian women', 'Biblical teaching', 'Servant leadership', 'Christian leadership', 'Christianity']",,,,[],,,[12189032]
/works/OL21466423W,Servant Leadership for Higher Education,200,,,"['Educational leadership', 'Education, higher, aims and objectives']",,,,[],,,
/works/OL9878008W,Principal to Principal,200,,,"['School superintendents and principals', 'Educational leadership', 'School management and organization', 'School principals']",,,,[],,,[2931776]
/works/OL26822665W,Servant Leadership,200,,,['Self-help techniques'],,,,[],,,
/works/OL26748521W,Personal and Organizational Excellence Through Servant Leadership,200,,,['Leadership'],,,,[],,,
/works/OL40442793W,Understanding Servant Leadership,200,,,,,,,[],,,
/works/OL27394506W,Servant Leadership Styles and Strategic Decision Making,200,"""This book explores how managers use autocratic styles in eastern organizations so there is need to bring servant leadership in order to promote new leadership because person have to be servant first and priorities of employees are first objective of servant to serve then he/she become the leader""--",,"['Leadership', 'Decision making', 'Servant leadership']",,,,[],,,
/works/OL15456995W,The spirit of servant-leadership,200,,,"['Servant leadership', 'Leadership']",,,,[],,,
/works/OL39682345W,Idiot Guide to Servant Leadership,200,,,"['Leadership', 'Managerial economics', 'Self-help techniques']",,,,[],,,
/works/OL22326207W,Servant Leadership in diakonischen Unternehmen,200,,,"['Theology, practical']",,,,[],,,
/works/OL38112557W,Servant Leadership,200,,,,,,,[],,,
/works/OL20723198W,Developing Christian Servant Leadership,200,,,"['Leadership, religious aspects', 'Management', 'Servant leadership', 'Christianity', 'Leadership', 'Religious aspects']",,,,[],,,[9406813]
/works/OL1903299W,Paul on leadership,200,,,"['Church growth', 'Christian leadership', 'Biblical teaching', 'Servant leadership', 'Christianity', 'Criticism, interpretation', 'Bible']",,,,[],['BV652.25 .W54 2004'],,[12706269]
/works/OL1807518W,Marketing management,200,"Marketing Managementcollectively uses a managerial orientation, an analytical approach, a multidisciplinary perspective, universal applications, and balanced coverage to distinguish it from all other marketing management texts out there. Unsurpassed in its breadth, depth, and relevance, the 16th Edition features a streamlined organization of the content, updated material, and new examples that reflect the very latest market developments. After reading this landmark text, you'll have the knowledge and tools to succeed in the new market environment around you.",,"['Marketing', 'Management', 'Marketing management', 'Gestion', 'Marketingmanagement', 'Marketingmix', 'open_syllabus_project', 'Qi ye guan li', 'Shi chang ying xiao', 'Marketing, management', 'Case studies', 'Manuel', 'Stratégie de marketing', 'Étude de marché', 'Gestion du marketing', 'Theorie', 'Commerce', 'Public Relations', 'Organization and Administration']",['Canada'],,,[],,,"[13673341, 7292650, 5033486, 89730, 6641104, 80997, 6791712]"
/works/OL58235W,Management information systems,200,"Laudon’s essential case-based text for the study of IS in business today. Management Information Systems: Managing the Digital Firm provides the most comprehensive overview of information systems, while drawing connections between MIS and business performance. The Laudons are known for their outstanding real-world case studies, which describe how well-known companies use IT to solve problems and achieve business objectives. You will develop sought-after skills, and be adept at leading IS-related management discussions and using IT to meet bottom-line results. Each chapter of the 17th edition has been thoroughly updated to cover the latest industry and technology changes.",,"['Information technology', 'Management', 'Management information systems', 'Management informatiesystemen', 'Managementinformationssystem', ""Systèmes d'information de gestion"", 'Computadores nos sistemas de suporte a decisoes', 'Gestion des connaissances', 'Entreprises', 'Entreprises virtuelles', 'Informationsmanagement', 'Informacio', ""Sistemes d'informacio per a la gestio ."", 'Gestio .', ""Sistemes d'emmagatzematge i recuperacio"", 'Sistemas de información en administración', 'Information systems', 'Ledningsinformationssystem', 'Information management', 'Informationssystem', 'MIS', 'Textbooks', 'Virtual corporations', 'Business enterprises', 'Knowledge management', 'Management, data processing', 'Business &amp; economics', 'Literary collections', 'T58.6 .l376 1998', '658.4/038', 'Management-Informationssystem', 'USA', 'Programmed instruction']",,,,[],,,"[1104118, 2322102, 9547981, 9493557, 80968, 8312110, 1112018, 8510655, 8768777, 1109272, 1112163, 5032575, 87860, 8775000, 8765345, 10203562, 4958232, 4569653, 4957496, 4570525, 10499965]"
/works/OL17371073W,Marketing Management,200,"For undergraduate and graduate courses in marketing management. The gold standard for today’s marketing management student. Stay on the cutting-edge with the gold standard text that reflects the latest in marketing theory and practice. The world of marketing is changing everyday–and in order for students to have a competitive edge, they need a textbook that reflects the best of today’s marketing theory and practices.Marketing Management is the gold standard marketing text because its content and organization consistently reflect the latest changes in today’s marketing theory and practice.",,"['Marketing, management', 'Marketing', 'Management', 'Textbooks']",,,,[],,,"[14426392, 12387449]"
/works/OL11789290W,Human Resource management,200,,,['Personnel management'],,,,[],,,[9334439]
