matrix_row,book_id,canonical_title,authors,description,subjects,first_publish_year,publication_year_observed,average_rating,ratings_count,edition_count,want_to_read_count,currently_reading_count,already_read_count,cover_url,source_group,topic_cluster,cluster_label,enriched_zero_vector,openlibrary_key,source_openlibrary,source_leadershipnow,publishers,isbn_10,isbn_13,all_isbns,ebook_access,has_fulltext,public_scan,source_url,subtitle,isbn_normalized,leadershipnow_isbn_13,publisher,publication_date,publication_year,format,page_count,edition_note,external_book_url,observed_edition_count,earliest_observed_year,latest_observed_year,observed_publisher_count,observed_publishers,observed_isbn_10,observed_isbn_10_count,observed_isbn_13,observed_isbn_13_count,observed_physical_formats,observed_format_count,minimum_observed_pages,maximum_observed_pages,earliest_observed_publication_country,earliest_observed_publication_countries,publication_geo_evidence_type,unresolved_geo_codes,publication_geo_provenance,observed_publication_languages,observed_publication_language_count,has_multilingual_publication_evidence,international_language_reach,original_language,original_language_status,verified_translation_count,translation_status,language_evidence_provenance,language_evidence_note,validated_geographic_author_count,validated_geographic_author_names,author_citizenship_evidence,author_birthplace_evidence,author_identity_evidence_tiers,author_geography_provenance,observed_list_price,observed_retail_price,observed_price_currency,observed_price_market,observed_price_isbn,commercial_source,commercial_metadata_status,commercial_metadata_note
598,BOOK00599,Global Performance Management (Global HRM),['Arup; Bu Varma'],,"['Performance', 'Management', 'Performance technology', 'Personnel management', 'Administration of Criminal justice', 'Cross-cultural studies', '86.43 criminal procedure law, criminal law sanctions', 'Strafprocesrecht', 'Strafrechtspraak', 'Criminal justice', 'Administration of justice', 'Criminal procedure', 'Comparative criminal law', 'Rendement au travail', 'Gestion', 'BUSINESS & ECONOMICS', 'Workplace Culture', 'Human Resources & Personnel Management', 'Humanvermögen', 'Interkulturelles Management', 'Internationaler Vergleich', 'Leistungsbewertung', 'Multinationales Unternehmen', 'Personalbeurteilung', 'Unternehmen']",2007.0,,,,3.0,1.0,1.0,0.0,https://covers.openlibrary.org/b/id/5725771-L.jpg,Open Library only,14.0,Performance Management,False,/works/OL9353543W,True,False,['Routledge'],"['0415771765', '0415771773']","['9780415771764', '9780415771771']","['0415771765', '9780415771764', '9780415771771', '0415771773']",printdisabled,True,False,https://openlibrary.org/works/OL9353543W,,,,,,,,,,,3.0,2007.0,2008.0,1.0,['Routledge'],"['0415771773', '0415771765']",2.0,"['9780415771771', '9780415771764']",2.0,"['Paperback', 'Hardcover']",2.0,304.0,304.0,United Kingdom,United Kingdom,single_country,[],Open Library earliest observed edition year 2007,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
599,BOOK00600,ACCA F5 Performance Management,['BPP Learning Media'],,"['Accounting, examinations, questions, etc.', 'Accountants', 'Examinations, great britain']",2015.0,,,,3.0,2.0,0.0,0.0,,Open Library only,14.0,Performance Management,False,/works/OL25351280W,True,False,['BPP Learning Media'],"['1509708707', '1472744527', '1472727010']","['9781472727015', '9781509708703', '9781472744524']","['9781472727015', '1509708707', '9781509708703', '1472744527', '9781472744524', '1472727010']",no_ebook,False,False,https://openlibrary.org/works/OL25351280W,,,,,,,,,,,3.0,2015.0,2017.0,1.0,['BPP Learning Media'],[],0.0,"['9781509708703', '9781472727015', '9781472744524']",3.0,[],0.0,,,,,no_country_evidence,[],Open Library earliest observed edition year 2015,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
600,BOOK00601,ACCA F5 Performance Management,['BPP Learning Media'],1 online resource,"['Association of Chartered Certified Accountants (Great Britain) -- Examinations -- Study guides', 'Association of Chartered Certified Accountants (Great Britain)', 'Accounting -- Great Britain -- Examinations -- Study guides', 'Industrial management -- Examinations -- Study guides', 'BUSINESS & ECONOMICS / Accounting / Financial', 'Accounting -- Examinations', 'Examinations', 'Industrial management -- Examinations', 'Great Britain']",2017.0,,,,2.0,2.0,1.0,0.0,https://covers.openlibrary.org/b/id/14437610-L.jpg,Open Library only,13.0,General Business and Management,False,/works/OL25718743W,True,False,['BPP Learning Media'],"['150970857X', '1509708529']","['9781509708574', '9781509708529']","['150970857X', '1509708529', '9781509708574', '9781509708529']",borrowable,True,False,https://openlibrary.org/works/OL25718743W,,,,,,,,,,,2.0,2017.0,2017.0,1.0,['BPP Learning Media'],[],0.0,"['9781509708529', '9781509708574']",2.0,[],0.0,354.0,354.0,,,no_country_evidence,[],Open Library earliest observed edition year 2017,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
601,BOOK00602,Case Studies in Performance Management,['Tony C. Adkins'],"Praise for Case Studies in Performance Management ""With this book, Tony Adkins has made an important contribution to the body of knowledge of managerial accounting."" --From the Foreword by Gary Cokins, lead strategist, Business Performance Management Solutions group with SAS Institute and internationally recognized expert in advanced cost management and performance improvement systems ""If you want to achieve direction, traction, and speed in business, Case Studies in Performance Management: A Guide from the Experts is a must-read . . . jam-packed with golden nuggets you can put to work immediately."" --Jason Jennings, bestselling author of Think Big, Act Small, Less Is More and It's Not the Big That Eat the Small . . . It's the Fast That Eat the Slow ""Tony has the insight found only from actual implementations of ABC/PM.Using this as lens, he has brought the collective experience of experts into focus."" --Mohan Nair, author of Essentials of Balanced Scorecard and Activity-Based Information Systems ""Tony Adkins has lived the life of a true ABC/PM road warrior. His collection of case studies reaches beyond the theory to capture the harsh reality of what it takes to successfully implement performance management. A must-read for anyone wise enough to learn from those who have gone before."" --Chris M. Pieper, CEO, FormRouter, Inc. (former founder and CEO of ABC Technologies) ""Everyone who reads this book will gain a solid appreciation of the substance and value of performance management in varied industry settings and applications."" --Dr. Peter B. B. Turney, President and Chief Executive Officer of Cost Technology, Inc. and author of Common Cents If you're looking for a way to dramatically improve your company's performance and get back its competitive edge, Case Studies in Performance Management: A Guide from the Experts will show you how other businesses, driven to remain competitive by changes in their industries, learned to work smarter using ABC/PM in today's tough business environment. Noteworthy commentary from experts in the field including Ashok Vadgama and Alan Stratton helps you understand ABC/PM and how to execute its sound strategies in your own business.","['Business', 'Management', 'Nonfiction', 'Industrial management', 'Cost accounting', 'Activity-based costing', 'Managerial accounting', 'Performance', 'Cost effectiveness', 'Case studies']",2006.0,,,,6.0,2.0,0.0,0.0,https://covers.openlibrary.org/b/id/1250817-L.jpg,Open Library only,14.0,Performance Management,False,/works/OL8232406W,True,False,"['Wiley & Sons, Incorporated, John', 'Wiley', 'John Wiley & Sons, Ltd.', 'J. Wiley', 'Wiley & Sons, Limited, John']","['1119202876', '0470327014', '0471792829', '0471776599', '1280448148']","['9780471792826', '9781280448140', '9780470327012', '9780471776598', '9781119202875']","['9780471792826', '9781280448140', '1119202876', '9780470327012', '0470327014', '9780471776598', '0471792829', '0471776599', '1280448148', '9781119202875']",printdisabled,True,False,https://openlibrary.org/works/OL8232406W,,,,,,,,,,,6.0,2006.0,2015.0,5.0,"['Wiley & Sons, Limited, John', 'Wiley & Sons, Incorporated, John', 'J. Wiley', 'Wiley', 'John Wiley & Sons, Ltd.']",['0471776599'],1.0,"['9781119202875', '9781280448140', '9780470327012', '9780471776598', '9780471792826']",5.0,['Electronic resource'],1.0,238.0,272.0,United States,United States,single_country,[],Open Library earliest observed edition year 2006,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
602,BOOK00603,Performance management,['Michael D. McMaster'],,"['Management by objectives', 'Performance', 'Handbooks, manuals', 'Personnel management', 'Performance standards']",1983.0,,,,6.0,1.0,0.0,0.0,https://covers.openlibrary.org/b/id/1871974-L.jpg,Open Library only,14.0,Performance Management,False,/works/OL2979457W,True,False,"['Grinder Resource Center', 'Metamorphous Press,U.S.', 'Precision Models, Inc.', 'Metamorphous Press']","['0943920280', '096054142X', '1555520413', '9960541446']","['9781555520410', '9780943920283', '9780960541423']","['9781555520410', '0943920280', '096054142X', '9780943920283', '1555520413', '9780960541423', '9960541446']",no_ebook,False,False,https://openlibrary.org/works/OL2979457W,,,,,,,,,,,6.0,1983.0,1994.0,4.0,"['Metamorphous Press', 'Metamorphous Press,U.S.', 'Precision Models, Inc.', 'Grinder Resource Center']","['1555520413', '0943920280', '9960541446', '096054142X']",4.0,"['9780943920283', '9780960541423']",2.0,"['Paperback', 'Hardcover']",2.0,302.0,320.0,United States,United States,single_country,[],Open Library earliest observed edition year 1983,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
603,BOOK00604,ACCA Performance Management,['BPP Learning Media'],,[],2024.0,,1.0,1.0,1.0,1.0,0.0,1.0,,Open Library only,14.0,Performance Management,False,/works/OL38616422W,True,False,['BPP Learning Media'],['1035514486'],['9781035514489'],"['1035514486', '9781035514489']",no_ebook,False,False,https://openlibrary.org/works/OL38616422W,,,,,,,,,,,1.0,2024.0,2024.0,1.0,['BPP Learning Media'],[],0.0,['9781035514489'],1.0,[],0.0,,,,,no_country_evidence,[],Open Library earliest observed edition year 2024,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
604,BOOK00605,Performance Management for Dummies,"['Dummies Staff', 'Herman Aguinis']",,"['Performance', 'Performance standards', 'Personnel management']",2019.0,,,,3.0,2.0,0.0,0.0,https://covers.openlibrary.org/b/id/13208839-L.jpg,Open Library only,14.0,Performance Management,False,/works/OL21196875W,True,False,"['Wiley & Sons, Incorporated, John']","['1119557658', '1119557712', '1119557666']","['9781119557715', '9781119557661', '9781119557654']","['1119557658', '9781119557715', '1119557712', '1119557666', '9781119557661', '9781119557654']",no_ebook,False,False,https://openlibrary.org/works/OL21196875W,,,,,,,,,,,3.0,2019.0,2019.0,1.0,"['Wiley & Sons, Incorporated, John']",[],0.0,"['9781119557661', '9781119557715', '9781119557654']",3.0,[],0.0,360.0,368.0,,,no_country_evidence,[],Open Library earliest observed edition year 2019,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,1.0,Herman Aguinis,Argentina,Río Cuarto,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
605,BOOK00606,Performance Management (Acca),['Kaplan Publishing'],,[],2006.0,,,,1.0,2.0,1.0,0.0,,Open Library only,14.0,Performance Management,False,/works/OL8364055W,True,False,['Kaplan Publishing Foulks Lynch'],['1847100368'],['9781847100368'],"['9781847100368', '1847100368']",no_ebook,False,False,https://openlibrary.org/works/OL8364055W,,,,,,,,,,,1.0,2006.0,2006.0,1.0,['Kaplan Publishing Foulks Lynch'],['1847100368'],1.0,['9781847100368'],1.0,['Paperback'],1.0,,,,,no_country_evidence,[],Open Library earliest observed edition year 2006,,0.0,False,No language evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
606,BOOK00607,Performance Management,['Gary Cokins'],"Praise for Performance Management ""We are witnessing a convergence among advanced management concepts and practices. Performance management is a means to pull it all together, to understand the strengths and limitations of each management practice and leverage it for competitive advantage. Cokins' book walks us through all this in a manner that makes something confusing much less so. There is no one right answer for any situation. The answer lies in a balance of concepts and the integration of them. Performance Management is the glue that holds them all together. This book helps the reader understand the breadth of PM. It's not just about measuring!"" --John F. Morrow, CPA, AICPA Vice President, The New Finance ""Gary Cokins has articulated the '411' of performance management. His combination of personal anecdotes with fundamental cost and performance management theories provides business leaders at all levels, in any industry or profession, a solid resource for practicing their work. This book is not only an invaluable resource for those new to performance management but provides guidance, wisdom, support, and insight to all industry leaders and managers. Cokins has organized and simplified the many complex performance management theories, associated tools, and infrastructure for the reader. Buy it, read it, and give it to your colleagues--then celebrate your successes!"" --Sue Swertfeger, Senior Manager, Owens & Minor","['Business', 'Finance', 'Nonfiction', 'Organizational effectiveness', 'Performance', 'Industrial productivity', 'Measurement', 'BUSINESS & ECONOMICS', 'Strategic Planning', 'Risk management']",2004.0,,,,11.0,,,,https://covers.openlibrary.org/b/id/305762-L.jpg,Open Library only,14.0,Performance Management,False,/works/OL2979729W,True,False,"['John Wiley & Sons, Ltd.', 'Gestion 2000', 'Wiley', 'Wiley & Sons, Incorporated, John', 'Wiley & Sons, Limited, John', 'Gestión 2000']","['0471576905', '1299186343', '1282491687', '0470471166', '0471654760', '8480889942', '0470471190', '1119205549']","['9780471576907', '9781299186347', '9780471654766', '9780470471166', '9780470471197', '9788480889940', '9781119205548', '9781282491687']","['9780471576907', '0471576905', '1299186343', '1282491687', '9781299186347', '9780471654766', '9780470471166', '0470471166', '9780470471197', '0471654760', '9788480889940', '8480889942', '0470471190', '9781119205548', '9781282491687', '1119205549']",printdisabled,True,False,https://openlibrary.org/works/OL2979729W,,,,,,,,,,,11.0,2004.0,2015.0,6.0,"['Gestión 2000', 'Gestion 2000', 'Wiley & Sons, Limited, John', 'Wiley & Sons, Incorporated, John', 'John Wiley & Sons, Ltd.', 'Wiley']","['8480889942', '0471576905']",2.0,"['9788480889940', '9781119205548', '9781282491687', '9781299186347', '9780470471166', '9780470471197', '9780471654766', '9780471576907']",8.0,"['paperback', 'Electronic resource']",2.0,240.0,347.0,United States,United States,single_country,[],Open Library earliest observed edition year 2004,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
607,BOOK00608,Strategic Performance Management,"['Bernard Marr', 'Dina Gray']",,[],2012.0,,,,7.0,,,,,Open Library only,14.0,Performance Management,False,/works/OL25194931W,True,False,"['Taylor & Francis Group', 'Routledge']","['128100636X', '113636224X', '1136362231', '1136362193', '1136362185', '0080493114', '1136362215']","['9781136362248', '9780080493114', '9781136362194', '9781136362187', '9781136362217', '9781136362231', '9781281006363']","['128100636X', '9781136362248', '9780080493114', '113636224X', '1136362231', '9781136362194', '1136362193', '9781136362187', '1136362185', '9781136362217', '0080493114', '9781136362231', '9781281006363', '1136362215']",no_ebook,False,False,https://openlibrary.org/works/OL25194931W,,,,,,,,,,,7.0,2012.0,2012.0,2.0,"['Routledge', 'Taylor & Francis Group']",[],0.0,"['9781281006363', '9781136362194', '9780080493114', '9781136362248', '9781136362231', '9781136362187', '9781136362217']",7.0,[],0.0,240.0,240.0,,,no_country_evidence,[],Open Library earliest observed edition year 2012,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,2.0,Bernard Marr | Dina Gray,,,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
608,BOOK00609,Performance management,['Aubrey C. Daniels'],,"['Administracao De Pessoal', 'Employees', 'Reinforcement (Psychology)', 'Psicologia Industrial', 'Administradores', 'Comportamento Organizacional', 'Supervision of employees', 'Administracao De Empresas', 'Rating of', 'Performance standards', 'Productivity accounting']",1989.0,,,,2.0,2.0,0.0,0.0,https://covers.openlibrary.org/b/id/6630679-L.jpg,Open Library only,14.0,Performance Management,False,/works/OL16477264W,True,False,"['CreateSpace Independent Publishing Platform', 'Performance Management Publications']","['1548981397', '0937100013']","['9780937100011', '9781548981396']","['9780937100011', '9781548981396', '1548981397', '0937100013']",borrowable,True,False,https://openlibrary.org/works/OL16477264W,,,,,,,,,,,2.0,1989.0,2017.0,2.0,"['CreateSpace Independent Publishing Platform', 'Performance Management Publications']",['0937100013'],1.0,"['9781548981396', '9780937100011']",2.0,['Hardcover'],1.0,30.0,250.0,,,no_country_evidence,[],Open Library earliest observed edition year 1989,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,1.0,Aubrey C. Daniels,United States,South Carolina,identifier_verified,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
609,BOOK00610,Teach Yourself Performance Management,['Phil Baguley'],,"['Performance', 'Employee rights']",2003.0,,,,1.0,3.0,0.0,0.0,https://covers.openlibrary.org/b/id/2403253-L.jpg,Open Library only,14.0,Performance Management,False,/works/OL3501574W,True,False,['Teach Yourself'],['034087614X'],['9780340876145'],"['9780340876145', '034087614X']",borrowable,True,False,https://openlibrary.org/works/OL3501574W,,,,,,,,,,,1.0,2003.0,2003.0,1.0,['Teach Yourself'],['034087614X'],1.0,['9780340876145'],1.0,['Paperback'],1.0,192.0,192.0,,,no_country_evidence,[],Open Library earliest observed edition year 2003,,0.0,False,No language evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,1.0,Phil Baguley,,,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
610,BOOK00611,Innovative Corporate Performance Management,['Bob Paladino'],,"['Organizational effectiveness', 'Management', 'Performance']",2010.0,,,,5.0,1.0,0.0,0.0,,Open Library only,14.0,Performance Management,False,/works/OL21456114W,True,False,"['Wiley & Sons, Incorporated, John', 'Wiley & Sons, Limited, John']","['1283916223', '1119200490', '047091260X', '0470912618', '0470912596']","['9781119200499', '9780470912614', '9781283916226', '9780470912607', '9780470912591']","['1283916223', '9781119200499', '9780470912614', '1119200490', '9781283916226', '047091260X', '0470912618', '0470912596', '9780470912607', '9780470912591']",no_ebook,False,False,https://openlibrary.org/works/OL21456114W,,,,,,,,,,,5.0,2010.0,2015.0,2.0,"['Wiley & Sons, Limited, John', 'Wiley & Sons, Incorporated, John']",[],0.0,"['9781119200499', '9781283916226', '9780470912591', '9780470912607', '9780470912614']",5.0,[],0.0,432.0,432.0,,,no_country_evidence,[],Open Library earliest observed edition year 2010,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,1.0,Bob Paladino,,,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
611,BOOK00612,HR networking,['Lisa R. Franke'],,"['Leadership', 'Management', 'Work environment', 'Personnel management']",2004.0,,,,1.0,2.0,0.0,0.0,https://covers.openlibrary.org/b/id/1529386-L.jpg,Open Library only,15.0,Workplace and Generational Dynamics,False,/works/OL5757509W,True,False,['CCH'],['0808011405'],['9780808011408'],"['9780808011408', '0808011405']",borrowable,True,False,https://openlibrary.org/works/OL5757509W,,,,,,,,,,,1.0,2004.0,2004.0,1.0,['CCH'],['0808011405'],1.0,[],0.0,[],0.0,299.0,299.0,United States,United States,single_country,[],Open Library earliest observed edition year 2004,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
612,BOOK00613,Reengineering performance management,['Tracey Bernstein Weiss'],,"['Performance', 'Reengineering (Management)', 'Personnel management', 'Reengineering (management)']",1997.0,,5.0,1.0,1.0,1.0,1.0,0.0,https://covers.openlibrary.org/b/id/1925549-L.jpg,Open Library only,14.0,Performance Management,False,/works/OL1686521W,True,False,['St. Lucie Press'],['1574440411'],['9781574440416'],"['1574440411', '9781574440416']",printdisabled,True,False,https://openlibrary.org/works/OL1686521W,,,,,,,,,,,1.0,1997.0,1997.0,1.0,['St. Lucie Press'],['1574440411'],1.0,[],0.0,[],0.0,227.0,227.0,United States,United States,single_country,[],Open Library earliest observed edition year 1997,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
613,BOOK00614,Implementing Performance Management,['Joan Dean'],,"['School management and organization', 'Teacher effectiveness']",2003.0,,,,6.0,,,,,Open Library only,14.0,Performance Management,False,/works/OL25742435W,True,False,"['Routledge', 'Taylor & Francis Group']","['1134477783', '1138466239', '1134477740', '1134477791', '1280068965', '0203218299']","['9781138466234', '9781280068966', '9781134477746', '9780203218297', '9781134477791', '9781134477784']","['1134477783', '1138466239', '1134477740', '9781138466234', '9781280068966', '9781134477746', '9780203218297', '9781134477791', '9781134477784', '1134477791', '1280068965', '0203218299']",no_ebook,False,False,https://openlibrary.org/works/OL25742435W,,,,,,,,,,,6.0,2003.0,2017.0,2.0,"['Routledge', 'Taylor & Francis Group']",[],0.0,"['9781280068966', '9781134477746', '9780203218297', '9781134477791', '9781134477784', '9781138466234']",6.0,[],0.0,,,,,no_country_evidence,[],Open Library earliest observed edition year 2003,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
614,BOOK00615,Human resource management,"['H. John Bernardin', 'Joyce E. A. Russell']",,"['Personnel management', 'Personalwesen', 'Personnel', 'Direction']",1992.0,,5.0,3.0,12.0,76.0,6.0,2.0,https://covers.openlibrary.org/b/id/4001936-L.jpg,Open Library only,20.0,Human Resource Management,False,/works/OL2707715W,True,False,"['McGraw-Hill/Irwin', 'McGraw-Hill', 'Irwin/McGraw-Hill', 'McGraw-Hill Europe', 'McGraw-Hill Companies', 'McGraw-Hill Learning Solutions']","['0072987251', '0077330269', '0070049165', '0071123016', '0071326189', '0073381438', '0070058466', '0072432357']","['9780071326186', '9780070049161', '9780072987256', '9780072432350', '9780073381435', '9780077330262', '9780071123013', '9780070058460']","['0072987251', '0077330269', '0070049165', '9780071326186', '0071123016', '9780070049161', '9780072987256', '0071326189', '9780072432350', '0073381438', '0070058466', '0072432357', '9780073381435', '9780077330262', '9780071123013', '9780070058460']",printdisabled,True,False,https://openlibrary.org/works/OL2707715W,,,,,,,,,,,12.0,1992.0,2012.0,6.0,"['McGraw-Hill Learning Solutions', 'McGraw-Hill Europe', 'McGraw-Hill Companies', 'McGraw-Hill/Irwin', 'McGraw-Hill', 'Irwin/McGraw-Hill']","['0077330269', '0071326189', '0070058466', '0072432357', '0070049165', '0073381438', '0072987251', '0071123016']",8.0,"['9780077330262', '9780071326186', '9780070058460', '9780072432350', '9780073381435', '9780072987256', '9780071123013']",7.0,"['paperback', 'Paperback', 'Hardcover']",3.0,435.0,736.0,United States,United States,single_country,[],Open Library earliest observed edition year 1992,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
615,BOOK00616,Human resource management,"['Robert L. Mathis', 'John Harold Jackson']",,"['Personnel management', 'Personnel management, study and teaching']",1999.0,,5.0,1.0,8.0,44.0,4.0,3.0,https://covers.openlibrary.org/b/id/5061491-L.jpg,Open Library only,20.0,Human Resource Management,False,/works/OL19437656W,True,False,"['South-Western College Pub.', 'Thomson South-Western', 'Cengage South-Western', 'Cengage Learning']","['0324002076', '1285061098', '1305500709', '035703385X', '1133953107', '0538481706', '1305115244']","['9780357033852', '9781305115248', '9780538481700', '9781305500709', '9780324002072', '9781285061092', '9781133953104']","['0324002076', '1285061098', '9780357033852', '9781305115248', '1305500709', '9780538481700', '9781305500709', '035703385X', '1133953107', '0538481706', '9780324002072', '1305115244', '9781285061092', '9781133953104']",printdisabled,True,False,https://openlibrary.org/works/OL19437656W,,,,,,,,,,,8.0,1999.0,2019.0,4.0,"['Cengage South-Western', 'Cengage Learning', 'South-Western College Pub.', 'Thomson South-Western']",['0324002076'],1.0,"['9780357033852', '9781305500709', '9781305115248', '9781285061092', '9781133953104', '9780538481700', '9780324002072']",7.0,['Paperback'],1.0,192.0,736.0,United States,United States,single_country,[],Open Library earliest observed edition year 1999,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,1.0,Robert L. Mathis,,,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
616,BOOK00617,Fundamentals of human resource management,['David A. DeCenzo'],,"['Personnel management', 'Personnel', 'Direction', 'Personeelsmanagement', 'Personalpolitik']",2005.0,,,,14.0,40.0,6.0,0.0,https://covers.openlibrary.org/b/id/9503846-L.jpg,Open Library only,20.0,Human Resource Management,False,/works/OL1965131W,True,False,"['John Wiley & Sons Inc', 'Wiley & Sons, Limited, John', 'Wiley & Sons Canada, Limited, John', 'Wiley', 'Wiley & Sons, Incorporated, John']","['1119158788', '0471660795', '0471656801', '1119227437', '0470571713', '047089444X', '1118142519', '1118090888', '0470126426', '1119803748', '0470565918', '1119158907', '047000794X', '1119032741', '1119158850']","['9780470571712', '9781119032748', '9780471656807', '9780470126424', '9780470565919', '9780471660798', '9781119803744', '9781119158851', '9781118090886', '9781119227434', '9781119158783', '9781119158905', '9780470007945', '9781118142516', '9780470894446']","['9780470571712', '1119158788', '9781119032748', '9780471656807', '0471660795', '0471656801', '9780470126424', '1119227437', '0470571713', '9780470565919', '047089444X', '1118142519', '1118090888', '9780471660798', '0470126426', '1119803748', '0470565918', '9781119803744', '1119158907', '9781119158851', '9781118090886', '9781119227434', '9781119158783', '047000794X', '9781119158905', '9780470007945', '1119032741', '9781118142516', '9780470894446', '1119158850']",no_ebook,False,False,https://openlibrary.org/works/OL1965131W,,,,,,,,,,,14.0,2005.0,2021.0,5.0,"['Wiley & Sons, Incorporated, John', 'Wiley & Sons, Limited, John', 'Wiley', 'Wiley & Sons Canada, Limited, John', 'John Wiley & Sons Inc']","['047000794X', '0470126426', '0471656801', '0471660795']",4.0,"['9781119158905', '9781119158851', '9781119227434', '9780470894446', '9781118142516', '9780470571712', '9780470565919', '9781118090886', '9781119158783', '9781119803744', '9781119032748', '9780470007945', '9780470126424']",13.0,['Paperback'],1.0,384.0,1088.0,United States,United States,single_country,[],Open Library earliest observed edition year 2005,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,1.0,David A. DeCenzo,,,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
