openlibrary_author_key,author_name,wikidata_id,wikidata_label,wikidata_description,identity_evidence_tier,tier_priority,citizenship_qids,birthplace_qids,birth_dates,citizenship_qids_parsed,birthplace_qids_parsed,has_citizenship,has_birthplace
OL2680351A,Rob Dekkers,Q112530278,Rob Dekkers,scientist,strong_secondary,2,[],[],['+1959-00-00T00:00:00Z'],[],[],False,False
OL2685917A,Deborah Stone,Q120610979,Deborah Stone,UK travel writer,strong_secondary,2,['Q145'],[],[],['Q145'],[],True,False
OL2694332A,Adrian Wilkinson,Q112427096,Adrian Wilkinson,,strong_secondary,2,[],[],['+1963-00-00T00:00:00Z'],[],[],False,False
OL2695887A,Pawan Budhwar,Q58655935,Pawan S. Budhwar,researcher ORCID ID = 0000-0001-8915-6172,probable_secondary,3,['Q668'],[],['+1964-00-00T00:00:00Z'],['Q668'],[],True,False
OL2698142A,Chris Rowley,Q115329218,Chris Rowley,researcher,strong_secondary,2,['Q408'],[],[],['Q408'],[],True,False
OL2704923A,Jeffrey Gold,Q112399272,Jeffrey Gold,,strong_secondary,2,[],[],['+1955-00-00T00:00:00Z'],[],[],False,False
OL27182A,Mohamed Zairi,Q6891571,Mohamed Zairi,"British academic, author",strong_secondary,2,[],['Q5351493'],['+1956-09-17T00:00:00Z'],[],['Q5351493'],False,True
OL2729652A,Bob Paladino,Q112446555,Bob Paladino,,strong_secondary,2,[],[],['+1959-00-00T00:00:00Z'],[],[],False,False
OL2730366A,Stanley E. Portny,Q116486036,Stanley E. Portny,"American engineer, project manager and entrepreneur",strong_secondary,2,['Q30'],[],[],['Q30'],[],True,False
OL27304A,Thomas L. Wheelen,Q112445340,Thomas L. Wheelen,,strong_secondary,2,[],[],['+1935-00-00T00:00:00Z'],[],[],False,False
OL2732590A,Larry C. Spears,Q112505992,Larry C. Spears,,strong_secondary,2,[],[],['+1955-00-00T00:00:00Z'],[],[],False,False
OL2733865A,John Fraedrich,Q112419769,John Fraedrich,,strong_secondary,2,[],[],['+1957-00-00T00:00:00Z'],[],[],False,False
OL2734644A,Herman Steyn,Q139433827,Herman Steyn,,strong_secondary,2,[],[],[],[],[],False,False
OL2737990A,Nada R. Sanders,Q66532068,Nada R. Sanders,American supply chain expert,strong_secondary,2,['Q30'],[],['+1957-06-18T00:00:00Z'],['Q30'],[],True,False
OL2738537A,Garth Saloner,Q29032387,Garth Saloner,South African-born American economist,strong_secondary,2,[],[],"['+1955-00-00T00:00:00Z', '+1955-01-18T00:00:00Z']",[],[],False,False
OL2738539A,Joel Podolny,Q6213706,Joel M. Podolny,American sociologist,probable_secondary,3,['Q30'],['Q30'],['+1950-00-00T00:00:00Z'],['Q30'],['Q30'],True,True
OL27404A,Stanley J. Baran,Q93261840,Stanley J. Baran,,strong_secondary,2,[],[],['+1948-12-27T00:00:00Z'],[],[],False,False
OL27525A,Larry A. Samovar,Q112448013,Larry A. Samovar,,strong_secondary,2,[],[],['+1935-00-00T00:00:00Z'],[],[],False,False
OL27560A,James MacGregor Burns,Q1529607,James MacGregor Burns,American historian and political scientist (1918–2014),identifier_verified,1,['Q30'],['Q54143'],['+1918-08-03T00:00:00Z'],['Q30'],['Q54143'],True,True
OL2762041A,Erich Joachimsthaler,Q5388045,Erich Joachimsthaler,American businessman,strong_secondary,2,['Q30'],[],['+1956-12-28T00:00:00Z'],['Q30'],[],True,False
OL2777276A,Richard E. Porter,Q112448014,Richard E. Porter,professor,strong_secondary,2,[],[],['+1933-00-00T00:00:00Z'],[],[],False,False
OL2778455A,Dennis J. Sweeney,Q102277817,Dennis J. Sweeney,D.B.A. Indiana University 1971,strong_secondary,2,['Q30'],['Q39709'],"['+1941-00-00T00:00:00Z', '+1941-10-05T00:00:00Z']",['Q30'],['Q39709'],True,True
OL2778456A,Thomas Arthur Williams,Q93429028,Thomas Arthur Williams,,identifier_verified,1,[],[],"['+1944-05-05T00:00:00Z', '+1944-00-00T00:00:00Z']",[],[],False,False
OL2804440A,Jason Fried,Q23795888,Jason Fried,software entrepreneur,identifier_verified,1,[],[],['+1974-00-00T00:00:00Z'],[],[],False,False
OL2806483A,John Halligan,Q112456587,John Halligan,"professor at University of Canberra, born 1945",strong_secondary,2,[],[],['+1945-00-00T00:00:00Z'],[],[],False,False
OL2812382A,Chip Heath,Q16252439,Chip Heath,American writer,strong_secondary,2,[],[],['+1963-07-19T00:00:00Z'],[],[],False,False
OL2817860A,Jon S. Bailey,Q133569030,Jon S. Bailey,American teacher and psychologist,strong_secondary,2,['Q30'],[],[],['Q30'],[],True,False
OL2825763A,Harvey Maylor,Q94654199,Harvey Maylor,researcher,identifier_verified,1,[],[],[],[],[],False,False
OL2828055A,Annie McKee,Q112374564,Annie McKee,,strong_secondary,2,[],[],['+1955-00-00T00:00:00Z'],[],[],False,False
OL283267A,Frank Martin,Q123910,Frank Martin,Swiss composer (1890–1974),strong_secondary,2,['Q39'],['Q71'],['+1890-09-15T00:00:00Z'],['Q39'],['Q71'],True,True
OL2837853A,David Williamson,Q968980,David Williamson,Australian dramatist and playwright,identifier_verified,1,['Q408'],['Q3141'],['+1942-02-24T00:00:00Z'],['Q408'],['Q3141'],True,True
OL2850369A,Dennis Tourish,Q59140026,Dennis Tourish,professor of leadership studies,strong_secondary,2,[],[],['+1957-01-01T00:00:00Z'],[],[],False,False
OL2850421A,Jean Garner Stead,Q105592455,Jean Garner Stead,,strong_secondary,2,[],[],['+1949-01-01T00:00:00Z'],[],[],False,False
OL28563A,Manuel London,Q112416244,Manuel London,,strong_secondary,2,[],[],['+1949-00-00T00:00:00Z'],[],[],False,False
OL286362A,Richard Pettinger,Q130776002,Richard Pettinger,management scholar (1953-),strong_secondary,2,[],[],['+1953-00-00T00:00:00Z'],[],[],False,False
OL2866738A,Tamer Cavusgil,Q60024331,S. Tamer Cavusgil,Turkish-American economist (born 1947),probable_secondary,3,"['Q30', 'Q43']",[],['+1947-10-04T00:00:00Z'],"['Q30', 'Q43']",[],True,False
OL2877248A,Peter Vaill,Q14948774,Peter Vaill,American academic,strong_secondary,2,['Q30'],[],[],['Q30'],[],True,False
OL2877610A,Peter Salovey,Q2077999,Peter Salovey,American social psychologist and former president of Yale University,identifier_verified,1,['Q30'],['Q49111'],"['+1958-02-21T00:00:00Z', '+1958-02-00T00:00:00Z']",['Q30'],['Q49111'],True,True
OL2879818A,Greg Horine,Q139454091,Greg Horine,,strong_secondary,2,[],[],[],[],[],False,False
OL2920399A,David Parkes,Q91932103,David C. Parkes,British-American computer scientist,probable_secondary,3,['Q30'],['Q146705'],[],['Q30'],['Q146705'],True,True
OL2933997A,Margaret Jane Wyszomirski,Q139433622,Margaret Jane Wyszomirski,,strong_secondary,2,[],[],[],[],[],False,False
OL2939178A,Sanjay Kumar,Q100725719,Sanjay Kumar,researcher ORCID 0000-0002-8951-5996,strong_secondary,2,[],[],[],[],[],False,False
OL2946043A,Torben Hansen,Q29583803,Torben Hansen,Danish professor,strong_secondary,2,['Q756617'],[],['+1966-00-00T00:00:00Z'],['Q756617'],[],True,False
OL29513A,Project Management Institute,Q1545010,Project Management Institute,U.S.-based non-profit corporation,identifier_verified,1,[],[],[],[],[],False,False
OL2955129A,Ludger Helms,Q112551609,Ludger Helms,,strong_secondary,2,[],[],['+1967-00-00T00:00:00Z'],[],[],False,False
OL29722A,J. David Hunger,Q112383715,J. David Hunger,,strong_secondary,2,[],[],['+1941-00-00T00:00:00Z'],[],[],False,False
OL2994264A,Holly Spence,Q100561183,Holly Spence,researcher,strong_secondary,2,[],[],[],[],[],False,False
OL3010389A,Jean Greaves,Q130797164,Jean Greaves,,strong_secondary,2,[],[],[],[],[],False,False
OL3010393A,Dick Ruhe,Q123247117,Dick Ruhe,,strong_secondary,2,[],[],"['+1928-05-21T00:00:00Z', '+1928-01-01T00:00:00Z']",[],[],False,False
OL30298A,Jerrold S. Greenberg,Q112516443,Jerrold S. Greenberg,,strong_secondary,2,[],[],['+1942-00-00T00:00:00Z'],[],[],False,False
OL3032412A,Esther Derby,Q130767212,Esther Derby,,strong_secondary,2,[],['Q485708'],[],[],['Q485708'],False,True
OL3038563A,James Campbell Quick,Q95993783,James Campbell Quick,researcher,strong_secondary,2,[],[],[],[],[],False,False
OL3040839A,Terri A. Scandura,Q139468691,Terri A. Scandura,,strong_secondary,2,[],[],[],[],[],False,False
OL3118296A,Brian J. Hall,Q48236402,Brian J. Hall,researcher,strong_secondary,2,[],[],[],[],[],False,False
OL3118694A,David J. Pauleen,Q113531347,David J Pauleen,professor of technology management in New Zealand,strong_secondary,2,[],[],['+1957-01-01T00:00:00Z'],[],[],False,False
OL31351A,Alan O. Ebenstein,Q19787390,Alan O. Ebenstein,"American political scientist, educator and author",identifier_verified,1,['Q30'],[],['+1959-05-28T00:00:00Z'],['Q30'],[],True,False
OL3138260A,Joseph Ciarrochi,Q47503195,Joseph Ciarrochi,researcher,strong_secondary,2,[],[],['+1900-01-01T00:00:00Z'],[],[],False,False
OL3149792A,Bernard Marr,Q130776205,Bernard Marr,,strong_secondary,2,[],[],[],[],[],False,False
OL3154865A,Philip Hodgson,Q87874640,Philip Hodgson,researcher,strong_secondary,2,[],[],[],[],[],False,False
OL3182743A,Klaus Doppler,Q1745009,Klaus Doppler,German author,strong_secondary,2,['Q183'],['Q184983'],['+1939-01-01T00:00:00Z'],['Q183'],['Q184983'],True,True
OL319610A,Andrew S. Grove,Q432929,Andrew Grove,"Hungarian-born American businessman, engineer and author (1936–2016)",identifier_verified,1,"['Q30', 'Q28']","['Q1781', 'Q30']",['+1936-09-02T00:00:00Z'],"['Q30', 'Q28']","['Q1781', 'Q30']",True,True
OL3227622A,Myint Swe Khine,Q130775381,Myint Swe Khine,,strong_secondary,2,[],[],[],[],[],False,False
OL3236048A,Nathan Axelrod,Q2687017,Nathan Axelrod,"Israeli cinematographer, screenwriter, director (1905–1987)",strong_secondary,2,"['Q801', 'Q15180']",['Q954505'],['+1905-04-07T00:00:00Z'],"['Q801', 'Q15180']",['Q954505'],True,True
OL3237212A,Miltiadis D. Lytras,Q112443481,Miltiadis D. Lytras,,strong_secondary,2,[],[],['+1973-00-00T00:00:00Z'],[],[],False,False
OL3243172A,Jeff Hiatt,Q124644188,Jeff Hiatt,,strong_secondary,2,[],[],[],[],[],False,False
OL3247664A,Nancy Borkowski,Q98772150,Nancy Borkowski,researcher,strong_secondary,2,[],[],[],[],[],False,False
OL3258342A,Todd D. Jick,Q130279005,Todd Jick,,probable_secondary,3,[],[],['+1949-01-01T00:00:00Z'],[],[],False,False
OL3278571A,Gregory Frazier,Q11924708,Gregory Frazier,,strong_secondary,2,[],[],['+1947-00-00T00:00:00Z'],[],[],False,False
OL3278672A,Darren McCabe,Q58068135,Darren McCabe,"researcher, ORCID id # 0000-0001-9938-2085",strong_secondary,2,[],[],[],[],[],False,False
OL32869A,Aubrey C. Daniels,Q4819095,Aubrey C. Daniels,American psychologist,identifier_verified,1,['Q30'],['Q1456'],['+1935-05-17T00:00:00Z'],['Q30'],['Q1456'],True,True
OL3289459A,Peter J. Dowling,Q112436586,Peter Dowling,Australian marketing specialist and lecturer,probable_secondary,3,[],[],['+1950-00-00T00:00:00Z'],[],[],False,False
OL3291729A,James P. Clements,Q16973357,James P. Clements,American computer scientist and academic administrator,strong_secondary,2,[],['Q107126'],['+1964-03-11T00:00:00Z'],[],['Q107126'],False,True
OL333669A,Bernard M. Bass,Q52162437,Bernard M. Bass,American psychologist and leadership pioneer,strong_secondary,2,['Q30'],['Q18426'],['+1925-06-11T00:00:00Z'],['Q30'],['Q18426'],True,True
OL3410032A,Dina Gray,Q112529553,Dina Gray,,strong_secondary,2,[],[],['+1963-00-00T00:00:00Z'],[],[],False,False
OL3411846A,Karen Sobel Lojeski,Q112554706,Karen Sobel Lojeski,,strong_secondary,2,[],[],['+1960-00-00T00:00:00Z'],[],[],False,False
OL3422129A,Kenneth G. Brown,Q71735155,Kenneth G. Brown,Psychologist; PhD Michigan State 1999,strong_secondary,2,[],[],[],[],[],False,False
OL342495A,Theodore S. Rappaport,Q18619463,Theodore Rappaport,American electrical engineering professor,probable_secondary,3,['Q30'],['Q18419'],['+1960-11-26T00:00:00Z'],['Q30'],['Q18419'],True,True
OL34717A,Kenneth C. Laudon,Q16731279,Kenneth C. Laudon,American academic,identifier_verified,1,[],[],['+1944-01-01T00:00:00Z'],[],[],False,False
OL3477155A,Jill Dann,Q15994393,Jill Dann,"British IT Professional and Manager,",strong_secondary,2,['Q145'],[],['+1957-03-17T00:00:00Z'],['Q145'],[],True,False
OL3478629A,Geoff Watts,Q64497023,Geoff Watts,researcher,strong_secondary,2,[],[],[],[],[],False,False
OL35741A,Marshall Loeb,Q6773687,Marshall Loeb,American journalist,identifier_verified,1,['Q30'],['Q1297'],['+1929-01-01T00:00:00Z'],['Q30'],['Q1297'],True,True
OL365623A,Robert K. Wysocki,Q112441319,Robert K. Wysocki,,strong_secondary,2,[],[],['+1941-00-00T00:00:00Z'],[],[],False,False
OL371014A,Stephen J. Zaccaro,Q16221621,Stephen Zaccaro,American psychologist,probable_secondary,3,['Q30'],[],['+1955-01-01T00:00:00Z'],['Q30'],[],True,False
OL3714825A,Simon Western,Q120188564,Simon Western,British academic,strong_secondary,2,[],[],[],[],[],False,False
OL37425A,O. C. Ferrell,Q112417372,O. C. Ferrell,,strong_secondary,2,[],[],['+1943-00-00T00:00:00Z'],[],[],False,False
OL38059A,James B. Dilworth,Q112383322,James B. Dilworth,,strong_secondary,2,[],[],['+1939-00-00T00:00:00Z'],[],[],False,False
OL381405A,Joseph Tidd,Q93372493,Joseph Tidd,Professor of technology and innovation management,strong_secondary,2,[],[],['+1960-07-08T00:00:00Z'],[],[],False,False
OL381981A,Dorothy Marcic,Q107395086,Dorothy Marcic,American dramatist,strong_secondary,2,[],[],[],[],[],False,False
OL383159A,Stephen R. Covey,Q313482,Stephen Covey,"American educator, author, businessman and motivational speaker (1932-2012)",identifier_verified,1,['Q30'],['Q23337'],['+1932-10-24T00:00:00Z'],['Q30'],['Q23337'],True,True
OL383301A,Allan A. Glatthorn,Q52008212,Allan A. Glatthorn,1924-,strong_secondary,2,['Q30'],[],['+1924-01-01T00:00:00Z'],['Q30'],[],True,False
OL383503A,M. Scott Norton,Q130640309,M. Scott Norton,,strong_secondary,2,[],[],['+1930-01-01T00:00:00Z'],[],[],False,False
OL383803A,James C. Van Horne,Q29524967,James C. Van Horne,American economist,strong_secondary,2,['Q30'],['Q486877'],['+1935-00-00T00:00:00Z'],['Q30'],['Q486877'],True,True
OL385663A,Allan Afuah,Q139435257,Allan Afuah,,strong_secondary,2,[],[],[],[],[],False,False
OL386286A,Joe D. Batten,Q112373371,Joe D. Batten,,strong_secondary,2,[],[],['+1925-00-00T00:00:00Z'],[],[],False,False
OL386819A,Peter M. Ginter,Q112451990,Peter M. Ginter,,strong_secondary,2,[],[],['+1946-00-00T00:00:00Z'],[],[],False,False
OL387802A,Gerald Matthews,Q112475877,Gerald Matthews,research professor,strong_secondary,2,[],[],['+1957-00-00T00:00:00Z'],[],[],False,False
OL387911A,John A. Wagner,Q112343464,John A. Wagner,,strong_secondary,2,[],[],['+1952-00-00T00:00:00Z'],[],[],False,False
OL388469A,Fred Luthans,Q5495821,Fred Luthans,American academic,strong_secondary,2,['Q30'],['Q676421'],['+1939-06-28T00:00:00Z'],['Q30'],['Q676421'],True,True
OL38917A,Robert Kreitner,Q139463390,Robert Kreitner,,strong_secondary,2,[],['Q40435'],[],[],['Q40435'],False,True
OL389425A,Gareth R. Jones,Q43031731,Gareth R. Jones,researcher,strong_secondary,2,[],[],[],[],[],False,False
OL389509A,Stuart Macdonald,Q112546051,Stuart MacDonald,British professor of criminal law,strong_secondary,2,[],[],['+1979-00-00T00:00:00Z'],[],[],False,False
OL389858A,Ellen Van Velsor,Q112549518,Ellen Van Velsor,,strong_secondary,2,[],[],['+1949-00-00T00:00:00Z'],[],[],False,False
OL389943A,Elliott Jaques,Q1332333,Elliott Jaques,Canadian psychoanalyst and organizational psychologist (1917-2003),strong_secondary,2,"['Q16', 'Q30']",['Q172'],['+1917-01-18T00:00:00Z'],"['Q16', 'Q30']",['Q172'],True,True
OL390077A,Harold Kerzner,Q16262001,Harold Kerzner,"American engineer, management consultant",strong_secondary,2,['Q30'],[],['+1940-01-01T00:00:00Z'],['Q30'],[],True,False
OL390259A,Ronald J. Ebert,Q112392395,Ronald J. Ebert,,strong_secondary,2,[],[],['+1938-00-00T00:00:00Z'],[],[],False,False
OL39038A,Deepak Chopra,Q318506,Deepak Chopra,"Indian-born American author and alternative-medicine advocate, physician and public speaker",identifier_verified,1,"['Q129286', 'Q1775277', 'Q668']",['Q987'],['+1946-10-22T00:00:00Z'],"['Q129286', 'Q1775277', 'Q668']",['Q987'],True,True
OL390608A,Jim Kilby,Q139453665,Jim Kilby,,strong_secondary,2,[],[],[],[],[],False,False
OL391217A,Barton A. Weitz,Q112527136,Barton A. Weitz,,strong_secondary,2,[],[],['+1941-00-00T00:00:00Z'],[],[],False,False
OL391962A,Kevin Lane Keller,Q6396753,Kevin Lane Keller,American business theorist,identifier_verified,1,['Q30'],[],['+1956-06-23T00:00:00Z'],['Q30'],[],True,False
OL3925630A,Max DePree,Q3302067,Max De Pree,American businessman and writer (1924–2017),probable_secondary,3,['Q30'],['Q1840466'],['+1924-10-28T00:00:00Z'],['Q30'],['Q1840466'],True,True
OL392669A,Robert D. Hisrich,Q112446160,Robert D. Hisrich,,strong_secondary,2,[],[],['+1944-00-00T00:00:00Z'],[],[],False,False
OL39286A,Behrouz A. Forouzan,Q4880998,Behrouz A. Forouzan,American academic,strong_secondary,2,['Q30'],[],['+1944-01-01T00:00:00Z'],['Q30'],[],True,False
OL395220A,Craig C. Pinder,Q112515910,Craig C. Pinder,,strong_secondary,2,[],[],['+1948-00-00T00:00:00Z'],[],[],False,False
OL395327A,Robert Wood,Q550926,Robert W. Wood,American physicist and inventor (1868–1955),probable_secondary,3,['Q30'],['Q523240'],['+1868-05-02T00:00:00Z'],['Q30'],['Q523240'],True,True
OL395659A,John G. Proakis,Q20203470,John G. Proakis,American electrical engineer,strong_secondary,2,[],[],['+1935-01-01T00:00:00Z'],[],[],False,False
OL397106A,John W. Newstrom,Q118874081,John W. Newstrom,American economist and business scholar,strong_secondary,2,['Q30'],[],[],['Q30'],[],True,False
OL397998A,Richard B. Chase,Q16902252,Richard B. Chase,American academic,strong_secondary,2,[],[],['+1939-01-01T00:00:00Z'],[],[],False,False
OL398394A,Lynn H. Turner,Q112537384,Lynn H. Turner,,strong_secondary,2,[],[],['+1946-00-00T00:00:00Z'],[],[],False,False
OL398560A,Barry Berman,Q95785077,Barry Berman,screenwriter,strong_secondary,2,[],[],['+1957-01-01T00:00:00Z'],[],[],False,False
OL399219A,Alfons Trompenaars,Q712041,Fons Trompenaars,Dutch-French anthropologist,probable_secondary,3,"['Q29999', 'Q142']",['Q727'],['+1953-00-00T00:00:00Z'],"['Q29999', 'Q142']",['Q727'],True,True
OL400156A,Gary A. Yukl,Q130733922,Gary A. Yukl,"psychologist, business manager, university teacher (1940-)",strong_secondary,2,[],[],['+1940-01-01T00:00:00Z'],[],[],False,False
OL400406A,Graham Kelly,Q5592972,Graham Kelly,English football administrator,strong_secondary,2,['Q145'],[],['+1945-12-23T00:00:00Z'],['Q145'],[],True,False
OL401772A,Richard E. Boyatzis,Q7324289,Richard Boyatzis,American business theorist,probable_secondary,3,['Q30'],[],['+1946-01-01T00:00:00Z'],['Q30'],[],True,False
OL402185A,Scott M. Shafer,Q112496868,Scott M. Shafer,,strong_secondary,2,[],[],['+1962-00-00T00:00:00Z'],[],[],False,False
OL409080A,Chris Green,Q117193524,Chris Green,American poet,strong_secondary,2,['Q30'],[],[],['Q30'],[],True,False
OL4148975A,Barry Posner,Q16137225,Barry Posner,American leadership academic,strong_secondary,2,['Q30'],[],['+1949-03-11T00:00:00Z'],['Q30'],[],True,False
OL4174624A,Shuang Ren,Q130948953,Shuang Ren,researcher (ORCID 0009-0008-7381-487X),strong_secondary,2,[],[],[],[],[],False,False
OL422889A,Peter Juslin,Q117251839,Peter Juslin,researcher,strong_secondary,2,[],[],[],[],[],False,False
OL4331371A,Everett M. Rogers,Q3061477,Everett Rogers,American academic,probable_secondary,3,['Q30'],['Q1903180'],['+1931-03-06T00:00:00Z'],['Q30'],['Q1903180'],True,True
OL4345625A,Peter F. Drucker,Q84238,Peter Drucker,American business consultant (1909–2005),identifier_verified,1,"['Q30', 'Q40']",['Q1741'],['+1909-11-19T00:00:00Z'],"['Q30', 'Q40']",['Q1741'],True,True
OL4357246A,John L. Thompson,Q112390986,John L. Thompson,,strong_secondary,2,[],[],['+1931-00-00T00:00:00Z'],[],[],False,False
OL4380294A,Richard M. Hodgetts,Q112395567,Richard M. Hodgetts,,strong_secondary,2,[],[],['+1942-00-00T00:00:00Z'],[],[],False,False
OL442735A,Mary Kay Ash,Q610716,Mary Kay Ash,entrepreneure (1918–2001),strong_secondary,2,['Q30'],['Q36379'],['+1918-05-12T00:00:00Z'],['Q30'],['Q36379'],True,True
OL443596A,Christopher Mabey,Q112467277,Christopher Mabey,,strong_secondary,2,[],[],['+1951-00-00T00:00:00Z'],[],[],False,False
OL4440582A,Rose Baker,Q60058974,Rose D Baker,researcher ORCID ID = 0000-0003-3555-3425,probable_secondary,3,[],[],[],[],[],False,False
OL444993A,Mark L. Knapp,Q6768451,Mark L. Knapp,American academic,identifier_verified,1,['Q30'],[],['+1938-07-12T00:00:00Z'],['Q30'],[],True,False
OL44633A,Jack London,Q45765,Jack London,"American author, journalist and social activist (1876–1916)",identifier_verified,1,['Q30'],['Q62'],['+1876-01-12T00:00:00Z'],['Q30'],['Q62'],True,True
OL449222A,Philippe Lasserre,Q124637186,Philippe Lasserre,,strong_secondary,2,[],['Q1479'],['+1939-01-01T00:00:00Z'],[],['Q1479'],False,True
OL452017A,Lloyd L. Byars,Q112436490,LLoyd L. Byars,,strong_secondary,2,[],[],['+1940-00-00T00:00:00Z'],[],[],False,False
OL452035A,Cor Molenaar,Q19945907,Cor Molenaar,Dutch economist,strong_secondary,2,['Q29999'],[],['+1950-00-00T00:00:00Z'],['Q29999'],[],True,False
OL452854A,Wayne L. Winston,Q30074498,Wayne L. Winston,American information scientist,strong_secondary,2,['Q30'],['Q1408'],['+1950-02-14T00:00:00Z'],['Q30'],['Q1408'],True,True
OL453548A,Donald J. Bowersox,Q112396964,Donald J. Bowersox,,strong_secondary,2,[],[],['+1932-00-00T00:00:00Z'],[],[],False,False
OL454516A,Paul Martin Lester,Q7152242,Paul Martin Lester,American academic,strong_secondary,2,['Q30'],['Q1058775'],['+1953-03-21T00:00:00Z'],['Q30'],['Q1058775'],True,True
OL456615A,W. Edward Stead,Q112382368,W. Edward Stead,,strong_secondary,2,[],[],['+1946-00-00T00:00:00Z'],[],[],False,False
OL457089A,Barry Render,Q112418918,Barry Render,,strong_secondary,2,[],[],['+1946-00-00T00:00:00Z'],[],[],False,False
OL4598461A,J. David Hunger,Q112383715,J. David Hunger,,strong_secondary,2,[],[],['+1941-00-00T00:00:00Z'],[],[],False,False
OL4727974A,Mick Marchington,Q112429200,Mick Marchington,,strong_secondary,2,[],[],['+1949-00-00T00:00:00Z'],[],[],False,False
OL474603A,Graham Little,Q91320618,Graham Little,researcher (ORCID 0000-0002-2511-6945),strong_secondary,2,[],[],[],[],[],False,False
OL478428A,David Farnham,Q124738278,David Farnham,gravitational wave researcher,strong_secondary,2,[],[],[],[],[],False,False
OL4814507A,Ian Fleming,Q82104,Ian Fleming,British author (1908–1964),strong_secondary,2,['Q145'],['Q124184'],"['+1908-05-28T00:00:00Z', '+1908-12-28T00:00:00Z']",['Q145'],['Q124184'],True,True
OL491328A,Nancy J. Adler,Q61783042,Nancy J. Adler,Canadian academic,strong_secondary,2,['Q16'],['Q621549'],['+1948-10-03T00:00:00Z'],['Q16'],['Q621549'],True,True
OL4915492A,Juani Swart,Q58178664,Juani Swart,"researcher, ORCID id # 0000-0002-5365-0686",strong_secondary,2,[],[],[],[],[],False,False
OL492603A,Alain Verbeke,Q59609905,Alain Verbeke,"born:1960|; Verbeke, Alain.; Verbeke, A. (Alain), jurist, 1960-; Verbeke, Alain, 19..-...., professeur de gestion",strong_secondary,2,[],[],['+1960-01-01T00:00:00Z'],[],[],False,False
OL5005634A,Paul E Smith,Q88452698,Paul E Smith,researcher (ORCID 0000-0002-5565-3274),strong_secondary,2,[],[],[],[],[],False,False
OL5064299A,Annmarie Hanlon,Q139461172,Annmarie Hanlon,,strong_secondary,2,[],[],[],[],[],False,False
OL5218702A,Mike Cohn,Q6846351,Mike Cohn,American software developer,strong_secondary,2,['Q30'],['Q49247'],['+1962-08-25T00:00:00Z'],['Q30'],['Q49247'],True,True
OL52310A,Peter J. Buckley,Q7173038,Peter Buckley,British business professor,identifier_verified,1,['Q145'],[],['+1949-07-11T00:00:00Z'],['Q145'],[],True,False
OL526722A,Paul Hersey,Q1474230,Paul Hersey,American academic (1931-2012),identifier_verified,1,['Q30'],['Q18419'],['+1931-01-26T00:00:00Z'],['Q30'],['Q18419'],True,True
OL528859A,Jay B. Barney,Q1538942,Jay Barney,American economist,probable_secondary,3,['Q30'],['Q493261'],['+1954-00-00T00:00:00Z'],['Q30'],['Q493261'],True,True
OL5318188A,Xi Zhang,Q100737136,Xi Zhang,researcher ORCID 0000-0002-8548-2832,strong_secondary,2,[],[],[],[],[],False,False
OL531979A,Linda E. Swayne,Q64706294,Linda E. Swayne,"American academic, professor of marketing, researcher",strong_secondary,2,['Q30'],[],['+1946-01-01T00:00:00Z'],['Q30'],[],True,False
OL532682A,Michael R. Baye,Q6828511,Michael Baye,American economist,probable_secondary,3,['Q30'],[],['+1958-04-06T00:00:00Z'],['Q30'],[],True,False
OL534204A,Ray H. Garrison,Q93430950,Ray H. Garrison,,strong_secondary,2,[],[],"['+1933-02-23T00:00:00Z', '+1933-00-00T00:00:00Z']",[],[],False,False
OL535417A,Donald C. Mosley,Q124635735,Donald C. Mosley,,strong_secondary,2,[],[],['+1932-01-01T00:00:00Z'],[],[],False,False
OL535855A,Robert L. Mathis,Q112366479,Robert L. Mathis,1944-,strong_secondary,2,[],[],['+1944-00-00T00:00:00Z'],[],[],False,False
OL5413970A,David A. Whetten,Q19666912,David A. Whetten,American organizational theorist,strong_secondary,2,[],[],['+1946-06-22T00:00:00Z'],[],[],False,False
OL541941A,David Schwartzman,Q131374734,David Schwartzman,geologist,strong_secondary,2,[],[],[],[],[],False,False
OL542112A,Carol A. Mullen,Q91914357,Carol A Mullen,American academic researcher and scholar of alternative mentoring,strong_secondary,2,['Q30'],"['Q2141', 'Q3246744']",['+1961-01-01T00:00:00Z'],['Q30'],"['Q2141', 'Q3246744']",True,True
OL542424A,Jerold L. Zimmerman,Q41800554,Jerold Zimmerman,economist (University of Rochester),identifier_verified,1,[],[],['+1947-01-01T00:00:00Z'],[],[],False,False
OL542945A,Marvin Bower,Q1906048,Marvin Bower,American business theorist (1903–2003),identifier_verified,1,['Q30'],['Q43196'],['+1903-08-01T00:00:00Z'],['Q30'],['Q43196'],True,True
OL544809A,Joseph J. Martocchio,Q113481605,Joseph J. Martocchio,American psychologist,strong_secondary,2,['Q30'],[],[],['Q30'],[],True,False
OL5450786A,Jason Colquitt,Q139449355,Jason Colquitt,,strong_secondary,2,[],[],[],[],[],False,False
OL5450805A,Dean Anderson,Q104798769,Dean P Anderson,researcher,probable_secondary,3,[],[],[],[],[],False,False
OL545889A,Lee G. Bolman,Q93239421,Lee G. Bolman,,strong_secondary,2,[],[],['+1941-01-01T00:00:00Z'],[],[],False,False
OL549981A,David K. Hayes,Q112453649,David K. Hayes,,strong_secondary,2,[],[],['+1954-00-00T00:00:00Z'],[],[],False,False
