book_id,canonical_title,author_position,openlibrary_author_key,author_name
BOOK00290,Strategic management,3,OL2640639A,Alan B. Eisner
BOOK00290,Strategic management,4,OL2986109A,Gerry McNamara
BOOK00290,Strategic management,5,OL7807029A,Seung-Hyun Lee
BOOK00290,Strategic management,6,OL1195678A,Marilyn L. Taylor
BOOK00291,Management,1,OL33897A,Stephen P. Robbins
BOOK00292,High Output Management,1,OL319610A,Andrew S. Grove
BOOK00293,Financial Management,1,OL244414A,Eugene F. Brigham
BOOK00293,Financial Management,2,OL715490A,Michael C. Ehrhardt
BOOK00294,Human resource management,1,OL221453A,R. Wayne Mondy
BOOK00294,Human resource management,2,OL2648915A,Robert M. Noe
BOOK00294,Human resource management,3,OL2648916A,Shane R. Premeaux
BOOK00294,Human resource management,4,OL455363A,Ronald Knowles
BOOK00294,Human resource management,5,OL544809A,Joseph J. Martocchio
BOOK00295,"Mind Management, Not Time Management",1,OL7170216A,David Kadavy
BOOK00296,Strategic management and business policy,1,OL27304A,Thomas L. Wheelen
BOOK00296,Strategic management and business policy,2,OL29722A,J. David Hunger
BOOK00296,Strategic management and business policy,3,OL2652743A,Tom Wheelen
BOOK00297,The Practice of Management,1,OL4345625A,Peter F. Drucker
BOOK00298,Human Resource Management,1,OL238534A,Gary Dessler
BOOK00299,Project management,1,OL450116A,Dennis Lock
BOOK00300,Introduction to management accounting,1,OL218836A,Charles T. Horngren
BOOK00301,The Principles of Scientific Management,1,OL223463A,Frederick Winslow Taylor
BOOK00302,Management of organizational behavior,1,OL526722A,Paul Hersey
BOOK00302,Management of organizational behavior,2,OL2655496A,Blanchard Hersey
BOOK00303,Retailing management,1,OL392962A,Michael Levy
BOOK00304,Strategic management,1,OL240891A,Arthur A. Thompson
BOOK00304,Strategic management,2,OL1080210A,Alonzo J. Strickland
BOOK00304,Strategic management,3,OL2638624A,"Arthur A., Jr. Thompson"
BOOK00304,Strategic management,4,OL395336A,A. J. Strickland
BOOK00304,Strategic management,5,OL2640627A,"Alonzo J., III Strickland"
BOOK00305,Operations Management,1,OL224399A,Lee J. Krajewski
BOOK00306,Contemporary management,1,OL389425A,Gareth R. Jones
BOOK00306,Contemporary management,2,OL226973A,Jennifer M. George
BOOK00307,Developing mangement skills,1,OL25513A,David A. Whetten
BOOK00307,Developing mangement skills,2,OL226671A,Kim S. Cameron
BOOK00307,Developing mangement skills,3,OL3011780A,Whetten
BOOK00307,Developing mangement skills,4,OL5413970A,David A. Whetten
BOOK00307,Developing mangement skills,5,OL6519846A,DAVID A. WHETTEN
BOOK00307,Developing mangement skills,6,OL3368293A,David Whetten
BOOK00307,Developing mangement skills,7,OL2622498A,Kim Cameron
BOOK00308,Essentials of management,1,OL2635200A,Harold Koontz
BOOK00309,A Guide to the Project Management Body of Knowledge (PMBOK® Guide),1,OL29513A,Project Management Institute
BOOK00310,Analysis for financial management,1,OL389147A,Robert C. Higgins
BOOK00311,Strategic market management,1,OL220279A,David A. Aaker
BOOK00312,Strategic management,1,OL21141A,"Pearce, John A."
BOOK00312,Strategic management,2,OL2634617A,John A. Pearce
BOOK00312,Strategic management,3,OL2634618A,Richard B. Robinson
BOOK00313,Retailing management,1,OL5476227A,Michael Levy
BOOK00313,Retailing management,2,OL392962A,Michael Levy
BOOK00313,Retailing management,3,OL391217A,Barton A. Weitz
BOOK00314,Supply chain logistics management,1,OL453548A,Donald J. Bowersox
BOOK00315,The one minute manager,1,OL21502A,Kenneth H. Blanchard
BOOK00315,The one minute manager,2,OL223174A,Spencer Johnson
BOOK00315,The one minute manager,3,OL2675184A,Kenneth Blanchard
BOOK00316,Entrepreneurship,1,OL392669A,Robert D. Hisrich
BOOK00317,Fundamentals of financial management,1,OL244414A,Eugene F. Brigham
BOOK00317,Fundamentals of financial management,2,OL2627410A,Joel F. Houston
BOOK00318,Fundamentals of financial management,1,OL383803A,James C. Van Horne
BOOK00319,Management information systems,1,OL26542A,James A. O'Brien
BOOK00320,Retail management,1,OL398560A,Barry Berman
BOOK00320,Retail management,2,OL338289A,Joel R. Evans
BOOK00321,Principles and Practice of Management,1,OL9417937A,L. M. Prasad
BOOK00321,Principles and Practice of Management,2,OL4193465A,L.M. Prasad
BOOK00322,Comprehensive stress management,1,OL30298A,Jerrold S. Greenberg
BOOK00322,Comprehensive stress management,2,OL2844131A,Jerrold Greenberg
BOOK00322,Comprehensive stress management,3,OL4672094A,Jerrold S Greenberg
BOOK00322,Comprehensive stress management,4,OL7286488A,Gerrold Greenberg
BOOK00323,Principles of management,1,OL2635200A,Harold Koontz
BOOK00323,Principles of management,2,OL10856242A,Cyril O'Donnell
BOOK00324,Operations Management,1,OL228184A,William J. Stevenson
BOOK00325,Marketing management,1,OL216799A,Philip Kotler
BOOK00325,Marketing management,2,OL8088432A,Mairead Brady
BOOK00325,Marketing management,3,OL590573A,Malcolm Goodman
BOOK00325,Marketing management,4,OL2946043A,Torben Hansen
BOOK00325,Marketing management,5,OL391962A,Kevin Lane Keller
BOOK00326,Intermediate financial management,1,OL244414A,Eugene F. Brigham
BOOK00327,Sales management,1,OL394882A,Douglas J. Dalrymple
BOOK00327,Sales management,2,OL1519807A,William Cron
BOOK00327,Sales management,3,OL2730967A,William L. Cron
BOOK00327,Sales management,4,OL2730968A,Thomas E. DeCarlo
BOOK00328,Strategic Management,1,OL224314A,Charles W. L. Hill
BOOK00329,Production & inventory management,1,OL890886A,Donald W. Fogarty
BOOK00329,Production & inventory management,2,OL562491A,Thomas R. Hoffmann
BOOK00330,Project management,1,OL390077A,Harold Kerzner
BOOK00331,Unraveling the mystery of health,1,OL1193951A,Aaron Antonovsky
BOOK00332,Mary Kay on people management,1,OL442735A,Mary Kay Ash
BOOK00333,The 7 Habits of Highly Effective People,1,OL383159A,Stephen R. Covey
BOOK00334,Armstrong's Handbook of Human Resource Management Practice,1,OL5686405A,Michael Armstrong
BOOK00334,Armstrong's Handbook of Human Resource Management Practice,2,OL1126608A,"Taylor, Stephen"
BOOK00335,"People, Management and Organizations",1,OL2021138A,Anna Sutton
BOOK00336,Human resource management at work,1,OL4727974A,Mick Marchington
BOOK00336,Human resource management at work,2,OL786466A,Mick Marchington
BOOK00336,Human resource management at work,3,OL2694332A,Adrian Wilkinson
BOOK00337,Supervisory management,1,OL535417A,Donald C. Mosley
BOOK00337,Supervisory management,2,OL3317278A,"Jr., Donald C. Mosley"
BOOK00337,Supervisory management,3,OL2629484A,Paul H. Pietri
BOOK00337,Supervisory management,4,OL770018A,Leon C. Megginson
BOOK00337,Supervisory management,5,OL2778389A,"Paul H., Jr. Pietri"
BOOK00338,People Management and Performance,1,OL2847832A,John Purcell
BOOK00339,Armstrong's Handbook of Strategic Human Resource Management,1,OL5686405A,Michael Armstrong
BOOK00340,Corporate Reputations Branding and People Management,1,OL9516683A,Susan Hetrick
BOOK00341,Hotel Management,1,OL8266105A,Charalampos Giousmpasoglou
BOOK00341,Hotel Management,2,OL8266107A,Evangelia Marinakou
BOOK00342,People Managing Forests,1,OL9515103A,Carol J. P. Colfer
BOOK00342,People Managing Forests,2,OL3134337A,Yvonne Byron
BOOK00343,Strategic People Management and Development,1,OL2800692A,Gary Rees
BOOK00343,Strategic People Management and Development,2,OL8077721A,Raymond French
BOOK00344,Short Guide to People Management,1,OL8150544A,Antonios Panagiotakopoulos
BOOK00345,People management,1,OL2657848A,David Rees
BOOK00345,People management,2,OL3461954A,Richard McBain
BOOK00346,People management and development,1,OL478428A,David Farnham
BOOK00346,People management and development,2,OL9308896A,Paul Smith CIPD
BOOK00347,VOL.2.NO.13.27th JUNE 1998,1,OL5293406A,PEOPLE MANAGEMENT.
BOOK00348,People Management and Performance,1,OL2847832A,John Purcell
BOOK00348,People Management and Performance,2,OL9489251A,Nicholas Kinnie
BOOK00348,People Management and Performance,3,OL4915492A,Juani Swart
BOOK00348,People Management and Performance,4,OL9489252A,Bruce Rayton
BOOK00348,People Management and Performance,5,OL1461878A,Susan Hutchinson
BOOK00349,The changing face of people management in India,1,OL6994615A,Pawan S. Budhwar
BOOK00350,Organizational Behavior,1,OL223415A,Ricky W. Griffin
BOOK00350,Organizational Behavior,2,OL7320384A,Jean M. Phillips
BOOK00350,Organizational Behavior,3,OL8049214A,Stanley M. Gully
BOOK00351,The People of the Abyss,1,OL44633A,Jack London
BOOK00352,Olson People Management Skills Set,1,OL3422904A,OLSON *PEOPLE*
BOOK00353,Professional HR,1,OL6346643A,Paul Kearns
BOOK00354,Armstrong's Handbook of Human Resource Management Practice,1,OL5686405A,Michael Armstrong
BOOK00354,Armstrong's Handbook of Human Resource Management Practice,2,OL1126608A,"Taylor, Stephen"
BOOK00355,How to Be a Super-Effective Manager,1,OL787582A,Clive T. Goodworth
BOOK00356,Other People Manage,1,OL226543A,Ellen Hawley
BOOK00357,Team play,1,OL5856610A,Shirley McKinnon
BOOK00358,People Management,1,OL7317788A,Rus Slater
BOOK00359,The people manager's pocketbook,1,OL4814507A,Ian Fleming
BOOK00360,Business Models and People Management in the Indian IT Industry,1,OL7950578A,Ashish Malik
BOOK00360,Business Models and People Management in the Indian IT Industry,2,OL2698142A,Chris Rowley
BOOK00361,Armstrong's Handbook of Strategic Human Resource Management,1,OL5686405A,Michael Armstrong
BOOK00362,Successful People Management,1,OL3874125A,David W. Griffiths
BOOK00362,Successful People Management,2,OL11451297A,JAMES RICHARDSON
BOOK00363,Mastering people management,1,OL274524A,"Thomas, Mark"
BOOK00364,People management for small business,1,OL1459505A,William Laird Siegel
BOOK00365,Perspectives in People Management,1,OL10906578A,Satish Bendigiri
BOOK00366,People Management (Management Papers: 4),1,OL5933475A,Great Britain. Audit Commission for Local Authorities in England and Wales.
BOOK00367,CMO of People,1,OL8211725A,David Creelman
BOOK00367,CMO of People,2,OL8271274A,Peter Navin
BOOK00368,Mastering People Management,1,OL3392140A,PAGE
BOOK00369,Successful People Management in a Week,1,OL8083257A,Norma Barry
BOOK00370,People Manager's Tool Kit,1,OL7620390A,Karen Gately
BOOK00371,International human resource management,1,OL230346A,Peter Dowling
BOOK00371,International human resource management,2,OL3289459A,Peter J. Dowling
BOOK00371,International human resource management,3,OL2778426A,Denice E. Welch
BOOK00371,International human resource management,4,OL393423A,Randall S. Schuler
BOOK00372,Sustainable People Management,1,OL13217995A,Morgan Orioha
BOOK00373,Effective People Management,1,OL8075384A,Richard Blackmon
BOOK00374,Management,1,OL4345625A,Peter F. Drucker
BOOK00375,People Management,1,OL12915435A,Diana Dias
BOOK00375,People Management,2,OL12915436A,Carla Magalhães
BOOK00376,Effective people management,1,OL333708A,Patricia Wellington
BOOK00377,People Management,1,OL7546458A,Gerardus Blokdyk
BOOK00378,Developing Excellent People Managers,1,OL3675364A,"Gerrit, Ph.D. Knodt"
BOOK00379,Benchmarking for People Managers,1,OL1715750A,John Bramham
BOOK00380,People managing forests,1,OL389341A,Carol J. Pierce Colfer
BOOK00381,Strategic management,1,OL225835A,Michael A. Hitt
BOOK00381,Strategic management,2,OL715487A,Robert E. Hoskisson
BOOK00381,Strategic management,3,OL3446960A,"R. Duane Ireland, Robert E. Hoskisson Michael A.  Hitt"
BOOK00381,Strategic management,4,OL2654206A,Duane Ireland
BOOK00381,Strategic management,5,OL2650732A,R. Duane Ireland
BOOK00382,Strategic management,1,OL7000742A,Frank T. Rothaermel
BOOK00383,Strategic management,1,OL1076211A,R. Edward Freeman
BOOK00384,Strategic management,1,OL239218A,Fred R. David
BOOK00385,Strategic Management,1,OL2653134A,Fred David
BOOK00386,Implanting strategic management,1,OL1010168A,H. Igor Ansoff
BOOK00386,Implanting strategic management,2,OL12578562A,Edward McDonnell
BOOK00387,Strategic management and competitive advantage,1,OL528859A,Jay B. Barney
BOOK00387,Strategic management and competitive advantage,2,OL2652981A,Jay Barney
BOOK00387,Strategic management and competitive advantage,3,OL3246876A,William S Hesterly
BOOK00388,Strategic Management,1,OL2663874A,Jeffrey H. Dyer
BOOK00388,Strategic Management,2,OL509421A,Paul Godfrey
BOOK00388,Strategic Management,3,OL2699582A,Robert Jensen
BOOK00388,Strategic Management,4,OL3136624A,David Bryce
BOOK00389,Strategic management,1,OL19769A,Samuel C. Certo
BOOK00389,Strategic management,2,OL3355954A,J.Paul Peter
BOOK00390,Strategic Management Theory,1,OL389425A,Gareth R. Jones
BOOK00391,Concepts of strategic management,1,OL239218A,Fred R. David
BOOK00392,Strategic management of technological innovation,1,OL5649743A,Melissa A. Schilling
BOOK00393,Strategic management,1,OL21141A,"Pearce, John A."
BOOK00393,Strategic management,2,OL2634617A,John A. Pearce
BOOK00393,Strategic management,3,OL2634618A,Richard B. Robinson
BOOK00394,Strategic Management,1,OL2738537A,Garth Saloner
BOOK00394,Strategic Management,2,OL2738538A,Andrea Shepard
BOOK00394,Strategic Management,3,OL2738539A,Joel Podolny
BOOK00395,Strategic management,1,OL2738537A,Garth Saloner
BOOK00396,International business,1,OL24085A,Alan M. Rugman
BOOK00396,International business,2,OL4380294A,Richard M. Hodgetts
BOOK00397,Creating public value,1,OL401884A,Mark Harrison Moore
BOOK00398,Strategic Management,1,OL2734901A,Tienie Ehlers
BOOK00399,Global Strategic Management,1,OL449222A,Philippe Lasserre
BOOK00400,Strategic Management : Theory & Cases,1,OL224314A,Charles W. L. Hill
BOOK00400,Strategic Management : Theory & Cases,2,OL389425A,Gareth R. Jones
BOOK00400,Strategic Management : Theory & Cases,3,OL5649743A,Melissa A. Schilling
BOOK00401,Strategic Management,1,OL2735682A,John Parnell
BOOK00402,Strategic management of health care organizations,1,OL386819A,Peter M. Ginter
BOOK00402,Strategic management of health care organizations,2,OL531979A,Linda E. Swayne
BOOK00402,Strategic management of health care organizations,3,OL223179A,W. Jack Duncan
BOOK00403,Strategic management and business analysis,1,OL43312A,"Cooke, Peter"
BOOK00403,Strategic management and business analysis,2,OL2837853A,David Williamson
BOOK00403,Strategic management and business analysis,3,OL7607720A,Wyn Jenkins
BOOK00403,Strategic management and business analysis,4,OL4390269A,Keith Michael Moreton
BOOK00404,Strategic management,1,OL391735A,"Miller, Alex"
BOOK00405,Strategic management,1,OL6843931A,Allen C. Amason
BOOK00406,Strategic management,1,OL4357246A,John L. Thompson
BOOK00406,Strategic management,2,OL283267A,Frank Martin
BOOK00407,Sustainable strategic management,1,OL456615A,W. Edward Stead
BOOK00407,Sustainable strategic management,2,OL2850421A,Jean Garner Stead
BOOK00407,Sustainable strategic management,3,OL2850422A,Mark Starik
BOOK00408,Strategic management in action,1,OL397965A,Mary K. Coulter
BOOK00409,Strategize!,1,OL1519065A,C. Gopinath
BOOK00409,Strategize!,2,OL3293873A,Julie I. Siciliano
BOOK00410,Strategy safari,1,OL220074A,Henry Mintzberg
BOOK00411,Strategic management,1,OL1433414A,Mason Andrew Carpenter
BOOK00411,Strategic management,2,OL2652884A,Mason A. Carpenter
BOOK00411,Strategic management,3,OL2652885A,William Gerard Sanders
BOOK00412,Strategic Management,1,OL7807072A,Frank Rothaermel
BOOK00413,Understanding Strategic Management,1,OL3378334A,Anthony Henry
BOOK00414,Sustainable Strategic Management,1,OL456615A,W. Edward Stead
BOOK00414,Sustainable Strategic Management,2,OL2850421A,Jean Garner Stead
BOOK00414,Sustainable Strategic Management,3,OL2850422A,Mark Starik
BOOK00415,Strategic management,1,OL239218A,Fred R. David
BOOK00416,The Strategic Manager,1,OL7664098A,Harry Sminia
BOOK00417,Strategic management,1,OL239218A,Fred R. David
BOOK00418,Strategic Management,1,OL1010034A,Lester A. Digman
BOOK00419,Strategic Management,1,OL7929313A,R. Edward Freeman
BOOK00420,Strategic Management Accounting,1,OL3091571A,Zahirul Hoque
BOOK00421,Essentials of strategic management,1,OL4598461A,J. David Hunger
BOOK00421,Essentials of strategic management,2,OL27304A,Thomas L. Wheelen
BOOK00422,Global strategic management,1,OL1479479A,Kamel Mellahi
BOOK00422,Global strategic management,2,OL2669063A,Jedrzej George Frynas
BOOK00422,Global strategic management,3,OL2669064A,Paul Finlay
BOOK00423,Strategic management,1,OL609848A,Richard L. Lynch
BOOK00424,Change management,1,OL3101058A,Jeffrey M. Hiatt
BOOK00424,Change management,2,OL3101059A,Timothy J. Creasey
BOOK00425,Managing Change/Changing Managers,1,OL7544304A,Julian Randall
BOOK00426,Change management,1,OL2657294A,Robert Sullivan
BOOK00426,Change management,2,OL3154863A,Stephen Lytton
BOOK00427,Change Management,1,OL447504A,Thomas Lauer
BOOK00428,"Managing change, changing managers",1,OL1515780A,Julian Randall
BOOK00429,Change management in information services,1,OL1603319A,Lyndon Pugh
BOOK00430,Making sense of change management,1,OL1427230A,Esther Cameron
BOOK00430,Making sense of change management,2,OL2824520A,Mike Green
BOOK00431,Changing Change Management,1,OL3278672A,Darren McCabe
BOOK00432,Change Management,1,OL3182743A,Klaus Doppler
BOOK00432,Change Management,2,OL7953007A,Christoph Lauterburg
BOOK00433,Making sense of change management,1,OL1427230A,Esther Cameron
BOOK00434,The Theory and Practice of Change Management,1,OL530471A,John Hayes
BOOK00435,Effective Change Manager,1,OL10444445A,The Change Management Institute
BOOK00436,Making sense of change management,1,OL1427230A,Esther Cameron
BOOK00437,Managing change,1,OL834372A,Todd Jick
BOOK00437,Managing change,2,OL1236949A,Maury Peiperl
BOOK00437,Managing change,3,OL3258342A,Todd D. Jick
BOOK00438,Change Management,1,OL3243172A,Jeff Hiatt
BOOK00439,Lean Change Management,1,OL7275566A,Jason Little
BOOK00440,Change Management,1,OL686666A,James McCalman
BOOK00441,Strategic Change Management Strategic Change Management,1,OL6603031A,Djamel Eddine Laouisset
BOOK00442,Organizational Behaviour and Change Management,1,OL10378844A,Cornell Vernooij
BOOK00442,Organizational Behaviour and Change Management,2,OL10378845A,Judith Stuijt
BOOK00442,Organizational Behaviour and Change Management,3,OL8765041A,Maarten Hendriks
BOOK00442,Organizational Behaviour and Change Management,4,OL7699674A,Wouter ten Have
BOOK00442,Organizational Behaviour and Change Management,5,OL7699673A,Steven ten Have
BOOK00443,The Manager's Path,1,OL7564045A,Camille Fournier
BOOK00444,Agile Change Management,1,OL8056985A,Melanie Franklin
BOOK00445,The Effective Change Manager's Handbook,1,OL7708458A,APMG
BOOK00446,Breakthrough IT Change Management,1,OL3329002A,Bennet Lientz
BOOK00446,Breakthrough IT Change Management,2,OL3329003A,Kathryn Rea
BOOK00447,Beyond change management,1,OL5450805A,Dean Anderson
BOOK00448,Managing Change,1,OL1003227A,Bernard Burnes
BOOK00449,Business process change management,1,OL218130A,August-Wilhelm Scheer
BOOK00450,Change Management,1,OL7900742A,Frank Voehl
BOOK00450,Change Management,2,OL2633920A,H. James Harrington
BOOK00451,Change Management Für Dummies,1,OL295325A,Alexandra Schichtel
BOOK00452,Reconsidering Change Management,1,OL7699673A,Steven ten Have
BOOK00452,Reconsidering Change Management,2,OL8150541A,ten Have Wouter
BOOK00452,Reconsidering Change Management,3,OL8150542A,Anne-Bregj Huijsmans
BOOK00453,Correctional administration and change management,1,OL6785342A,Martha Henderson Hurley
BOOK00454,Change management,1,OL218618A,Marcus Gonçalves
BOOK00455,The Theory and Practice of Change Management,1,OL6789733A,John Hayes
BOOK00456,Appreciative inquiry for change management,1,OL6933050A,Sarah Lewis
BOOK00457,Leadership and change management,1,OL64477A,Annabel C. Beerel
BOOK00458,Changing managers and managing change,1,OL1101366A,Mahmoud Ezzamel
BOOK00458,Changing managers and managing change,2,OL1398747A,Simon Lilley
BOOK00458,Changing managers and managing change,3,OL3818706A,Hugh Wilmott
BOOK00458,Changing managers and managing change,4,OL409080A,Chris Green
BOOK00459,Managing innovation,1,OL381405A,Joseph Tidd
BOOK00459,Managing innovation,2,OL2729737A,Joe Tidd
BOOK00459,Managing innovation,3,OL2730078A,John Bessant
BOOK00459,Managing innovation,4,OL19869A,Keith Pavitt
BOOK00460,Change Management During Unprecedented Times,1,OL7694457A,Kyla Latrice Tennin
BOOK00461,"Change Management in schwierigen Zeiten, m. CD-ROM",1,OL802404A,Dietmar Vahs
BOOK00462,Leadership and Change Management,1,OL7106773A,Daphne Halkias
BOOK00462,Leadership and Change Management,2,OL794506A,Joseph C. Santora
BOOK00462,Leadership and Change Management,3,OL7106775A,Nicholas Harkiolakis
BOOK00462,Leadership and Change Management,4,OL8156259A,Paul W. Thurman
BOOK00463,The complete idiot's guide to change management,1,OL229230A,Jeffrey P. Davidson
BOOK00464,Additive Manufacturing Change Management,1,OL8464339A,David M. Dietrich
BOOK00464,Additive Manufacturing Change Management,2,OL2971609A,Michael Kenworthy
BOOK00464,Additive Manufacturing Change Management,3,OL6605196A,Elizabeth A. Cudney
BOOK00465,Enterprise Change Management,1,OL15912311A,David Miller
BOOK00465,Enterprise Change Management,2,OL7758460A,Audra Proctor
BOOK00466,Switch,1,OL2812382A,Chip Heath
BOOK00466,Switch,2,OL3092199A,"Chip; Heath, Dan Heath"
BOOK00467,Leading Change,1,OL231767A,John P. Kotter
BOOK00468,Employee Empowerment,1,OL2951994A,Daniel Bloom
BOOK00469,Change Management Masterclass,1,OL2824520A,Mike Green
BOOK00470,Change Manager,1,OL9751209A,Tracey Torble
BOOK00471,Rework,1,OL2804440A,Jason Fried
BOOK00471,Rework,2,OL7618544A,David Heinemeier Hansson
BOOK00472,Production and operations management,1,OL953741A,Everett E. Adam
BOOK00472,Production and operations management,2,OL390259A,Ronald J. Ebert
BOOK00473,Production and operations management,1,OL397998A,Richard B. Chase
BOOK00474,Operations management,1,OL23855A,Roger G. Schroeder
BOOK00475,Operations management,1,OL228184A,William J. Stevenson
BOOK00476,Operations management,1,OL589008A,Joseph G. Monks
BOOK00477,Production/operations management,1,OL228184A,William J. Stevenson
BOOK00478,Production and operations management,1,OL227233A,Norman Gaither
BOOK00479,Operations Management,1,OL227233A,Norman Gaither
BOOK00479,Operations Management,2,OL3278571A,Gregory Frazier
BOOK00480,Operations management for MBAs,1,OL236061A,Jack R. Meredith
BOOK00480,Operations management for MBAs,2,OL402185A,Scott M. Shafer
BOOK00481,Operations management,1,OL228184A,William J. Stevenson
BOOK00482,Operations management,1,OL392324A,Andrew Greasley
BOOK00483,Operations Management,1,OL2648619A,Jay Heizer
BOOK00484,Principles of operations management,1,OL457089A,Barry Render
BOOK00484,Principles of operations management,2,OL2648619A,Jay Heizer
BOOK00485,Operations management,1,OL2648619A,Jay Heizer
BOOK00486,Slack,1,OL1518264A,Nigel Slack
BOOK00486,Slack,2,OL5172814A,Alistair Brandon-Jones
BOOK00486,Slack,3,OL370287A,Robert Johnston
BOOK00487,Operations management,1,OL381502A,Roberta S. Russell
BOOK00487,Operations management,2,OL228288A,Bernard W. Taylor
BOOK00487,Operations management,3,OL2740534A,Roberta (Robin) Russell
BOOK00488,Production and Operations Management,1,OL3376616A,Kanishka Bedi
BOOK00489,Production and operations management,1,OL1708476A,Raymond R. Mayer
BOOK00490,Operations Management,1,OL7832997A,Lee Krajewski
BOOK00491,Production and Operations Management,1,OL1955312A,R. Panneerselvam
BOOK00492,Schaum's outline of theory and problems of operations management,1,OL589008A,Joseph G. Monks
BOOK00493,Principles of operations management,1,OL2648619A,Jay Heizer
BOOK00494,Modern production/operations management,1,OL1193811A,Elwood Spencer Buffa
BOOK00495,Restaurant operations management,1,OL402353A,Jack D. Ninemeier
BOOK00495,Restaurant operations management,2,OL549981A,David K. Hayes
BOOK00496,Production and operations management,1,OL721066A,Ray Wild
BOOK00497,Fundamentals of operations management,1,OL235937A,Mark M. Davis
BOOK00497,Fundamentals of operations management,2,OL579531A,Nicholas J. Aquilano
BOOK00497,Fundamentals of operations management,3,OL397998A,Richard B. Chase
BOOK00498,Hotel operations management,1,OL549981A,David K. Hayes
BOOK00499,Operations management,1,OL38059A,James B. Dilworth
BOOK00500,Strategic Operations Management,1,OL245994A,Steve Brown
BOOK00500,Strategic Operations Management,2,OL2730078A,John Bessant
BOOK00500,Strategic Operations Management,3,OL7482935A,Fu Jia
BOOK00501,Operations management,1,OL2626801A,Richard J. Schonberger
BOOK00501,Operations management,2,OL2635611A,Edward M. Knod
BOOK00502,Principles of operations management,1,OL226049A,Jay H. Heizer
BOOK00503,Operations management,1,OL772133A,John O. McClain
BOOK00503,Operations management,2,OL2655823A,L. Joseph Thomas
BOOK00503,Operations management,3,OL2655824A,Joseph B. Mazzola
BOOK00504,Operations Management,1,OL224399A,Lee J. Krajewski
BOOK00504,Operations Management,2,OL2648632A,Larry P. Ritzman
BOOK00504,Operations Management,3,OL2653346A,Manoj K. Malhotra
BOOK00505,Operations management,1,OL1012230A,Robert D. Reid
BOOK00505,Operations management,2,OL2737989A,R. Dan Reid
BOOK00505,Operations management,3,OL2737990A,Nada R. Sanders
BOOK00506,Operations management,1,OL1429410A,David Barnes
BOOK00507,Operations Management,1,OL7974314A,"Heizer, Render, Munson"
BOOK00508,Operations Management,1,OL2648619A,Jay Heizer
BOOK00508,Operations Management,2,OL457089A,Barry Render
BOOK00508,Operations Management,3,OL7582321A,Chuck Munson
BOOK00509,Operations management,1,OL228184A,William J. Stevenson
BOOK00510,Essentials of Operations Management,1,OL1518264A,Nigel Slack
BOOK00510,Essentials of Operations Management,2,OL5172814A,Alistair Brandon-Jones
BOOK00510,Essentials of Operations Management,3,OL370287A,Robert Johnston
BOOK00511,Production and operations management,1,OL38059A,James B. Dilworth
BOOK00512,Production and operations management,1,OL2648619A,Jay Heizer
BOOK00513,Operations Management,1,OL36499A,Terry Hill
BOOK00514,Casino operations management,1,OL390608A,Jim Kilby
BOOK00514,Casino operations management,2,OL2737594A,Jim Fox
BOOK00514,Casino operations management,3,OL2737595A,Anthony F. Lucas
BOOK00515,"Foundations of Operations Management, Fourth Canadian Edition, 4/e",1,OL7764309A,"Lee J. Krajewski (Author), Manoj K. Malhotra (Author) Larry P. Ritzman (Author)"
BOOK00516,Modern Hotel Operations Management,1,OL7905386A,Michael Chibili
BOOK00516,Modern Hotel Operations Management,2,OL8168446A,Shane de Bruyn
BOOK00516,Modern Hotel Operations Management,3,OL8168447A,Latifa Benhadda
BOOK00516,Modern Hotel Operations Management,4,OL257213A,Conrad Lashley
BOOK00516,Modern Hotel Operations Management,5,OL8168448A,Saskia Penninga
BOOK00517,Cruise Operations Management,1,OL7203538A,Philip Gibson
BOOK00518,Operations management for competitive advantage,1,OL397998A,Richard B. Chase
BOOK00519,Project management for dummies,1,OL2730366A,Stanley E. Portny
BOOK00520,Project Management,1,OL2825763A,Harvey Maylor
BOOK00521,Project management,1,OL390077A,Harold Kerzner
BOOK00522,Software project management,1,OL5477272A,Bob Hughes
BOOK00523,Project management,1,OL236061A,Jack R. Meredith
BOOK00523,Project management,2,OL2206215A,Samuel J. Mantel
BOOK00524,Project Management,1,OL2636200A,Erik W. Larson
BOOK00525,PMBOK Guide,1,OL29513A,Project Management Institute
BOOK00526,Construction project management,1,OL534330A,Frederick E. Gould
BOOK00526,Construction project management,2,OL2656011A,Nancy Joyce
BOOK00527,Information Technology Project Management,1,OL1407711A,Kathy Schwalbe
BOOK00528,Construction project management,1,OL1424745A,Peter Fewings
BOOK00529,A Guide to the Project Management Body of Knowledge (PMBOK® Guide),1,OL29513A,Project Management Institute
BOOK00530,Agile Project Management For Dummies,1,OL7342127A,Mark C. Layton
BOOK00531,Project Management for the Unofficial Project Manager,1,OL7277660A,Kory Kogon
BOOK00531,Project Management for the Unofficial Project Manager,2,OL9598794A,Suzette Blakemore
BOOK00532,Project Management,1,OL28562A,Jeffrey K. Pinto
BOOK00533,Effective project management,1,OL365623A,Robert K. Wysocki
BOOK00534,TOTAL PROJECT MANAGEMENT The Indian Context,1,OL875828A,P. K. Joy
BOOK00535,Project Management,1,OL2730963A,Samuel E. Portny
BOOK00535,Project Management,2,OL2206215A,Samuel J. Mantel
BOOK00535,Project Management,3,OL236061A,Jack R. Meredith
BOOK00535,Project Management,4,OL402185A,Scott M. Shafer
