book_id,canonical_title,author_position,openlibrary_author_key,author_name,first_publish_year,publication_year_observed,subjects,leadwise_book_count
BOOK00302,Management of organizational behavior,2,OL2655496A,Blanchard Hersey,1969.0,,"['Industrial Psychology', 'Leadership', 'Management', 'Organizational behavior', 'Personnel management', 'Comportement organisationnel', 'Gestion', 'Organization and Administration', 'Direction', 'Behavior', 'Personnel', 'Organisation', 'Organisationssoziologie', 'Organisationsverhalten', 'Führung', 'Organizational Culture', 'Fu\x98hrung', 'Organisatiegedrag', 'Organizational Innovation', 'Psychology, industrial', 'Industrial management', 'Psychologie du travail']",1
BOOK00303,Retailing management,1,OL392962A,Michael Levy,1992.0,,"['Management', 'Retail trade', 'Retail trade, management']",2
BOOK00304,Strategic management,1,OL240891A,Arthur A. Thompson,1984.0,,"['Case studies', 'Strategic planning', 'Strategisch management', 'E tudes de cas', 'Planification strate gique', 'Planification stratégique', 'Études de cas', 'Business strategy', 'Management & management techniques', 'Business / Economics / Finance', 'Business Decision Making', 'Business & Economics', 'Business/Economics', 'Entrepreneurship', 'Decision Making & Problem Solving', 'Management', 'Cas, Études de', 'Fallstudiensammlung', 'Strategisches Management', 'Industrial management', 'Strategic planning--case studies', 'Hd30.28 .t53 2003', '658.4/012']",1
BOOK00304,Strategic management,2,OL1080210A,Alonzo J. Strickland,1984.0,,"['Case studies', 'Strategic planning', 'Strategisch management', 'E tudes de cas', 'Planification strate gique', 'Planification stratégique', 'Études de cas', 'Business strategy', 'Management & management techniques', 'Business / Economics / Finance', 'Business Decision Making', 'Business & Economics', 'Business/Economics', 'Entrepreneurship', 'Decision Making & Problem Solving', 'Management', 'Cas, Études de', 'Fallstudiensammlung', 'Strategisches Management', 'Industrial management', 'Strategic planning--case studies', 'Hd30.28 .t53 2003', '658.4/012']",1
BOOK00304,Strategic management,3,OL2638624A,"Arthur A., Jr. Thompson",1984.0,,"['Case studies', 'Strategic planning', 'Strategisch management', 'E tudes de cas', 'Planification strate gique', 'Planification stratégique', 'Études de cas', 'Business strategy', 'Management & management techniques', 'Business / Economics / Finance', 'Business Decision Making', 'Business & Economics', 'Business/Economics', 'Entrepreneurship', 'Decision Making & Problem Solving', 'Management', 'Cas, Études de', 'Fallstudiensammlung', 'Strategisches Management', 'Industrial management', 'Strategic planning--case studies', 'Hd30.28 .t53 2003', '658.4/012']",1
BOOK00304,Strategic management,4,OL395336A,A. J. Strickland,1984.0,,"['Case studies', 'Strategic planning', 'Strategisch management', 'E tudes de cas', 'Planification strate gique', 'Planification stratégique', 'Études de cas', 'Business strategy', 'Management & management techniques', 'Business / Economics / Finance', 'Business Decision Making', 'Business & Economics', 'Business/Economics', 'Entrepreneurship', 'Decision Making & Problem Solving', 'Management', 'Cas, Études de', 'Fallstudiensammlung', 'Strategisches Management', 'Industrial management', 'Strategic planning--case studies', 'Hd30.28 .t53 2003', '658.4/012']",1
BOOK00304,Strategic management,5,OL2640627A,"Alonzo J., III Strickland",1984.0,,"['Case studies', 'Strategic planning', 'Strategisch management', 'E tudes de cas', 'Planification strate gique', 'Planification stratégique', 'Études de cas', 'Business strategy', 'Management & management techniques', 'Business / Economics / Finance', 'Business Decision Making', 'Business & Economics', 'Business/Economics', 'Entrepreneurship', 'Decision Making & Problem Solving', 'Management', 'Cas, Études de', 'Fallstudiensammlung', 'Strategisches Management', 'Industrial management', 'Strategic planning--case studies', 'Hd30.28 .t53 2003', '658.4/012']",1
BOOK00305,Operations Management,1,OL224399A,Lee J. Krajewski,1987.0,,"['Production management', 'Productiemanagement', 'Management', 'Gestion', 'Produktion', 'Production', 'Cd-roms', 'Operations research', 'Business logistics', 'Administración de la producción', 'Operations Management']",2
BOOK00306,Contemporary management,1,OL389425A,Gareth R. Jones,1998.0,,['Management'],4
BOOK00306,Contemporary management,2,OL226973A,Jennifer M. George,1998.0,,['Management'],2
BOOK00307,Developing mangement skills,1,OL25513A,David A. Whetten,1984.0,,"['Industrial Psychology', 'Management', 'Problems, exercises', 'Self-perception', 'Study and teaching', 'Communication in management', 'Conflict management', 'Employee motivation', 'Job stress', 'Motivation (Psychology)', 'Role playing', 'Stress management', 'Textbooks', 'Problèmes et exercices', 'Étude et enseignement', 'Gestion', 'Problemes et exercices', 'Organization and Administration', 'Etude et enseignement', 'Management, study and teaching', 'Problems, exercises, etc', 'Führung', 'Führungskräfteentwicklung', 'Managementschule', 'Management development', 'Many-body problem', 'Leadership']",1
BOOK00307,Developing mangement skills,2,OL226671A,Kim S. Cameron,1984.0,,"['Industrial Psychology', 'Management', 'Problems, exercises', 'Self-perception', 'Study and teaching', 'Communication in management', 'Conflict management', 'Employee motivation', 'Job stress', 'Motivation (Psychology)', 'Role playing', 'Stress management', 'Textbooks', 'Problèmes et exercices', 'Étude et enseignement', 'Gestion', 'Problemes et exercices', 'Organization and Administration', 'Etude et enseignement', 'Management, study and teaching', 'Problems, exercises, etc', 'Führung', 'Führungskräfteentwicklung', 'Managementschule', 'Management development', 'Many-body problem', 'Leadership']",1
BOOK00307,Developing mangement skills,3,OL3011780A,Whetten,1984.0,,"['Industrial Psychology', 'Management', 'Problems, exercises', 'Self-perception', 'Study and teaching', 'Communication in management', 'Conflict management', 'Employee motivation', 'Job stress', 'Motivation (Psychology)', 'Role playing', 'Stress management', 'Textbooks', 'Problèmes et exercices', 'Étude et enseignement', 'Gestion', 'Problemes et exercices', 'Organization and Administration', 'Etude et enseignement', 'Management, study and teaching', 'Problems, exercises, etc', 'Führung', 'Führungskräfteentwicklung', 'Managementschule', 'Management development', 'Many-body problem', 'Leadership']",1
BOOK00307,Developing mangement skills,4,OL5413970A,David A. Whetten,1984.0,,"['Industrial Psychology', 'Management', 'Problems, exercises', 'Self-perception', 'Study and teaching', 'Communication in management', 'Conflict management', 'Employee motivation', 'Job stress', 'Motivation (Psychology)', 'Role playing', 'Stress management', 'Textbooks', 'Problèmes et exercices', 'Étude et enseignement', 'Gestion', 'Problemes et exercices', 'Organization and Administration', 'Etude et enseignement', 'Management, study and teaching', 'Problems, exercises, etc', 'Führung', 'Führungskräfteentwicklung', 'Managementschule', 'Management development', 'Many-body problem', 'Leadership']",1
BOOK00307,Developing mangement skills,5,OL6519846A,DAVID A. WHETTEN,1984.0,,"['Industrial Psychology', 'Management', 'Problems, exercises', 'Self-perception', 'Study and teaching', 'Communication in management', 'Conflict management', 'Employee motivation', 'Job stress', 'Motivation (Psychology)', 'Role playing', 'Stress management', 'Textbooks', 'Problèmes et exercices', 'Étude et enseignement', 'Gestion', 'Problemes et exercices', 'Organization and Administration', 'Etude et enseignement', 'Management, study and teaching', 'Problems, exercises, etc', 'Führung', 'Führungskräfteentwicklung', 'Managementschule', 'Management development', 'Many-body problem', 'Leadership']",1
BOOK00307,Developing mangement skills,6,OL3368293A,David Whetten,1984.0,,"['Industrial Psychology', 'Management', 'Problems, exercises', 'Self-perception', 'Study and teaching', 'Communication in management', 'Conflict management', 'Employee motivation', 'Job stress', 'Motivation (Psychology)', 'Role playing', 'Stress management', 'Textbooks', 'Problèmes et exercices', 'Étude et enseignement', 'Gestion', 'Problemes et exercices', 'Organization and Administration', 'Etude et enseignement', 'Management, study and teaching', 'Problems, exercises, etc', 'Führung', 'Führungskräfteentwicklung', 'Managementschule', 'Management development', 'Many-body problem', 'Leadership']",1
BOOK00307,Developing mangement skills,7,OL2622498A,Kim Cameron,1984.0,,"['Industrial Psychology', 'Management', 'Problems, exercises', 'Self-perception', 'Study and teaching', 'Communication in management', 'Conflict management', 'Employee motivation', 'Job stress', 'Motivation (Psychology)', 'Role playing', 'Stress management', 'Textbooks', 'Problèmes et exercices', 'Étude et enseignement', 'Gestion', 'Problemes et exercices', 'Organization and Administration', 'Etude et enseignement', 'Management, study and teaching', 'Problems, exercises, etc', 'Führung', 'Führungskräfteentwicklung', 'Managementschule', 'Management development', 'Many-body problem', 'Leadership']",1
BOOK00308,Essentials of management,1,OL2635200A,Harold Koontz,1974.0,,"['Management', 'Index 00', 'Industrial management', 'Gestion', 'Business &amp; economics', 'General']",2
BOOK00309,A Guide to the Project Management Body of Knowledge (PMBOK® Guide),1,OL29513A,Project Management Institute,1996.0,,"['Project management', 'Standards', 'Gestion de projet', 'Normes', 'Business & Economics', 'Technology & Engineering', 'Methodology', 'Administração de projetos', 'Gestion de projets', 'Projet industriel', 'Projektmanagement', 'Projectmanagement', 'Project Management (PM)', 'Literary collections']",5
BOOK00310,Analysis for financial management,1,OL389147A,Robert C. Higgins,1983.0,,"['Corporations', 'Finance', 'Analyse financière', 'Analytische Methode', 'Finances', 'Sociétés', 'Finanzmanagement', 'Entreprises', 'Corporations -- Finance.', 'Financieel management', 'Maliye', 'Financiële analyse', 'Finanzanalyse', 'Bedrijfsfinanciering', 'Şirketler', 'Societes', 'Corporations, finance', 'Administração financeira', 'Finanças das empresas', ""Finances de l'entreprise"", 'Performance financière', 'Investissement', 'Gestion financière', 'Analyse', 'Financiele analyse', 'Administracao financeira', 'Financas das empresas', 'Corporations--finance', 'Financial management', 'Hg4026 .h496 2016', '658.15/1']",1
BOOK00311,Strategic market management,1,OL220279A,David A. Aaker,1984.0,,"['Management', 'Marketing', 'Marketingmanagement', 'Strategisches Management', 'Strategisch management', 'Marknadsfo\x98ring', 'Strategisk planering', 'Marketing, management', 'Strategic planning', 'Marketing research']",4
BOOK00312,Strategic management,1,OL21141A,"Pearce, John A.",1982.0,,"['Strategic planning', 'Case studies', 'Strategisch management', 'Administracʹao estrategica (gerenciamento)', 'Business strategy', 'Management & management techniques', 'Corporate Planning', 'Business / Economics / Finance', 'Strategic Planning', 'Reference', 'Management', 'Business planning', 'Corporate planning', 'Business / economics / finance']",2
BOOK00312,Strategic management,2,OL2634617A,John A. Pearce,1982.0,,"['Strategic planning', 'Case studies', 'Strategisch management', 'Administracʹao estrategica (gerenciamento)', 'Business strategy', 'Management & management techniques', 'Corporate Planning', 'Business / Economics / Finance', 'Strategic Planning', 'Reference', 'Management', 'Business planning', 'Corporate planning', 'Business / economics / finance']",2
BOOK00312,Strategic management,3,OL2634618A,Richard B. Robinson,1982.0,,"['Strategic planning', 'Case studies', 'Strategisch management', 'Administracʹao estrategica (gerenciamento)', 'Business strategy', 'Management & management techniques', 'Corporate Planning', 'Business / Economics / Finance', 'Strategic Planning', 'Reference', 'Management', 'Business planning', 'Corporate planning', 'Business / economics / finance']",2
BOOK00313,Retailing management,1,OL5476227A,Michael Levy,2000.0,,"['Management', 'Retail trade', 'open_syllabus_project', 'Retail trade, management', 'Comercio minorista', 'Administración', 'Einzelhandel', 'Detailhandel', 'Detaljhandel', 'Retail trade -- Management -- Textbooks', 'Retail trade -- Canada -- Textbooks', ""Commerce de détail -- Gestion -- Manuels d'enseignement supérieur"", ""Commerce de détail -- Canada -- Manuels d'enseignement supérieur"", 'Retail trade -- Management', 'Canada', 'Open_syllabus_project']",1
BOOK00313,Retailing management,2,OL392962A,Michael Levy,2000.0,,"['Management', 'Retail trade', 'open_syllabus_project', 'Retail trade, management', 'Comercio minorista', 'Administración', 'Einzelhandel', 'Detailhandel', 'Detaljhandel', 'Retail trade -- Management -- Textbooks', 'Retail trade -- Canada -- Textbooks', ""Commerce de détail -- Gestion -- Manuels d'enseignement supérieur"", ""Commerce de détail -- Canada -- Manuels d'enseignement supérieur"", 'Retail trade -- Management', 'Canada', 'Open_syllabus_project']",2
BOOK00313,Retailing management,3,OL391217A,Barton A. Weitz,2000.0,,"['Management', 'Retail trade', 'open_syllabus_project', 'Retail trade, management', 'Comercio minorista', 'Administración', 'Einzelhandel', 'Detailhandel', 'Detaljhandel', 'Retail trade -- Management -- Textbooks', 'Retail trade -- Canada -- Textbooks', ""Commerce de détail -- Gestion -- Manuels d'enseignement supérieur"", ""Commerce de détail -- Canada -- Manuels d'enseignement supérieur"", 'Retail trade -- Management', 'Canada', 'Open_syllabus_project']",1
BOOK00314,Supply chain logistics management,1,OL453548A,Donald J. Bowersox,2002.0,,"['Business logistics', 'Supply Chain Management', 'Logistique (Organisation)', ""Gestion de l'approvisionnement"", ""Chaîne d'approvisionnement"", 'Logistique', 'Ketenbeheer']",1
BOOK00315,The one minute manager,1,OL21502A,Kenneth H. Blanchard,1981.0,,"['Management', 'Administración', 'Direction', 'Gestion', 'Personnel', ""Gestion d'entreprise"", 'Administracao', 'Employe s.', 'Motivations', 'Manuels', 'Organization and Administration', 'Ressources humaines', 'Gestion du personnel', 'Employés', 'Personnel management']",3
BOOK00315,The one minute manager,2,OL223174A,Spencer Johnson,1981.0,,"['Management', 'Administración', 'Direction', 'Gestion', 'Personnel', ""Gestion d'entreprise"", 'Administracao', 'Employe s.', 'Motivations', 'Manuels', 'Organization and Administration', 'Ressources humaines', 'Gestion du personnel', 'Employés', 'Personnel management']",1
BOOK00315,The one minute manager,3,OL2675184A,Kenneth Blanchard,1981.0,,"['Management', 'Administración', 'Direction', 'Gestion', 'Personnel', ""Gestion d'entreprise"", 'Administracao', 'Employe s.', 'Motivations', 'Manuels', 'Organization and Administration', 'Ressources humaines', 'Gestion du personnel', 'Employés', 'Personnel management']",1
BOOK00316,Entrepreneurship,1,OL392669A,Robert D. Hisrich,1989.0,,"['New business enterprises', 'Entrepreneurship', 'Business enterprises', 'Business planning', 'Finance', 'Success in business', 'Management', 'Nieuwe ondernemingen', 'Ondernemerschap', 'Unternehmensentwicklung', 'Business enterprises, finance', 'Unternehmensgründung', 'Aufsatzsammlung', 'New business enterprises -- Management']",1
BOOK00317,Fundamentals of financial management,1,OL244414A,Eugene F. Brigham,1978.0,,"['Business enterprises', 'Corporations', 'Finance', 'Problems, exercises', 'Management', 'Entreprises', 'Financiering', 'Finances', 'Finanzmanagement', 'Budgeting & financial management', 'Business & Economics', 'Business / Economics / Finance', 'Textbooks', 'Business/Economics', 'Corporate Finance', 'Management - General', 'Business & Economics / Corporate Finance', 'Societes', 'Finanzwirtschaft', 'Problèmes et exercices', 'Prise de décision', 'Investissements de capitaux', 'Corporations, finance', 'Business enterprises, finance']",3
BOOK00317,Fundamentals of financial management,2,OL2627410A,Joel F. Houston,1978.0,,"['Business enterprises', 'Corporations', 'Finance', 'Problems, exercises', 'Management', 'Entreprises', 'Financiering', 'Finances', 'Finanzmanagement', 'Budgeting & financial management', 'Business & Economics', 'Business / Economics / Finance', 'Textbooks', 'Business/Economics', 'Corporate Finance', 'Management - General', 'Business & Economics / Corporate Finance', 'Societes', 'Finanzwirtschaft', 'Problèmes et exercices', 'Prise de décision', 'Investissements de capitaux', 'Corporations, finance', 'Business enterprises, finance']",1
BOOK00318,Fundamentals of financial management,1,OL383803A,James C. Van Horne,1971.0,,"['Corporations', 'Business enterprises', 'Finance', 'Societes', 'Finances', 'Finanzmanagement', 'Entreprises', 'Corporations, finance', 'Business enterprises, finance', 'Domestic Architecture', 'Colonial Architecture', 'Gardens']",1
BOOK00319,Management information systems,1,OL26542A,James A. O'Brien,1990.0,,"['Business', 'Computer networks', 'Data processing', 'Electronic commerce', 'Information technology', 'Management', 'Management information systems', 'Textbooks', 'Informatietechnologie', 'Management informatiesystemen', ""Systèmes d'information de gestion"", 'Managementinformationssystem', 'Sistemas de informação gerencial', 'Informationsmanagement', 'Redes de computadores', ""Réseaux d'ordinateurs"", 'Tecnologia da informação', ""Manuels d'enseignement supérieur"", ""Technologie de l'information"", 'Gestion', 'Commerce électronique', 'Informatique', 'Computers &amp; the internet', 'T58.6 .o26 2009', '658.4/038011', 'T58.6 .o26 2008b']",1
BOOK00320,Retail management,1,OL398560A,Barry Berman,1979.0,,"['Management', 'Retail trade', 'Detailhandel', 'Strategisch management', 'Distributive industries', 'Franchises', 'Management & management techniques', 'Retail trade, management', 'Retail trade, study and teaching', 'Einzelhandelsbetrieb', 'Einzelhandelsbetriebslehre', 'Strategisches Management', 'Commerce de détail', 'Manuel', ""Gestion d'entreprise"", ""Stratégie de l'entreprise"", 'Case studies', 'Retail trade--management', 'Hf5429 .b45 2018', '658.8/7']",1
BOOK00320,Retail management,2,OL338289A,Joel R. Evans,1979.0,,"['Management', 'Retail trade', 'Detailhandel', 'Strategisch management', 'Distributive industries', 'Franchises', 'Management & management techniques', 'Retail trade, management', 'Retail trade, study and teaching', 'Einzelhandelsbetrieb', 'Einzelhandelsbetriebslehre', 'Strategisches Management', 'Commerce de détail', 'Manuel', ""Gestion d'entreprise"", ""Stratégie de l'entreprise"", 'Case studies', 'Retail trade--management', 'Hf5429 .b45 2018', '658.8/7']",1
BOOK00321,Principles and Practice of Management,1,OL9417937A,L. M. Prasad,2019.0,,[],1
BOOK00321,Principles and Practice of Management,2,OL4193465A,L.M. Prasad,2019.0,,[],1
BOOK00322,Comprehensive stress management,1,OL30298A,Jerrold S. Greenberg,1983.0,,"['Stress (Psychology)', 'Stress (Physiology)', 'Prevention', 'Stress management', 'Prevention & control', 'Psychological Stress', 'Stress (physiology)', 'Stress (psychology)']",1
BOOK00322,Comprehensive stress management,2,OL2844131A,Jerrold Greenberg,1983.0,,"['Stress (Psychology)', 'Stress (Physiology)', 'Prevention', 'Stress management', 'Prevention & control', 'Psychological Stress', 'Stress (physiology)', 'Stress (psychology)']",1
BOOK00322,Comprehensive stress management,3,OL4672094A,Jerrold S Greenberg,1983.0,,"['Stress (Psychology)', 'Stress (Physiology)', 'Prevention', 'Stress management', 'Prevention & control', 'Psychological Stress', 'Stress (physiology)', 'Stress (psychology)']",1
BOOK00322,Comprehensive stress management,4,OL7286488A,Gerrold Greenberg,1983.0,,"['Stress (Psychology)', 'Stress (Physiology)', 'Prevention', 'Stress management', 'Prevention & control', 'Psychological Stress', 'Stress (physiology)', 'Stress (psychology)']",1
BOOK00323,Principles of management,1,OL2635200A,Harold Koontz,1955.0,,"['Industrial management', 'Management', 'Gestion', ""Gestion d'entreprise"", 'Organization and Administration']",2
BOOK00323,Principles of management,2,OL10856242A,Cyril O'Donnell,1955.0,,"['Industrial management', 'Management', 'Gestion', ""Gestion d'entreprise"", 'Organization and Administration']",1
BOOK00324,Operations Management,1,OL228184A,William J. Stevenson,2004.0,,"['Production management', 'BUSINESS & ECONOMICS / Operations Research', 'Business & economics / operations research']",5
BOOK00325,Marketing management,1,OL216799A,Philip Kotler,2008.0,,"['Marketing', 'Management', 'Marketing, management', 'Gestion', 'Literary collections']",3
BOOK00325,Marketing management,2,OL8088432A,Mairead Brady,2008.0,,"['Marketing', 'Management', 'Marketing, management', 'Gestion', 'Literary collections']",1
BOOK00325,Marketing management,3,OL590573A,Malcolm Goodman,2008.0,,"['Marketing', 'Management', 'Marketing, management', 'Gestion', 'Literary collections']",2
BOOK00325,Marketing management,4,OL2946043A,Torben Hansen,2008.0,,"['Marketing', 'Management', 'Marketing, management', 'Gestion', 'Literary collections']",1
BOOK00325,Marketing management,5,OL391962A,Kevin Lane Keller,2008.0,,"['Marketing', 'Management', 'Marketing, management', 'Gestion', 'Literary collections']",2
BOOK00326,Intermediate financial management,1,OL244414A,Eugene F. Brigham,1985.0,,"['Business enterprises', 'Corporations', 'Finance', 'Financieel management', 'Corporations, finance', 'Business enterprises, finance', 'Gestion financière', 'Study and teaching', 'Handbooks, manuals']",3
BOOK00327,Sales management,1,OL394882A,Douglas J. Dalrymple,1982.0,,"['Case studies', 'Sales management', 'Verkooporganisatie', 'Cas, Études de', 'Gestion', 'Ventes', 'Business &amp; economics', 'Management']",1
BOOK00327,Sales management,2,OL1519807A,William Cron,1982.0,,"['Case studies', 'Sales management', 'Verkooporganisatie', 'Cas, Études de', 'Gestion', 'Ventes', 'Business &amp; economics', 'Management']",1
BOOK00327,Sales management,3,OL2730967A,William L. Cron,1982.0,,"['Case studies', 'Sales management', 'Verkooporganisatie', 'Cas, Études de', 'Gestion', 'Ventes', 'Business &amp; economics', 'Management']",1
BOOK00327,Sales management,4,OL2730968A,Thomas E. DeCarlo,1982.0,,"['Case studies', 'Sales management', 'Verkooporganisatie', 'Cas, Études de', 'Gestion', 'Ventes', 'Business &amp; economics', 'Management']",1
BOOK00328,Strategic Management,1,OL224314A,Charles W. L. Hill,1989.0,,"['Case studies', 'Management', 'Business planning', 'Strategic planning', 'Strategisch management', 'Management -- United States -- Case studies.', 'Strategisches Management']",2
BOOK00329,Production & inventory management,1,OL890886A,Donald W. Fogarty,1983.0,,"['collectionID:Inv', 'Inventory control', 'Production planning', 'Production', 'Fertigung', 'Management', 'Gestion des stocks', 'Planification', 'Management - General', 'Business & Economics', 'Business / Economics / Finance', 'Productiemanagement', 'Voorraadbeheer', 'Administracao Da Producao', 'Production management']",1
BOOK00329,Production & inventory management,2,OL562491A,Thomas R. Hoffmann,1983.0,,"['collectionID:Inv', 'Inventory control', 'Production planning', 'Production', 'Fertigung', 'Management', 'Gestion des stocks', 'Planification', 'Management - General', 'Business & Economics', 'Business / Economics / Finance', 'Productiemanagement', 'Voorraadbeheer', 'Administracao Da Producao', 'Production management']",1
BOOK00330,Project management,1,OL390077A,Harold Kerzner,2003.0,,"['Case studies', 'Project management', 'Gestion de projet', 'Études de cas', 'TECHNOLOGY & ENGINEERING', 'Industrial Engineering', 'BUSINESS & ECONOMICS', 'Industrial Management', 'Management', 'Management Science', 'Organizational Behavior', 'Industrial engineering', 'Trades & technology -> industrial engineering -> industrial engineering', 'Ie10', 'Ba31', 'Ee92']",3
BOOK00331,Unraveling the mystery of health,1,OL1193951A,Aaron Antonovsky,1987.0,,"['Health behavior', 'Psychology', 'Stress (Psychology)', 'Adjustment (Psychology)', 'Psychological Stress', 'Sick', 'Stress management', 'Attitude', 'Medicine and psychology']",1
BOOK00332,Mary Kay on people management,1,OL442735A,Mary Kay Ash,1984.0,,"['Cosmetics industry', 'Mary Kay Cosmetics', 'Personnel management']",1
BOOK00333,The 7 Habits of Highly Effective People,1,OL383159A,Stephen R. Covey,1989.0,,"['Success- Psychological aspects', 'Character', 'Success', 'Psychological aspects', 'Aspectos psicológicos', 'Carácter', 'Exito', 'Psychological aspects of Success', 'Self-actualization', 'Self-management', 'Éxito', 'Achievement', 'Reading Level-Grade 11', 'Reading Level-Grade 12', 'Miniature books', 'Specimens', 'Success, psychological aspects', 'Motivational', 'Cheng gong fa', 'Self-actualization (Psychology)', 'Psychologie du travail', 'Ethique', 'Déontologie professionnelle', 'Développement personnel', 'Successful people', 'Logro', 'Exito en los negocios', 'Autoadministración (Psicología)', 'Leadership', 'Personality', 'Self-evaluation', 'Efficiency', 'Comportement social', 'Aspects psychologiques', 'Compétences', 'Attitudes', 'Ontwikkelingspsychologie', 'Management', 'Leidinggeven', 'Zelfontwikkeling', 'Effectiviteit', 'Psychology', 'Erfolg', 'Führungskraft', 'Karriereplanung', 'Lebensführung', 'Ratgeber', 'Selbsterziehung', 'Caractère', 'Succès', 'Guides, manuels', 'Success--psychological aspects', 'Bf637.s8 c68 1989', 'Bf 637.s8 c873 1989', '158', 'Family', 'Child rearing', 'Conduct of life', 'Business']",2
BOOK00334,Armstrong's Handbook of Human Resource Management Practice,1,OL5686405A,Michael Armstrong,2017.0,,['Personnel management'],6
BOOK00334,Armstrong's Handbook of Human Resource Management Practice,2,OL1126608A,"Taylor, Stephen",2017.0,,['Personnel management'],2
BOOK00335,"People, Management and Organizations",1,OL2021138A,Anna Sutton,2018.0,,"['Personnel management', 'Organizational behavior']",1
BOOK00336,Human resource management at work,1,OL4727974A,Mick Marchington,2005.0,,"['Law and legislation', 'Personnel management', 'Personnel & human resources management', 'Direction', 'Droit', 'Ressources humaines', 'Personnel', 'Gestion du personnel', 'Commerce']",1
BOOK00336,Human resource management at work,2,OL786466A,Mick Marchington,2005.0,,"['Law and legislation', 'Personnel management', 'Personnel & human resources management', 'Direction', 'Droit', 'Ressources humaines', 'Personnel', 'Gestion du personnel', 'Commerce']",1
BOOK00336,Human resource management at work,3,OL2694332A,Adrian Wilkinson,2005.0,,"['Law and legislation', 'Personnel management', 'Personnel & human resources management', 'Direction', 'Droit', 'Ressources humaines', 'Personnel', 'Gestion du personnel', 'Commerce']",1
BOOK00337,Supervisory management,1,OL535417A,Donald C. Mosley,1985.0,,"['Supervision of employees', 'Personnel management', 'Management', 'Supervision', 'Business & Economics', 'Business / Economics / Finance', 'Textbooks', 'Business/Economics', 'Human Resources & Personnel Management', 'Management - General', 'Business & Economics / Human Resources & Personnel Management', 'Personnel & human resources management', 'Industrial management']",1
BOOK00337,Supervisory management,2,OL3317278A,"Jr., Donald C. Mosley",1985.0,,"['Supervision of employees', 'Personnel management', 'Management', 'Supervision', 'Business & Economics', 'Business / Economics / Finance', 'Textbooks', 'Business/Economics', 'Human Resources & Personnel Management', 'Management - General', 'Business & Economics / Human Resources & Personnel Management', 'Personnel & human resources management', 'Industrial management']",1
BOOK00337,Supervisory management,3,OL2629484A,Paul H. Pietri,1985.0,,"['Supervision of employees', 'Personnel management', 'Management', 'Supervision', 'Business & Economics', 'Business / Economics / Finance', 'Textbooks', 'Business/Economics', 'Human Resources & Personnel Management', 'Management - General', 'Business & Economics / Human Resources & Personnel Management', 'Personnel & human resources management', 'Industrial management']",1
BOOK00337,Supervisory management,4,OL770018A,Leon C. Megginson,1985.0,,"['Supervision of employees', 'Personnel management', 'Management', 'Supervision', 'Business & Economics', 'Business / Economics / Finance', 'Textbooks', 'Business/Economics', 'Human Resources & Personnel Management', 'Management - General', 'Business & Economics / Human Resources & Personnel Management', 'Personnel & human resources management', 'Industrial management']",1
BOOK00337,Supervisory management,5,OL2778389A,"Paul H., Jr. Pietri",1985.0,,"['Supervision of employees', 'Personnel management', 'Management', 'Supervision', 'Business & Economics', 'Business / Economics / Finance', 'Textbooks', 'Business/Economics', 'Human Resources & Personnel Management', 'Management - General', 'Business & Economics / Human Resources & Personnel Management', 'Personnel & human resources management', 'Industrial management']",1
BOOK00338,People Management and Performance,1,OL2847832A,John Purcell,2007.0,,"['Corporate culture', 'Social networks', 'Performance', 'Employees', 'Employee motivation', 'Personnel management', 'Organizational effectiveness', 'Arbeitsmotivation', 'Humanvermögen', 'Personalentwicklung', 'Personaladministration', 'Kompetens', 'Arbetstagare', 'Organizational performance', 'Personnel Management', 'Task Performance and Analysis', 'Organizational Culture', 'Personnel', 'Direction', 'Rendement au travail', 'Motivation', ""Culture d'entreprise"", 'BUSINESS & ECONOMICS', 'Workplace Culture', 'Human Resources & Personnel Management']",2
BOOK00339,Armstrong's Handbook of Strategic Human Resource Management,1,OL5686405A,Michael Armstrong,2015.0,,"['Personnel management', 'Commerce']",6
BOOK00340,Corporate Reputations Branding and People Management,1,OL9516683A,Susan Hetrick,2006.0,,[],1
BOOK00341,Hotel Management,1,OL8266105A,Charalampos Giousmpasoglou,2024.0,,[],1
BOOK00341,Hotel Management,2,OL8266107A,Evangelia Marinakou,2024.0,,[],1
BOOK00342,People Managing Forests,1,OL9515103A,Carol J. P. Colfer,2010.0,,['Forest policy'],1
BOOK00342,People Managing Forests,2,OL3134337A,Yvonne Byron,2010.0,,['Forest policy'],1
BOOK00343,Strategic People Management and Development,1,OL2800692A,Gary Rees,2022.0,,[],2
BOOK00343,Strategic People Management and Development,2,OL8077721A,Raymond French,2022.0,,[],1
BOOK00344,Short Guide to People Management,1,OL8150544A,Antonios Panagiotakopoulos,2016.0,,"['Personnel management', 'Communication in organizations', 'Organizational change', 'BUSINESS & ECONOMICS', 'Industrial Management', 'Management', 'Management Science', 'Organizational Behavior']",1
BOOK00345,People management,1,OL2657848A,David Rees,2003.0,,['Personnel management'],1
BOOK00345,People management,2,OL3461954A,Richard McBain,2003.0,,['Personnel management'],1
BOOK00346,People management and development,1,OL478428A,David Farnham,2003.0,,"['Examinations', 'Personnel management', 'Study guides', 'Personnel management, examinations, questions, etc.', 'Employees, training of']",1
