book_id,canonical_title,source_group,core_text_boundary,enriched_text_boundary,core_active_features_final,enriched_active_features_final,core_zero_vector_final,enriched_zero_vector_final
BOOK00391,Concepts of strategic management,Open Library only,concepts of strategic management zzfieldboundaryzz fred r david,concepts of strategic management zzfieldboundaryzz fred r david zzfieldboundaryzz entreprises strategic planning planification case studies planification stratégique gestion strategisches management strategisch management management gestion d'entreprise,6,27,False,False
BOOK00392,Strategic management of technological innovation,Open Library only,strategic management of technological innovation zzfieldboundaryzz melissa a schilling,strategic management of technological innovation zzfieldboundaryzz melissa a schilling zzfieldboundaryzz technological innovations management new products strategic planning,7,18,False,False
BOOK00393,Strategic management,Open Library only,strategic management zzfieldboundaryzz pearce john a john a pearce richard b robinson,strategic management zzfieldboundaryzz pearce john a john a pearce richard b robinson zzfieldboundaryzz planificación estratégica administração estratégica gerenciamento strategic planning management - general business economics business economics finance strategic planning business economics strategisches management,12,34,False,False
BOOK00394,Strategic Management,Open Library only,strategic management zzfieldboundaryzz garth saloner andrea shepard joel podolny,strategic management zzfieldboundaryzz garth saloner andrea shepard joel podolny zzfieldboundaryzz strategic planning management science,8,13,False,False
BOOK00395,Strategic management,Open Library only,strategic management zzfieldboundaryzz garth saloner,strategic management zzfieldboundaryzz garth saloner zzfieldboundaryzz strategic planning administração estratégica planejamento estratégico strategy management planning management methods zzfieldboundaryzz this new book presents practical frameworks and concepts to help managers think strategically the book draws on current economics and organization theory to create a package of conceptual tools for managers who are responsible for setting their company's direction these tools help them understand how their company's performance is affected by its competitive environment its position in its value chain its capabilities its organization design and its ability to change the concepts presented in this book build a foundation for creating business strategies to guide decision-making within the firm toward its longterm goals --book jacket,6,71,False,False
BOOK00396,International business,Open Library only,international business zzfieldboundaryzz alan m rugman richard m hodgetts,international business zzfieldboundaryzz alan m rugman richard m hodgetts zzfieldboundaryzz international business enterprises management strategic planning internationale ondernemingen strategisch management economics zzfieldboundaryzz this second edition of an already well-established international business text maintains its unique strategic focus and the use of the triad us europe far east as a framework within which international business is explored there is an emphasis on economic and multinational approaches throughout the major strength of this book lies in the use of relevant case material much of which has how been revised or replaced to include more european examples each chapter has common pedagogy which includes objectives active learning cases international business strategy in action key points key terms review and discussion questions and real cases --book jacket,5,72,False,False
BOOK00397,Creating public value,Open Library only,creating public value zzfieldboundaryzz mark harrison moore,creating public value zzfieldboundaryzz mark harrison moore zzfieldboundaryzz civil service ethics public administration government executives strategic planning civil service ethics moral aspects ejecutivos del estado overheidsmanagement ambtenaren strategisch management öffentliches unternehmen management governmentfinance united states jf1525 e8 m66 1995 353 007 2 352 34 88 20 85 10 unog 350 m823 zzfieldboundaryzz a seminal figure in the field of public management mark moore presents his summation of fifteen years of research observation and teaching about what public sector executives should do to improve the performance of public enterprises useful for both practicing public executives and those who teach them this book explicates some of the richest of several hundred cases used at harvard's kennedy school and illuminates their broader lessons for government managers moore addresses four questions that have long bedeviled public administration what should citizens and their representatives expect and demand from public executives what sources can public managers consult to learn what is valuable for them to produce how should public managers cope with inconsistent and fickle political mandates how can public managers find room to innovate,6,69,False,False
BOOK00398,Strategic Management,Open Library only,strategic management zzfieldboundaryzz tienie ehlers,strategic management zzfieldboundaryzz tienie ehlers zzfieldboundaryzz strategic environmental management threats zzfieldboundaryzz 4th edition strategic management southern african concepts and cases by t ehlers gives detailed description abt strategic mgt,3,14,False,False
BOOK00399,Global Strategic Management,Open Library only,global strategic management zzfieldboundaryzz philippe lasserre,global strategic management zzfieldboundaryzz philippe lasserre zzfieldboundaryzz economic aspects economic aspects of globalization globalization international business enterprises management strategic planning entreprises multinationales gestion planification stratégique mondialisation globalisierung internationales management multinationales unternehmen strategisches management zzfieldboundaryzz the text provides a comprehensive overview of the subject area using chapter introductions summaries key points key terms suggested reading and mini-examples to illustrate and guide the student through the text --jacket,5,59,False,False
BOOK00400,Strategic Management : Theory & Cases,Open Library only,strategic management theory cases zzfieldboundaryzz charles w l hill gareth r jones melissa a schilling,strategic management theory cases zzfieldboundaryzz charles w l hill gareth r jones melissa a schilling zzfieldboundaryzz strategic planning management case studies business planning,15,25,False,False
BOOK00401,Strategic Management,Open Library only,strategic management zzfieldboundaryzz john parnell,strategic management zzfieldboundaryzz john parnell zzfieldboundaryzz business,4,5,False,False
BOOK00402,Strategic management of health care organizations,Open Library only,strategic management of health care organizations zzfieldboundaryzz peter m ginter linda e swayne w jack duncan,strategic management of health care organizations zzfieldboundaryzz peter m ginter linda e swayne w jack duncan zzfieldboundaryzz health facilities administration strategic planning health services administration health planning organization administration organizational innovation mission statements health facilities--administration health planning--organization administration ra971 d78 2013 2013 d-645 w 84 1 362 1068 family general practice internal medicine urology med029000 cs hlth genrl hlth cs med genmed allied health medical - medical - urology,10,36,False,False
BOOK00403,Strategic management and business analysis,Open Library only,strategic management and business analysis zzfieldboundaryzz cooke peter david williamson wyn jenkins keith michael moreton,strategic management and business analysis zzfieldboundaryzz cooke peter david williamson wyn jenkins keith michael moreton zzfieldboundaryzz business planning business enterprises case studies evaluation strategic planning management,13,24,False,False
BOOK00404,Strategic management,Open Library only,strategic management zzfieldboundaryzz miller alex,strategic management zzfieldboundaryzz miller alex zzfieldboundaryzz case studies strategic planning,5,11,False,False
BOOK00405,Strategic management,Open Library only,strategic management zzfieldboundaryzz allen c amason,strategic management zzfieldboundaryzz allen c amason zzfieldboundaryzz management strategic planning management science business economics strategic planning,4,15,False,False
BOOK00406,Strategic management,Open Library only,strategic management zzfieldboundaryzz john l thompson frank martin,strategic management zzfieldboundaryzz john l thompson frank martin zzfieldboundaryzz företagsledning industrial management strategisk planering strategisches management strategisch management strategic planning,7,21,False,False
BOOK00407,Sustainable strategic management,Open Library only,sustainable strategic management zzfieldboundaryzz w edward stead jean garner stead mark starik,sustainable strategic management zzfieldboundaryzz w edward stead jean garner stead mark starik zzfieldboundaryzz management strategic planning sustainable development business strategy management management techniques sustainability management - general business economics finance business economics business economics nachhaltigkeit umweltbezogenes management bedrijfsinterne milieuzorg strategische planning social responsibility of business,17,49,False,False
BOOK00408,Strategic management in action,Open Library only,strategic management in action zzfieldboundaryzz mary k coulter,strategic management in action zzfieldboundaryzz mary k coulter zzfieldboundaryzz strategic planning management zzfieldboundaryzz strategic management in action presents current strategic management theories and practice in an engaging and easy-to-read format coulter effectively blends theory with plenty of opportunity to practice throughout the text providing readers with the ideologies ethical dilemmas and unique strategies of today's real managers and organizations in action for undergraduate and graduate courses in strategic management this book clearly illustrates the most current strategic management practices today by presenting theories ethical dilemmas and unique strategies of real managers and organizations in action - publisher,5,45,False,False
BOOK00409,Strategize!,Open Library only,strategize zzfieldboundaryzz c gopinath julie i siciliano,strategize zzfieldboundaryzz c gopinath julie i siciliano zzfieldboundaryzz problems exercises strategic planning business strategy business economics business economics finance textbooks business economics management - general business economics management problems exercises etc business planning,1,27,False,False
BOOK00410,Strategy safari,Open Library only,strategy safari zzfieldboundaryzz henry mintzberg,strategy safari zzfieldboundaryzz henry mintzberg zzfieldboundaryzz strategic planning business planning management strategisches management strategisch management zzfieldboundaryzz strategy making is considered the high point of managerial activity but bombarded by fads and fixes most managers have been groping blindly to get their arms around the proverbial elephant now henry mintzberg has teamed up with bruce ahlstrand and joseph lampel to create a powerful antidote a comprehensive and illuminating - as well as colorful - tour through the fields of strategic management mintzberg ahlstrand and lampel have shaped each of ten different approaches into a coherent school of strategy formation in the process the authors clarify the enormous amount of confusion that exists the authors provide a thorough critique of the contributions and limitations of each school - from the design planning positioning entrepreneurial and cognitive schools to the learning power cultural environmental and configurational schools - culminating in how they might combine to reveal that elephant,4,59,False,False
BOOK00411,Strategic management,Open Library only,strategic management zzfieldboundaryzz mason andrew carpenter mason a carpenter william gerard sanders,strategic management zzfieldboundaryzz mason andrew carpenter mason a carpenter william gerard sanders zzfieldboundaryzz industrial management strategic planning,7,12,False,False
BOOK00412,Strategic Management,Open Library only,strategic management zzfieldboundaryzz frank rothaermel,strategic management zzfieldboundaryzz frank rothaermel zzfieldboundaryzz strategic planning management,6,9,False,False
BOOK00413,Understanding Strategic Management,Open Library only,understanding strategic management zzfieldboundaryzz anthony henry,understanding strategic management zzfieldboundaryzz anthony henry zzfieldboundaryzz strategic planning management,6,9,False,False
BOOK00414,Sustainable Strategic Management,Open Library only,sustainable strategic management zzfieldboundaryzz w edward stead jean garner stead mark starik,sustainable strategic management zzfieldboundaryzz w edward stead jean garner stead mark starik zzfieldboundaryzz management,17,17,False,False
BOOK00415,Strategic management,Open Library only,strategic management zzfieldboundaryzz fred r david,strategic management zzfieldboundaryzz fred r david zzfieldboundaryzz case studies strategic planning,6,12,False,False
BOOK00416,The Strategic Manager,Open Library only,the strategic manager zzfieldboundaryzz harry sminia,the strategic manager zzfieldboundaryzz harry sminia zzfieldboundaryzz strategic planning business economics general business economics strategic planning planification stratégique business economics general strategic planning,3,18,False,False
BOOK00417,Strategic management,Open Library only,strategic management zzfieldboundaryzz fred r david,strategic management zzfieldboundaryzz fred r david zzfieldboundaryzz case studies strategisches management strategisch management strategic planning,6,18,False,False
BOOK00418,Strategic Management,Open Library only,strategic management zzfieldboundaryzz lester a digman,strategic management zzfieldboundaryzz lester a digman zzfieldboundaryzz case studies strategic planning management,4,11,False,False
BOOK00419,Strategic Management,Open Library only,strategic management zzfieldboundaryzz r edward freeman,strategic management zzfieldboundaryzz r edward freeman zzfieldboundaryzz business planning,6,9,False,False
BOOK00420,Strategic Management Accounting,Open Library only,strategic management accounting zzfieldboundaryzz zahirul hoque,strategic management accounting zzfieldboundaryzz zahirul hoque,8,8,False,False
BOOK00421,Essentials of strategic management,Open Library only,essentials of strategic management zzfieldboundaryzz j david hunger thomas l wheelen,essentials of strategic management zzfieldboundaryzz j david hunger thomas l wheelen zzfieldboundaryzz case method strategic planning case method strategische unternehmensführung,10,18,False,False
BOOK00422,Global strategic management,Open Library only,global strategic management zzfieldboundaryzz kamel mellahi jedrzej george frynas paul finlay,global strategic management zzfieldboundaryzz kamel mellahi jedrzej george frynas paul finlay zzfieldboundaryzz international business enterprises management international economic relations case studies strategic planning,7,22,False,False
BOOK00423,Strategic management,Open Library only,strategic management zzfieldboundaryzz richard l lynch,strategic management zzfieldboundaryzz richard l lynch zzfieldboundaryzz business planning strategic planning,4,9,False,False
BOOK00424,Change management,Open Library only,change management zzfieldboundaryzz jeffrey m hiatt timothy j creasey,change management zzfieldboundaryzz jeffrey m hiatt timothy j creasey zzfieldboundaryzz organizational change management,6,8,False,False
BOOK00425,Managing Change/Changing Managers,Open Library only,managing change changing managers zzfieldboundaryzz julian randall,managing change changing managers zzfieldboundaryzz julian randall zzfieldboundaryzz industrial management organizational change,10,16,False,False
BOOK00426,Change management,Open Library only,change management zzfieldboundaryzz robert sullivan stephen lytton,change management zzfieldboundaryzz robert sullivan stephen lytton zzfieldboundaryzz organizational change case studies veranderingsprocessen organisatieverandering strategische planning bedrijfsprocessen sellotape company sellotape industrial,6,19,False,False
BOOK00427,Change Management,Open Library only,change management zzfieldboundaryzz thomas lauer,change management zzfieldboundaryzz thomas lauer zzfieldboundaryzz change management erfolgsfaktor zzfieldboundaryzz wandel in unternehmen stellt in zeiten zunehmender marktdynamik eher die regel denn die ausnahme dar ihn erfolgreich zu gestalten ist aber erfahrungsgema alles andere als einfach das vorliegende buch dient als umfassender und zugleich praxisnaher leitfaden des dazu erforderlichen change managements eine versta ndliche einfu hrung zu den grundlagen organisatorischen wandels mu ndet in die praxisnahe vermittlung der wichtigsten erfolgsfaktoren aktuelle fallbeispiele illustrieren die aussagen und helfen ein tieferes versta ndnis zu erlangen tipps und checklisten zum abschluss jedes kapitels bilden die bru cke zur erfolgreichen umsetzung in der praxis,4,17,False,False
BOOK00428,"Managing change, changing managers",Open Library only,managing change changing managers zzfieldboundaryzz julian randall,managing change changing managers zzfieldboundaryzz julian randall zzfieldboundaryzz business industrial management management nonfiction organizational change changement organisationnel gestion d'entreprise business economics structural adjustment zzfieldboundaryzz the topic of change management presents students with many challenges one of the most difficult is making sense of the plethora of guru and hero-manager literature managing change changing managers is an innovative textbook that encourages readers to rigorously question popular management theory presenting a challenging review of existing literature in the change management field the author brings together an overarching perspective on the most influential writings in the area but unlike other textbooks provides a much-needed criritque of the material and its implications for management practice arguing that the majority of management guru literature makes the art of managing change appear simple and foolproof when it is not this text is refreshingly critical guiding and enhancing the reader's own criticality the book also draws the best practice out of the traditional theory using cases to illuminate the practical side to change management,10,92,False,False
BOOK00429,Change management in information services,Open Library only,change management in information services zzfieldboundaryzz lyndon pugh,change management in information services zzfieldboundaryzz lyndon pugh zzfieldboundaryzz administration information services libraries management organizational change technological innovations library administration information resources management bibliothèques changement organisationnel services d'information innovations gestion language arts disciplines library information science general information services management information services management title library science,5,35,False,False
BOOK00430,Making sense of change management,Open Library only,making sense of change management zzfieldboundaryzz esther cameron mike green,making sense of change management zzfieldboundaryzz esther cameron mike green zzfieldboundaryzz teams in the workplace management organizational change reengineering management information technology information technology management business and management,13,32,False,False
BOOK00431,Changing Change Management,Open Library only,changing change management zzfieldboundaryzz darren mccabe,changing change management zzfieldboundaryzz darren mccabe zzfieldboundaryzz economics organizational change public administration case studies business enterprises great britain organizational behavior personnel management management public administration case studies changement organisationnel administration publique science études de cas business economics leadership organizational behavior,4,43,False,False
BOOK00432,Change Management,Open Library only,change management zzfieldboundaryzz klaus doppler christoph lauterburg,change management zzfieldboundaryzz klaus doppler christoph lauterburg,4,4,False,False
BOOK00433,Making sense of change management,Open Library only,making sense of change management zzfieldboundaryzz esther cameron,making sense of change management zzfieldboundaryzz esther cameron zzfieldboundaryzz management nonfiction teams in the workplace organizational change reengineering management information technology reengineering management information technology management zzfieldboundaryzz written for students and professionals alike making sense of change management is the classic text in the field of change management it is aimed at anyone who wants to understand why change happens how it happens and what needs to be done to make change a welcome rather than a dreaded concept it offers considered insights into the many frameworks models and ways of approaching change and helps the reader to apply the right approach to each unique situation this fully updated new edition includes new chapters on recent and emerging research in the area of change management and guidance on how to manage complex change,10,87,False,False
BOOK00434,The Theory and Practice of Change Management,Open Library only,the theory and practice of change management zzfieldboundaryzz john hayes,the theory and practice of change management zzfieldboundaryzz john hayes zzfieldboundaryzz organizational change organizational effectiveness,10,15,False,False
BOOK00435,Effective Change Manager,Open Library only,effective change manager zzfieldboundaryzz the change management institute,effective change manager zzfieldboundaryzz the change management institute,9,9,False,False
BOOK00436,Making sense of change management,Open Library only,making sense of change management zzfieldboundaryzz esther cameron,making sense of change management zzfieldboundaryzz esther cameron zzfieldboundaryzz teams in the workplace management organizational change reengineering management information technology business economics management business economics human resources personnel management business economics organizational behavior business economics leadership psychology industrial organizational psychology zzfieldboundaryzz the world we live in continues to change at an intense rate in order to succeed over the next few years organizations must adapt to tough market conditions by changing their strategies their structures their boundaries and of course their expectations of staff and managers ideal reading for anyone who is currently part of or leading a change initiative making sense of change management 4th edition is the definitive text in the field of change management aimed at students and professionals alike it provides comprehensive coverage of the models tools and techniques of successful change management with a focus on individual team and organizational change to help the reader apply each concept to unique situations now with a new chapter exploring the integration of change management with project management it also contains a completely revised and updated chapter on culture change that takes into account emerging thinking and practice --,10,131,False,False
BOOK00437,Managing change,Open Library only,managing change zzfieldboundaryzz todd jick maury peiperl todd d jick,managing change zzfieldboundaryzz todd jick maury peiperl todd d jick zzfieldboundaryzz case studies organizational change casestudies organisatieverandering leiderschap business management business economics business economics finance textbooks business economics human resources personnel management leadership organizational behavior business economics organizational behavior development - business development management - general,4,45,False,False
BOOK00438,Change Management,Open Library only,change management zzfieldboundaryzz jeff hiatt,change management zzfieldboundaryzz jeff hiatt zzfieldboundaryzz this book is a solid research-based introduction to the discipline of change management and a primer to catalyze change leadership and competency in managers and executives change management is a practical look at what it means to manage the people side of change and gives more the reader insight into best practices in this area --publisher description,5,30,False,False
BOOK00439,Lean Change Management,Open Library only,lean change management zzfieldboundaryzz jason little,lean change management zzfieldboundaryzz jason little,6,6,False,False
BOOK00440,Change Management,Open Library only,change management zzfieldboundaryzz james mccalman,change management zzfieldboundaryzz james mccalman zzfieldboundaryzz organizational change management organizational innovation changement organisationnel organisatieverandering organisatieontwikkeling organisationsentwicklung organisationswandel einführung,4,18,False,False
BOOK00441,Strategic Change Management Strategic Change Management,Open Library only,strategic change management strategic change management zzfieldboundaryzz djamel eddine laouisset,strategic change management strategic change management zzfieldboundaryzz djamel eddine laouisset,4,5,False,False
BOOK00442,Organizational Behaviour and Change Management,Open Library only,organizational behaviour and change management zzfieldboundaryzz cornell vernooij judith stuijt maarten hendriks wouter ten have steven ten have,organizational behaviour and change management zzfieldboundaryzz cornell vernooij judith stuijt maarten hendriks wouter ten have steven ten have zzfieldboundaryzz organizational behavior change psychology social psychology business economics management psychology industrial organizational psychology,9,27,False,False
BOOK00443,The Manager's Path,Open Library only,the manager's path zzfieldboundaryzz camille fournier,the manager's path zzfieldboundaryzz camille fournier zzfieldboundaryzz management business software development professional employees personnel management handbooks manuals leadership industrial management management -- handbooks manuals etc wirtschaftsingenieur business economics leadership computers software development engineering general technology engineering project management zzfieldboundaryzz managing people is difficult wherever you work but in the tech industry where management is also a technical discipline the learning curve can be brutal especially when there are few tools texts and frameworks to help you in this practical guide author camille fournier tech lead turned cto takes you through each stage in the journey from engineer to technical manager from mentoring interns to working with senior staff you'll get actionable advice for approaching various obstacles in your path this book is ideal whether you're a new manager a mentor or a more experienced leader looking for fresh advice pick up this book and learn how to become a better manager and leader in your organization - begin by exploring what you expect from a manager - understand what it takes to be a good mentor and a good tech lead - learn how to manage individual members while remaining focused on the entire team - understand how to manage yourself and avoid common pitfalls that challenge many leaders - manage multiple teams and learn how to manage managers - learn how to build and bootstrap a unifying culture in teams,1,109,False,False
BOOK00444,Agile Change Management,Open Library only,agile change management zzfieldboundaryzz melanie franklin,agile change management zzfieldboundaryzz melanie franklin zzfieldboundaryzz organizational change management business economics organizational development business economics management business economics leadership business economics human resources personnel management business economics project management,6,30,False,False
BOOK00445,The Effective Change Manager's Handbook,Open Library only,the effective change manager's handbook zzfieldboundaryzz apmg,the effective change manager's handbook zzfieldboundaryzz apmg zzfieldboundaryzz organizational change management business economics management business economics organizational development reference handbooks manuals economics,6,22,False,False
BOOK00446,Breakthrough IT Change Management,Open Library only,breakthrough it change management zzfieldboundaryzz bennet lientz kathryn rea,breakthrough it change management zzfieldboundaryzz bennet lientz kathryn rea zzfieldboundaryzz organizational change information technology management,6,13,False,False
BOOK00447,Beyond change management,Open Library only,beyond change management zzfieldboundaryzz dean anderson,beyond change management zzfieldboundaryzz dean anderson zzfieldboundaryzz leadership organizational change changement organisationnel management structural adjustment business economics organizational innovation,5,22,False,False
BOOK00448,Managing Change,Open Library only,managing change zzfieldboundaryzz bernard burnes,managing change zzfieldboundaryzz bernard burnes zzfieldboundaryzz organizational change management strategic planning organisatieverandering strategisch management organization changement organisationnel organisationsentwicklung organisationswandel unternehmen unternehmensentwicklung management and business administration zzfieldboundaryzz xiv 322 pages 24 cm,4,33,False,False
BOOK00449,Business process change management,Open Library only,business process change management zzfieldboundaryzz august-wilhelm scheer,business process change management zzfieldboundaryzz august-wilhelm scheer zzfieldboundaryzz organizational change management data processing business aris computer file reengineering management information technology computer files business data processing information technology management,5,25,False,False
BOOK00450,Change Management,Open Library only,change management zzfieldboundaryzz frank voehl h james harrington,change management zzfieldboundaryzz frank voehl h james harrington zzfieldboundaryzz organizational change strategic planning management organizational innovation changement organisationnel planification stratégique,9,26,False,False
BOOK00451,Change Management Für Dummies,Open Library only,change management für dummies zzfieldboundaryzz alexandra schichtel,change management für dummies zzfieldboundaryzz alexandra schichtel,5,5,False,False
BOOK00452,Reconsidering Change Management,Open Library only,reconsidering change management zzfieldboundaryzz steven ten have ten have wouter anne-bregj huijsmans,reconsidering change management zzfieldboundaryzz steven ten have ten have wouter anne-bregj huijsmans zzfieldboundaryzz organizational change management changement organisationnel gestion business economics industrial management management science organizational behavior organisatieontwikkeling organisatieverandering veranderingsprocessen,5,29,False,False
BOOK00453,Correctional administration and change management,Open Library only,correctional administration and change management zzfieldboundaryzz martha henderson hurley,correctional administration and change management zzfieldboundaryzz martha henderson hurley zzfieldboundaryzz correctional institutions management administration établissements de correction gestion social science penology,6,13,False,False
BOOK00454,Change management,Open Library only,change management zzfieldboundaryzz marcus gonc alves,change management zzfieldboundaryzz marcus gonc alves zzfieldboundaryzz management knowledge management organizational change information technology,4,14,False,False
BOOK00455,The Theory and Practice of Change Management,Open Library only,the theory and practice of change management zzfieldboundaryzz john hayes,the theory and practice of change management zzfieldboundaryzz john hayes zzfieldboundaryzz organizational change organizational effectiveness,10,15,False,False
BOOK00456,Appreciative inquiry for change management,Open Library only,appreciative inquiry for change management zzfieldboundaryzz sarah lewis,appreciative inquiry for change management zzfieldboundaryzz sarah lewis zzfieldboundaryzz management organizational change organizational effectiveness employee participation appreciative inquiry management employee participation zzfieldboundaryzz appreciative inquiry ai is one of the most exciting and increasingly recognized concepts being used to facilitate organizational change this book studies ai in depth illustrating the method of asking particular questions and envisioning the future encouraging staff to consider both the positive and negative systems in place and to recognize the need to implement change it demonstrates how ai can be practically applied by combining the skills perspectives and approaches presented here into a practical conversational approach to organizational challenges it also takes a look at other techniques used to create change through conversation case studies from organizations that have already integrated conversational methods into their change management practice show why the processes are valuable why they are effective and how to generate such conversations yourself written in jargon-free language this is an excellent resource for discovering the benefits that conversational techniques can have on an organization and its performance --,6,71,False,False
BOOK00457,Leadership and change management,Open Library only,leadership and change management zzfieldboundaryzz annabel c beerel,leadership and change management zzfieldboundaryzz annabel c beerel zzfieldboundaryzz leadership management case studies organizational change,5,13,False,False
BOOK00458,Changing managers and managing change,Open Library only,changing managers and managing change zzfieldboundaryzz mahmoud ezzamel simon lilley hugh wilmott chris green,changing managers and managing change zzfieldboundaryzz mahmoud ezzamel simon lilley hugh wilmott chris green zzfieldboundaryzz organizational change management managerial accounting changement organisationnel comptabilité de gestion,10,24,False,False
BOOK00459,Managing innovation,Open Library only,managing innovation zzfieldboundaryzz joseph tidd joe tidd john bessant keith pavitt,managing innovation zzfieldboundaryzz joseph tidd joe tidd john bessant keith pavitt zzfieldboundaryzz industrial management technological innovations organizational change management changement organisationnel gestion d'entreprises organisatieverandering innovations technologiques innovations technische vernieuwing gestion d'entreprise technische innovation organisationswandel innovationsmanagement markt success in business organizational innovation technologies technology assessment organizations total quality management economics commerce business amp economics general business economics - business - business studies,11,68,False,False
BOOK00460,Change Management During Unprecedented Times,Open Library only,change management during unprecedented times zzfieldboundaryzz kyla latrice tennin,change management during unprecedented times zzfieldboundaryzz kyla latrice tennin,4,5,False,False
BOOK00461,"Change Management in schwierigen Zeiten, m. CD-ROM",Open Library only,change management in schwierigen zeiten m cd-rom zzfieldboundaryzz dietmar vahs,change management in schwierigen zeiten m cd-rom zzfieldboundaryzz dietmar vahs,3,5,False,False
BOOK00462,Leadership and Change Management,Open Library only,leadership and change management zzfieldboundaryzz daphne halkias joseph c santora nicholas harkiolakis paul w thurman,leadership and change management zzfieldboundaryzz daphne halkias joseph c santora nicholas harkiolakis paul w thurman,13,13,False,False
BOOK00463,The complete idiot's guide to change management,Open Library only,the complete idiot's guide to change management zzfieldboundaryzz jeffrey p davidson,the complete idiot's guide to change management zzfieldboundaryzz jeffrey p davidson zzfieldboundaryzz organizational change management,5,8,False,False
BOOK00464,Additive Manufacturing Change Management,Open Library only,additive manufacturing change management zzfieldboundaryzz david m dietrich michael kenworthy elizabeth a cudney,additive manufacturing change management zzfieldboundaryzz david m dietrich michael kenworthy elizabeth a cudney zzfieldboundaryzz three-dimensional printing manufacturing processes additive manufacturing automation printing three-dimensional fabrication additive impression tridimensionnelle fabrication automatisation 3-d printing technology engineering mechanical technology industrial design general manufacturing,6,21,False,False
BOOK00465,Enterprise Change Management,Open Library only,enterprise change management zzfieldboundaryzz david miller audra proctor,enterprise change management zzfieldboundaryzz david miller audra proctor zzfieldboundaryzz organizational change leadership,7,11,False,False
BOOK00466,Switch,Open Library only,switch zzfieldboundaryzz chip heath chip heath dan heath,switch zzfieldboundaryzz chip heath chip heath dan heath zzfieldboundaryzz business nonfiction new york times bestseller nyt hardcover business books 2012-02-25 change psychology self-actualization psychology cambio psicología actualización de sí mismo psicología change management psychischer konflikt aspects sociaux business development change strategies aspects psychologiques development decision-making problem solving développement personnel änderung affektive bindung leadership psychological adaptation business economics anpassung adaptation au changement change organizational change attitude change nyt hardcover-advice 2010-03-07 psychology zzfieldboundaryzz why is it so hard to make lasting changes in our companies in our communities and in our own lives the primary obstacle is a conflict that's built into our brains say chip and dan heath authors of the critically acclaimed bestseller made to stick psychologists have discovered that our minds are ruled by two different systems--the rational mind and the emotional mind--that compete for control the rational mind wants a great beach body the emotional mind wants that oreo cookie the rational mind wants to change something at work the emotional mind loves the comfort of the existing routine this tension can doom a change effort--but if it is overcome change can come quickly in switch the heaths show how everyday people--employees and managers parents and nurses--have united both minds and as a result achieved dramatic results the lowly medical interns who managed to defeat an entrenched decades-old medical practice that was endangering patients the home-organizing guru who developed a simple technique for overcoming the dread of housekeeping the manager who transformed a lackadaisical customer-support team into service zealots by removing a standard tool of customer service in a compelling story-driven narrative the heaths bring together decades of counterintuitive research in psychology sociology and other fields to shed new light on how we can effect transformative change switch shows that successful changes follow a pattern a pattern you can use to make the changes that matter to you whether your interest is in changing the world or changing your waistline from the hardcover edition,6,146,False,False
BOOK00467,Leading Change,Open Library only,leading change zzfieldboundaryzz john p kotter,leading change zzfieldboundaryzz john p kotter zzfieldboundaryzz leadership strategic planning organizational change industrial organization management changement organisationnel planning techniques organisatieverandering organizational innovation organization and administration planification stratégique organisation contrôle industrie leiderschap strategisch management führungsstil organisatorischer wandel 85 10 strategic management ressources humaines organisation du travail strategisches management verhalten in organisationen formation direction d'entreprise gestion d'entreprises organizations zzfieldboundaryzz what will it take to bring your organization successfully into the twenty-first century the world's foremost expert on business leadership distills twenty-five years of experience and wisdom based on lessons he has learned from scores of organizations and businesses to write this visionary guide the result is a very personal book that is at once inspiring clear-headed and filled with important implications for the future the pressures on organizations to change will only increase over the next decades yet the methods managers have used in the attempt to transform their companies into stronger competitors -- total quality management reengineering right sizing restructuring cultural change and turnarounds -- routinely fall short says kotter because they fail to alter behavior emphasizing again and again the critical need for leadership to make change happen leading change provides the vicarious experience and positive role models for leaders to emulate the book identifies an eight-step process that every company must go through to achieve its goal and shows where and how people -- good people -- often derail reading this highly personal book is like spending a day with john kotter it reveals what he has seen heard experienced and concluded in many years of working with companies to create lasting transformation the book is an inspirational yet practical resource for everyone who has a stake in orchestrating changes in their organization in leading change we have unprecedented access to our generation's master of leadership - jacket flap,3,163,False,False
BOOK00468,Employee Empowerment,Open Library only,employee empowerment zzfieldboundaryzz daniel bloom,employee empowerment zzfieldboundaryzz daniel bloom zzfieldboundaryzz economics quality control management employee empowerment industrial management employee participation organizational effectiveness personnel habilitation gestion d'entreprise participation du personnel efficacité organisationnelle,3,28,False,False
BOOK00469,Change Management Masterclass,Open Library only,change management masterclass zzfieldboundaryzz mike green,change management masterclass zzfieldboundaryzz mike green zzfieldboundaryzz business management nonfiction organizational change case studies zzfieldboundaryzz change management handled badly can create enormous problems for business a recent mckinsey survey suggested that only 6 of change management projects are completed successfully with the process of change causing feelings of anxiety and confusion in the changing organization there is obviously a great need for support during any transition change management masterclass explains the whole process in accessible terms it looks at why organizations need to change the different ways change can be approached and what makes a process of change management successful,6,48,False,False
BOOK00470,Change Manager,Open Library only,change manager zzfieldboundaryzz tracey torble,change manager zzfieldboundaryzz tracey torble zzfieldboundaryzz information technology,4,7,False,False
