matrix_row,book_id,canonical_title,authors,source_group,first_publish_year,publication_year_observed,publishers,isbn_13,subjects,cluster_label,cover_url,qa_major_flag_count,qa_minor_flag_count,qa_review_score,qa_review_priority
987,BOOK00988,Learned Excellence,['Eric Potterat and Alan Eagle'],LeadershipNow only,,2024.0,,,[],Future Thinking and Personal Development,https://www.leadershipnow.com/leadershop/images/9780063316164.jpg,1,2,4,Priority review
989,BOOK00990,Day Trading Attention,['Gary Vaynerchuk'],LeadershipNow only,,2024.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780063317598.jpg,1,2,4,Priority review
990,BOOK00991,How to Walk into a Room,['Emily P. Freeman'],LeadershipNow only,,2024.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780063328822.jpg,1,2,4,Priority review
991,BOOK00992,The Skill Code,['Matt Beane'],LeadershipNow only,,2024.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780063337794.jpg,1,2,4,Priority review
993,BOOK00994,The Stress Paradox,['Sharon Horesh Bergquist'],LeadershipNow only,,2025.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780063345966.jpg,1,2,4,Priority review
994,BOOK00995,The Six Disciplines of Strategic Thinking,['Michael D. Watkins'],LeadershipNow only,,2024.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780063357969.jpg,1,2,4,Priority review
995,BOOK00996,Pivot or Die,['Gary Shapiro'],LeadershipNow only,,2024.0,,,[],Future Thinking and Personal Development,https://www.leadershipnow.com/leadershop/images/9780063374775.jpg,1,2,4,Priority review
996,BOOK00997,The Sweaty Startup,['Nick Huber'],LeadershipNow only,,2025.0,,,[],Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9780063387621.jpg,1,2,4,Priority review
997,BOOK00998,Team Intelligence,['Jon Levy'],LeadershipNow only,,2025.0,,,[],Team Leadership,https://www.leadershipnow.com/leadershop/images/9780063399570.jpg,1,2,4,Priority review
998,BOOK00999,Never Lead Alone,['Keith Ferrazzi'],LeadershipNow only,,2024.0,,,[],Contemporary Leadership Practice,https://www.leadershipnow.com/leadershop/images/9780063412576.jpg,1,2,4,Priority review
999,BOOK01000,"Speak, Memorably",['Bill McGowan and Juliana Silva'],LeadershipNow only,,2025.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780063415195.jpg,1,2,4,Priority review
1000,BOOK01001,The AI Con,['Emily M. Bender and Alex Hanna'],LeadershipNow only,,2025.0,,,[],Contemporary Leadership Practice,https://www.leadershipnow.com/leadershop/images/9780063418561.jpg,1,2,4,Priority review
1002,BOOK01003,The CEO Mindset,['Shiv Shivakumar'],LeadershipNow only,,2025.0,,,[],Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9780143477259.jpg,1,2,4,Priority review
1003,BOOK01004,Nimitz at War,['Craig L. Symonds'],LeadershipNow only,,2022.0,,,[],Future Thinking and Personal Development,https://www.leadershipnow.com/leadershop/images/9780190062361.jpg,1,2,4,Priority review
1004,BOOK01005,Our Least Important Asset,['Peter Cappelli'],LeadershipNow only,,2023.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780197629802.jpg,1,2,4,Priority review
1007,BOOK01008,Emotionally Charged,['Dina Denham Smith and Alicia A. Grandey'],LeadershipNow only,,2025.0,,,[],Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9780197750155.jpg,1,2,4,Priority review
1008,BOOK01009,Leadership from Bad to Worse,['Barbara Kellerman'],LeadershipNow only,,2024.0,,,[],Transformational Leadership,https://www.leadershipnow.com/leadershop/images/9780197759271.jpg,1,2,4,Priority review
1009,BOOK01010,Liberalism's Last Man,['Vikash Yadav'],LeadershipNow only,,2023.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780226821474.jpg,1,2,4,Priority review
1011,BOOK01012,The Means of Prediction,['Maximilian Kasy'],LeadershipNow only,,2025.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780226839530.jpg,1,2,4,Priority review
1012,BOOK01013,The Unaccountability Machine,['Dan Davies'],LeadershipNow only,,2025.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780226843087.jpg,1,2,4,Priority review
1013,BOOK01014,Doing Meritocracy Right,['Thomas A. Cole'],LeadershipNow only,,2025.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780226844596.jpg,1,2,4,Priority review
1014,BOOK01015,Generation Why,['Karl Moore'],LeadershipNow only,,2023.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780228016878.jpg,1,2,4,Priority review
1015,BOOK01016,The Entrepreneurs,['Derek Lidow'],LeadershipNow only,,2022.0,,,[],Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9780231199148.jpg,1,2,4,Priority review
1016,BOOK01017,Win from Within,['James Heskett'],LeadershipNow only,,2022.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780231203005.jpg,1,2,4,Priority review
1017,BOOK01018,Pause to Think,['Jaime Lester'],LeadershipNow only,,2024.0,,,[],Future Thinking and Personal Development,https://www.leadershipnow.com/leadershop/images/9780231212984.jpg,1,2,4,Priority review
1018,BOOK01019,Inside IBM,['James W. Cortada'],LeadershipNow only,,2023.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780231213004.jpg,1,2,4,Priority review
1020,BOOK01021,Everyday Superhero,"[""Tony O'Driscoll""]",LeadershipNow only,,2022.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780241502785.jpg,1,2,4,Priority review
1021,BOOK01022,The Digital Multinational,['Satish Nambisan and Yadong Luo'],LeadershipNow only,,2022.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780262046329.jpg,1,2,4,Priority review
1022,BOOK01023,The Work of the Future,"['David H. Autor, David A. Mindell and Elisabeth Reynolds']",LeadershipNow only,,2022.0,,,[],Workplace and Generational Dynamics,https://www.leadershipnow.com/leadershop/images/9780262046367.jpg,1,2,4,Priority review
1023,BOOK01024,Work without Jobs,['Ravin Jesuthasanand John W. Boudreau'],LeadershipNow only,,2022.0,,,[],Workplace and Generational Dynamics,https://www.leadershipnow.com/leadershop/images/9780262046411.jpg,1,2,4,Priority review
1024,BOOK01025,Productive Tensions,['Christopher B. Bingham and Rory M. McDonald'],LeadershipNow only,,2022.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780262046930.jpg,1,2,4,Priority review
1025,BOOK01026,Workforce Ecosystems,"['Elizabeth J. Altman, David Kiron, Jeff Schwartz and Robin Jones']",LeadershipNow only,,2023.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780262047777.jpg,1,2,4,Priority review
1026,BOOK01027,Inside the Competitor's Mindset,['John Horn'],LeadershipNow only,,2023.0,,,[],Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9780262047883.jpg,1,2,4,Priority review
1027,BOOK01028,The Leaders You Need,['Karen Brown'],LeadershipNow only,,2024.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780262049085.jpg,1,2,4,Priority review
1028,BOOK01029,The Skills-Powered Organization,['Ravin Jesuthasan and Tanuj Kapilashrami'],LeadershipNow only,,2024.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780262049238.jpg,1,2,4,Priority review
1031,BOOK01032,Campaign of the Century,['Irwin F. Gellman'],LeadershipNow only,,2022.0,,,[],Future Thinking and Personal Development,https://www.leadershipnow.com/leadershop/images/9780300218268.jpg,1,2,4,Priority review
1034,BOOK01035,Mixed Signals,['Uri Gneezy'],LeadershipNow only,,2023.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780300255539.jpg,1,2,4,Priority review
1035,BOOK01036,Decision Leadership,['Don A. Moore and Max H. Bazerman'],LeadershipNow only,,2022.0,,,[],Decision Making,https://www.leadershipnow.com/leadershop/images/9780300259698.jpg,1,2,4,Priority review
1037,BOOK01038,We Need to Talk About Inflation,['Stephen D. King'],LeadershipNow only,,2023.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780300270471.jpg,1,2,4,Priority review
1038,BOOK01039,Making Sense of Chaos,['J. Doyne Farmer'],LeadershipNow only,,2024.0,,,[],Decision Making,https://www.leadershipnow.com/leadershop/images/9780300273779.jpg,1,2,4,Priority review
1039,BOOK01040,The Corporation in the Twenty-First Century,['John Kay'],LeadershipNow only,,2025.0,,,[],Future Thinking and Personal Development,https://www.leadershipnow.com/leadershop/images/9780300280197.jpg,1,2,4,Priority review
1040,BOOK01041,"Inner Mastery, Outer Impact",['Hitendra Wadhwaa'],LeadershipNow only,,2022.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780306827860.jpg,1,2,4,Priority review
1041,BOOK01042,Rising Together,['Sally Helgesen'],LeadershipNow only,,2023.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780306828300.jpg,1,2,4,Priority review
1042,BOOK01043,Team Habits,['Charlie Gilkey'],LeadershipNow only,,2023.0,,,[],Team Leadership,https://www.leadershipnow.com/leadershop/images/9780306828331.jpg,1,2,4,Priority review
1043,BOOK01044,"Bigger, Better, Bolder",['Jennifer Cohen'],LeadershipNow only,,2022.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780306829581.jpg,1,2,4,Priority review
1044,BOOK01045,The Choice Point,['Joanna Grover and Jonathan Rhodes'],LeadershipNow only,,2023.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780306830273.jpg,1,2,4,Priority review
1045,BOOK01046,Flip Your Life,['Tarek El Moussa'],LeadershipNow only,,2024.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780306830877.jpg,1,2,4,Priority review
1046,BOOK01047,The 12-Week MBA,['Bjorn Billhardt and Nathan Kracklauer'],LeadershipNow only,,2024.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780306832369.jpg,1,2,4,Priority review
1048,BOOK01049,Ask,['Jeff Wetzler'],LeadershipNow only,,2024.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780306832697.jpg,1,2,4,Priority review
1049,BOOK01050,The Five Talents That Really Matter,['Barry Conchie and Sarah Dalton'],LeadershipNow only,,2024.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780306833403.jpg,1,2,4,Priority review
1050,BOOK01051,Dynamic Drive,['Molly Fletcher'],LeadershipNow only,,2024.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780306834196.jpg,1,2,4,Priority review
1051,BOOK01052,Don't Say Um,['Michael Chad Hoeppner'],LeadershipNow only,,2025.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780306834509.jpg,1,2,4,Priority review
1052,BOOK01053,Purposeful Curiosity,['Constantine Andriopoulos'],LeadershipNow only,,2022.0,,,[],Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9780306847363.jpg,1,2,4,Priority review
1054,BOOK01055,The Aspiring Leader's Guide to the Future,['Clay Scroggins'],LeadershipNow only,,2022.0,,,[],Future Thinking and Personal Development,https://www.leadershipnow.com/leadershop/images/9780310124450.jpg,1,2,4,Priority review
1055,BOOK01056,The Power to Change,['Craig Groeschel'],LeadershipNow only,,2023.0,,,[],Power and Influence,https://www.leadershipnow.com/leadershop/images/9780310362777.jpg,1,2,4,Priority review
1057,BOOK01058,Your Future Self,['Hal Hershfield'],LeadershipNow only,,2023.0,,,[],Future Thinking and Personal Development,https://www.leadershipnow.com/leadershop/images/9780316421256.jpg,1,2,4,Priority review
1058,BOOK01059,The Geek Way,['Andrew McAfee'],LeadershipNow only,,2023.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780316436700.jpg,1,2,4,Priority review
1059,BOOK01060,The Revolutionary,['Stacy Schiff'],LeadershipNow only,,2022.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780316441117.jpg,1,2,4,Priority review
1060,BOOK01061,Blood in the Machine,['Brian Merchant'],LeadershipNow only,,2023.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780316487740.jpg,1,2,4,Priority review
1062,BOOK01063,The Problem with Change,['Ashley Goodall'],LeadershipNow only,,2024.0,,,[],Change Management,https://www.leadershipnow.com/leadershop/images/9780316560276.jpg,1,2,4,Priority review
1063,BOOK01064,Revenge of the Tipping Point,['Malcolm Gladwell'],LeadershipNow only,,2024.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780316575805.jpg,1,2,4,Priority review
1064,BOOK01065,Disrupt Everything-and Win,['James Patterson and Patrick Leddin PhD'],LeadershipNow only,,2025.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780316593946.jpg,1,2,4,Priority review
1065,BOOK01066,The Chaos Machine,['Max Fisher'],LeadershipNow only,,2023.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780316703321.jpg,1,2,4,Priority review
1066,BOOK01067,A Story is a Deal,['Will Storr'],LeadershipNow only,,2025.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780349437231.jpg,1,2,4,Priority review
1068,BOOK01069,Coach K,"[""Ian O'Connor""]",LeadershipNow only,,2022.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780358345404.jpg,1,2,4,Priority review
1069,BOOK01070,King,['Jonathan Eig'],LeadershipNow only,,2023.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780374279295.jpg,1,2,4,Priority review
1072,BOOK01073,The Extinction of Experience,['Christine Rosen'],LeadershipNow only,,2024.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780393241716.jpg,1,2,4,Priority review
1073,BOOK01074,The End of Burnout,['Jonathan Malesic'],LeadershipNow only,,2022.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780520344075.jpg,1,2,4,Priority review
1074,BOOK01075,The Random Factor,['Prof. Mark Robert Rank'],LeadershipNow only,,2024.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780520390966.jpg,1,2,4,Priority review
1075,BOOK01076,May Contain Lies,['Alex Edmans'],LeadershipNow only,,2024.0,,,[],Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9780520405851.jpg,1,2,4,Priority review
1076,BOOK01077,The Power Law,['Sebastian Mallaby'],LeadershipNow only,,2022.0,,,[],Power and Influence,https://www.leadershipnow.com/leadershop/images/9780525559993.jpg,1,2,4,Priority review
1078,BOOK01079,Mark Twain,['Ron Chernow'],LeadershipNow only,,2025.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780525561729.jpg,1,2,4,Priority review
1079,BOOK01080,The Secret to Transformational Leadership,['Quintin Shepherd with Sarah Williamson'],LeadershipNow only,,2022.0,,,[],Transformational Leadership,https://www.leadershipnow.com/leadershop/images/9780578376943.jpg,1,2,4,Priority review
1080,BOOK01081,Power Failure,['William D. Cohan'],LeadershipNow only,,2022.0,,,[],Power and Influence,https://www.leadershipnow.com/leadershop/images/9780593084168.jpg,1,2,4,Priority review
1081,BOOK01082,Clear Thinking,['Shane Parrish'],LeadershipNow only,,2023.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593086117.jpg,1,2,4,Priority review
1082,BOOK01083,Mind Shift,['Erwin Raphael McManus'],LeadershipNow only,,2023.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593137413.jpg,1,2,4,Priority review
1083,BOOK01084,The Gift of Influence,['Tommy Spaulding'],LeadershipNow only,,2022.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593138632.jpg,1,2,4,Priority review
1084,BOOK01085,Presidents at War,['Steven M. Gillon'],LeadershipNow only,,2025.0,,,[],Future Thinking and Personal Development,https://www.leadershipnow.com/leadershop/images/9780593183137.jpg,1,2,4,Priority review
1085,BOOK01086,John Quincy Adams,['Randall Woods'],LeadershipNow only,,2024.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593187241.jpg,1,2,4,Priority review
1087,BOOK01088,How Minds Change,['David McRaney'],LeadershipNow only,,2022.0,,,[],Change Management,https://www.leadershipnow.com/leadershop/images/9780593190296.jpg,1,2,4,Priority review
1088,BOOK01089,From Strength to Strength,['Arthur C. Brooks'],LeadershipNow only,,2022.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780593191484.jpg,1,2,4,Priority review
1089,BOOK01090,"Right Thing, Right Now",['Ryan Holiday'],LeadershipNow only,,2024.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780593191712.jpg,1,2,4,Priority review
1090,BOOK01091,Wisdom Takes Work,['Ryan Holiday'],LeadershipNow only,,2025.0,,,[],Workplace and Generational Dynamics,https://www.leadershipnow.com/leadershop/images/9780593191736.jpg,1,2,4,Priority review
1092,BOOK01093,How Basketball Can Save the World,['David Hollander'],LeadershipNow only,,2023.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593234907.jpg,1,2,4,Priority review
1094,BOOK01095,Build for Tomorrow,['Jason Feifer'],LeadershipNow only,,2022.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780593235386.jpg,1,2,4,Priority review
1096,BOOK01097,The Earned Life,['Marshall Goldsmith and Mark Reiter'],LeadershipNow only,,2022.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593237274.jpg,1,2,4,Priority review
1097,BOOK01098,Burn Rate,['Andy Dunn'],LeadershipNow only,,2022.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593238264.jpg,1,2,4,Priority review
1099,BOOK01100,When We Are Seen,['Denise Young'],LeadershipNow only,,2024.0,,,[],Future Thinking and Personal Development,https://www.leadershipnow.com/leadershop/images/9780593239292.jpg,1,2,4,Priority review
1100,BOOK01101,The Voltage Effect,['John A. List'],LeadershipNow only,,2022.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593239483.jpg,1,2,4,Priority review
1101,BOOK01102,How Big Things Get Done,['Bent Flyvbjerg and Dan Gardner'],LeadershipNow only,,2023.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593239513.jpg,1,2,4,Priority review
1102,BOOK01103,The New Megatrends,['Marian Salzman'],LeadershipNow only,,2022.0,,,[],Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9780593239704.jpg,1,2,4,Priority review
1103,BOOK01104,Virtual Society,['Herman Narula'],LeadershipNow only,,2022.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780593239971.jpg,1,2,4,Priority review
1105,BOOK01106,It's Not TV,['Felix Gillette and John Koblin'],LeadershipNow only,,2022.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780593296196.jpg,1,2,4,Priority review
1107,BOOK01108,Battle of Ink and Ice,['Darrell Hartman'],LeadershipNow only,,2023.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593297162.jpg,1,2,4,Priority review
1108,BOOK01109,To Risk It All,['Admiral James Stavridis USN'],LeadershipNow only,,2022.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593297742.jpg,1,2,4,Priority review
1109,BOOK01110,How to Calm Your Mind,['Chris Bailey'],LeadershipNow only,,2022.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593298510.jpg,1,2,4,Priority review
1110,BOOK01111,The Search,['Bruce Feiler'],LeadershipNow only,,2023.0,,,[],Decision Making,https://www.leadershipnow.com/leadershop/images/9780593298916.jpg,1,2,4,Priority review
1111,BOOK01112,Good Arguments,['Bo Seo'],LeadershipNow only,,2022.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593299517.jpg,1,2,4,Priority review
1113,BOOK01114,Optimal Illusions,['Coco Krumme'],LeadershipNow only,,2023.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593331118.jpg,1,2,4,Priority review
1115,BOOK01116,The Performance Paradox,['Eduardo Briceño'],LeadershipNow only,,2023.0,,,[],Performance Management,https://www.leadershipnow.com/leadershop/images/9780593356906.jpg,1,2,4,Priority review
1116,BOOK01117,Wild Problems,['Russ Roberts'],LeadershipNow only,,2022.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593418253.jpg,1,2,4,Priority review
1117,BOOK01118,Unreasonable Hospitality,['Will Guidara'],LeadershipNow only,,2022.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593418574.jpg,1,2,4,Priority review
1119,BOOK01120,Lead to Win,['Carla A. Harris'],LeadershipNow only,,2022.0,,,[],Contemporary Leadership Practice,https://www.leadershipnow.com/leadershop/images/9780593421680.jpg,1,2,4,Priority review
1120,BOOK01121,Buy Back Your Time,['Dan Martell'],LeadershipNow only,,2023.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/978059342297X.jpg,1,2,4,Priority review
1122,BOOK01123,Shift,['Ethan Kross'],LeadershipNow only,,2025.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593444412.jpg,1,2,4,Priority review
1123,BOOK01124,Managing Up,['Melody Wilding'],LeadershipNow only,,2024.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780593444658.jpg,1,2,4,Priority review
1124,BOOK01125,The Book of Boundaries,['Melissa Urban'],LeadershipNow only,,2022.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780593448700.jpg,1,2,4,Priority review
1125,BOOK01126,It's On Me,['Sara Kuburic'],LeadershipNow only,,2023.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780593449264.jpg,1,2,4,Priority review
1126,BOOK01127,World Eaters,['Catherine Bracy'],LeadershipNow only,,2025.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593473481.jpg,1,2,4,Priority review
1127,BOOK01128,Life Worth Living,"['Miroslav Volf, Matthew Croasmun and Ryan McAnnally-Linz']",LeadershipNow only,,2023.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593489307.jpg,1,2,4,Priority review
1128,BOOK01129,Untold Power,['Rebecca Boggs Roberts'],LeadershipNow only,,2023.0,,,[],Power and Influence,https://www.leadershipnow.com/leadershop/images/9780593489994.jpg,1,2,4,Priority review
1130,BOOK01131,The Big Con,['Mariana Mazzucato and Rosie Collington'],LeadershipNow only,,2023.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593492673.jpg,1,2,4,Priority review
1131,BOOK01132,Million Dollar Weekend,['Noah Kagan with Tahl Raz'],LeadershipNow only,,2024.0,,,[],Broad Leadership and Success,https://www.leadershipnow.com/leadershop/images/9780593539774.jpg,1,2,4,Priority review
1132,BOOK01133,Look,['Christian Madsbjerg'],LeadershipNow only,,2023.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593542217.jpg,1,2,4,Priority review
1133,BOOK01134,The Experience Mindset,['Tiffani Bova'],LeadershipNow only,,2023.0,,,[],Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9780593542699.jpg,1,2,4,Priority review
1135,BOOK01136,Slow Productivity,['Cal Newport'],LeadershipNow only,,2024.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593544853.jpg,1,2,4,Priority review
1136,BOOK01137,The Way of the Champion,['Paul Rabil / Foreword by Bill Belichick'],LeadershipNow only,,2024.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593545492.jpg,1,2,4,Priority review
1138,BOOK01139,Henry V,['Dan Jones'],LeadershipNow only,,2024.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593652732.jpg,1,2,4,Priority review
1139,BOOK01140,The Creative Act,['Rick Rubin'],LeadershipNow only,,2023.0,,,[],Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9780593652886.jpg,1,2,4,Priority review
1140,BOOK01141,Team,['David Allen and Edward Lamont'],LeadershipNow only,,2024.0,,,[],Team Leadership,https://www.leadershipnow.com/leadershop/images/9780593652909.jpg,1,2,4,Priority review
1141,BOOK01142,Hidden Potential,['Adam Grant'],LeadershipNow only,,2023.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593653142.jpg,1,2,4,Priority review
1142,BOOK01143,Lead Like You Mean It,['Laysha Ward'],LeadershipNow only,,2025.0,,,[],Contemporary Leadership Practice,https://www.leadershipnow.com/leadershop/images/9780593653937.jpg,1,2,4,Priority review
1143,BOOK01144,Excellent Advice for Living,['Kevin Kelly'],LeadershipNow only,,2023.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593654521.jpg,1,2,4,Priority review
1144,BOOK01145,Choose Your Enemies Wisely,['Patrick Bet-David with Greg Dinkin'],LeadershipNow only,,2023.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593712849.jpg,1,2,4,Priority review
1147,BOOK01148,The Journey of Leadership,"['Dana Maor, Hans-Werner Kaas, Kurt Strovink and Ramesh Srinivasan']",LeadershipNow only,,2024.0,,,[],Transformational Leadership,https://www.leadershipnow.com/leadershop/images/9780593714218.jpg,1,2,4,Priority review
1148,BOOK01149,The Venture Mindset,['Ilya Strebulaev and Alex Dang'],LeadershipNow only,,2024.0,,,[],Entrepreneurial and Growth Mindset,https://www.leadershipnow.com/leadershop/images/9780593714232.jpg,1,2,4,Priority review
1149,BOOK01150,You Already Know,['Laura Huang'],LeadershipNow only,,2025.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593714768.jpg,1,2,4,Priority review
1151,BOOK01152,Primal Intelligence,['Angus Fletcher'],LeadershipNow only,,2025.0,,,[],Emotional Intelligence,https://www.leadershipnow.com/leadershop/images/9780593715307.jpg,1,2,4,Priority review
1152,BOOK01153,The Collective Edge,['Colin M. Fisher'],LeadershipNow only,,2025.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593715345.jpg,1,2,4,Priority review
1153,BOOK01154,The Song of Significance,['Seth Godin'],LeadershipNow only,,2023.0,,,[],Organizational Culture and Trust,https://www.leadershipnow.com/leadershop/images/9780593715543.jpg,1,2,4,Priority review
1154,BOOK01155,The Diary of a CEO,['Steven Bartlett'],LeadershipNow only,,2023.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593715833.jpg,1,2,4,Priority review
1156,BOOK01157,"Smart, Not Loud",['Jessica Chen'],LeadershipNow only,,2024.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593717684.jpg,1,2,4,Priority review
1157,BOOK01158,The Next Conversation,['Jefferson Fisher'],LeadershipNow only,,2025.0,,,[],CEO and Executive Transformation,https://www.leadershipnow.com/leadershop/images/9780593718728.jpg,1,2,4,Priority review
