openlibrary_author_key,author_name,candidate_rank,wikidata_id,wikidata_label,wikidata_description,wikidata_url,instance_of_qids,citizenship_qids,birthplace_qids,birth_dates,occupation_qids,wikidata_openlibrary_ids,source_ol_author_id,wikidata_ol_author_ids_normalized,exact_openlibrary_id_match,matched_author_identifier,instance_of_parsed,is_human,source_name_normalized,candidate_name_normalized,name_similarity,exact_normalized_name,occupation_qids_parsed,occupation_labels,leadwise_titles,leadwise_book_count,occupation_screen,identity_evidence_tier
OL2948637A,Don Page,1,Q3035873,Don Page,Canadian physicist,http://www.wikidata.org/entity/Q3035873,['Q5'],['Q16'],['Q80022'],['+1948-12-31T00:00:00Z'],['Q169470'],[],OL2948637A,[],False,False,['Q5'],True,don page,don page,1.0,True,['Q169470'],['physicist'],['Effective Team Leadership'],1,ambiguous,ambiguous
OL410958A,Peter Hawkins,1,Q7174587,Peter Hawkins,British actor (1924–2006),http://www.wikidata.org/entity/Q7174587,['Q5'],['Q145'],['Q84'],"['+1924-04-03T00:00:00Z', '+1924-00-00T00:00:00Z']","['Q2405480', 'Q10798782', 'Q10732476', 'Q33999']",[],OL410958A,[],False,False,['Q5'],True,peter hawkins,peter hawkins,1.0,True,"['Q2405480', 'Q10798782', 'Q10732476', 'Q33999']","['voice actor', 'television actor', 'art collector', 'actor']",['Leadership Team Coaching'],1,potentially_incompatible,conflicting
OL474603A,Graham Little,1,Q91320618,Graham Little,researcher (ORCID 0000-0002-2511-6945),http://www.wikidata.org/entity/Q91320618,['Q5'],[],[],[],['Q1650915'],[],OL474603A,[],False,False,['Q5'],True,graham little,graham little,1.0,True,['Q1650915'],['researcher'],['Operations Team Leadership (Leadership Guides)'],1,potentially_compatible,strong_secondary
OL870626A,Peter Saul,1,Q127720012,Peter Saul,modern dancer,http://www.wikidata.org/entity/Q127720012,['Q5'],[],[],[],['Q5716684'],[],OL870626A,[],False,False,['Q5'],True,peter saul,peter saul,1.0,True,['Q5716684'],['dancer'],['Strategic Team Leadership'],1,ambiguous,ambiguous
OL13202475A,Mark Abraham,1,Q3849432,Mark Abraham,American astronomer,http://www.wikidata.org/entity/Q3849432,['Q5'],['Q30'],[],[],['Q11063'],[],OL13202475A,[],False,False,['Q5'],True,mark abraham,mark abraham,1.0,True,['Q11063'],['astronomer'],['Team Leadership'],1,ambiguous,ambiguous
OL588234A,Richard L. Nolan,1,Q2150035,Richard L. Nolan,"American business theorist, and Emeritus Professor of Business Administration at the Harvard Business School",http://www.wikidata.org/entity/Q2150035,['Q5'],['Q30'],[],['+1940-04-28T00:00:00Z'],['Q188094'],[],OL588234A,[],False,False,['Q5'],True,richard l nolan,richard l nolan,1.0,True,['Q188094'],['economist'],"['Executive Team Leadership in the Global Economic and Competitive Environment', 'Executive Team Leadership for the 21st Century']",2,potentially_compatible,strong_secondary
OL577733A,Pat Wellington,1,Q7144106,Pat Wellington,Australian rules footballer,http://www.wikidata.org/entity/Q7144106,['Q5'],[],[],['+1953-07-29T00:00:00Z'],['Q13414980'],[],OL577733A,[],False,False,['Q5'],True,pat wellington,pat wellington,1.0,True,['Q13414980'],['Australian rules football player'],['Effective Team Leadership for Engineers'],1,potentially_incompatible,conflicting
OL2657201A,Peter Fleming,1,Q2605075,Peter Fleming,"British adventurer, journalist, soldier & travel writer (1907–1971)",http://www.wikidata.org/entity/Q2605075,['Q5'],['Q145'],['Q84'],['+1907-05-31T00:00:00Z'],"['Q36180', 'Q1930187', 'Q6625963', 'Q12356615', 'Q2873500']",['OL28162A'],OL2657201A,['OL28162A'],False,False,['Q5'],True,peter fleming,peter fleming,1.0,True,"['Q36180', 'Q1930187', 'Q6625963', 'Q12356615', 'Q2873500']","['writer', 'journalist', 'novelist', 'traveler', 'adventurer']",['Art of Middle Management'],1,potentially_compatible,strong_secondary
OL3377846A,Paul Newton,1,Q2313675,Paul Newton,British musician,http://www.wikidata.org/entity/Q2313675,['Q5'],['Q145'],['Q23204'],['+1945-02-21T00:00:00Z'],['Q12360214'],[],OL3377846A,[],False,False,['Q5'],True,paul newton,paul newton,1.0,True,['Q12360214'],['bass guitarist'],['Team Leadership'],1,ambiguous,ambiguous
OL2920399A,David Parkes,1,Q91932103,David C. Parkes,British-American computer scientist,http://www.wikidata.org/entity/Q91932103,['Q5'],['Q30'],['Q146705'],[],"['Q82594', 'Q3400985']",[],OL2920399A,[],False,False,['Q5'],True,david parkes,david c parkes,0.9230769230769232,False,"['Q82594', 'Q3400985']","['computer scientist', 'academic']",['Effective team leadership'],1,potentially_compatible,probable_secondary
OL8083074A,Tantum Collins,1,Q130461376,Tantum Collins,,http://www.wikidata.org/entity/Q130461376,['Q5'],[],[],[],"['Q978044', 'Q1238570']",[],OL8083074A,[],False,False,['Q5'],True,tantum collins,tantum collins,1.0,True,"['Q978044', 'Q1238570']","['executive', 'political scientist']",['Team of Teams'],1,potentially_compatible,strong_secondary
OL8937874A,David Silverman,1,Q919608,David Silverman,American animator and director,http://www.wikidata.org/entity/Q919608,['Q5'],['Q30'],['Q60'],['+1957-03-15T00:00:00Z'],"['Q2526255', 'Q266569', 'Q33999', 'Q3282637']",[],OL8937874A,[],False,False,['Q5'],True,david silverman,david silverman,1.0,True,"['Q2526255', 'Q266569', 'Q33999', 'Q3282637']","['film director', 'animator', 'actor', 'film producer']",['Team of Teams'],1,potentially_incompatible,conflicting
OL7662892A,Chris Fussell,1,Q131261928,Chris Fussell,,http://www.wikidata.org/entity/Q131261928,['Q5'],[],[],[],"['Q189290', 'Q978044', 'Q11545923']",[],OL7662892A,[],False,False,['Q5'],True,chris fussell,chris fussell,1.0,True,"['Q189290', 'Q978044', 'Q11545923']","['military officer', 'executive', 'military commander']",['Team of Teams'],1,potentially_compatible,strong_secondary
OL1607910A,Carolyn M. Shields,1,Q112467419,Carolyn M. Shields,,http://www.wikidata.org/entity/Q112467419,['Q5'],[],[],['+1945-00-00T00:00:00Z'],['Q121594'],[],OL1607910A,[],False,False,['Q5'],True,carolyn m shields,carolyn m shields,1.0,True,['Q121594'],['professor'],"['Transformative leadership in education', 'Transformative Leadership Primer']",2,potentially_compatible,strong_secondary
OL579626A,Leighton Ford,1,Q135436992,Leighton Ford,canadian-American evangelist and author (born 1931),http://www.wikidata.org/entity/Q135436992,['Q5'],[],[],['+1931-01-01T00:00:00Z'],['Q36180'],[],OL579626A,[],False,False,['Q5'],True,leighton ford,leighton ford,1.0,True,['Q36180'],['writer'],['Transforming leadership'],1,potentially_compatible,strong_secondary
OL10997841A,Glenn Walter,1,Q91890750,Glenn A Walter,researcher (ORCID 0000-0002-7346-2244),http://www.wikidata.org/entity/Q91890750,['Q5'],[],[],[],['Q1650915'],[],OL10997841A,[],False,False,['Q5'],True,glenn walter,glenn a walter,0.9230769230769232,False,['Q1650915'],['researcher'],['Transformational Leadership'],1,potentially_compatible,probable_secondary
OL7122754A,Monica Sharma,1,Q101573250,Monica Sharma,researcher ORCID 0000-0003-3599-0596,http://www.wikidata.org/entity/Q101573250,['Q5'],[],[],[],[],[],OL7122754A,[],False,False,['Q5'],True,monica sharma,monica sharma,1.0,True,[],[],['Radical Transformational Leadership'],1,insufficient,ambiguous
OL2850369A,Dennis Tourish,1,Q59140026,Dennis Tourish,professor of leadership studies,http://www.wikidata.org/entity/Q59140026,['Q5'],[],[],['+1957-01-01T00:00:00Z'],['Q188094'],[],OL2850369A,[],False,False,['Q5'],True,dennis tourish,dennis tourish,1.0,True,['Q188094'],['economist'],['The dark side of transformational leadership'],1,potentially_compatible,strong_secondary
OL40032A,John D. Adams,1,Q116251743,John D. Adams,journalist and co-owner of the Arkansas Gazette,http://www.wikidata.org/entity/Q116251743,['Q5'],[],['Q494815'],['+1827-06-23T00:00:00Z'],"['Q11293375', 'Q24266767']",[],OL40032A,[],False,False,['Q5'],True,john d adams,john d adams,1.0,True,"['Q11293375', 'Q24266767']","['proprietor', 'newspaper proprietor']","['Transforming leadership', 'Transforming Leadership']",2,ambiguous,ambiguous
OL7000993A,Issa M. Saleh,1,Q139466667,Issa M. Saleh,,http://www.wikidata.org/entity/Q139466667,['Q5'],[],[],[],['Q1622272'],[],OL7000993A,[],False,False,['Q5'],True,issa m saleh,issa m saleh,1.0,True,['Q1622272'],['university teacher'],['Reframing Transformational Leadership'],1,potentially_compatible,strong_secondary
OL3227622A,Myint Swe Khine,1,Q130775381,Myint Swe Khine,,http://www.wikidata.org/entity/Q130775381,['Q5'],[],[],[],['Q1622272'],[],OL3227622A,[],False,False,['Q5'],True,myint swe khine,myint swe khine,1.0,True,['Q1622272'],['university teacher'],['Reframing Transformational Leadership'],1,potentially_compatible,strong_secondary
OL5480270A,Terry Anderson,1,Q7704060,Terry Anderson,English association footballer (1944-1980),http://www.wikidata.org/entity/Q7704060,['Q5'],['Q145'],['Q646225'],['+1944-03-11T00:00:00Z'],['Q937857'],[],OL5480270A,[],False,False,['Q5'],True,terry anderson,terry anderson,1.0,True,['Q937857'],['association football player'],['Transforming Leadership'],1,potentially_incompatible,conflicting
OL440459A,John E. Roueche,1,Q102202487,"John E. Roueche, Jr.",Ph.D. Florida State University 1964,http://www.wikidata.org/entity/Q102202487,['Q5'],[],[],[],[],[],OL440459A,[],False,False,['Q5'],True,john e roueche,john e roueche jr,0.9032258064516128,False,[],[],['Shared vision'],1,insufficient,ambiguous
OL1711554A,Robert R. Rose,1,Q64020339,Robert R. Rose,,http://www.wikidata.org/entity/Q64020339,['Q5'],[],[],['+1937-01-01T00:00:00Z'],[],[],OL1711554A,[],False,False,['Q5'],True,robert r rose,robert r rose,1.0,True,[],[],['Shared vision'],1,insufficient,ambiguous
OL16039789A,Ismael sanchez,1,Q1674335,Ismael Sánchez,Dominican bicycle racer,http://www.wikidata.org/entity/Q1674335,['Q5'],['Q786'],['Q538953'],['+1982-06-17T00:00:00Z'],['Q2309784'],[],OL16039789A,[],False,False,['Q5'],True,ismael sanchez,ismael sanchez,1.0,True,['Q2309784'],['sport cyclist'],['Transformational Leadership Unleashed'],1,ambiguous,ambiguous
OL1171623A,Kent M. Keith,1,Q11301302,Kent M. Keith,American writer and sociologist,http://www.wikidata.org/entity/Q11301302,['Q5'],['Q30'],['Q18419'],['+1949-00-00T00:00:00Z'],"['Q36180', 'Q2306091']",[],OL1171623A,[],False,False,['Q5'],True,kent m keith,kent m keith,1.0,True,"['Q36180', 'Q2306091']","['writer', 'sociologist']",['The case for servant leadership'],1,potentially_compatible,strong_secondary
OL3478629A,Geoff Watts,1,Q64497023,Geoff Watts,researcher,http://www.wikidata.org/entity/Q64497023,['Q5'],[],[],[],"['Q1650915', 'Q3745071']",[],OL3478629A,[],False,False,['Q5'],True,geoff watts,geoff watts,1.0,True,"['Q1650915', 'Q3745071']","['researcher', 'science writer']",['Scrum Mastery'],1,potentially_compatible,strong_secondary
OL5218702A,Mike Cohn,1,Q6846351,Mike Cohn,American software developer,http://www.wikidata.org/entity/Q6846351,['Q5'],['Q30'],['Q49247'],['+1962-08-25T00:00:00Z'],['Q36180'],[],OL5218702A,[],False,False,['Q5'],True,mike cohn,mike cohn,1.0,True,['Q36180'],['writer'],['Scrum Mastery'],1,potentially_compatible,strong_secondary
OL3032412A,Esther Derby,1,Q130767212,Esther Derby,,http://www.wikidata.org/entity/Q130767212,['Q5'],[],['Q485708'],[],['Q82594'],[],OL3032412A,[],False,False,['Q5'],True,esther derby,esther derby,1.0,True,['Q82594'],['computer scientist'],['Scrum Mastery'],1,potentially_compatible,strong_secondary
OL399219A,Alfons Trompenaars,1,Q712041,Fons Trompenaars,Dutch-French anthropologist,http://www.wikidata.org/entity/Q712041,['Q5'],"['Q29999', 'Q142']",['Q727'],['+1953-00-00T00:00:00Z'],"['Q4773904', 'Q2306091', 'Q16849727', 'Q188094']",[],OL399219A,[],False,False,['Q5'],True,alfons trompenaars,fons trompenaars,0.9411764705882352,False,"['Q4773904', 'Q2306091', 'Q16849727', 'Q188094']","['anthropologist', 'sociologist', 'business consultant', 'economist']",['Servant-leadership across cultures'],1,potentially_compatible,probable_secondary
OL6973134A,Larry C. Spears,1,Q112505992,Larry C. Spears,,http://www.wikidata.org/entity/Q112505992,['Q5'],[],[],['+1955-00-00T00:00:00Z'],"['Q36180', 'Q15978655', 'Q2462658', 'Q6051619']",[],OL6973134A,[],False,False,['Q5'],True,larry c spears,larry c spears,1.0,True,"['Q36180', 'Q15978655', 'Q2462658', 'Q6051619']","['writer', 'consultant', 'manager', 'opinion journalist']",['Reflections on leadership'],1,potentially_compatible,strong_secondary
OL7039356A,Dirk van Dierendonck,1,Q58173568,Dirk Van Dierendonck,"researcher, ORCID id # 0000-0002-3545-1798",http://www.wikidata.org/entity/Q58173568,['Q5'],[],[],[],['Q1650915'],[],OL7039356A,[],False,False,['Q5'],True,dirk van dierendonck,dirk van dierendonck,1.0,True,['Q1650915'],['researcher'],['Servant leadership'],1,potentially_compatible,strong_secondary
OL2732590A,Larry C. Spears,1,Q112505992,Larry C. Spears,,http://www.wikidata.org/entity/Q112505992,['Q5'],[],[],['+1955-00-00T00:00:00Z'],"['Q36180', 'Q15978655', 'Q2462658', 'Q6051619']",[],OL2732590A,[],False,False,['Q5'],True,larry c spears,larry c spears,1.0,True,"['Q36180', 'Q15978655', 'Q2462658', 'Q6051619']","['writer', 'consultant', 'manager', 'opinion journalist']",['Focus on Leadership'],1,potentially_compatible,strong_secondary
OL5310633A,Michael Rucker,1,Q107736835,Michael Rucker,American baseball player (born 1994),http://www.wikidata.org/entity/Q107736835,['Q5'],['Q30'],[],['+1994-04-27T00:00:00Z'],['Q10871364'],[],OL5310633A,[],False,False,['Q5'],True,michael rucker,michael rucker,1.0,True,['Q10871364'],['baseball player'],['Servant Leadership'],1,potentially_incompatible,conflicting
OL2994264A,Holly Spence,1,Q100561183,Holly Spence,researcher,http://www.wikidata.org/entity/Q100561183,['Q5'],[],[],[],['Q1650915'],[],OL2994264A,[],False,False,['Q5'],True,holly spence,holly spence,1.0,True,['Q1650915'],['researcher'],['Servant Leadership'],1,potentially_compatible,strong_secondary
OL8049704A,Mary Culver,1,Q98696988,Mary Culver,,http://www.wikidata.org/entity/Q98696988,['Q5'],[],[],[],[],[],OL8049704A,[],False,False,['Q5'],True,mary culver,mary culver,1.0,True,[],[],"[""Applying Servant Leadership in Today's Schools""]",1,insufficient,ambiguous
OL6231358A,Ursula Thomas,1,Q133654313,Ursula Thomas,,http://www.wikidata.org/entity/Q133654313,['Q5'],[],[],['+1972-01-01T00:00:00Z'],['Q16831721'],[],OL6231358A,[],False,False,['Q5'],True,ursula thomas,ursula thomas,1.0,True,['Q16831721'],['ethologist'],['Cases on Servant Leadership and Equity'],1,ambiguous,ambiguous
OL3311046A,Philip Mathew,1,Q33683965,Philip Mathew,botanist,http://www.wikidata.org/entity/Q33683965,['Q5'],[],[],[],['Q2374149'],[],OL3311046A,[],False,False,['Q5'],True,philip mathew,philip mathew,1.0,True,['Q2374149'],['botanist'],['Global Servant-Leadership'],1,ambiguous,ambiguous
OL221620A,Mary Elizabeth O'Brien,1,Q112456610,Mary Elizabeth O'Brien,,http://www.wikidata.org/entity/Q112456610,['Q5'],[],[],['+1937-00-00T00:00:00Z'],['Q1231865'],[],OL221620A,[],False,False,['Q5'],True,mary elizabeth o brien,mary elizabeth o brien,1.0,True,['Q1231865'],['pedagogue'],['Servant leadership in nursing'],1,ambiguous,ambiguous
OL579275A,Ralph Lewis,1,Q684079,Ralph Lewis,American actor (1872-1937),http://www.wikidata.org/entity/Q684079,['Q5'],['Q30'],['Q2746504'],"['+1872-10-08T00:00:00Z', '+1872-10-28T00:00:00Z']","['Q33999', 'Q10800557']",[],OL579275A,[],False,False,['Q5'],True,ralph lewis,ralph lewis,1.0,True,"['Q33999', 'Q10800557']","['actor', 'film actor']",['Servant Leadership'],1,potentially_incompatible,conflicting
OL1546981A,James Hunter,1,Q108284778,James Hunter,"British Royal Navy officer, lieutenant in 1815 (1794-?)",http://www.wikidata.org/entity/Q108284778,['Q5'],['Q174193'],[],['+1794-07-21T00:00:00Z'],['Q10669499'],[],OL1546981A,[],False,False,['Q5'],True,james hunter,james hunter,1.0,True,['Q10669499'],['naval officer'],['The servant'],1,ambiguous,ambiguous
OL10259926A,Shahid Kamal,1,Q7461675,Shahid Kamal,Pakistani career diplomat,http://www.wikidata.org/entity/Q7461675,['Q5'],['Q843'],['Q1354'],['+1952-01-01T00:00:00Z'],['Q20379302'],[],OL10259926A,[],False,False,['Q5'],True,shahid kamal,shahid kamal,1.0,True,['Q20379302'],['career diplomat'],['Servant Leadership Styles and Strategic Decision Making'],1,ambiguous,ambiguous
OL10439210A,Pierre Walter,1,Q128819045,Pierre Walter,Person shot in the Mont-Valérien in 1942,http://www.wikidata.org/entity/Q128819045,['Q5'],[],['Q22752'],['+1906-04-29T00:00:00Z'],[],[],OL10439210A,[],False,False,['Q5'],True,pierre walter,pierre walter,1.0,True,[],[],['Idiot Guide to Servant Leadership'],1,insufficient,ambiguous
OL8347278A,Mathias Hartmann,1,Q22692218,Mathias Hartmann,,http://www.wikidata.org/entity/Q22692218,['Q5'],['Q183'],['Q1794'],['+1966-06-17T00:00:00Z'],"['Q161944', 'Q355493', 'Q152002']",[],OL8347278A,[],False,False,['Q5'],True,mathias hartmann,mathias hartmann,1.0,True,"['Q161944', 'Q355493', 'Q152002']","['deacon', 'church musician', 'pastor']",['Servant Leadership in diakonischen Unternehmen'],1,ambiguous,ambiguous
OL2624938A,Jane Price Laudon,1,Q106329947,Jane Price Laudon,,http://www.wikidata.org/entity/Q106329947,['Q5'],[],[],['+1920-00-00T00:00:00Z'],['Q16849727'],[],OL2624938A,[],False,False,['Q5'],True,jane price laudon,jane price laudon,1.0,True,['Q16849727'],['business consultant'],['Management information systems'],1,potentially_compatible,strong_secondary
OL238534A,Gary Dessler,1,Q93386547,Gary Dessler,,http://www.wikidata.org/entity/Q93386547,['Q5'],[],[],['+1942-00-00T00:00:00Z'],"['Q188094', 'Q12314916']",[],OL238534A,[],False,False,['Q5'],True,gary dessler,gary dessler,1.0,True,"['Q188094', 'Q12314916']","['economist', 'human resource manager']","['Human Resource management', 'Human Resource Management', 'Human resource management', 'Fundamentals of Human Resource Management', 'Human Resource Management, 16th edition']",8,potentially_compatible,strong_secondary
OL226049A,Jay H. Heizer,1,Q93412593,Jay H. Heizer,,http://www.wikidata.org/entity/Q93412593,['Q5'],[],[],['+1935-09-23T00:00:00Z'],[],[],OL226049A,[],False,False,['Q5'],True,jay h heizer,jay h heizer,1.0,True,[],[],"['Operations management', 'Principles of operations management']",2,insufficient,ambiguous
OL2648619A,Jay Heizer,1,Q93412593,Jay H. Heizer,,http://www.wikidata.org/entity/Q93412593,['Q5'],[],[],['+1935-09-23T00:00:00Z'],[],[],OL2648619A,[],False,False,['Q5'],True,jay heizer,jay h heizer,0.9090909090909092,False,[],[],"['Operations management', 'Operations Management', 'Principles of operations management', 'Production and operations management']",7,insufficient,ambiguous
OL457089A,Barry Render,1,Q112418918,Barry Render,,http://www.wikidata.org/entity/Q112418918,['Q5'],[],[],['+1946-00-00T00:00:00Z'],['Q121594'],[],OL457089A,[],False,False,['Q5'],True,barry render,barry render,1.0,True,['Q121594'],['professor'],"['Operations management', 'Principles of operations management', 'Operations Management']",3,potentially_compatible,strong_secondary
OL1308528A,George Robert Terry,1,Q38625882,George Robert Terry,American gestor,http://www.wikidata.org/entity/Q38625882,['Q5'],['Q30'],[],['+1909-00-00T00:00:00Z'],['Q5673576'],[],OL1308528A,[],False,False,['Q5'],True,george robert terry,george robert terry,1.0,True,['Q5673576'],['gestor'],['Principles of management'],1,ambiguous,ambiguous
OL2640639A,Alan B. Eisner,1,Q139478718,Alan B. Eisner,,http://www.wikidata.org/entity/Q139478718,['Q5'],[],[],[],['Q1622272'],[],OL2640639A,[],False,False,['Q5'],True,alan b eisner,alan b eisner,1.0,True,['Q1622272'],['university teacher'],['Strategic management'],1,potentially_compatible,strong_secondary
OL2986109A,Gerry McNamara,1,Q3761260,Gerry McNamara,American basketball player and coach (born 1983),http://www.wikidata.org/entity/Q3761260,['Q5'],['Q30'],['Q271395'],['+1983-08-28T00:00:00Z'],"['Q3665646', 'Q5137571']",[],OL2986109A,[],False,False,['Q5'],True,gerry mcnamara,gerry mcnamara,1.0,True,"['Q3665646', 'Q5137571']","['basketball player', 'basketball coach']",['Strategic management'],1,ambiguous,ambiguous
OL7807029A,Seung-Hyun Lee,1,Q57010537,Seung Hyun Lee,researcher (ORCID 0000-0002-0311-6565),http://www.wikidata.org/entity/Q57010537,['Q5'],[],[],[],['Q1650915'],[],OL7807029A,[],False,False,['Q5'],True,seung hyun lee,seung hyun lee,1.0,True,['Q1650915'],['researcher'],['Strategic management'],1,potentially_compatible,strong_secondary
OL33897A,Stephen P. Robbins,1,Q112386596,Stephen P. Robbins,,http://www.wikidata.org/entity/Q112386596,['Q5'],[],[],['+1943-00-00T00:00:00Z'],[],[],OL33897A,[],False,False,['Q5'],True,stephen p robbins,stephen p robbins,1.0,True,[],[],"['Management', 'Organizational Behavior', 'Essentials of Organizational Behavior']",5,insufficient,ambiguous
OL244414A,Eugene F. Brigham,1,Q112383110,Eugene F. Brigham,1930-,http://www.wikidata.org/entity/Q112383110,['Q5'],[],[],['+1930-00-00T00:00:00Z'],['Q188094'],[],OL244414A,[],False,False,['Q5'],True,eugene f brigham,eugene f brigham,1.0,True,['Q188094'],['economist'],"['Financial Management', 'Fundamentals of financial management', 'Intermediate financial management']",3,potentially_compatible,strong_secondary
OL715490A,Michael C. Ehrhardt,1,Q112390984,Michael C. Ehrhardt,1955-,http://www.wikidata.org/entity/Q112390984,['Q5'],[],[],['+1955-00-00T00:00:00Z'],['Q188094'],[],OL715490A,[],False,False,['Q5'],True,michael c ehrhardt,michael c ehrhardt,1.0,True,['Q188094'],['economist'],['Financial Management'],1,potentially_compatible,strong_secondary
OL2648916A,Shane R. Premeaux,1,Q134622746,Shane R. Premeaux,management scientist (1954-),http://www.wikidata.org/entity/Q134622746,['Q5'],[],[],"['+1954-01-01T00:00:00Z', '+1954-03-13T00:00:00Z']",['Q89000321'],[],OL2648916A,[],False,False,['Q5'],True,shane r premeaux,shane r premeaux,1.0,True,['Q89000321'],['management scientist'],['Human resource management'],1,potentially_compatible,strong_secondary
OL455363A,Ronald Knowles,1,Q112380398,Ronald Knowles,,http://www.wikidata.org/entity/Q112380398,['Q5'],[],[],['+1940-00-00T00:00:00Z'],['Q1569495'],[],OL455363A,[],False,False,['Q5'],True,ronald knowles,ronald knowles,1.0,True,['Q1569495'],['lecturer'],['Human resource management'],1,ambiguous,ambiguous
OL544809A,Joseph J. Martocchio,1,Q113481605,Joseph J. Martocchio,American psychologist,http://www.wikidata.org/entity/Q113481605,['Q5'],['Q30'],[],[],"['Q212980', 'Q1622272']",[],OL544809A,[],False,False,['Q5'],True,joseph j martocchio,joseph j martocchio,1.0,True,"['Q212980', 'Q1622272']","['psychologist', 'university teacher']","['Human resource management', 'Strategic compensation']",2,potentially_compatible,strong_secondary
OL27304A,Thomas L. Wheelen,1,Q112445340,Thomas L. Wheelen,,http://www.wikidata.org/entity/Q112445340,['Q5'],[],[],['+1935-00-00T00:00:00Z'],"['Q1622272', 'Q36180', 'Q15978655', 'Q188094']",[],OL27304A,[],False,False,['Q5'],True,thomas l wheelen,thomas l wheelen,1.0,True,"['Q1622272', 'Q36180', 'Q15978655', 'Q188094']","['university teacher', 'writer', 'consultant', 'economist']","['Strategic management and business policy', 'Essentials of strategic management']",2,potentially_compatible,strong_secondary
OL29722A,J. David Hunger,1,Q112383715,J. David Hunger,,http://www.wikidata.org/entity/Q112383715,['Q5'],[],[],['+1941-00-00T00:00:00Z'],['Q121594'],[],OL29722A,[],False,False,['Q5'],True,j david hunger,j david hunger,1.0,True,['Q121594'],['professor'],['Strategic management and business policy'],1,potentially_compatible,strong_secondary
OL450116A,Dennis Lock,1,Q104099076,Dennis Lock,"Danish cyclist, born 2002",http://www.wikidata.org/entity/Q104099076,['Q5'],['Q756617'],['Q27119'],['+2002-05-17T00:00:00Z'],['Q2309784'],[],OL450116A,[],False,False,['Q5'],True,dennis lock,dennis lock,1.0,True,['Q2309784'],['sport cyclist'],['Project management'],1,ambiguous,ambiguous
OL392962A,Michael Levy,1,Q103381030,Michael Levy,Ph.D. Rensselaer Polytechnic Institute 2014,http://www.wikidata.org/entity/Q103381030,['Q5'],[],[],[],[],[],OL392962A,[],False,False,['Q5'],True,michael levy,michael levy,1.0,True,[],[],['Retailing management'],2,insufficient,ambiguous
OL240891A,Arthur A. Thompson,1,Q112386104,Arthur A. Thompson,,http://www.wikidata.org/entity/Q112386104,['Q5'],[],[],['+1940-00-00T00:00:00Z'],['Q121594'],[],OL240891A,[],False,False,['Q5'],True,arthur a thompson,arthur a thompson,1.0,True,['Q121594'],['professor'],['Strategic management'],1,potentially_compatible,strong_secondary
OL1080210A,Alonzo J. Strickland,1,Q140330104,Alonzo J. Strickland,,http://www.wikidata.org/entity/Q140330104,['Q5'],[],[],[],"['Q188094', 'Q832136']",[],OL1080210A,[],False,False,['Q5'],True,alonzo j strickland,alonzo j strickland,1.0,True,"['Q188094', 'Q832136']","['economist', 'business manager']",['Strategic management'],1,potentially_compatible,strong_secondary
OL224399A,Lee J. Krajewski,1,Q112420778,Lee J. Krajewski,,http://www.wikidata.org/entity/Q112420778,['Q5'],[],[],['+1940-00-00T00:00:00Z'],['Q121594'],[],OL224399A,[],False,False,['Q5'],True,lee j krajewski,lee j krajewski,1.0,True,['Q121594'],['professor'],['Operations Management'],2,potentially_compatible,strong_secondary
OL389425A,Gareth R. Jones,1,Q43031731,Gareth R. Jones,researcher,http://www.wikidata.org/entity/Q43031731,['Q5'],[],[],[],['Q1650915'],[],OL389425A,[],False,False,['Q5'],True,gareth r jones,gareth r jones,1.0,True,['Q1650915'],['researcher'],"['Contemporary management', 'Strategic Management Theory', 'Strategic Management : Theory & Cases', 'Understanding and Managing Organizational Behavior']",4,potentially_compatible,strong_secondary
OL226973A,Jennifer M. George,1,Q112487789,Jennifer M. George,,http://www.wikidata.org/entity/Q112487789,['Q5'],[],[],['+1949-00-00T00:00:00Z'],['Q1622272'],[],OL226973A,[],False,False,['Q5'],True,jennifer m george,jennifer m george,1.0,True,['Q1622272'],['university teacher'],"['Contemporary management', 'Understanding and Managing Organizational Behavior']",2,potentially_compatible,strong_secondary
OL25513A,David A. Whetten,1,Q19666912,David A. Whetten,American organizational theorist,http://www.wikidata.org/entity/Q19666912,['Q5'],[],[],['+1946-06-22T00:00:00Z'],"['Q2306091', 'Q1622272']",[],OL25513A,[],False,False,['Q5'],True,david a whetten,david a whetten,1.0,True,"['Q2306091', 'Q1622272']","['sociologist', 'university teacher']",['Developing mangement skills'],1,potentially_compatible,strong_secondary
OL226671A,Kim S. Cameron,1,Q16107244,Kim S. Cameron,American academic,http://www.wikidata.org/entity/Q16107244,['Q5'],['Q30'],[],['+1946-00-00T00:00:00Z'],"['Q11626095', 'Q188094', 'Q2306091']",[],OL226671A,[],False,False,['Q5'],True,kim s cameron,kim s cameron,1.0,True,"['Q11626095', 'Q188094', 'Q2306091']","['public administration scholar', 'economist', 'sociologist']",['Developing mangement skills'],1,potentially_compatible,strong_secondary
OL5413970A,David A. Whetten,1,Q19666912,David A. Whetten,American organizational theorist,http://www.wikidata.org/entity/Q19666912,['Q5'],[],[],['+1946-06-22T00:00:00Z'],"['Q2306091', 'Q1622272']",[],OL5413970A,[],False,False,['Q5'],True,david a whetten,david a whetten,1.0,True,"['Q2306091', 'Q1622272']","['sociologist', 'university teacher']",['Developing mangement skills'],1,potentially_compatible,strong_secondary
