book_id,scrape_id,title,subtitle,author,isbn_source,isbn_normalized,isbn_13,isbn_status,publisher,publication_date,publication_year,format,page_count,edition_note,cover_url,external_book_url,release_pages,source_metadata_conflict,source,openlibrary_key,match_method,match_confidence
BOOK01113,626,How Not to Be a Politician,A Memoir,Rory Stewart,9780593300329,9780593300329,9780593300329,Valid ISBN-13,Penguin Press,2023-09-19,2023,Hardcover,464.0,,https://www.leadershipnow.com/leadershop/images/9780593300329.jpg,https://amzn.to/3PmwV1N,['2023 Releases'],False,LeadershipNow,,,
BOOK01114,616,Optimal Illusions,The False Promise of Optimization,Coco Krumme,9780593331118,9780593331118,9780593331118,Valid ISBN-13,Riverhead Books,2023-09-12,2023,Hardcover,256.0,,https://www.leadershipnow.com/leadershop/images/9780593331118.jpg,https://amzn.to/3OZ7AcS,['2023 Releases'],False,LeadershipNow,,,
BOOK01115,547,Same as Ever,A Guide to What Never Changes,Morgan Housel,9780593332702,9780593332702,9780593332702,Valid ISBN-13,Portfolio,2023-11-07,2023,Hardcover,256.0,,https://www.leadershipnow.com/leadershop/images/9780593332702.jpg,https://amzn.to/43aHTLx,['2023 Releases'],False,LeadershipNow,,,
BOOK01116,607,The Performance Paradox,Turning the Power of Mindset into Action,Eduardo Briceño,9780593356906,9780593356906,9780593356906,Valid ISBN-13,Ballantine Books,2023-09-06,2023,Hardcover,336.0,,https://www.leadershipnow.com/leadershop/images/9780593356906.jpg,https://amzn.to/3C1jSex,['2023 Releases'],False,LeadershipNow,,,
BOOK01117,939,Wild Problems,A Guide to the Decisions That Define Us,Russ Roberts,9780593418253,9780593418253,9780593418253,Valid ISBN-13,Portfolio,2022-08-09,2022,Hardcover,224.0,,https://www.leadershipnow.com/leadershop/images/9780593418253.jpg,https://amzn.to/3LCh62K,['2022 Releases'],False,LeadershipNow,,,
BOOK01118,900,Unreasonable Hospitality,The Remarkable Power of Giving People More Than They Expect,Will Guidara,9780593418574,9780593418574,9780593418574,Valid ISBN-13,Optimism Press,2022-10-25,2022,Hardcover,272.0,,https://www.leadershipnow.com/leadershop/images/9780593418574.jpg,https://amzn.to/3L04GQM,['2022 Releases'],False,LeadershipNow,,,
BOOK01119,907,Ideaflow,The Only Business Metric That Matters,Jeremy Utley and Perry Klebahn,9780593420584,9780593420584,9780593420584,Valid ISBN-13,Portfolio,2022-10-25,2022,Hardcover,272.0,,https://www.leadershipnow.com/leadershop/images/9780593420584.jpg,https://amzn.to/3vYnHis,['2022 Releases'],False,LeadershipNow,,,
BOOK01120,920,Lead to Win,"How to Be a Powerful, Impactful, Influential Leader in Any Environment",Carla A. Harris,9780593421680,9780593421680,9780593421680,Valid ISBN-13,Avery,2022-09-13,2022,Hardcover,240.0,,https://www.leadershipnow.com/leadershop/images/9780593421680.jpg,https://amzn.to/3bgGvSa,['2022 Releases'],False,LeadershipNow,,,
BOOK01121,820,Buy Back Your Time,"Get Unstuck, Reclaim Your Freedom, and Build Your Empire",Dan Martell,978059342297X,978059342297X,978059342297X,Invalid characters,Portfolio,2023-01-17,2023,Hardcover,272.0,,https://www.leadershipnow.com/leadershop/images/978059342297X.jpg,https://amzn.to/3jeCXUF,['2023 Releases'],False,LeadershipNow,,,
BOOK01122,878,Quit,The Power of Knowing When to Walk Away,Annie Duke,9780593422991,9780593422991,9780593422991,Valid ISBN-13,Portfolio,2022-10-04,2022,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9780593422991.jpg,https://amzn.to/3vYASjr,['2022 Releases'],False,LeadershipNow,,,
BOOK01123,202,Shift,Managing Your EmotionsSo They Don't Manage You,Ethan Kross,9780593444412,9780593444412,9780593444412,Valid ISBN-13,Crown,2025-02-04,2025,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9780593444412.jpg,https://amzn.to/41cXOeS,['2025 Releases'],False,LeadershipNow,,,
BOOK01124,465,Managing Up,How to Get What You Need from the People in Charge,Melody Wilding,9780593444658,9780593444658,9780593444658,Valid ISBN-13,Crown Currency,2024-03-04,2024,Hardcover,320.0,,https://www.leadershipnow.com/leadershop/images/9780593444658.jpg,https://amzn.to/41vRAHc,['2024 Releases'],False,LeadershipNow,,,
BOOK01125,890,The Book of Boundaries,"End Resentment, Burnout, and Anxiety--and Reclaim Your Time, Energy, Health, and Relationships",Melissa Urban,9780593448700,9780593448700,9780593448700,Valid ISBN-13,The Dial Press,2022-10-11,2022,Hardcover,400.0,,https://www.leadershipnow.com/leadershop/images/9780593448700.jpg,https://amzn.to/3MX287w,['2022 Releases'],False,LeadershipNow,,,
BOOK01126,624,It's On Me,"Accept Hard Truths, Discover Your Self, and Change Your Life",Sara Kuburic,9780593449264,9780593449264,9780593449264,Valid ISBN-13,The Dial Press,2023-09-19,2023,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9780593449264.jpg,https://amzn.to/44xZwW7,['2023 Releases'],False,LeadershipNow,,,
BOOK01127,184,World Eaters,How Venture Capital is Cannibalizing the Economy,Catherine Bracy,9780593473481,9780593473481,9780593473481,Valid ISBN-13,Dutton,2025-03-04,2025,Hardcover,272.0,,https://www.leadershipnow.com/leadershop/images/9780593473481.jpg,https://amzn.to/3XnSnH9,['2025 Releases'],False,LeadershipNow,,,
BOOK01128,781,Life Worth Living,A Guide to What Matters Most,"Miroslav Volf, Matthew Croasmun and Ryan McAnnally-Linz",9780593489307,9780593489307,9780593489307,Valid ISBN-13,The Open Field,2023-03-28,2023,Hardcover,352.0,,https://www.leadershipnow.com/leadershop/images/9780593489307.jpg,https://amzn.to/3G7eF81,['2023 Releases'],False,LeadershipNow,,,
BOOK00036,956,Leadership,Six Studies in World Strategy,Henry Kissinger,9780593489444,9780593489444,9780593489444,Valid ISBN-13,Penguin Press,2022-07-05,2022,Hardcover,400.0,,https://www.leadershipnow.com/leadershop/images/9780593489444.jpg,https://amzn.to/3CL6wmg,['2022 Releases'],False,LeadershipNow,/works/OL25348188W,Exact normalized title + author,High
BOOK01129,755,Untold Power,The Fascinating Rise and Complex Legacy of First Lady Edith Wilson,Rebecca Boggs Roberts,9780593489994,9780593489994,9780593489994,Valid ISBN-13,Viking,2023-03-07,2023,Hardcover,320.0,,https://www.leadershipnow.com/leadershop/images/9780593489994.jpg,https://amzn.to/3hwSCy8,['2023 Releases'],False,LeadershipNow,,,
BOOK01130,716,The Yellow Pad,Making Better Decisions in an Uncertain World,Robert E. Rubin,9780593491393,9780593491393,9780593491393,Valid ISBN-13,Penguin Press,2023-05-16,2023,Hardcover,352.0,,https://www.leadershipnow.com/leadershop/images/9780593491393.jpg,https://amzn.to/3K2Eruv,['2023 Releases'],False,LeadershipNow,,,
BOOK01131,753,The Big Con,"How the Consulting Industry Weakens Our Businesses, Infantilizes Our Governments, and Warps Our Economies",Mariana Mazzucato and Rosie Collington,9780593492673,9780593492673,9780593492673,Valid ISBN-13,Penguin Press,2023-03-07,2023,Hardcover,368.0,,https://www.leadershipnow.com/leadershop/images/9780593492673.jpg,https://amzn.to/3waQujF,['2023 Releases'],False,LeadershipNow,,,
BOOK01132,531,Million Dollar Weekend,The Surprisingly Simple Way to Launch a 7-Figure Business in 48 Hours,Noah Kagan with Tahl Raz,9780593539774,9780593539774,9780593539774,Valid ISBN-13,Portfolio,2024-01-23,2024,Hardcover,240.0,,https://www.leadershipnow.com/leadershop/images/9780593539774.jpg,https://amzn.to/3ttFKyz,['2024 Releases'],False,LeadershipNow,,,
BOOK01133,673,Look,How to Pay Attention in a Distracted World,Christian Madsbjerg,9780593542217,9780593542217,9780593542217,Valid ISBN-13,Riverhead Books,2023-07-18,2023,Hardcover,256.0,,https://www.leadershipnow.com/leadershop/images/9780593542217.jpg,https://amzn.to/3NbP15p,['2023 Releases'],False,LeadershipNow,,,
BOOK01134,682,The Experience Mindset,Changing the Way You Think About Growth,Tiffani Bova,9780593542699,9780593542699,9780593542699,Valid ISBN-13,Portfolio,2023-06-06,2023,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9780593542699.jpg,https://amzn.to/3yKbfDz,['2023 Releases'],False,LeadershipNow,,,
BOOK01135,511,All In,How Great Leaders Build Unstoppable Teams,Mike Michalowicz,9780593544501,9780593544501,9780593544501,Valid ISBN-13,Portfolio,2024-01-02,2024,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9780593544501.jpg,https://amzn.to/48sObJt,['2024 Releases'],False,LeadershipNow,,,
BOOK01136,468,Slow Productivity,The Lost Art of Accomplishment Without Burnout,Cal Newport,9780593544853,9780593544853,9780593544853,Valid ISBN-13,Portfolio,2024-03-05,2024,Hardcover,256.0,,https://www.leadershipnow.com/leadershop/images/9780593544853.jpg,https://amzn.to/431y5oI,['2024 Releases'],False,LeadershipNow,,,
BOOK01137,413,The Way of the Champion,"Pain, Persistence, and the Path Forward",Paul Rabil / Foreword by Bill Belichick,9780593545492,9780593545492,9780593545492,Valid ISBN-13,Portfolio,2024-05-07,2024,Hardcover,256.0,,https://www.leadershipnow.com/leadershop/images/9780593545492.jpg,https://amzn.to/3U9BpK4,['2024 Releases'],False,LeadershipNow,,,
BOOK01138,267,The Essentialism Planner,A 90-Day Guide to Accomplishing More by Doing Less,Greg McKeown,9780593578414,9780593578414,9780593578414,Valid ISBN-13,Clarkson Potter,2024-12-31,2024,Hardcover,224.0,,https://www.leadershipnow.com/leadershop/images/9780593578414.jpg,https://amzn.to/3SQzzye,['2024 Releases'],False,LeadershipNow,,,
BOOK01139,294,Henry V,The Astonishing Triumph of England's Greatest Warrior King,Dan Jones,9780593652732,9780593652732,9780593652732,Valid ISBN-13,Viking,2024-10-01,2024,Hardcover,432.0,,https://www.leadershipnow.com/leadershop/images/9780593652732.jpg,https://amzn.to/3ZBwmWW,['2024 Releases'],False,LeadershipNow,,,
BOOK01140,816,The Creative Act,A Way of Being,Rick Rubin,9780593652886,9780593652886,9780593652886,Valid ISBN-13,Penguin Press,2023-01-10,2023,Hardcover,432.0,,https://www.leadershipnow.com/leadershop/images/9780593652886.jpg,https://amzn.to/3SW4gjE,['2023 Releases'],False,LeadershipNow,,,
BOOK01141,432,Team,Getting Things Done with Other,David Allen and Edward Lamont,9780593652909,9780593652909,9780593652909,Valid ISBN-13,Viking,2024-05-21,2024,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9780593652909.jpg,https://amzn.to/48dJSkY,['2024 Releases'],False,LeadershipNow,,,
BOOK01142,569,Hidden Potential,The Science of Achieving Greater Things,Adam Grant,9780593653142,9780593653142,9780593653142,Valid ISBN-13,Viking,2023-10-03,2023,Hardcover,320.0,,https://www.leadershipnow.com/leadershop/images/9780593653142.jpg,https://amzn.to/3MydJLH,['2023 Releases'],False,LeadershipNow,,,
BOOK01143,217,Lead Like You Mean It,Lessons on Integrity and Purpose from the C-Suite,Laysha Ward,9780593653937,9780593653937,9780593653937,Valid ISBN-13,The Open Field,2025-02-18,2025,Hardcover,240.0,,https://www.leadershipnow.com/leadershop/images/9780593653937.jpg,https://amzn.to/3OSpy14,['2025 Releases'],False,LeadershipNow,,,
BOOK01144,704,Excellent Advice for Living,Wisdom I Wish I'd Known Earlier,Kevin Kelly,9780593654521,9780593654521,9780593654521,Valid ISBN-13,Viking,2023-05-02,2023,Hardcover,224.0,,https://www.leadershipnow.com/leadershop/images/9780593654521.jpg,https://amzn.to/3OVsSYa,['2023 Releases'],False,LeadershipNow,,,
BOOK01145,540,Choose Your Enemies Wisely,Business Planning for the Audacious Few,Patrick Bet-David with Greg Dinkin,9780593712849,9780593712849,9780593712849,Valid ISBN-13,Portfolio,2023-12-05,2023,Hardcover,320.0,,https://www.leadershipnow.com/leadershop/images/9780593712849.jpg,https://amzn.to/3CZQdDb,['2023 Releases'],False,LeadershipNow,,,
BOOK01146,85,Distancing,How Great Leaders Reframe to Make Better Decisions,L. David Marquet and Michael A. Gillespie,9780593713105,9780593713105,9780593713105,Valid ISBN-13,Portfolio,2025-08-12,2025,Hardcover,224.0,,https://www.leadershipnow.com/leadershop/images/9780593713105.jpg,https://amzn.to/4kIw5sV,['2025 Releases'],False,LeadershipNow,,,
BOOK01147,45,Playful,"How Play Shifts Our Thinking, Inspires Connection, and Sparks Creativity",Cas Holman with Lydia Denworth,9780593713402,9780593713402,9780593713402,Valid ISBN-13,Avery,2025-10-21,2025,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9780593713402.jpg,https://amzn.to/3HXFW0r,['2025 Releases'],False,LeadershipNow,,,
BOOK01148,325,The Journey of Leadership,How CEOs Learn to Lead from the Inside Out,"Dana Maor, Hans-Werner Kaas, Kurt Strovink and Ramesh Srinivasan",9780593714218,9780593714218,9780593714218,Valid ISBN-13,Portfolio,2024-09-10,2024,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9780593714218.jpg,https://amzn.to/3yZrAHP,['2024 Releases'],False,LeadershipNow,,,
BOOK01149,428,The Venture Mindset,How to Make Smarter Bets and Achieve Extraordinary Growth,Ilya Strebulaev and Alex Dang,9780593714232,9780593714232,9780593714232,Valid ISBN-13,Portfolio,2024-05-21,2024,Hardcover,368.0,,https://www.leadershipnow.com/leadershop/images/9780593714232.jpg,https://amzn.to/3u8pmDW,['2024 Releases'],False,LeadershipNow,,,
BOOK01150,107,You Already Know,The Science of Mastering Your Intuition,Laura Huang,9780593714768,9780593714768,9780593714768,Valid ISBN-13,Portfolio,2025-07-29,2025,Hardcover,272.0,,https://www.leadershipnow.com/leadershop/images/9780593714768.jpg,https://amzn.to/3HhzqRi,['2025 Releases'],False,LeadershipNow,,,
BOOK01151,183,Tiny Experiments,How to Live Freely in a Goal-Obsessed World,Anne-Laure Le Cunff,9780593715130,9780593715130,9780593715130,Valid ISBN-13,Avery,2025-03-04,2025,Hardcover,304.0,,https://www.leadershipnow.com/leadershop/images/9780593715130.jpg,https://amzn.to/3EWmf77,['2025 Releases'],False,LeadershipNow,,,
BOOK01152,86,Primal Intelligence,You Are Smarter Than You Know,Angus Fletcher,9780593715307,9780593715307,9780593715307,Valid ISBN-13,Avery,2025-08-19,2025,Hardcover,304.0,,https://www.leadershipnow.com/leadershop/images/9780593715307.jpg,https://amzn.to/4jnwOys,['2025 Releases'],False,LeadershipNow,,,
BOOK01153,55,The Collective Edge,Unlocking the Secret Power of Groups,Colin M. Fisher,9780593715345,9780593715345,9780593715345,Valid ISBN-13,Avery,2025-09-02,2025,Hardcover,336.0,,https://www.leadershipnow.com/leadershop/images/9780593715345.jpg,https://amzn.to/4lG7N3p,['2025 Releases'],False,LeadershipNow,,,
BOOK01154,724,The Song of Significance,A New Manifesto for Teams,Seth Godin,9780593715543,9780593715543,9780593715543,Valid ISBN-13,Portfolio,2023-05-30,2023,Hardcover,208.0,,https://www.leadershipnow.com/leadershop/images/9780593715543.jpg,https://amzn.to/3oD6AS3,['2023 Releases'],False,LeadershipNow,,,
BOOK01155,654,The Diary of a CEO,The 33 Laws of Business and Life,Steven Bartlett,9780593715833,9780593715833,9780593715833,Valid ISBN-13,Portfolio,2023-08-29,2023,Hardcover,368.0,,https://www.leadershipnow.com/leadershop/images/9780593715833.jpg,https://amzn.to/43FY03O,['2023 Releases'],False,LeadershipNow,,,
BOOK01156,437,Co-Intelligence,Living and Working with AI,Ethan Mollick,9780593716717,9780593716717,9780593716717,Valid ISBN-13,Portfolio,2024-04-02,2024,Hardcover,256.0,,https://www.leadershipnow.com/leadershop/images/9780593716717.jpg,https://amzn.to/43Cvd1u,['2024 Releases'],False,LeadershipNow,,,
BOOK01157,371,"Smart, Not Loud",How to Get Noticed at Work for All the Right Reasons,Jessica Chen,9780593717684,9780593717684,9780593717684,Valid ISBN-13,Portfolio,2024-07-09,2024,Hardcover,272.0,,https://www.leadershipnow.com/leadershop/images/9780593717684.jpg,https://amzn.to/3WClxCW,['2024 Releases'],False,LeadershipNow,,,
BOOK01158,190,The Next Conversation,"Argue Less, Talk More",Jefferson Fisher,9780593718728,9780593718728,9780593718728,Valid ISBN-13,TarcherPerigee,2025-03-18,2025,Hardcover,304.0,,https://www.leadershipnow.com/leadershop/images/9780593718728.jpg,https://amzn.to/41d8Qz6,['2025 Releases'],False,LeadershipNow,,,
BOOK01159,204,The 5 Types of Wealth,A Transformative Guide to Design Your Dream Life,Sahil Bloom,9780593723180,9780593723180,9780593723180,Valid ISBN-13,Ballantine Books,2025-02-04,2025,Hardcover,400.0,,https://www.leadershipnow.com/leadershop/images/9780593723180.jpg,https://amzn.to/3YZQUGY,['2025 Releases'],False,LeadershipNow,,,
BOOK01160,81,Confident by Choice,The Three Small Decisions That Build Everyday Courage,Juan Bendaña,9780593725610,9780593725610,9780593725610,Valid ISBN-13,Ballantine Books,2025-08-05,2025,Hardcover,240.0,,https://www.leadershipnow.com/leadershop/images/9780593725610.jpg,https://amzn.to/3UJUQtD,['2025 Releases'],False,LeadershipNow,,,
BOOK01161,529,Infectious Generosity,The Ultimate Idea Worth Spreading,Chris Anderson,9780593727553,9780593727553,9780593727553,Valid ISBN-13,Crown,2024-01-23,2024,Hardcover,272.0,,https://www.leadershipnow.com/leadershop/images/9780593727553.jpg,https://amzn.to/486dtNt,['2024 Releases'],False,LeadershipNow,,,
BOOK01162,463,Just the Good Stuff,No-BS Secrets to Success (No Matter What Life Throws at You),Jim VandeHei,9780593796375,9780593796375,9780593796375,Valid ISBN-13,Harmony,2024-04-30,2024,Hardcover,256.0,,https://www.leadershipnow.com/leadershop/images/9780593796375.jpg,https://amzn.to/3TXGmXw,['2024 Releases'],False,LeadershipNow,,,
BOOK01163,448,The Wealth Money Can't Buy,The 8 Hidden Habits to Live Your Richest Life,Robin Sharma,9780593798492,9780593798492,9780593798492,Valid ISBN-13,Crown Currency,2024-04-09,2024,Hardcover,416.0,,https://www.leadershipnow.com/leadershop/images/9780593798492.jpg,https://amzn.to/3ISS27F,['2024 Releases'],False,LeadershipNow,,,
BOOK01164,324,On Leadership,Lessons for the 21st Century,Tony Blair,9780593799796,9780593799796,9780593799796,Valid ISBN-13,Crown,2024-09-10,2024,Hardcover,368.0,,https://www.leadershipnow.com/leadershop/images/9780593799796.jpg,https://amzn.to/3Vw78qB,['2024 Releases'],False,LeadershipNow,,,
BOOK01165,114,The Systems Leader,Mastering the Cross-Pressures That Make or Break Today's Companies,Robert E. Siegel,9780593800041,9780593800041,9780593800041,Valid ISBN-13,Crown Currency,2025-06-03,2025,Hardcover,272.0,,https://www.leadershipnow.com/leadershop/images/9780593800041.jpg,https://amzn.to/4hIBFcP,['2025 Releases'],False,LeadershipNow,,,
BOOK01166,187,These Strange New Minds,How AI Learned to Talk and What It Means,Christopher Summerfield,9780593831717,9780593831717,9780593831717,Valid ISBN-13,Viking,2025-03-11,2025,Hardcover,384.0,,https://www.leadershipnow.com/leadershop/images/9780593831717.jpg,https://amzn.to/3Ojlt5F,['2025 Releases'],False,LeadershipNow,,,
BOOK01167,130,Fired Up,How to Turn Your Spark into a Flame and Come Alive at Any Age,Shannon Watts,9780593831939,9780593831939,9780593831939,Valid ISBN-13,The Open Field,2025-06-17,2025,Hardcover,272.0,,https://www.leadershipnow.com/leadershop/images/9780593831939.jpg,https://amzn.to/42ZuR5q,['2025 Releases'],False,LeadershipNow,,,
BOOK01168,16,Uncompete,Rejecting Competition to Unlock Success,Ruchika T. Malhotra,9780593832158,9780593832158,9780593832158,Valid ISBN-13,Viking,2025-11-04,2025,Hardcover,320.0,,https://www.leadershipnow.com/leadershop/images/9780593832158.jpg,https://amzn.to/4oIZlll,['2025 Releases'],False,LeadershipNow,,,
BOOK01169,160,The Thinking Machine,"Jensen Huang, Nvidia, and the World's Most Coveted Microchip",Stephen Witt,9780593832691,9780593832691,9780593832691,Valid ISBN-13,Viking,2025-04-08,2025,Hardcover,272.0,,https://www.leadershipnow.com/leadershop/images/9780593832691.jpg,https://amzn.to/3LdB5tk,['2025 Releases'],False,LeadershipNow,,,
BOOK01170,125,Resurface,A Guide to Navigating Life's Biggest Transitions,Cassidy Krug,9780593833117,9780593833117,9780593833117,Valid ISBN-13,Penguin Life,2025-06-10,2025,Hardcover,288.0,,https://www.leadershipnow.com/leadershop/images/9780593833117.jpg,https://amzn.to/4d6qjyQ,['2025 Releases'],False,LeadershipNow,,,
BOOK01171,145,On Character,Choices That Define a Life,General Stanley McChrystal,9780593852958,9780593852958,9780593852958,Valid ISBN-13,Portfolio,2025-05-13,2025,Hardcover,304.0,,https://www.leadershipnow.com/leadershop/images/9780593852958.jpg,https://amzn.to/4gvd3oj,['2025 Releases'],False,LeadershipNow,,,
BOOK01172,181,What You're Made For,Powerful Life Lessons from My Career in Sports,George Raveling and Ryan Holiday - Foreword by Michael Jordan,9780593852972,9780593852972,9780593852972,Valid ISBN-13,Portfolio,2025-03-04,2025,Hardcover,224.0,,https://www.leadershipnow.com/leadershop/images/9780593852972.jpg,https://amzn.to/3DfjMEq,['2025 Releases'],False,LeadershipNow,,,
BOOK01173,872,G-Man,J. Edgar Hoover and the Making of the American Century,Beverly Gage,9780670025374,9780670025374,9780670025374,Valid ISBN-13,Viking,2022-11-22,2022,Hardcover,752.0,,https://www.leadershipnow.com/leadershop/images/9780670025374.jpg,https://amzn.to/3xcDISy,['2022 Releases'],False,LeadershipNow,,,
BOOK01174,863,The Burnout Challenge,Managing People’s Relationships with Their Jobs,Christina Maslach and Michael P. Leiter,9780674251014,9780674251014,9780674251014,Valid ISBN-13,Harvard University Press,2022-11-15,2022,Hardcover,272.0,,https://www.leadershipnow.com/leadershop/images/9780674251014.jpg,https://amzn.to/3nbt5tw,['2022 Releases'],False,LeadershipNow,,,
BOOK01175,772,Deeply Responsible Business,A Global History of Values-Driven Leadership,Geoffrey Jones,9780674916531,9780674916531,9780674916531,Valid ISBN-13,Harvard University Press,2023-03-21,2023,Hardcover,448.0,,https://www.leadershipnow.com/leadershop/images/9780674916531.jpg,https://amzn.to/3hlvZMH,['2023 Releases'],False,LeadershipNow,,,
BOOK01176,923,Capitalism,The Story behind the Word,Michael Sonenscher,9780691237206,9780691237206,9780691237206,Valid ISBN-13,Princeton University Press,2022-09-20,2022,Hardcover,248.0,,https://www.leadershipnow.com/leadershop/images/9780691237206.jpg,https://amzn.to/3OYtuMn,['2022 Releases'],False,LeadershipNow,,,
BOOK01177,698,The Corporation and the Twentieth Century,The History of American Business Enterprise,Richard N. Langlois,9780691246987,9780691246987,9780691246987,Valid ISBN-13,Princeton University Press,2023-06-27,2023,Hardcover,816.0,,https://www.leadershipnow.com/leadershop/images/9780691246987.jpg,https://amzn.to/44gwOdl,['2023 Releases'],False,LeadershipNow,,,
BOOK01178,1068,The Power of Regret,How Looking Backward Moves Us Forward,Daniel H. Pink,9780735210653,9780735210653,9780735210653,Valid ISBN-13,Riverhead Books,2022-02-01,2022,Hardcover,256.0,,https://www.leadershipnow.com/leadershop/images/9780735210653.jpg,https://amzn.to/31wOC84,['2022 Releases'],False,LeadershipNow,,,
BOOK01179,1075,The Nineties,A Book,Chuck Klosterman,9780735217959,9780735217959,9780735217959,Valid ISBN-13,Penguin Press,2022-02-08,2022,Hardcover,384.0,,https://www.leadershipnow.com/leadershop/images/9780735217959.jpg,https://amzn.to/3ApGlje,['2022 Releases'],False,LeadershipNow,,,
BOOK01180,976,In the Shadow of the Gods,The Emperor in World History,Dominic Lieven,9780735222199,9780735222199,9780735222199,Valid ISBN-13,Viking,2022-06-07,2022,Hardcover,608.0,,https://www.leadershipnow.com/leadershop/images/9780735222199.jpg,https://amzn.to/3COKfUz,['2022 Releases'],False,LeadershipNow,,,
BOOK01181,791,The Crisis of Democratic Capitalism,,Martin Wolf,9780735224216,9780735224216,9780735224216,Valid ISBN-13,Penguin Press,2023-02-07,2023,Hardcover,496.0,,https://www.leadershipnow.com/leadershop/images/9780735224216.jpg,https://amzn.to/3CdPNtI,['2023 Releases'],False,LeadershipNow,,,
BOOK01182,838,Sir Henry Royce,"Establishing Rolls-Royce, from Motor Cars to Aero Engines",Ryan Leak,9780750999004,9780750999004,9780750999004,Invalid check digit,The History Press,2022-12-01,2022,Paperback,256.0,,https://www.leadershipnow.com/leadershop/images/9780750999004.jpg,https://amzn.to/3a8itbH,['2022 Releases'],False,LeadershipNow,,,
BOOK01183,620,The Conviction to Lead,25 Principles for Leadership That Matters,Albert Mohler,9780764237706,9780764237706,9780764237706,Valid ISBN-13,Bethany House Publishers,2023-09-19,2023,Hardcover,240.0,Revised and Updated edition,https://www.leadershipnow.com/leadershop/images/9780764237706.jpg,https://amzn.to/43KDoba,['2023 Releases'],False,LeadershipNow,,,
BOOK01184,842,Leveling Up,12 Questions to Elevate Your Personal and Professional Development,Ryan Leak,9780785261629,9780785261629,9780785261629,Valid ISBN-13,Thomas Nelson,2022-12-06,2022,Hardcover,224.0,,https://www.leadershipnow.com/leadershop/images/9780785261629.jpg,https://amzn.to/3QkgEsL,['2022 Releases'],False,LeadershipNow,,,
BOOK01185,866,The Commanders,"The Leadership Journeys of George Patton, Bernard Montgomery, and Erwin Rommel",Lloyd Clark,9780802160225,9780802160225,9780802160225,Valid ISBN-13,Atlantic Monthly Press,2022-11-15,2022,Hardcover,432.0,,https://www.leadershipnow.com/leadershop/images/9780802160225.jpg,https://amzn.to/3UA8n5K,['2022 Releases'],False,LeadershipNow,,,
BOOK01186,411,The Wise Leader,,Uli Chi,9780802884046,9780802884046,9780802884046,Valid ISBN-13,Eerdmans,2024-05-07,2024,Paperback,192.0,,https://www.leadershipnow.com/leadershop/images/9780802884046.jpg,https://amzn.to/44f5GvV,['2024 Releases'],False,LeadershipNow,,,
BOOK01187,197,Character,,Robert L. Dilenschneider,9780806543123,9780806543123,9780806543123,Valid ISBN-13,Citadel,2025-03-25,2025,Paperback,208.0,,https://www.leadershipnow.com/leadershop/images/9780806543123.jpg,https://amzn.to/42GfzE4,['2025 Releases'],False,LeadershipNow,,,
BOOK01188,333,Reagan,His Life and Legend,Max Boot,9780871409447,9780871409447,9780871409447,Valid ISBN-13,Liveright,2024-09-10,2024,Hardcover,880.0,,https://www.leadershipnow.com/leadershop/images/9780871409447.jpg,https://amzn.to/4gWieyf,['2024 Releases'],False,LeadershipNow,,,
BOOK01189,1012,Team Emotional Intelligence 2.0,The Four Essential Skills of High Performing Teams,Jean Greaves and Evan Watkins,9780974719344,9780974719344,9780974719344,Valid ISBN-13,TalentSmart,2022-05-10,2022,Hardcover,240.0,,https://www.leadershipnow.com/leadershop/images/9780974719344.jpg,https://amzn.to/3CeQd0H,['2022 Releases'],False,LeadershipNow,,,
BOOK00866,657,Emotional Intelligence Habits,,Travis Bradberry,9780974719375,9780974719375,9780974719375,Valid ISBN-13,TalentSmart,2023-08-29,2023,Hardcover,350.0,,https://www.leadershipnow.com/leadershop/images/9780974719375.jpg,https://amzn.to/3NpvOfw,['2023 Releases'],False,LeadershipNow,/works/OL35744456W,Exact normalized title + author,High
BOOK01190,233,Focused As A Bee,Six Buzzworthy Strategies To Thrive In A Distracting World,Jones Loflin and Sydney Loflin,9780976688266,9780976688266,9780976688266,Valid ISBN-13,Elucidate Publishing,2025-01-07,2025,Hardcover,224.0,,https://www.leadershipnow.com/leadershop/images/9780976688266.jpg,https://amzn.to/3VVCLdd,['2025 Releases'],False,LeadershipNow,,,
BOOK01191,237,Network Leadership,,Jeffrey Beeson,9781009392235,9781009392235,9781009392235,Valid ISBN-13,Cambridge University Press,2025-01-16,2025,Hardcover,112.0,,https://www.leadershipnow.com/leadershop/images/9781009392235.jpg,https://amzn.to/40vj5hM,['2025 Releases'],False,LeadershipNow,,,
