book_id,canonical_title,authors,description,subjects,first_publish_year,average_rating,ratings_count,edition_count,want_to_read_count,currently_reading_count,already_read_count,cover_url,openlibrary_key,source_openlibrary,source_leadershipnow,publication_year_observed,title_normalized
BOOK00156,Team leadership,['David C. Kolb'],,"['Teams in the workplace', 'Leadership', 'Social groups']",1996.0,,,1.0,1.0,0.0,0.0,https://covers.openlibrary.org/b/id/1932582-L.jpg,/works/OL2877876W,True,False,,team leadership
BOOK00157,Team Leadership,['Drikus Kriek'],,[],2018.0,,,1.0,1.0,0.0,0.0,,/works/OL21865071W,True,False,,team leadership
BOOK00158,The Team Leadership Practices Inventory,"['James M. Kouzes', 'Barry Z. Posner']",,"['Teams in the workplace', 'Executive ability', 'Leadership', 'Testing', 'Personnel & human resources management']",1992.0,,,2.0,1.0,0.0,0.0,,/works/OL1974742W,True,False,,the team leadership practices inventory
BOOK00159,Leading teams,['Paolo Guenzi'],,"['Teams in the workplace', 'Teamwork (Sports)', 'Success in business', 'Sports', 'Arbeitsgruppe', 'Coaching (Athletics)', 'Leadership', 'Teamwork', 'Führung']",2013.0,,,5.0,,,,,/works/OL19968836W,True,False,,leading teams
BOOK00160,Team Leadership in Community Colleges,"['George R. Boggs', 'Christine Johnson McPhail', 'Eloy Ortiz Oakley']",,"['Community colleges', 'School management and organization']",2019.0,,,4.0,,,,https://covers.openlibrary.org/b/id/12425091-L.jpg,/works/OL21877448W,True,False,,team leadership in community colleges
BOOK00161,Team Leadership in High-Hazard Environments,['Randy E. Cadieux'],,"['Teams in the workplace', 'Risk management', 'Industrial safety', 'Équipes de travail', 'Gestion du risque', 'Sécurité du travail', 'Occupational safety']",2014.0,,,6.0,,,,https://covers.openlibrary.org/b/id/14800665-L.jpg,/works/OL21271940W,True,False,,team leadership in high-hazard environments
BOOK00162,Effective Team Leadership,['Don Page'],,[],2008.0,,,1.0,1.0,0.0,0.0,https://covers.openlibrary.org/b/id/11938975-L.jpg,/works/OL24995476W,True,False,,effective team leadership
BOOK00163,Leadership Team Coaching,['Peter Hawkins'],,"['Teams in the workplace', 'Leadership', 'Employees, training of', 'Executives, training of', 'Management', 'Employees', 'Coaching of', 'Executive coaching', 'BUSINESS & ECONOMICS / Training', 'BUSINESS & ECONOMICS / Organizational Behavior', 'BUSINESS & ECONOMICS / Leadership', 'Economics']",2011.0,,,11.0,6.0,1.0,0.0,https://covers.openlibrary.org/b/id/11149215-L.jpg,/works/OL21058637W,True,False,,leadership team coaching
BOOK00164,Team leadership,['Michal K. Rosenberger'],,"['Educational leadership', 'School boards', 'Leadership']",1997.0,,,2.0,0.0,0.0,0.0,https://covers.openlibrary.org/b/id/12813162-L.jpg,/works/OL3363246W,True,False,,team leadership
BOOK00165,Remote Team Leadership,['Emanuela Giangregorio'],,[],2017.0,,,1.0,1.0,0.0,0.0,,/works/OL29567685W,True,False,,remote team leadership
BOOK00166,Operations Team Leadership (Leadership Guides),['Graham Little'],,"['Leadership', 'Teams in the workplace', 'Production management']",2000.0,,,1.0,1.0,0.0,0.0,https://covers.openlibrary.org/b/id/3001809-L.jpg,/works/OL3058217W,True,False,,operations team leadership (leadership guides)
BOOK00167,Leaders Eat Last,['Simon Sinek'],"Why do only a few people get to say “I love my job?” It seems unfair that finding fulfillment at work is like winning a lottery; that only a few lucky ones get to feel valued by their organizations, to feel like they belong. Imagine a world where almost everyone wakes up inspired to go to work, feels trusted and valued during the day, then returns home feeling fulfilled. This is not a crazy, idealized notion. Today, in many successful organizations, great leaders are creating environments in which people naturally work together to do remarkable things. In his travels around the world since the publication of his bestseller Start with Why, Simon Sinek noticed that some teams were able to trust each other so deeply that they would literally put their lives on the line for each other. Other teams, no matter what incentives were offered, were doomed to infighting, fragmentation and failure. Why? The answer became clear during a conversation with a Marine Corps general. “Officers eat last,” he said. Sinek watched as the most junior Marines ate first, while the most senior Marines took their place at the back of the line. What’s symbolic in the chow hall is deadly serious on the battlefield: great leaders sacrifice their own comfort—even their own survival—for the good of those in their care. This principle has been true since the earliest tribes of hunters and gatherers. It’s not a management theory; it’s biology. Our brains and bodies evolved to help us find food, shelter, mates and especially safety. We’ve always lived in a dangerous world, facing predators and enemies at every turn. We thrived only when we felt safe among our group. Our biology hasn’t changed in fifty thousand years, but our environment certainly has. Today’s workplaces tend to be full of cynicism, paranoia and self-interest. But the best organizations foster trust and cooperation because their leaders build what Sinek calls a Circle of Safety that separates the security inside the team from the challenges outside. The Circle of Safety leads to stable, adaptive, confident teams, where everyone feels they belong and all energies are devoted to facing the common enemy and seizing big opportunities. But without a Circle of Safety, we end up with office politics, silos and runaway self-interest. And the whole organization suffers. As he did in Start with Why, Sinek illustrates his ideas with fascinating true stories from a wide range of examples, from the military to manufacturing, from government to investment banking. The biology is clear: when it matters most, leaders who are willing to eat last are rewarded with deeply loyal colleagues who will stop at nothing to advance their leader’s vision and their organization’s interests. It’s amazing how well it works","['Leadership', 'Teams in the workplace', 'Corporate culture', 'Organizational change', 'nyt:business-books=2017-07-09', 'New York Times bestseller', 'Organizational Culture', 'Organizational Innovation', 'Trust', ""Culture d'entreprise"", 'Changement organisationnel', 'BUSINESS & ECONOMICS', 'Workplace Culture', 'General', ""Travail d'équipe"", 'Communication', ""Développement d'aptitudes"", 'BUSINESS & ECONOMICS / Workplace Culture', 'BUSINESS & ECONOMICS / Leadership', 'BUSINESS & ECONOMICS / General', 'nyt:advice-how-to-and-miscellaneous=2014-02-16', 'PSYCHOLOGY / Social Psychology', 'Corporations', 'Social aspects', 'Employee motivation', 'Hd57.7 .s5487 2014', 'Hd 57.7 s616l 2014', '658.4/092', 'Bus097000 bus071000 bus000000']",1900.0,4.117647,17.0,11.0,455.0,31.0,22.0,https://covers.openlibrary.org/b/id/8246311-L.jpg,/works/OL16821124W,True,False,,leaders eat last
BOOK00168,Sales Team Leadership,['Coach Joe Sasso'],,[],2012.0,,,2.0,,,,,/works/OL33715638W,True,False,,sales team leadership
BOOK00169,Tools for team leadership,['Gregory E. Huszczo'],"""Tools for Team Leadership introduces the critical ""X-factor"" in team success - leadership - and delivers an advanced set of tools and strategies to help anyone become an effective team leader. Grounded in the author's practical frontline experience with hundreds of teams and backed by solid research and instruments, it explores the essence of leadership in a team environment. Huszczo identifies the three chief responsibilities of every team leader - raise awareness, generate options, and plan for success - and presents a comprehensive toolbox for use in analyzing a team's strengths and weaknesses, creatively brainstorming strategies and tactics, generating options and facilitating consensus, and implementing action plans that help teams help themselves."" ""Jam-packed with questionnaires, checklists, needs assessments, organizational surveys, sample training modules, and exercises, Tools for Team Leadership covers teambuilding for both new and existing teams, with special help for teambuilding at the top, and includes a self-study review at the end of each chapter to help turn key learning concepts into a plan of action.""--Jacket.","['Teams in the workplace', 'Leadership', 'Management', 'Organizational Development', 'Workplace Culture', 'BUSINESS & ECONOMICS', 'Corporate Governance', 'Équipes de travail', 'Gestion']",2004.0,,,3.0,0.0,0.0,0.0,https://covers.openlibrary.org/b/id/1648435-L.jpg,/works/OL2971992W,True,False,,tools for team leadership
BOOK00170,Strategic Team Leadership,['Peter Saul'],,[],1992.0,,,2.0,,,,,/works/OL4406543W,True,False,,strategic team leadership
BOOK00171,Team leadership,"['Douglas A. Johnson', 'Susan T. Beyerlein']",,"['Teams in the workplace', 'Interdisciplinary approach in education']",1996.0,,,2.0,,,,https://covers.openlibrary.org/b/id/12760793-L.jpg,/works/OL19419475W,True,False,,team leadership
BOOK00172,Team Leadership,"['Geoff Ribbens', 'Mark Abraham', 'Alistair Cumming']",,[],2024.0,,,2.0,,,,,/works/OL39127787W,True,False,,team leadership
BOOK00173,The team leadership practices inventory,['James M. Kouzes'],,[],1992.0,,,2.0,,,,,/works/OL13399015W,True,False,,the team leadership practices inventory
BOOK00174,Executive Team Leadership in the Global Economic and Competitive Environment,['Richard L. Nolan'],,"['Organizational effectiveness', 'Organizational behavior', 'Leadership']",2014.0,,,5.0,,,,,/works/OL25172394W,True,False,,executive team leadership in the global economic and competitive environment
BOOK00175,Practical Remote Team Leadership,['Emanuela Giangregorio'],,[],2016.0,,,3.0,,,,,/works/OL29438046W,True,False,,practical remote team leadership
BOOK00176,Virtual team leadership and collaborative engineering advancements,['Ned F. Kock'],"""This book addresses a range of e-collaboration topics, with emphasis on two particularly challenging ones: virtual team leadership, and collaborative engineering""--Provided by publisher.","['Management', 'Virtual work teams', 'International cooperation', 'Research', 'Leadership', 'Intellectual cooperation', 'Academic-industrial collaboration', 'Virtual reality in management', 'Business and education']",2008.0,,,1.0,1.0,0.0,0.0,https://covers.openlibrary.org/b/id/8732716-L.jpg,/works/OL16938759W,True,False,,virtual team leadership and collaborative engineering advancements
BOOK00177,Effective Team Leadership for Engineers,"['Pat Wellington', 'Niall Foster']",,"['Engineers', 'Leadership', 'Führungslehre', 'Ingenieur', 'Teamentwicklung']",2009.0,,,2.0,,,,,/works/OL21024005W,True,False,,effective team leadership for engineers
BOOK00178,Art of Middle Management,"['Peter Fleming', 'Max Amesbury']",,"['Education, elementary, great britain', 'Executives, great britain']",2013.0,,,6.0,,,,,/works/OL21304733W,True,False,,art of middle management
BOOK00179,Team Leadership,"['Paul Newton', 'Helen Bristoll']",,"['Teams in the workplace', 'Leadership']",2013.0,,,1.0,,,,,/works/OL38266935W,True,False,,team leadership
BOOK00180,Adaptive team leadership,['United States. Department of the Army'],,"['Military cadets', 'Study and teaching', 'Leadership', 'Military education', ""United States. Army. Reserve Officers' Training Corps"", 'United States']",2008.0,,,1.0,,,,,/works/OL28205548W,True,False,,adaptive team leadership
BOOK00181,Team Leadership,['Rosenberger'],,"['School boards', 'Leadership']",1998.0,,,1.0,,,,,/works/OL29420795W,True,False,,team leadership
BOOK00182,Tim lidŏsip =,['Sŭng-gak Yi'],,"['Leadership', 'Social group work']",1996.0,,,1.0,,,,,/works/OL12107242W,True,False,,tim lidŏsip =
BOOK00183,Leading project teams,['Anthony T. Cobb'],"""Leading Project Teams is an ideal supplemental text for any class or training situation where the instructor wants to integrate basic project and team leadership skills into his or her instructional needs. It is designed for advanced undergraduate and graduate students studying organizational behavior; strategic management; and human resource management in Business, Education, Health Care, and Industrial/Organizational Psychology.""--Jacket.","['Project management', 'Teams in the workplace', 'Projektledning', 'Teamwork', 'Projektarbete', 'Projektmanagement', 'Arbetsgrupper']",2005.0,,,4.0,,,,https://covers.openlibrary.org/b/id/1771265-L.jpg,/works/OL5830316W,True,False,,leading project teams
BOOK00184,The Five Dysfunctions of a Team,['Patrick Lencioni'],,"['Teams in the workplace', 'Travail de groupe', 'Group processes', 'Leadership', 'Institutional management teams', 'Personnel management', 'Psychology, industrial', 'Workplace--organization & administration', 'Équipes de travail', 'Teamwork', 'Institutional mangement teams', 'Teamwork.', 'Organizational development.', 'Work teams.', 'Personnel.', 'Leadership.', 'Hd66 .l456 2002', 'Hd 66 l563f 2002', '658.4/036', '85.08', 'Qp 341']",2002.0,4.75,4.0,1.0,8.0,0.0,8.0,https://covers.openlibrary.org/b/id/14620714-L.jpg,/works/OL31272706W,True,False,,the five dysfunctions of a team
BOOK00185,Team leadership in action,['Laura Mae Douglass'],,"['Nursing services', 'Leadership', 'Administration', 'Team nursing', 'Team Nursing', 'Nursing Services', 'Organization & administration']",1970.0,,,2.0,,,,https://covers.openlibrary.org/b/id/11572449-L.jpg,/works/OL2924417W,True,False,,team leadership in action
BOOK00186,Effective team leadership,['David Parkes'],,[],1994.0,,,1.0,,,,,/works/OL8657209W,True,False,,effective team leadership
BOOK00187,Team Leadership Questionnaire,"['D. Kayes', 'Anna Kayes']",,['Leadership'],2011.0,,,1.0,,,,,/works/OL40036856W,True,False,,team leadership questionnaire
BOOK00188,Five Dysfunctions of a Team,['Patrick Lencioni'],,['Teams in the workplace'],2007.0,,,8.0,11.0,0.0,0.0,https://covers.openlibrary.org/b/id/13296514-L.jpg,/works/OL25020688W,True,False,,five dysfunctions of a team
BOOK00189,Team of Teams,"['Stanley A. McChrystal', 'Tantum Collins', 'David Silverman', 'Chris Fussell']","As commander of Joint Special Operations Command (JSOC), General Stanley McChrystal played a crucial role in the War on Terror. But when he took the helm in 2004, America was losing that war badly: despite vastly inferior resources and technology, Al Qaeda was outmaneuvering America's most elite warriors. McChrystal came to realize that today's faster, more interdependent world had overwhelmed the conventional, top-down hierarchy of the U.S. military. Al Qaeda had seen the future: a decentralized network that could move quickly and strike ruthlessly. To defeat such an enemy, JSOC would have to discard a century of management wisdom, and pivot from a pursuit of mechanical efficiency to organic adaptability. Under McChrystal's leadership, JSOC remade itself, in the midst of a grueling war, into something entirely new: a network that combined robust centralized communication with decentralized managerial authority. As a result, they beat back Al Qaeda. In this book, McChrystal shows not only how the military made that transition, but also how similar shifts are possible in all organizations, from large companies to startups to charities to governments. In a turbulent world, the best organizations think and act like a team of teams, embracing small groups that combine the freedom to experiment with a relentless drive to share what they've learned. Drawing on a wealth of evidence from his military career, the private sector, and sources as diverse as hospital emergency rooms and NASA's space program, McChrystal frames the existential challenge facing today's organizations, and proposes a compelling, effective solution.","['United States', 'Reorganization', 'Biography', 'Organizational behavior', 'Teams in the workplace', 'Decentralization in management', 'United States. Joint Special Operations Command', 'Organizational effectiveness', 'Military administration', 'City planning', 'Urban transportation', 'Local transit', 'Leadership', 'Organizational change', 'Generals', 'Case studies', 'nyt:advice-how-to-and-miscellaneous=2015-05-31', 'New York Times bestseller', 'Organization and Administration', 'Organizational Efficiency', 'Administrative agencies', 'Arbetsgrupper', 'Organisatorisk effektivitet', 'Organisationspsykologi', 'Militärväsen', 'Generaler', 'Mcchrystal, stanley a', 'Reorganizationunited states. joint special operations command', 'Military administration--united states--case studies', 'Generals--united states--biography', 'Efficiency, organizational', 'Hd66 .m38185 2015', '658']",2015.0,4.5,6.0,5.0,46.0,3.0,7.0,https://covers.openlibrary.org/b/id/10522497-L.jpg,/works/OL20000938W,True,False,,team of teams
BOOK00190,Executive Team Leadership for the 21st Century,['Richard L. Nolan'],,"['Leadership', 'Organizational effectiveness', 'Organizational behavior', 'BUSINESS & ECONOMICS / Leadership', 'BUSINESS & ECONOMICS / Organizational Behavior', 'Efficacité organisationnelle', 'Comportement organisationnel', 'BUSINESS & ECONOMICS', 'Industrial Management', 'Management', 'Management Science', 'Organizational Behavior']",2014.0,,,2.0,,,,https://covers.openlibrary.org/b/id/12708527-L.jpg,/works/OL21286448W,True,False,,executive team leadership for the 21st century
BOOK00191,Team Leadership Assessments,['LeaderTreks'],,[],2005.0,,,1.0,,,,,/works/OL9897459W,True,False,,team leadership assessments
BOOK00192,Legendary team leadership,['Wendy W. Peche'],,"['Teams in the workplace', 'Leadership', 'Management']",1994.0,,,1.0,,,,https://covers.openlibrary.org/b/id/12146910-L.jpg,/works/OL3033847W,True,False,,legendary team leadership
BOOK00193,Transformational Leadership,['Bernard M. Bass'],,"['Leadership', 'Organizational change']",1997.0,,,3.0,13.0,1.0,1.0,https://covers.openlibrary.org/b/id/1521636-L.jpg,/works/OL2421709W,True,False,,transformational leadership
BOOK00194,Transformational leadership,"['Stephen Hacker', 'Tammy Roberts']",,"['Leadership', 'Organizational change', 'Organizational effectiveness']",2003.0,,,3.0,3.0,1.0,1.0,https://covers.openlibrary.org/b/id/1624080-L.jpg,/works/OL23862631W,True,False,,transformational leadership
BOOK00195,Transformative leadership in education,['Carolyn M. Shields'],,"['Educational leadership', 'EDUCATION / Leadership', 'Educational change']",2012.0,0.0,0.0,9.0,3.0,0.0,0.0,https://covers.openlibrary.org/b/id/14579593-L.jpg,/works/OL16509538W,True,False,,transformative leadership in education
BOOK00196,Transforming leadership,['Leighton Ford'],,"['Leadership', 'Christian leadership', 'Earl H. Potter III Collection', 'Leadership of Jesus Christ', 'Person and offices']",1991.0,,,2.0,7.0,2.0,0.0,https://covers.openlibrary.org/b/id/3971202-L.jpg,/works/OL3476508W,True,False,,transforming leadership
BOOK00197,Transformational Leadership,['Glenn Walter'],,[],2018.0,,,4.0,1.0,0.0,0.0,,/works/OL29761359W,True,False,,transformational leadership
BOOK00198,Radical Transformational Leadership,['Monica Sharma'],"xxvii, 338 pages : 23 cm","['Leadership', 'Strategic planning', 'Social change', 'POLITICAL SCIENCE -- Political Process -- General', 'BODY, MIND & SPIRIT -- Inspiration & Personal Growth']",2017.0,,,2.0,3.0,0.0,0.0,https://covers.openlibrary.org/b/id/14510961-L.jpg,/works/OL21153306W,True,False,,radical transformational leadership
BOOK00199,Transformative Leadership Primer,['Carolyn M. Shields'],,['Leadership'],2015.0,,,5.0,1.0,0.0,0.0,,/works/OL21127180W,True,False,,transformative leadership primer
BOOK00200,The dark side of transformational leadership,['Dennis Tourish'],,"['Leadership', 'Transformational leadership', 'Case studies', 'BUSINESS & ECONOMICS', 'Psychology &amp; psychiatry', 'Industrial & organizational psychology']",2013.0,,,6.0,1.0,0.0,0.0,,/works/OL19968818W,True,False,,the dark side of transformational leadership
BOOK00201,Transformational leadership,['Charles B. Bugg'],,['Christian leadership'],2010.0,,,1.0,2.0,0.0,0.0,,/works/OL23259812W,True,False,,transformational leadership
BOOK00202,Transforming leadership: from vision to results,[],,"['Addresses, essays, lectures', 'Leadership', 'Management']",1986.0,,,1.0,4.0,0.0,0.0,https://covers.openlibrary.org/b/id/7145185-L.jpg,/works/OL16500699W,True,False,,transforming leadership: from vision to results
BOOK00203,Transforming leadership,['John D. Adams'],,"['Leadership', 'Management', 'Organizational change']",1998.0,,,1.0,2.0,0.0,0.0,https://covers.openlibrary.org/b/id/1669512-L.jpg,/works/OL18185438W,True,False,,transforming leadership
BOOK00204,Charismatic and transformational leadership,['Gary A. Yukl'],,[],1989.0,,,1.0,2.0,0.0,0.0,,/works/OL11651359W,True,False,,charismatic and transformational leadership
BOOK00205,Transformational Leadership,['Halima Kabara'],,[],2021.0,,,1.0,2.0,0.0,0.0,,/works/OL28735935W,True,False,,transformational leadership
BOOK00206,Transformative Leadership in Action,"['Jacklyn A. Bruce', 'Katherine E. McKee']",,[],2020.0,,,3.0,1.0,0.0,0.0,,/works/OL21710386W,True,False,,transformative leadership in action
BOOK00207,Transformational Leadership Styles for Global Leaders,['Darcia Ann-Marie Roache'],,[],2023.0,,,4.0,1.0,0.0,0.0,,/works/OL36733507W,True,False,,transformational leadership styles for global leaders
BOOK00208,7 principles of transformational leadership,['Hugh Blane'],"In the world of work, the single greatest asset of successful individuals, teams, and organizations is their mindset--what happens in between their ears. It's not the corporate strategy, the sales compensation plan, or the market segments they're pursuing. It is what each leader, team member, and employee chooses to focus on, to believe, and to create for themselves and others.The 7 Principles of Transformational Leadership presents the fundamental concepts whose implementation will result in dramatic revenue, performance, and relationship growth. Specifically, leaders will learn to:Live their professional and personal lives with unbridled purpose and passion.Execute strategic priorities more effectively and with accelerated results.Retain the brightest and best talent. Have employees, key stakeholders, and managers enthusiastically follow them. Be exemplars of innovation, growth, and positive mindsets. Cascade excellence throughout their organizations.You may have employees with all the talent in the world, but you'll never achieve remarkable results until you change your employees' mindset. The 7 Principles of Transformational Leadership will help you convert your human potential into accelerated business results.",['Leadership'],2017.0,,,2.0,2.0,0.0,0.0,https://covers.openlibrary.org/b/id/15220646-L.jpg,/works/OL19718601W,True,False,,7 principles of transformational leadership
BOOK00209,Uniting the Virtual Workforce,['Karen Sobel Lojeski'],"Praise for Uniting the Virtual Workforce ""Uniting the Virtual Workforce offers much-needed guidance on how to navigate the largely unmapped territory of virtual work environments in the global economy. The authors do an outstanding job of presenting how organizations should address the challenges of virtual workforces so as to reap the huge potential benefits of increased growth, productivity, and innovation."" -C. Warren Axelrod, PhD, Chief Privacy Officer and Business Information Security Officer, U.S. Trust, and author of Outsourcing Information Security ""Lojeski and Reilly bring us something that readers of business books so rarely get-no nonsense practical guidance on how to manage distance, especially where it most often serves as an impediment to working effectively.? If you interface with widely dispersed team members who rarely see one another and communicate by virtue of impersonal electronics, you may expect to find this book provocative, counterintuitive, and above all, exciting. It gives all of us who have to struggle, while working with talent stretched across distance, hope, that maybe there are ways to do this right!"" -Patrick J. McKenna, author of First Among Equals? ""A must-read for global corporate executives who manage geographically dispersed job sharing teams. Practical strategies for preventing productivity loss and optimizing innovation. The authors pull no punches in showing the real downsides to the virtual work phenomenon; they have done a great service for us all."" -Jeff Saperstein, author of Creating Regional Wealth in the Innovation Economy ""Uniting the Virtual Workforce charts the course for competing in the twenty-first century by tapping into the powers of virtual work. Any manager who ignores the virtual workforce is underperforming, and any company or organization that does not appreciate virtual work is already at a competitive disadvantage. Karen and Dick have tapped into a key ingredient in the recipe for global growth."" -Jerry MacArthur Hultin, President, Polytechnic University, and former Under Secretary of the Navy ""Authors Sobel Lojeski and Reilly have provided a useful primer for the harried executive striving for productivity improvements while seeing the workload expand and the workforce disperse. Using conceptual definitions of Physical, Operational, and Affinity Distance to describe the multifaceted dimensions of building teams of people to work effectively together, the authors construct a very powerful set of metrics for a manager to improve the capability of his or her workgroup, no matter where it resides or how it is composed. The book is rich in anecdotes and specific studies that illustrate the concepts in an engaging, pertinent, and easy-to-understand manner. In an age of outsourcing, offshoring, and decentralizing groups of people who have to get things done together, reading this small book will repay itself many times over."" -Charles House, Director, Media X Lab at Stanford University, and former Director of the Societal Impact of Technology, Intel Corporation","['Management', 'Virtual work teams', 'Communication', 'Employee motivation', 'Psychological aspects', 'Alienation (Social psychology)', 'Technological innovations', 'Organizational effectiveness', 'Alienation (social psychology)', 'Communication and technology']",2008.0,,,11.0,0.0,1.0,0.0,https://covers.openlibrary.org/b/id/6408181-L.jpg,/works/OL9372006W,True,False,,uniting the virtual workforce
BOOK00210,"Women, spirituality, and transformative leadership",['Kathe Schaaf'],"The world is in crisis and it seems that many are looking to women to heal the planet and our human family. Before women can step into our full potential as leaders and guides in this moment, we must individually reconnect with our deepest wisdom and with our spiritual roots; collectively heal the many dimensions of separation that keep us fragmented and ineffective as agents of social change; and globally reclaim our rightful place as spiritual leaders in service of a balanced and compassionate new paradigm. This empowering resource engages women in an interactive exploration of the challenges and opportunities on the frontier of women¿s spiritual leadership. Through the voices of North American women representing a matric of diversity¿ethnically, spiritually, religiously, generationally and geographically¿this book will inspire women to new expressions of their own personal leadership and invite them into powerful collaborative action.","['Religion and social problems', 'Religious aspects', 'Leadership', 'Leadership in women', 'Religious life', 'Women', 'Spirituality', 'Women, religious aspects', 'Leadership, religious aspects', 'Women, religious life', 'Church and social problems', 'Transformational leadership']",2011.0,,,3.0,1.0,0.0,0.0,https://covers.openlibrary.org/b/id/10416234-L.jpg,/works/OL16167822W,True,False,,"women, spirituality, and transformative leadership"
BOOK00211,Transformational leadership,['Mary K. Kohles'],,"['Leadership', 'Health services administration', 'Hospital Administration', 'Organizational Innovation', 'Organizational change']",1995.0,,,1.0,2.0,0.0,0.0,https://covers.openlibrary.org/b/id/6618397-L.jpg,/works/OL2953791W,True,False,,transformational leadership
BOOK00212,Transformative Leadership and Sustainable Innovation in Education,"['Sandra Baroudi', 'Miltiadis D. Lytras']",,[],2024.0,,,3.0,1.0,0.0,0.0,,/works/OL37836630W,True,False,,transformative leadership and sustainable innovation in education
BOOK00213,Transforming leadership,['Terry D. Anderson'],An updated text on improving business leadership. Provides self-assessment tools and covers coaching and mentoring. Also discusses how to identify opportunities to apply leadership skills.,"['Interpersonal communication', 'Leadership', 'Communication in management', 'Management', 'COMMUNICATION', 'INFORMATION MANAGEMENT', 'Führung', 'Leiderschap', 'PERSONNEL MANAGEMENT', 'HUMAN RELATIONS', 'BUSINESS & ECONOMICS', 'Industrial Management', 'Management Science', 'Organizational Behavior']",1992.0,,,2.0,1.0,0.0,0.0,https://covers.openlibrary.org/b/id/1925600-L.jpg,/works/OL2720383W,True,False,,transforming leadership
BOOK00214,Transforming Leadership,['John D. Adams'],,[],2005.0,,,1.0,1.0,0.0,0.0,https://covers.openlibrary.org/b/id/875707-L.jpg,/works/OL8994178W,True,False,,transforming leadership
BOOK00215,Transforming Leadership,['Terry Anderson'],,[],1999.0,,,1.0,1.0,0.0,0.0,,/works/OL5957923W,True,False,,transforming leadership
BOOK00216,Transformative Leadership,"['May Khadem', 'Joan Hernandez']",,['Business'],2014.0,,,1.0,1.0,0.0,0.0,,/works/OL21076591W,True,False,,transformative leadership
BOOK00217,The Transformational Leadership Compass,['Benny Ausmus'],,['Business'],2021.0,,,3.0,1.0,0.0,0.0,https://covers.openlibrary.org/b/id/10648832-L.jpg,/works/OL24205378W,True,False,,the transformational leadership compass
BOOK00218,Sustainability Mindset and Transformative Leadership,"['Aixa A. Ritz', 'Isabel Rimanoczy']",,"['Sustainability', 'Management', 'Sustainable development', 'Leadership']",2021.0,,,2.0,1.0,0.0,0.0,https://covers.openlibrary.org/b/id/13919457-L.jpg,/works/OL25326177W,True,False,,sustainability mindset and transformative leadership
BOOK00219,Transforming Leadership,['Richard Higginson'],,"['Leadership, religious aspects']",2002.0,,,1.0,1.0,0.0,0.0,https://covers.openlibrary.org/b/id/2350430-L.jpg,/works/OL4641084W,True,False,,transforming leadership
BOOK00220,Transformational leadership in East Africa,"['Eric Masinde Aseka', 'ERIC MASINDE ASEKA']","""This book of discusses the question of political power and the role of leadership in East African communities. Beginning with pre-colonial structures and continuing to the present day, it tells a saddening tale of African states in crisis, without a sustainable leadership culture, with badly managed political transitions and confused social policies.""--BOOK JACKET.","['Political leadership', 'Politics and government', 'History']",2005.0,,,2.0,0.0,1.0,0.0,https://covers.openlibrary.org/b/id/2304971-L.jpg,/works/OL2615445W,True,False,,transformational leadership in east africa
BOOK00221,Transformational leadership,['Randy Dobbs'],,"['Transformational leadership', 'Leadership', 'Organizational change']",2010.0,,,3.0,,,,https://covers.openlibrary.org/b/id/12477876-L.jpg,/works/OL23234902W,True,False,,transformational leadership
BOOK00222,Transforming leadership,['Girl Scouts of the United States of America.'],,"['Girl Scouts of the United States of America', 'Leadership']",2008.0,,,1.0,3.0,0.0,0.0,https://covers.openlibrary.org/b/id/12754296-L.jpg,/works/OL16144446W,True,False,,transforming leadership
BOOK00223,Reframing Transformational Leadership,"['Issa M. Saleh', 'Myint Swe Khine']",,[],2014.0,,,3.0,,,,,/works/OL21583154W,True,False,,reframing transformational leadership
BOOK00224,Action Inquiry,['William Torbert'],,[],2004.0,,,3.0,1.0,0.0,0.0,https://covers.openlibrary.org/b/id/11245620-L.jpg,/works/OL24587375W,True,False,,action inquiry
BOOK00225,Transforming Leadership,['Terry Anderson'],,[],2017.0,,,4.0,,,,,/works/OL27799464W,True,False,,transforming leadership
BOOK00226,Transformational leadership,['Annmarie Sanders'],"In 2009, the Leadership Conference of Women Religious (LCWR)--an organization representing 300 orders of sisters in the United States--suddenly gained wide attention following a critical doctrinal assessment issued by the Vatican's Congregation for the Doctrine of the Faith. Many became interested in the way the LCWR and its members exercised leadership. One of their members described it as ""transformational leadership""--a ""way-of-being-in-in-the-world."" To better understand this way of leadership, LCWR regularly conducts interviews with some of the most engaging and passionate of contemporary thinkers. In this volume of interviews, eighteen theologians, psychologists, educators, and religious leaders from various fields and disciplines share their wisdom about a way of leadership able to meet the deep challenges of today's world. Transformational Leadership offers the opportunity to learn from notables such as Walter Brueggemann, Judy Cannato, Joan Chittister, OSB, Constance FitzGerald, OCD, Donald Goergen, OP, Marty Linsky, and Margaret Wheatley. Transformational Leadership, although originally addressed to American Catholic sisters, provides thoughtful and practical suggestions for living a Gospel-centered life and its unique collection of personalities and insight makes it of interest to all men and women seeking to live and lead with purpose and depth. (Publisher).","['Christian leadership', 'Contemplation', 'Women clergy', 'Leadership chrétien', 'Clergé féminin', 'Leadership Conference of Women Religious of the United States', 'Monasticism and religious orders for women', 'Nuns']",2015.0,,,1.0,1.0,0.0,0.0,https://covers.openlibrary.org/b/id/12807462-L.jpg,/works/OL28172934W,True,False,,transformational leadership
