book_id,title,description,first_publish_year,publication_year_observed,cover_url,openlibrary_key,source_openlibrary,source_leadershipnow
BOOK00190,Executive Team Leadership for the 21st Century,,2014.0,,https://covers.openlibrary.org/b/id/12708527-L.jpg,/works/OL21286448W,True,False
BOOK00191,Team Leadership Assessments,,2005.0,,,/works/OL9897459W,True,False
BOOK00192,Legendary team leadership,,1994.0,,https://covers.openlibrary.org/b/id/12146910-L.jpg,/works/OL3033847W,True,False
BOOK00193,Transformational Leadership,,1997.0,,https://covers.openlibrary.org/b/id/1521636-L.jpg,/works/OL2421709W,True,False
BOOK00194,Transformational leadership,,2003.0,,https://covers.openlibrary.org/b/id/1624080-L.jpg,/works/OL23862631W,True,False
BOOK00195,Transformative leadership in education,,2012.0,,https://covers.openlibrary.org/b/id/14579593-L.jpg,/works/OL16509538W,True,False
BOOK00196,Transforming leadership,,1991.0,,https://covers.openlibrary.org/b/id/3971202-L.jpg,/works/OL3476508W,True,False
BOOK00197,Transformational Leadership,,2018.0,,,/works/OL29761359W,True,False
BOOK00198,Radical Transformational Leadership,"xxvii, 338 pages : 23 cm",2017.0,,https://covers.openlibrary.org/b/id/14510961-L.jpg,/works/OL21153306W,True,False
BOOK00199,Transformative Leadership Primer,,2015.0,,,/works/OL21127180W,True,False
BOOK00200,The dark side of transformational leadership,,2013.0,,,/works/OL19968818W,True,False
BOOK00201,Transformational leadership,,2010.0,,,/works/OL23259812W,True,False
BOOK00202,Transforming leadership: from vision to results,,1986.0,,https://covers.openlibrary.org/b/id/7145185-L.jpg,/works/OL16500699W,True,False
BOOK00203,Transforming leadership,,1998.0,,https://covers.openlibrary.org/b/id/1669512-L.jpg,/works/OL18185438W,True,False
BOOK00204,Charismatic and transformational leadership,,1989.0,,,/works/OL11651359W,True,False
BOOK00205,Transformational Leadership,,2021.0,,,/works/OL28735935W,True,False
BOOK00206,Transformative Leadership in Action,,2020.0,,,/works/OL21710386W,True,False
BOOK00207,Transformational Leadership Styles for Global Leaders,,2023.0,,,/works/OL36733507W,True,False
BOOK00208,7 principles of transformational leadership,"In the world of work, the single greatest asset of successful individuals, teams, and organizations is their mindset--what happens in between their ears. It's not the corporate strategy, the sales compensation plan, or the market segments they're pursuing. It is what each leader, team member, and employee chooses to focus on, to believe, and to create for themselves and others.The 7 Principles of Transformational Leadership presents the fundamental concepts whose implementation will result in dramatic revenue, performance, and relationship growth. Specifically, leaders will learn to:Live their professional and personal lives with unbridled purpose and passion.Execute strategic priorities more effectively and with accelerated results.Retain the brightest and best talent. Have employees, key stakeholders, and managers enthusiastically follow them. Be exemplars of innovation, growth, and positive mindsets. Cascade excellence throughout their organizations.You may have employees with all the talent in the world, but you'll never achieve remarkable results until you change your employees' mindset. The 7 Principles of Transformational Leadership will help you convert your human potential into accelerated business results.",2017.0,,https://covers.openlibrary.org/b/id/15220646-L.jpg,/works/OL19718601W,True,False
BOOK00209,Uniting the Virtual Workforce,"Praise for Uniting the Virtual Workforce ""Uniting the Virtual Workforce offers much-needed guidance on how to navigate the largely unmapped territory of virtual work environments in the global economy. The authors do an outstanding job of presenting how organizations should address the challenges of virtual workforces so as to reap the huge potential benefits of increased growth, productivity, and innovation."" -C. Warren Axelrod, PhD, Chief Privacy Officer and Business Information Security Officer, U.S. Trust, and author of Outsourcing Information Security ""Lojeski and Reilly bring us something that readers of business books so rarely get-no nonsense practical guidance on how to manage distance, especially where it most often serves as an impediment to working effectively.? If you interface with widely dispersed team members who rarely see one another and communicate by virtue of impersonal electronics, you may expect to find this book provocative, counterintuitive, and above all, exciting. It gives all of us who have to struggle, while working with talent stretched across distance, hope, that maybe there are ways to do this right!"" -Patrick J. McKenna, author of First Among Equals? ""A must-read for global corporate executives who manage geographically dispersed job sharing teams. Practical strategies for preventing productivity loss and optimizing innovation. The authors pull no punches in showing the real downsides to the virtual work phenomenon; they have done a great service for us all."" -Jeff Saperstein, author of Creating Regional Wealth in the Innovation Economy ""Uniting the Virtual Workforce charts the course for competing in the twenty-first century by tapping into the powers of virtual work. Any manager who ignores the virtual workforce is underperforming, and any company or organization that does not appreciate virtual work is already at a competitive disadvantage. Karen and Dick have tapped into a key ingredient in the recipe for global growth."" -Jerry MacArthur Hultin, President, Polytechnic University, and former Under Secretary of the Navy ""Authors Sobel Lojeski and Reilly have provided a useful primer for the harried executive striving for productivity improvements while seeing the workload expand and the workforce disperse. Using conceptual definitions of Physical, Operational, and Affinity Distance to describe the multifaceted dimensions of building teams of people to work effectively together, the authors construct a very powerful set of metrics for a manager to improve the capability of his or her workgroup, no matter where it resides or how it is composed. The book is rich in anecdotes and specific studies that illustrate the concepts in an engaging, pertinent, and easy-to-understand manner. In an age of outsourcing, offshoring, and decentralizing groups of people who have to get things done together, reading this small book will repay itself many times over."" -Charles House, Director, Media X Lab at Stanford University, and former Director of the Societal Impact of Technology, Intel Corporation",2008.0,,https://covers.openlibrary.org/b/id/6408181-L.jpg,/works/OL9372006W,True,False
BOOK00210,"Women, spirituality, and transformative leadership","The world is in crisis and it seems that many are looking to women to heal the planet and our human family. Before women can step into our full potential as leaders and guides in this moment, we must individually reconnect with our deepest wisdom and with our spiritual roots; collectively heal the many dimensions of separation that keep us fragmented and ineffective as agents of social change; and globally reclaim our rightful place as spiritual leaders in service of a balanced and compassionate new paradigm. This empowering resource engages women in an interactive exploration of the challenges and opportunities on the frontier of women¿s spiritual leadership. Through the voices of North American women representing a matric of diversity¿ethnically, spiritually, religiously, generationally and geographically¿this book will inspire women to new expressions of their own personal leadership and invite them into powerful collaborative action.",2011.0,,https://covers.openlibrary.org/b/id/10416234-L.jpg,/works/OL16167822W,True,False
BOOK00211,Transformational leadership,,1995.0,,https://covers.openlibrary.org/b/id/6618397-L.jpg,/works/OL2953791W,True,False
BOOK00212,Transformative Leadership and Sustainable Innovation in Education,,2024.0,,,/works/OL37836630W,True,False
BOOK00213,Transforming leadership,An updated text on improving business leadership. Provides self-assessment tools and covers coaching and mentoring. Also discusses how to identify opportunities to apply leadership skills.,1992.0,,https://covers.openlibrary.org/b/id/1925600-L.jpg,/works/OL2720383W,True,False
BOOK00214,Transforming Leadership,,2005.0,,https://covers.openlibrary.org/b/id/875707-L.jpg,/works/OL8994178W,True,False
BOOK00215,Transforming Leadership,,1999.0,,,/works/OL5957923W,True,False
BOOK00216,Transformative Leadership,,2014.0,,,/works/OL21076591W,True,False
BOOK00217,The Transformational Leadership Compass,,2021.0,,https://covers.openlibrary.org/b/id/10648832-L.jpg,/works/OL24205378W,True,False
BOOK00218,Sustainability Mindset and Transformative Leadership,,2021.0,,https://covers.openlibrary.org/b/id/13919457-L.jpg,/works/OL25326177W,True,False
BOOK00219,Transforming Leadership,,2002.0,,https://covers.openlibrary.org/b/id/2350430-L.jpg,/works/OL4641084W,True,False
BOOK00220,Transformational leadership in East Africa,"""This book of discusses the question of political power and the role of leadership in East African communities. Beginning with pre-colonial structures and continuing to the present day, it tells a saddening tale of African states in crisis, without a sustainable leadership culture, with badly managed political transitions and confused social policies.""--BOOK JACKET.",2005.0,,https://covers.openlibrary.org/b/id/2304971-L.jpg,/works/OL2615445W,True,False
BOOK00221,Transformational leadership,,2010.0,,https://covers.openlibrary.org/b/id/12477876-L.jpg,/works/OL23234902W,True,False
BOOK00222,Transforming leadership,,2008.0,,https://covers.openlibrary.org/b/id/12754296-L.jpg,/works/OL16144446W,True,False
BOOK00223,Reframing Transformational Leadership,,2014.0,,,/works/OL21583154W,True,False
BOOK00224,Action Inquiry,,2004.0,,https://covers.openlibrary.org/b/id/11245620-L.jpg,/works/OL24587375W,True,False
BOOK00225,Transforming Leadership,,2017.0,,,/works/OL27799464W,True,False
BOOK00226,Transformational leadership,"In 2009, the Leadership Conference of Women Religious (LCWR)--an organization representing 300 orders of sisters in the United States--suddenly gained wide attention following a critical doctrinal assessment issued by the Vatican's Congregation for the Doctrine of the Faith. Many became interested in the way the LCWR and its members exercised leadership. One of their members described it as ""transformational leadership""--a ""way-of-being-in-in-the-world."" To better understand this way of leadership, LCWR regularly conducts interviews with some of the most engaging and passionate of contemporary thinkers. In this volume of interviews, eighteen theologians, psychologists, educators, and religious leaders from various fields and disciplines share their wisdom about a way of leadership able to meet the deep challenges of today's world. Transformational Leadership offers the opportunity to learn from notables such as Walter Brueggemann, Judy Cannato, Joan Chittister, OSB, Constance FitzGerald, OCD, Donald Goergen, OP, Marty Linsky, and Margaret Wheatley. Transformational Leadership, although originally addressed to American Catholic sisters, provides thoughtful and practical suggestions for living a Gospel-centered life and its unique collection of personalities and insight makes it of interest to all men and women seeking to live and lead with purpose and depth. (Publisher).",2015.0,,https://covers.openlibrary.org/b/id/12807462-L.jpg,/works/OL28172934W,True,False
BOOK00227,Advancing Inclusive Open Education Through Transformative Leadership,,2025.0,,,/works/OL44609028W,True,False
BOOK00228,Transformative Leadership,,2024.0,,,/works/OL39175195W,True,False
BOOK00229,Transformational leadership,,1996.0,,https://covers.openlibrary.org/b/id/582313-L.jpg,/works/OL3263681W,True,False
BOOK00230,Shared vision,,1989.0,,https://covers.openlibrary.org/b/id/9764558-L.jpg,/works/OL2896803W,True,False
BOOK00231,Transformative Leadership,,2024.0,,,/works/OL39200027W,True,False
BOOK00232,Transformational Leadership and Not for Profits and Social Enterprises,,2018.0,,https://covers.openlibrary.org/b/id/9233881-L.jpg,/works/OL20592844W,True,False
BOOK00233,Transformational Leadership Unleashed,,2025.0,,,/works/OL44597810W,True,False
BOOK00234,Servant leadership,,1977.0,,https://covers.openlibrary.org/b/id/592685-L.jpg,/works/OL1903158W,True,False
BOOK00235,The case for servant leadership,,2008.0,,https://covers.openlibrary.org/b/id/11419033-L.jpg,/works/OL24701696W,True,False
BOOK00236,The power of servant-leadership,"""A collection of eight of Greenleaf's most compelling essays on servant-leadership ... [an] approach to leadership ... which puts serving others, including employees, customers, and community, first.""--Back cover.",1998.0,,https://covers.openlibrary.org/b/id/831198-L.jpg,/works/OL1903148W,True,False
BOOK00237,Servant leadership,,,,https://covers.openlibrary.org/b/id/9698586-L.jpg,/works/OL16997792W,True,False
BOOK00238,Servant leadership,,2004.0,,https://covers.openlibrary.org/b/id/1573933-L.jpg,/works/OL5816128W,True,False
BOOK00239,Scrum Mastery,,2013.0,,https://covers.openlibrary.org/b/id/10846720-L.jpg,/works/OL24326584W,True,False
BOOK00240,Servant-leadership across cultures,"Manage cross-cultural workforces using the secrets of two international leadership gurus! As our economy globalizes at ever faster rates, managing employees from diverse cultures is becoming the norm -- and it can be an extraordinarily complex task. As a leader, how do you make sure everyone's values are recognized? How do you resolve grievances arising from value differences in the most pragmatic ways? The answer is servant-leadership. Grounded in the idea that business leaders exist to serve others while remaining focused on the bottom line, servant-leadership works for Starbucks and Southwest Airlines, and they're not alone. In fact, servant-leadership is practiced at a third of Fortune's 100 Best Companies to Work for. Servant-Leadership Across Cultures explains how to: Identify and fulfill the needs of employees from any cultural background; Reconcile apparent contradictions, even deep-seated or culturally based ones; Tend to both long- and short-term organizational needs; Build community, social capital, and loyalty through stewardship; Manage the difference between a fatal error and a chance for improvement. You'll also benefit from the lessons of key executives from Dell, Bang & Olufsen, Motorola, Shell, and others -- all of whom have used servant-leadership to raise not just their organizations' social stature, but also the bottom line. - Back cover. We are all under new pressure toproduce more for less money—andin less time. Ultimately, this cannot bedone unless bosses are able to—in serviceof their organization—bring out the bestin their people.That is the essence of servant-leadership,the management philosophy originallyoutlined by organizational expert RobertGreenleaf in the 1970s. It's a philosophywhose time has truly come.The mission statement of TDIndustries,a regular on Fortune's list of 100 BestCompanies to Work for in America,prioritizes ""intense 'people development'efforts, includingsubstantial training budgets.""When an error at Motorola caused$100,000 in damages to equipment, noheads rolled; instead, the responsibleemployee was encouraged to developa system based on what he'd learned;all told, Motorola saved more than amillion dollars.When Sematech, the InternationalInstitute for Semiconductors, joinedwith competitors like Intel, AMD,Siemens, and Sony, the result wassmarter and better business for all, viashared innovation and communication.For such progressive companies, mereinstitutional power is no longer enough.Their secret is the empowerment thatservant-leadership provides, and it canmake the difference between the successof your organization and its downfall.With Servant-Leadership Across Cultures,you'll come to understand how andwhy doing the right thing pays off foreveryone—not just for your business partners,but for the world.",2009.0,,https://covers.openlibrary.org/b/id/6420818-L.jpg,/works/OL2726376W,True,False
BOOK00241,Seven pillars of servant leadership,,2009.0,,https://covers.openlibrary.org/b/id/5731413-L.jpg,/works/OL9595789W,True,False
BOOK00242,Servant leadership,,2008.0,,https://covers.openlibrary.org/b/id/11817558-L.jpg,/works/OL24912130W,True,False
BOOK00243,Reflections on leadership,"In the twenty-five years since Robert K. Greenleaf first articulated his vision of ""servant-leadership,"" the world has seen a steady expansion in the influence of the man and his ideas. Hailed as the ""grandfather"" of the modern empowerment movement in business leadership, Greenleaf described true leaders as those who lead by serving others - empowering them to reach their full potential. He saw the ideal leader as one who transforms and integrates an organization; a steward with a commitment to the growth of people and the building of a community.",1995.0,,https://covers.openlibrary.org/b/id/300435-L.jpg,/works/OL18177476W,True,False
BOOK00244,Strength in servant leadership,,1987.0,,https://covers.openlibrary.org/b/id/8148071-L.jpg,/works/OL1861949W,True,False
BOOK00245,Servant leadership,,1977.0,,https://covers.openlibrary.org/b/id/4700687-L.jpg,/works/OL16327340W,True,False
BOOK00246,Servant leadership,,2010.0,,https://covers.openlibrary.org/b/id/9845502-L.jpg,/works/OL16295981W,True,False
BOOK00247,Handbook for secular Franciscan servant leadership,,1998.0,,,/works/OL18637084W,True,False
BOOK00248,Focus on Leadership,,2001.0,,https://covers.openlibrary.org/b/id/304480-L.jpg,/works/OL14925607W,True,False
BOOK00249,Servant Leadership in Action,,2018.0,,https://covers.openlibrary.org/b/id/8813082-L.jpg,/works/OL20167114W,True,False
BOOK00250,Servant Leadership,,2019.0,,,/works/OL30232477W,True,False
BOOK00251,Servant leadership,,2001.0,,https://covers.openlibrary.org/b/id/12897208-L.jpg,/works/OL2471245W,True,False
BOOK00252,Servant leadership,"""Servant Leadership: Leaving a Legacy is a heart-warming closure to the 'Principal to Principal' series. This fourth book finds John battling cancer that might be terminal, and his conversations with Brad and others he is mentoring provide a unique glimpse into the heart of a true servant leader. John's passion for life and caring for others is contagious, and leaves the reader clinging to the hope that he will beat his one last challenge. In an era of re-invention of schools on all levels, this story zeroes in on the critical need for integrity-driven leaders who understand how vision, innovative thinking, emotional intelligence and authentic relationship can transform a school's culture""--",2011.0,,https://covers.openlibrary.org/b/id/14379882-L.jpg,/works/OL16191519W,True,False
BOOK00253,Applying Servant Leadership in Today's Schools,,2008.0,,,/works/OL25178288W,True,False
BOOK00254,Servant Leadership for Slow Learners,,2002.0,,https://covers.openlibrary.org/b/id/898473-L.jpg,/works/OL9035377W,True,False
BOOK00255,Robert K. Greenleaf,"""Meet the man whose work influenced some of the world's most prominent business leaders and spawned a worldwide movement that is still gaining strength today. Robert Greenleaf's landmark 1970 essay, The Servant as Leader, introduced the now common term ""servant leadership"" to the world. His work has been cited by leading writers and business people including Ken Blanchard, Stephen Covey, Peter Senge, Margaret Wheatley, and Peter Block, and led to the development of Centers for Servant Leadership around the world."" ""This biography of Robert Greenleaf, authorized by his surviving children, finally tells his story. Drawn from Greenleaf's personal papers, correspondence, and interviews with family and friends, it provides a look at the sources of Greenleaf's thought, his friendships with some of the most influential men and women of the twentieth century - including Eleanor Roosevelt, Peter Drucker, the Menninger brothers, Reinhold Niebuhr, Aldous Huxley, Alcoholics Anonymous co-founder Bill Wilson, and man others - and how he influenced business history well before his first book was published at the age of seventy-three.""--Jacket.",2004.0,,https://covers.openlibrary.org/b/id/831331-L.jpg,/works/OL8925520W,True,False
BOOK00256,The Servant Leadership Training Course,,2006.0,,https://covers.openlibrary.org/b/id/865134-L.jpg,/works/OL1812464W,True,False
BOOK00257,The Model of Servant-Leadership,,1990.0,,https://covers.openlibrary.org/b/id/11681607-L.jpg,/works/OL16445928W,True,False
BOOK00258,Cases on Servant Leadership and Equity,,2022.0,,,/works/OL28715515W,True,False
BOOK00259,Leader As Servant Leadership Model,,2022.0,,,/works/OL28452071W,True,False
BOOK00260,Servant Leadership,,2017.0,,https://covers.openlibrary.org/b/id/13832027-L.jpg,/works/OL28668941W,True,False
BOOK00261,Global Servant-Leadership,,2020.0,,,/works/OL25763126W,True,False
BOOK00262,Servant leadership in nursing,,2010.0,,https://covers.openlibrary.org/b/id/9261771-L.jpg,/works/OL1851682W,True,False
BOOK00263,Servant Leadership,,2008.0,,https://covers.openlibrary.org/b/id/14393141-L.jpg,/works/OL24114452W,True,False
BOOK00264,Servant Leadership Roadmap,,2018.0,,https://covers.openlibrary.org/b/id/10328984-L.jpg,/works/OL21162868W,True,False
BOOK00265,Using Servant Leadership,,2018.0,,https://covers.openlibrary.org/b/id/8831412-L.jpg,/works/OL20183387W,True,False
BOOK00266,Servant Leadership,,2022.0,,,/works/OL34056020W,True,False
BOOK00267,The servant,"In this absorbing tale, you watch the timeless principles of servant leadership unfold through the story of John Daily, a businessman whose outwardly successful life is spiraling out of control. He is failing miserably in each of his leadership roles as boss, husband, father, and coach. To get his life back on track, he reluctantly attends a weeklong leadership retreat at a remote Benedictine monastery.To John's surprise, the monk leading the seminar is a former business executive and Wall Street legend. Taking John under his wing, the monk guides him to a realization that is simple yet profound: The true foundation of leadership is not power, but authority, which is built upon relationships, love, service, and sacrifice.Along with John, you will learn that the principles in this book are neither new nor complex. They don't demand special talents; they are simply based on strengthening the bonds of respect, responsibility, and caring with the people around you. Perhaps this is why The Servant has touched readers from all walks of life--because its message can be applied by anyone, anywhere--at home or at work.If you are tired of books that lecture instead of teach; if you are searching for ways to improve your leadership skills; if you want to understand the timeless virtues that lead to lasting and meaningful success, then this book is one you cannot afford to miss.From the Hardcover edition.",1998.0,,https://covers.openlibrary.org/b/id/509274-L.jpg,/works/OL1812466W,True,False
BOOK00268,A Woman's Guide to Servant Leadership,,2002.0,,https://covers.openlibrary.org/b/id/12189032-L.jpg,/works/OL2259860W,True,False
BOOK00269,Servant Leadership for Higher Education,,2011.0,,,/works/OL21466423W,True,False
BOOK00270,Principal to Principal,,2008.0,,https://covers.openlibrary.org/b/id/2931776-L.jpg,/works/OL9878008W,True,False
BOOK00271,Servant Leadership,,2021.0,,,/works/OL26822665W,True,False
BOOK00272,Personal and Organizational Excellence Through Servant Leadership,,2015.0,,,/works/OL26748521W,True,False
BOOK00273,Understanding Servant Leadership,,2017.0,,,/works/OL40442793W,True,False
BOOK00274,Servant Leadership Styles and Strategic Decision Making,"""This book explores how managers use autocratic styles in eastern organizations so there is need to bring servant leadership in order to promote new leadership because person have to be servant first and priorities of employees are first objective of servant to serve then he/she become the leader""--",2018.0,,,/works/OL27394506W,True,False
BOOK00275,The spirit of servant-leadership,,2011.0,,,/works/OL15456995W,True,False
BOOK00276,Idiot Guide to Servant Leadership,,2010.0,,,/works/OL39682345W,True,False
BOOK00277,Servant Leadership in diakonischen Unternehmen,,2013.0,,,/works/OL22326207W,True,False
BOOK00278,Servant Leadership,,2019.0,,,/works/OL38112557W,True,False
BOOK00279,Developing Christian Servant Leadership,,2015.0,,https://covers.openlibrary.org/b/id/9406813-L.jpg,/works/OL20723198W,True,False
BOOK00280,Paul on leadership,,2004.0,,https://covers.openlibrary.org/b/id/12706269-L.jpg,/works/OL1903299W,True,False
BOOK00281,Marketing management,"Marketing Managementcollectively uses a managerial orientation, an analytical approach, a multidisciplinary perspective, universal applications, and balanced coverage to distinguish it from all other marketing management texts out there. Unsurpassed in its breadth, depth, and relevance, the 16th Edition features a streamlined organization of the content, updated material, and new examples that reflect the very latest market developments. After reading this landmark text, you'll have the knowledge and tools to succeed in the new market environment around you.",1973.0,,https://covers.openlibrary.org/b/id/13673341-L.jpg,/works/OL1807518W,True,False
BOOK00282,Management information systems,"Laudon’s essential case-based text for the study of IS in business today. Management Information Systems: Managing the Digital Firm provides the most comprehensive overview of information systems, while drawing connections between MIS and business performance. The Laudons are known for their outstanding real-world case studies, which describe how well-known companies use IT to solve problems and achieve business objectives. You will develop sought-after skills, and be adept at leading IS-related management discussions and using IT to meet bottom-line results. Each chapter of the 17th edition has been thoroughly updated to cover the latest industry and technology changes.",1945.0,,https://covers.openlibrary.org/b/id/1104118-L.jpg,/works/OL58235W,True,False
BOOK00283,Marketing Management,"For undergraduate and graduate courses in marketing management. The gold standard for today’s marketing management student. Stay on the cutting-edge with the gold standard text that reflects the latest in marketing theory and practice. The world of marketing is changing everyday–and in order for students to have a competitive edge, they need a textbook that reflects the best of today’s marketing theory and practices.Marketing Management is the gold standard marketing text because its content and organization consistently reflect the latest changes in today’s marketing theory and practice.",2016.0,,https://covers.openlibrary.org/b/id/14426392-L.jpg,/works/OL17371073W,True,False
BOOK00284,Human Resource management,,1994.0,,https://covers.openlibrary.org/b/id/9334439-L.jpg,/works/OL11789290W,True,False
BOOK00285,Operations management,,1999.0,,https://covers.openlibrary.org/b/id/4958593-L.jpg,/works/OL1887971W,True,False
BOOK00286,Principles of management,,1953.0,,https://covers.openlibrary.org/b/id/4450295-L.jpg,/works/OL5506777W,True,False
BOOK00287,Strategic management,"Designed in functional four-color, this book offers a popular practitioner-oriented perspective, focuses on skill-building in all major areas of strategy formation, implementation, and evaluation, and weaves three very contemporary themes throughout each chapter—globalization, the natural environment, and e-commerce. Forty-one Experiential exercises, and 41 cases are included. Coverage includes developing a mission statement, performing an external audit, conducting an internal assessment, and formulating, implementing, and evaluating strategies, as well as global issues and concerns. For anyone interested in the fields of Strategic Management, Strategy, and Business Policy. - Publisher.",1969.0,,https://covers.openlibrary.org/b/id/84279-L.jpg,/works/OL1987799W,True,False
BOOK00288,Statistics for management,"Statistics for Management, 8e, is a comprehensive textbook designed to help students understand the statistical concepts and applications used in business and management situations. In the manner of the earlier editions, this edition too omits complex notations in favor of graphic and verbal explanations and aims to explain the subject with a practical orientation. Examples from the real world are discussed to explain how the textbook principles work in professional practice. Written in a simple and lucid language, this book is an excellent resource for students pursuing management courses.",1978.0,,https://covers.openlibrary.org/b/id/14425600-L.jpg,/works/OL3266788W,True,False
BOOK00289,The Night Manager,"Individual greed takes the place of old world rivalries of great nations. Inside look at the international cartel of illegal arms dealers, and drug smugglers. Lays forth an understanding of paradoxes in our unquestioning perceptions between evil and virtue! Heavy reading at best; smashing thoughts!",1993.0,,https://covers.openlibrary.org/b/id/2395136-L.jpg,/works/OL181821W,True,False
BOOK00290,Strategic management,,1992.0,,https://covers.openlibrary.org/b/id/12464587-L.jpg,/works/OL16002869W,True,False
BOOK00291,Management,,1984.0,,https://covers.openlibrary.org/b/id/92596-L.jpg,/works/OL510772W,True,False
BOOK00292,High Output Management,,1983.0,,https://covers.openlibrary.org/b/id/421244-L.jpg,/works/OL2355834W,True,False
BOOK00293,Financial Management,,1977.0,,https://covers.openlibrary.org/b/id/5425961-L.jpg,/works/OL2024238W,True,False
BOOK00294,Human resource management,"""Human Resource Management addresses the study of HR in a realistic, practical, and stimulating manner. Examples of how HR management is practiced in the real world and the relationship between various HR topics are interwoven throughout the text, giving students a thorough introduction to the field based on sound theoretical concepts and practice. The Fourteenth Edition reveals HR's strategic importance to management and the overall health of an organization. The text also addresses the ongoing shrinkage of internal HR departments as many companies shift towards HR outsourcing, HR shared service centers, and professional employer organizations. Students should walk away with an appreciation for how the HR profession continues to shed its administrative image and while focusing on mission-oriented activities""--Publisher's website.",1990.0,,https://covers.openlibrary.org/b/id/1108254-L.jpg,/works/OL1850195W,True,False
BOOK00295,"Mind Management, Not Time Management",,2020.0,,https://covers.openlibrary.org/b/id/10496171-L.jpg,/works/OL22785378W,True,False
BOOK00296,Strategic management and business policy,,1983.0,,https://covers.openlibrary.org/b/id/1104183-L.jpg,/works/OL467494W,True,False
BOOK00297,The Practice of Management,"""This classic volume achieves a remarkable width of appeal without sacrificing scientific accuracy or depth of analysis. It is a valuable contribution to the study of business efficiency which should be read by anyone wanting information about the developments and place of management, and it is as relevant today as when it was first written. This is a practical book, written out of many years of experience in working with managements of small, medium and large corporations. It aims to be a management guide, enabling readers to examine their own work and performance, to diagnose their weaknesses and to improve their own effectiveness as well as the results of the enterprise they are responsible for.""--Publisher's description.",1954.0,,https://covers.openlibrary.org/b/id/6418448-L.jpg,/works/OL274337W,True,False
BOOK00298,Human Resource Management,,1994.0,,https://covers.openlibrary.org/b/id/84029-L.jpg,/works/OL1982791W,True,False
BOOK00299,Project management,"""Project Management covers the full range of issues of vital concern to IT managers working in today's hurry-up, budget-conscious business environment. Whether you are employed in a high-tech, low-tech, financial, manufacturing, or service organization, you'll find valuable advice and guidance on how to get your projects finished on-time, within budget, and to the complete satisfaction of your end users.""--BOOK JACKET.",1968.0,,https://covers.openlibrary.org/b/id/3853636-L.jpg,/works/OL2950077W,True,False
BOOK00300,Introduction to management accounting,,1978.0,,https://covers.openlibrary.org/b/id/1111306-L.jpg,/works/OL1826745W,True,False
BOOK00301,The Principles of Scientific Management,"This is a management classic that is actually a short booklet. It is Taylor's key statement of his approach to developing standards for work performance on the basis of study and observation as opposed to a reliance on standard ""rules of thumb.""",1911.0,,https://covers.openlibrary.org/b/id/8235250-L.jpg,/works/OL1866671W,True,False
BOOK00302,Management of organizational behavior,,1969.0,,https://covers.openlibrary.org/b/id/1102753-L.jpg,/works/OL3232991W,True,False
BOOK00303,Retailing management,,1992.0,,https://covers.openlibrary.org/b/id/5364645-L.jpg,/works/OL2689914W,True,False
BOOK00304,Strategic management,,1984.0,,https://covers.openlibrary.org/b/id/5045789-L.jpg,/works/OL2000302W,True,False
BOOK00305,Operations Management,,1987.0,,https://covers.openlibrary.org/b/id/4087919-L.jpg,/works/OL1874172W,True,False
BOOK00306,Contemporary management,,1998.0,,https://covers.openlibrary.org/b/id/3782349-L.jpg,/works/OL2669571W,True,False
BOOK00307,Developing mangement skills,,1984.0,,https://covers.openlibrary.org/b/id/10710449-L.jpg,/works/OL452404W,True,False
BOOK00308,Essentials of management,,1974.0,,https://covers.openlibrary.org/b/id/4507368-L.jpg,/works/OL5616271W,True,False
BOOK00309,A Guide to the Project Management Body of Knowledge (PMBOK® Guide),"Presents the fundamental processes of project management that drive the design and implementation of business changes for any organization —local, regional or global—, updated to reflect the most current industry knowledge and practices.",1996.0,,https://covers.openlibrary.org/b/id/926642-L.jpg,/works/OL102817W,True,False
BOOK00310,Analysis for financial management,fantastic,1983.0,,https://covers.openlibrary.org/b/id/63951-L.jpg,/works/OL2667692W,True,False
BOOK00311,Strategic market management,,1984.0,,https://covers.openlibrary.org/b/id/2425957-L.jpg,/works/OL1839162W,True,False
BOOK00312,Strategic management,,1982.0,,https://covers.openlibrary.org/b/id/1082674-L.jpg,/works/OL37971W,True,False
BOOK00313,Retailing management,1 volume (various pagings) : 28 cm,2000.0,,https://covers.openlibrary.org/b/id/5420019-L.jpg,/works/OL12420780W,True,False
BOOK00314,Supply chain logistics management,,2002.0,,https://covers.openlibrary.org/b/id/8341095-L.jpg,/works/OL2967291W,True,False
BOOK00315,The one minute manager,"Details a simple, yet effective management system based on three fundamental strategies for earning raises, promotions, and power in business.",1981.0,,https://covers.openlibrary.org/b/id/5288277-L.jpg,/works/OL66049W,True,False
BOOK00316,Entrepreneurship,where we give id to open document,1989.0,,https://covers.openlibrary.org/b/id/8231771-L.jpg,/works/OL2688120W,True,False
BOOK00317,Fundamentals of financial management,"When [the book] was first published more than 20 years ago, our intent was to write an introductory finance text that students could understand. Today, [the book] has become the leading undergraduate finance text ... [The book] is intended for use in the introductory finance course. The key chapters can be covered in a one-term course, or supplemented with cases and some outside readings, used in a two-term course.-Pref.",1978.0,,https://covers.openlibrary.org/b/id/4937950-L.jpg,/works/OL2024237W,True,False
BOOK00318,Fundamentals of financial management,,1971.0,,https://covers.openlibrary.org/b/id/92304-L.jpg,/works/OL2634165W,True,False
